E (meV)	EVR84_360K_0.35A-1	err	E (meV)	EVR84_360K_0.45A-1	err	E (meV)	EVR84_360K_0.55A-1	err	E (meV)	EVR84_360K_0.65A-1	err	E (meV)	EVR84_360K_0.75A-1	err	E (meV)	EVR84_360K_0.85A-1	err	E (meV)	EVR84_360K_0.95A-1	err	E (meV)	EVR84_360K_1.05A-1	err	E (meV)	EVR84_360K_1.15A-1	err	E (meV)	EVR84_360K_1.25A-1	err	E (meV)	EVR84_360K_1.35A-1	err	E (meV)	EVR84_360K_1.45A-1	err	E (meV)	EVR84_360K_1.55A-1	err	E (meV)	EVR84_360K_1.65A-1	err	E (meV)	EVR84_360K_1.75A-1	err	E (meV)	EVR84_360K_1.85A-1	err
-0.79939999	-1.1196115	0.55588738	-0.79939999	1.8285591	0.825203	-0.79939999	2.1184204	0.69261273	-0.79939999	2.2933924	0.72517921	-0.79939999	2.6280581	0.74230623	-0.79939999	3.6561497	0.74413608	-0.79939999	3.7460141	0.89616171	-0.79939999	3.0587826	0.75857192	-0.79939999	4.0758409	0.80864115	-0.79939999	5.7007	1.1748165	-0.79939999	4.8437718	0.95350935	-0.79939999	5.8474983	0.89159951	-0.79939999	5.9786483	0.7476892	-0.79939999	5.2729214	0.74866626	-0.79939999	6.5486655	0.8122987	-0.79939999	5.7735436	0.70208449
-0.79349999	-1.1194884	0.55582623	-0.79349999	2.6648578	0.71522596	-0.79349999	2.5772502	0.75106755	-0.79349999	2.1085729	0.76635877	-0.79349999	2.8338336	0.74992752	-0.79349999	2.8288529	0.70036472	-0.79349999	3.7569053	0.7316773	-0.79349999	4.0968381	0.79888691	-0.79349999	5.1564254	0.83931855	-0.79349999	5.9376942	1.398859	-0.79349999	6.272752	1.0866336	-0.79349999	6.0553105	0.86521579	-0.79349999	5.3770244	0.73943508	-0.79349999	6.0136089	0.78238539	-0.79349999	6.3707986	0.72528174	-0.79349999	5.6001921	0.67490175
-0.78759999	-1.1193653	0.55576514	-0.78759999	2.4424682	0.7266403	-0.78759999	2.567484	0.80568014	-0.78759999	2.6031076	0.80144573	-0.78759999	2.8280101	0.79095504	-0.78759999	3.0590809	0.70426956	-0.78759999	3.4359562	0.78785759	-0.78759999	4.1854059	0.78414506	-0.78759999	4.5919796	0.82814535	-0.78759999	5.9263409	1.2193721	-0.78759999	5.4306667	1.0166023	-0.78759999	5.8927944	0.85456322	-0.78759999	5.622155	0.77906031	-0.78759999	6.0825363	0.80405085	-0.78759999	6.5967612	0.76495417	-0.78759999	5.3680326	0.66034653
-0.78169999	-1.1192424	0.55570411	-0.78169999	2.2074334	0.73901643	-0.78169999	2.5668511	0.85577652	-0.78169999	3.1091693	0.83746647	-0.78169999	2.8039756	0.82834993	-0.78169999	3.2850527	0.70807292	-0.78169999	3.1200789	0.84165138	-0.78169999	4.2586737	0.76682915	-0.78169999	4.072182	0.81713044	-0.78169999	5.8749344	1.0045764	-0.78169999	4.6124746	0.9453211	-0.78169999	5.7572085	0.84993055	-0.78169999	5.8659753	0.80984735	-0.78169999	6.1190856	0.82781771	-0.78169999	6.78611	0.79707579	-0.78169999	5.1786475	0.65449254
-0.77579999	-1.1191196	0.55564312	-0.77579999	1.6159807	0.75253916	-0.77579999	2.1069641	0.83885854	-0.77579999	1.762593	0.75769357	-0.77579999	2.5931366	0.84861124	-0.77579999	3.0932782	0.82050193	-0.77579999	4.2017456	0.86213202	-0.77579999	4.2402128	0.85564825	-0.77579999	4.8818765	0.8539184	-0.77579999	6.2580132	1.2356583	-0.77579999	5.0647766	1.0235593	-0.77579999	5.3785455	0.80874323	-0.77579999	5.4905497	0.7856277	-0.77579999	5.3649895	0.76732706	-0.77579999	5.6622098	0.67728802	-0.77579999	5.9537484	0.68509655
-0.76989999	-1.1189969	0.55558219	-0.76989999	1.8164442	0.72106416	-0.76989999	1.7594838	0.79902516	-0.76989999	2.017793	0.76060972	-0.76989999	2.9975678	0.85098185	-0.76989999	3.3956801	0.83524519	-0.76989999	4.4325887	0.89871311	-0.76989999	4.3058303	0.83975334	-0.76989999	4.6618629	0.83891135	-0.76989999	6.1484767	1.2199155	-0.76989999	5.8575928	1.0539988	-0.76989999	5.2246413	0.8401059	-0.76989999	5.6845317	0.76680171	-0.76989999	5.9164247	0.78952825	-0.76989999	6.1237474	0.73301874	-0.76989999	6.2429138	0.6958967
-0.76399999	-1.1188742	0.55552131	-0.76399999	2.2422026	0.66346767	-0.76399999	1.2134269	0.7296736	-0.76399999	2.6375345	0.78076375	-0.76399999	3.7003363	0.84753235	-0.76399999	3.8571716	0.8466339	-0.76399999	4.6935773	0.95595491	-0.76399999	4.4490199	0.80134725	-0.76399999	4.1651468	0.81093122	-0.76399999	6.0312735	1.164787	-0.76399999	7.0578283	1.0904833	-0.76399999	5.0604603	0.90272621	-0.76399999	5.9798074	0.733094	-0.76399999	6.9597677	0.83249873	-0.76399999	7.1035159	0.83301912	-0.76399999	6.590606	0.71029526
-0.75809999	-1.1187517	0.55546048	-0.75809999	2.0531827	0.72130843	-0.75809999	3.0853862	0.81042059	-0.75809999	3.3390192	0.87283089	-0.75809999	4.168115	0.7906344	-0.75809999	3.4769038	0.8253358	-0.75809999	3.6400003	0.88862831	-0.75809999	4.4570025	0.84546507	-0.75809999	5.2982482	0.87278761	-0.75809999	5.5142055	1.3484886	-0.75809999	6.2415841	1.0868683	-0.75809999	5.2575567	0.87058955	-0.75809999	5.7640024	0.73846232	-0.75809999	6.5121477	0.77029582	-0.75809999	6.4946411	0.77970389	-0.75809999	5.7772552	0.71781105
-0.75219999	-1.1186293	0.5553997	-0.75219999	2.0620586	0.74216969	-0.75219999	3.1231699	0.76280262	-0.75219999	3.4302122	0.87267638	-0.75219999	3.8237475	0.79580633	-0.75219999	3.2664537	0.79725099	-0.75219999	3.8646623	0.87419132	-0.75219999	5.0046979	0.88291734	-0.75219999	5.2208908	0.87413684	-0.75219999	5.2066809	1.307769	-0.75219999	5.3883023	1.0454682	-0.75219999	5.6125347	0.86397396	-0.75219999	5.5030482	0.72749441	-0.75219999	6.2729188	0.75893644	-0.75219999	6.0376689	0.75852499	-0.75219999	5.5371887	0.72146821
-0.74629999	-1.118507	0.55533898	-0.74629999	2.1779594	0.76533422	-0.74629999	2.148965	0.55533898	-0.74629999	3.2067114	0.81976061	-0.74629999	2.6788899	0.8422314	-0.74629999	2.9556064	0.7401901	-0.74629999	5.014832	0.86855995	-0.74629999	6.5130897	0.95578517	-0.74629999	4.2432928	0.83677107	-0.74629999	4.6970236	1.0440009	-0.74629999	3.730462	0.95890511	-0.74629999	6.3491435	0.86979031	-0.74629999	4.9156553	0.69929529	-0.74629999	5.8974952	0.76278269	-0.74629999	5.2116014	0.73598434	-0.74629999	5.3381729	0.72738067
-0.74039999	-1.1183848	0.55527831	-0.74039999	2.1194121	0.69608916	-0.74039999	2.4543693	0.61727614	-0.74039999	2.369219	0.79124344	-0.74039999	2.5407968	0.79872446	-0.74039999	4.0719194	0.79741457	-0.74039999	4.8059107	0.87873771	-0.74039999	4.6053071	0.91511125	-0.74039999	5.03816	0.89700794	-0.74039999	4.700115	1.2158263	-0.74039999	5.1749776	0.99923601	-0.74039999	5.3038145	0.88174698	-0.74039999	5.2556053	0.72767378	-0.74039999	6.0264414	0.77666803	-0.74039999	5.5834416	0.75387692	-0.74039999	5.2497674	0.69083988
-0.73449999	-1.1182627	0.5552177	-0.73449999	1.9916646	0.67726417	-0.73449999	2.6063978	0.67922425	-0.73449999	2.1112043	0.78760989	-0.73449999	2.4950822	0.77352704	-0.73449999	4.3519407	0.82119027	-0.73449999	4.4707098	0.86013187	-0.73449999	3.9494321	0.87997193	-0.73449999	5.1175454	0.91843348	-0.73449999	4.7291396	1.2461707	-0.73449999	5.4775439	0.99327554	-0.73449999	5.0372421	0.87373135	-0.73449999	5.6035113	0.74306512	-0.73449999	6.0440242	0.78163773	-0.73449999	5.6480242	0.75086453	-0.73449999	5.203792	0.67420277
-0.72859999	-1.1181408	0.55515714	-0.72859999	1.61224	0.71631746	-0.72859999	2.7710324	0.82026789	-0.72859999	2.3202925	0.81674129	-0.72859999	2.4655989	0.73235678	-0.72859999	3.7655126	0.83096143	-0.72859999	3.3301897	0.76252246	-0.72859999	4.1701924	0.79647366	-0.72859999	4.4003178	0.92520682	-0.72859999	4.7934179	1.1023185	-0.72859999	4.6016464	0.95795038	-0.72859999	5.6281559	0.82930534	-0.72859999	6.3840624	0.75818238	-0.72859999	5.9721637	0.78361331	-0.72859999	5.2221179	0.69752045	-0.72859999	5.2877555	0.68090484
-0.72269999	-1.1180189	0.55509663	-0.72269999	1.7221625	0.71813487	-0.72269999	2.4133069	0.71766267	-0.72269999	2.4496812	0.81865352	-0.72269999	3.1874706	0.82131395	-0.72269999	2.8380239	0.82004421	-0.72269999	3.7592359	0.83019082	-0.72269999	3.3030546	0.79858568	-0.72269999	4.9141115	0.97691736	-0.72269999	5.4032624	1.2294071	-0.72269999	6.1944463	1.0618147	-0.72269999	5.6261324	0.8781356	-0.72269999	6.0235489	0.73360254	-0.72269999	6.1150882	0.75992053	-0.72269999	5.5123315	0.7149927	-0.72269999	5.2694276	0.69558593
-0.71679999	-1.1178971	0.55503619	-0.71679999	1.8994688	0.71779067	-0.71679999	2.4082626	0.68763309	-0.71679999	2.540969	0.83857605	-0.71679999	3.4936029	0.87171547	-0.71679999	2.3627634	0.81616136	-0.71679999	4.1080505	0.87084573	-0.71679999	3.0987108	0.80033909	-0.71679999	5.1066649	0.9706336	-0.71679999	5.7448627	1.2880851	-0.71679999	6.7636858	1.0855728	-0.71679999	5.5561021	0.8887603	-0.71679999	5.8540308	0.72076918	-0.71679999	6.1975612	0.75904579	-0.71679999	5.7148496	0.73066235	-0.71679999	5.4961883	0.71276523
-0.71089999	-1.1177755	0.55497579	-0.71089999	2.6332845	0.71818061	-0.71089999	3.1924838	0.80064349	-0.71089999	2.6637799	0.92571774	-0.71089999	3.3323462	0.92550294	-0.71089999	2.2626878	0.83921714	-0.71089999	4.8007521	0.92062975	-0.71089999	4.3345344	0.78203976	-0.71089999	4.7807039	0.82270829	-0.71089999	5.8406749	1.2786197	-0.71089999	5.815518	0.98910593	-0.71089999	5.4983038	0.81529631	-0.71089999	5.6277789	0.71844711	-0.71089999	6.1395934	0.79473135	-0.71089999	6.0419985	0.78581265	-0.71089999	6.7956518	0.76666773
-0.70499999	-1.117654	0.55491545	-0.70499999	1.9422294	0.72086595	-0.70499999	2.5343152	0.78256216	-0.70499999	2.1572994	0.83171352	-0.70499999	2.3056428	0.88423698	-0.70499999	3.7183574	0.84945712	-0.70499999	4.6947541	0.87191257	-0.70499999	4.5338321	0.87357454	-0.70499999	5.1527144	0.87462969	-0.70499999	6.0611568	1.2646858	-0.70499999	5.1229433	0.96208557	-0.70499999	7.0009727	0.92996894	-0.70499999	5.6737869	0.75529707	-0.70499999	6.6977534	0.81149175	-0.70499999	6.1075097	0.77283795	-0.70499999	6.2578192	0.7455193
-0.69909999	-1.1175326	0.55485517	-0.69909999	1.6330849	0.70565634	-0.69909999	2.3297666	0.76213048	-0.69909999	2.1940585	0.80171908	-0.69909999	1.7961519	0.87334302	-0.69909999	4.4794567	0.85432716	-0.69909999	4.5313764	0.83565134	-0.69909999	4.7049534	0.91132465	-0.69909999	5.3801621	0.90607511	-0.69909999	6.2845625	1.2889567	-0.69909999	5.139245	0.9668011	-0.69909999	7.7219378	0.97239428	-0.69909999	5.7919364	0.77355771	-0.69909999	6.9858223	0.81570074	-0.69909999	6.1519482	0.76393568	-0.69909999	5.8179479	0.72510184
-0.69319999	-1.1174113	0.55479494	-0.69319999	2.08528	0.60052686	-0.69319999	3.2666624	0.70498179	-0.69319999	4.0380548	0.94707608	-0.69319999	2.09699	0.9109139	-0.69319999	4.4223415	0.86803648	-0.69319999	3.6396202	0.78944632	-0.69319999	5.2764438	0.85984752	-0.69319999	5.8753947	0.96372867	-0.69319999	6.3098875	1.4266704	-0.69319999	7.8301579	1.1137387	-0.69319999	6.9065083	0.87248282	-0.69319999	6.2985778	0.74983398	-0.69319999	6.7219719	0.78667518	-0.69319999	6.3292801	0.77344091	-0.69319999	4.8767683	0.67363367
-0.68729999	-1.1172901	0.55473477	-0.68729999	2.0042774	0.66383058	-0.68729999	3.6579687	0.80381516	-0.68729999	3.2640606	0.82846375	-0.68729999	3.6396517	0.95027511	-0.68729999	4.3495518	0.86934238	-0.68729999	4.983305	0.8200133	-0.68729999	4.710657	0.87906888	-0.68729999	5.6528223	0.94814871	-0.68729999	6.8255381	1.4565131	-0.68729999	7.0413667	1.070593	-0.68729999	5.6903519	0.84381905	-0.68729999	6.2627641	0.75329328	-0.68729999	6.5331713	0.81673293	-0.68729999	6.3056235	0.78018688	-0.68729999	5.1083398	0.67559278
-0.68139999	-1.117169	0.55467466	-0.68139999	2.1377818	0.72761472	-0.68139999	3.7185652	0.85827213	-0.68139999	2.8756731	0.77322375	-0.68139999	4.3450338	0.95541997	-0.68139999	4.3902212	0.87328403	-0.68139999	5.5620703	0.84340053	-0.68139999	4.5318445	0.90031442	-0.68139999	5.3423054	0.92420536	-0.68139999	6.7512922	1.4316798	-0.68139999	6.6458784	1.0355983	-0.68139999	5.3151048	0.84072308	-0.68139999	6.2790117	0.77108386	-0.68139999	6.5689517	0.83177279	-0.68139999	6.2866971	0.78202362	-0.68139999	5.4313864	0.68872372
-0.67549999	-1.117048	0.5546146	-0.67549999	3.180506	0.88669129	-0.67549999	2.7479175	0.87693501	-0.67549999	3.1133207	0.87124471	-0.67549999	3.6022383	0.83998355	-0.67549999	4.7031862	0.89908939	-0.67549999	4.6464105	0.88693132	-0.67549999	5.3261614	0.95948744	-0.67549999	4.5165744	0.85672647	-0.67549999	4.8889692	1.1844698	-0.67549999	6.2011535	0.936289	-0.67549999	7.3093239	0.93705136	-0.67549999	6.5761796	0.86031047	-0.67549999	7.2472382	0.82196147	-0.67549999	6.2141736	0.76975125	-0.67549999	6.5291227	0.75070275
-0.66959999	-1.1169272	0.55455461	-0.66959999	3.0579607	0.86834722	-0.66959999	2.0744234	0.7139638	-0.66959999	3.2611069	0.80253105	-0.66959999	3.1156519	0.82513581	-0.66959999	4.2548926	0.84464034	-0.66959999	4.7215535	0.87867313	-0.66959999	4.9287293	0.92875838	-0.66959999	5.1113685	0.92368484	-0.66959999	5.1185106	1.1331642	-0.66959999	6.7510554	0.96689266	-0.66959999	7.1234046	0.94309311	-0.66959999	6.564124	0.85516596	-0.66959999	7.2736553	0.86668527	-0.66959999	6.3047398	0.79306383	-0.66959999	5.9587193	0.72223097
-0.66369999	-1.1168065	0.55449466	-0.66369999	2.8097368	0.84974845	-0.66369999	1.9126366	0.69126722	-0.66369999	3.3439837	0.81400651	-0.66369999	3.0329877	0.83270161	-0.66369999	3.8604243	0.85417747	-0.66369999	4.5477436	0.86740457	-0.66369999	4.6802191	0.90439631	-0.66369999	5.3982991	0.95739357	-0.66369999	5.6221965	1.207892	-0.66369999	6.9612127	0.98797592	-0.66369999	7.0262565	0.94332593	-0.66369999	6.8229597	0.85286165	-0.66369999	7.1517798	0.8767491	-0.66369999	6.6006893	0.81388263	-0.66369999	5.6789072	0.70177899
-0.65779999	-1.1166859	0.55443478	-0.65779999	2.010615	0.81174549	-0.65779999	2.7103159	0.94825883	-0.65779999	3.1520881	0.98035157	-0.65779999	3.7757892	0.89719945	-0.65779999	3.0582126	0.99433636	-0.65779999	3.8089825	0.83978901	-0.65779999	4.3327474	0.86518671	-0.65779999	5.3723974	0.96938221	-0.65779999	7.4509726	1.5618915	-0.65779999	6.6657065	1.0141379	-0.65779999	7.0125995	0.93351607	-0.65779999	7.8635643	0.85445776	-0.65779999	6.5868706	0.82659442	-0.65779999	7.474113	0.84722798	-0.65779999	5.4660783	0.66906933
-0.65189999	-1.1165654	0.55437496	-0.65189999	1.5016954	0.77620959	-0.65189999	2.9452697	0.84043067	-0.65189999	2.8809883	0.83157407	-0.65189999	3.7294723	0.88503428	-0.65189999	4.4559208	0.93292585	-0.65189999	4.2975073	0.81373281	-0.65189999	5.0787887	0.82695426	-0.65189999	4.8968566	0.90687255	-0.65189999	7.2395343	1.3591166	-0.65189999	6.059447	1.0059957	-0.65189999	6.7747052	0.90913726	-0.65189999	6.7306011	0.78030936	-0.65189999	6.6320635	0.77941616	-0.65189999	7.2993336	0.83491321	-0.65189999	6.1602639	0.73855872
-0.64599999	-1.116445	0.55431519	-0.64599999	1.4780703	0.72520691	-0.64599999	2.9118875	0.77616198	-0.64599999	3.0517697	0.78405592	-0.64599999	3.9310603	0.89214173	-0.64599999	4.8176684	0.93576484	-0.64599999	4.2995011	0.83330204	-0.64599999	5.5871808	0.83970277	-0.64599999	4.8199384	0.91095076	-0.64599999	6.6952821	1.2527721	-0.64599999	5.8488955	1.0061954	-0.64599999	6.4855158	0.90000639	-0.64599999	6.3558973	0.77901883	-0.64599999	6.5930908	0.7616561	-0.64599999	7.1920087	0.81294729	-0.64599999	6.316306	0.75273457
-0.64009999	-1.1163248	0.55425549	-0.64009999	1.9779688	0.60290515	-0.64009999	2.5532747	0.71818847	-0.64009999	3.8598514	0.83412878	-0.64009999	4.5844965	0.92374534	-0.64009999	4.2249638	1.011292	-0.64009999	3.8517583	0.91949036	-0.64009999	6.023025	0.91085996	-0.64009999	5.2620666	0.99335109	-0.64009999	5.364003	1.1921563	-0.64009999	5.8840412	1.019865	-0.64009999	6.1259835	0.90260085	-0.64009999	6.2965915	0.8525633	-0.64009999	6.4346943	0.76705088	-0.64009999	7.2154273	0.76701149	-0.64009999	5.8608205	0.71942541
-0.63419999	-1.1162046	0.55419584	-0.63419999	2.382728	0.78044132	-0.63419999	2.4597589	0.70527762	-0.63419999	3.2287838	0.806359	-0.63419999	6.0324395	0.99810108	-0.63419999	4.0616769	0.81053648	-0.63419999	4.7426838	0.88101767	-0.63419999	6.2452572	0.88037558	-0.63419999	5.8432643	1.0438961	-0.63419999	5.1799504	1.1972692	-0.63419999	6.1951487	1.0083914	-0.63419999	6.8321834	0.93324489	-0.63419999	6.5296532	0.76687087	-0.63419999	6.771662	0.81387161	-0.63419999	7.0042267	0.78341559	-0.63419999	6.023427	0.73490805
-0.62829999	-1.1160846	0.55413626	-0.62829999	2.1998405	0.80424685	-0.62829999	2.62206	0.74756429	-0.62829999	3.080472	0.82568163	-0.62829999	5.6204938	0.97772742	-0.62829999	4.1060286	0.79977592	-0.62829999	4.9043691	0.91527864	-0.62829999	6.3986533	0.89675249	-0.62829999	5.4535094	1.0196613	-0.62829999	6.0046162	1.2973606	-0.62829999	6.2311165	1.0125352	-0.62829999	7.5512489	0.95543635	-0.62829999	6.423405	0.7591252	-0.62829999	6.865377	0.83605914	-0.62829999	7.1888813	0.79642046	-0.62829999	6.41409	0.74749697
-0.62239999	-1.1159647	0.55407673	-0.62239999	1.6586693	0.78525861	-0.62239999	2.9460278	0.82535573	-0.62239999	3.1375519	0.87402346	-0.62239999	4.1011721	0.90029336	-0.62239999	4.2555515	0.88341788	-0.62239999	4.9021112	0.99441466	-0.62239999	6.5364239	0.94384236	-0.62239999	4.4237889	0.94909099	-0.62239999	7.5260819	1.4589159	-0.62239999	6.223639	1.0286082	-0.62239999	8.6272667	0.98520656	-0.62239999	6.0577395	0.78667688	-0.62239999	6.8536723	0.85121183	-0.62239999	7.6385531	0.8176519	-0.62239999	7.0655822	0.7599113
-0.61649999	-1.1158449	0.55401726	-0.61649999	1.5674442	0.6507096	-0.61649999	3.0019124	0.84913078	-0.61649999	2.9666084	0.78644899	-0.61649999	4.4228882	0.87048579	-0.61649999	4.4569805	0.86141928	-0.61649999	5.2611037	0.92579326	-0.61649999	5.5608638	1.0589127	-0.61649999	5.4618072	0.97059808	-0.61649999	6.4900628	1.2294903	-0.61649999	7.1687852	1.065082	-0.61649999	7.0254162	0.88041474	-0.61649999	6.5963099	0.85761872	-0.61649999	6.5360203	0.80293105	-0.61649999	6.4449784	0.75111906	-0.61649999	6.0985387	0.71517151
-0.61059999	-1.1157253	0.55395786	-0.61059999	1.9239215	0.74980988	-0.61059999	3.3370686	0.78427429	-0.61059999	3.3737529	0.85396549	-0.61059999	4.0624521	0.8881355	-0.61059999	4.2806016	0.82437904	-0.61059999	4.973179	0.887769	-0.61059999	5.5638231	0.99065016	-0.61059999	5.9608701	0.97133088	-0.61059999	5.6744293	1.1631534	-0.61059999	7.0902204	1.0266337	-0.61059999	7.4862513	0.92037706	-0.61059999	7.0151913	0.84621464	-0.61059999	6.7055279	0.81282218	-0.61059999	6.6871296	0.7645544	-0.61059999	6.3127035	0.72006376
-0.60469999	-1.1156058	0.55389852	-0.60469999	2.3241994	0.86181574	-0.60469999	3.7006584	0.69639861	-0.60469999	3.8770491	0.93645165	-0.60469999	3.6132363	0.90600226	-0.60469999	4.047613	0.78110889	-0.60469999	4.5737107	0.85481698	-0.60469999	5.7926655	0.89338731	-0.60469999	6.392111	0.97281174	-0.60469999	4.8568375	1.1227972	-0.60469999	6.8750785	0.97733767	-0.60469999	8.2716566	0.9774704	-0.60469999	7.3487771	0.82447478	-0.60469999	6.9982203	0.82979507	-0.60469999	7.1579069	0.79059763	-0.60469999	6.5945849	0.72919528
-0.59879998	-1.1154864	0.55383924	-0.59879998	1.9438818	0.75632081	-0.59879998	2.3766582	0.71124888	-0.59879998	3.9674943	0.87372382	-0.59879998	4.3252607	0.79086108	-0.59879998	4.8069202	0.85756161	-0.59879998	3.9407743	0.89989689	-0.59879998	7.4521977	1.0302428	-0.59879998	6.3446282	0.95565886	-0.59879998	6.1409659	1.3724069	-0.59879998	8.8128201	1.0778204	-0.59879998	6.1984638	0.83896939	-0.59879998	8.2713905	0.89904225	-0.59879998	6.6020204	0.79257754	-0.59879998	6.3469101	0.78421958	-0.59879998	5.7774262	0.77262005
-0.59289998	-1.1153671	0.55378002	-0.59289998	2.7777228	0.85489078	-0.59289998	2.8461542	0.76722201	-0.59289998	4.2129492	0.95629574	-0.59289998	4.8220915	0.92892077	-0.59289998	4.1603432	0.86277783	-0.59289998	4.8025359	0.92382001	-0.59289998	7.2288638	1.058362	-0.59289998	6.1934941	0.96616818	-0.59289998	6.5750247	1.4324694	-0.59289998	8.1200174	1.0409059	-0.59289998	7.8487497	0.95029157	-0.59289998	7.7137149	0.89665552	-0.59289998	6.5631607	0.82237157	-0.59289998	6.9261963	0.8369405	-0.59289998	6.0620084	0.75016497
-0.58699998	-1.115248	0.55372086	-0.58699998	3.4566756	0.8988368	-0.58699998	3.1327528	0.80840682	-0.58699998	4.2472448	0.99416843	-0.58699998	4.8182798	0.98051428	-0.58699998	3.9662724	0.87430844	-0.58699998	5.1938576	0.92667336	-0.58699998	6.6436344	1.0545478	-0.58699998	6.1558134	0.95884649	-0.58699998	7.1576052	1.5073139	-0.58699998	7.6053414	1.0217418	-0.58699998	8.312043	1.0011893	-0.58699998	7.3528446	0.89797529	-0.58699998	6.7003022	0.83402921	-0.58699998	7.1582365	0.86633808	-0.58699998	6.2994376	0.73746614
-0.58109998	-1.1151289	0.55366176	-0.58109998	3.8663392	0.84548868	-0.58109998	3.1703902	0.82480845	-0.58109998	3.4806508	0.91592368	-0.58109998	3.758	0.86512957	-0.58109998	4.8987131	0.9072461	-0.58109998	4.4094713	0.8774625	-0.58109998	4.5346805	0.95394572	-0.58109998	6.480541	0.89298929	-0.58109998	8.3996467	1.6568332	-0.58109998	7.3636756	1.045109	-0.58109998	5.7780538	0.93552217	-0.58109998	7.3842043	0.93226357	-0.58109998	7.3240901	0.79008589	-0.58109998	6.5827011	0.84718625	-0.58109998	6.6225903	0.74627612
-0.57519998	-1.11501	0.55360273	-0.57519998	3.2475512	0.8529176	-0.57519998	3.8435252	0.83319413	-0.57519998	2.3217598	0.74472566	-0.57519998	3.7262253	0.86229374	-0.57519998	4.7204912	0.90297277	-0.57519998	5.437899	0.9966356	-0.57519998	4.9029738	0.99007715	-0.57519998	6.6567192	1.0125361	-0.57519998	6.684283	1.397806	-0.57519998	6.9853436	1.0109233	-0.57519998	7.4713433	0.93080254	-0.57519998	7.7689188	0.8927708	-0.57519998	7.4678932	0.80309529	-0.57519998	7.1681011	0.84255977	-0.57519998	7.0843921	0.79612047
-0.56929998	-1.1148913	0.55354376	-0.56929998	2.649918	0.842104	-0.56929998	3.7029862	0.82678054	-0.56929998	2.7241723	0.76113199	-0.56929998	3.6818707	0.87109127	-0.56929998	4.8740002	0.95397891	-0.56929998	5.6107544	1.0293687	-0.56929998	5.230697	0.98006612	-0.56929998	6.6705409	1.0306927	-0.56929998	6.5341125	1.3656073	-0.56929998	7.6225747	1.0462333	-0.56929998	7.8498031	0.93962626	-0.56929998	8.009886	0.89734899	-0.56929998	7.8654418	0.82294297	-0.56929998	7.2294331	0.82020737	-0.56929998	7.184552	0.79128537
-0.56339998	-1.1147726	0.55348486	-0.56339998	1.8824548	0.81826932	-0.56339998	3.1538169	0.8119813	-0.56339998	4.0525294	0.8800593	-0.56339998	3.6218251	0.88565727	-0.56339998	5.1941992	1.0409947	-0.56339998	5.3737161	1.027093	-0.56339998	5.5864001	0.93826527	-0.56339998	6.592541	1.0112671	-0.56339998	7.1770138	1.4547499	-0.56339998	8.8898672	1.1193101	-0.56339998	7.5956701	0.95499428	-0.56339998	8.3188744	0.92522664	-0.56339998	8.4831668	0.85083093	-0.56339998	6.9752099	0.78120183	-0.56339998	7.0674949	0.75658366
-0.55749998	-1.1146541	0.55342602	-0.55749998	4.1595911	0.9055297	-0.55749998	3.8660698	0.83139676	-0.55749998	3.9996979	0.83862992	-0.55749998	3.8707112	0.98744313	-0.55749998	4.8252707	0.96755269	-0.55749998	6.2351889	0.98268261	-0.55749998	7.4143134	1.0758833	-0.55749998	5.8938664	0.98698212	-0.55749998	7.5058562	1.6072332	-0.55749998	7.4891318	1.1310259	-0.55749998	6.9201673	0.87698324	-0.55749998	8.6496434	0.94502789	-0.55749998	8.0842879	0.87728414	-0.55749998	6.4720663	0.77532374	-0.55749998	7.2245389	0.81196866
-0.55159998	-1.1145357	0.55336724	-0.55159998	3.4097517	0.82984424	-0.55159998	3.6069342	0.89177096	-0.55159998	3.5834682	0.93138825	-0.55159998	4.5814021	0.96541122	-0.55159998	4.5433039	0.93474471	-0.55159998	5.414349	1.0261316	-0.55159998	6.3654308	1.0060984	-0.55159998	6.1218158	1.0530782	-0.55159998	8.7567392	1.6286104	-0.55159998	6.9177944	1.0672927	-0.55159998	6.6456378	0.89265231	-0.55159998	8.9606706	0.9382683	-0.55159998	8.6774556	0.88946127	-0.55159998	6.04693	0.759987	-0.55159998	6.3082699	0.74050782
-0.54569998	2.7474904	1.1567113	-0.54569998	2.5966899	0.75752989	-0.54569998	3.586418	0.91917614	-0.54569998	3.4502556	0.9793104	-0.54569998	5.0573026	0.93876757	-0.54569998	4.4254246	0.92786937	-0.54569998	5.0674427	1.0486286	-0.54569998	5.4123307	0.95515169	-0.54569998	6.1496002	1.1044777	-0.54569998	9.3275445	1.6010125	-0.54569998	6.6606658	1.0338093	-0.54569998	6.7285362	0.91079955	-0.54569998	8.7345176	0.90948189	-0.54569998	8.8811764	0.88075869	-0.54569998	6.0819217	0.75993951	-0.54569998	5.8511679	0.69810996
