E (meV)	EVR84_360K_0.35A-1	err	E (meV)	EVR84_360K_0.45A-1	err	E (meV)	EVR84_360K_0.55A-1	err	E (meV)	EVR84_360K_0.65A-1	err	E (meV)	EVR84_360K_0.75A-1	err	E (meV)	EVR84_360K_0.85A-1	err	E (meV)	EVR84_360K_0.95A-1	err	E (meV)	EVR84_360K_1.05A-1	err	E (meV)	EVR84_360K_1.15A-1	err	E (meV)	EVR84_360K_1.25A-1	err	E (meV)	EVR84_360K_1.35A-1	err	E (meV)	EVR84_360K_1.45A-1	err	E (meV)	EVR84_360K_1.55A-1	err	E (meV)	EVR84_360K_1.65A-1	err	E (meV)	EVR84_360K_1.75A-1	err	E (meV)	EVR84_360K_1.85A-1	err
-0.53979998	2.8983801	1.0644496	-0.53979998	1.954107	0.73815036	-0.53979998	4.4491957	0.84382459	-0.53979998	4.1714947	0.90281189	-0.53979998	4.857508	0.90529531	-0.53979998	4.5850813	0.99575702	-0.53979998	6.7932771	0.99286381	-0.53979998	4.9694261	1.0116144	-0.53979998	5.4050027	1.0986423	-0.53979998	7.2927456	1.4169878	-0.53979998	7.3610982	1.1085793	-0.53979998	8.0342679	0.94172812	-0.53979998	6.8210975	0.79706188	-0.53979998	7.4762809	0.79287546	-0.53979998	7.6776133	0.81118435	-0.53979998	7.1990099	0.7857217
-0.53389998	3.0491757	1.0746167	-0.53389998	2.9310213	0.75713105	-0.53389998	3.6029305	0.7442669	-0.53389998	3.8099742	0.87170344	-0.53389998	5.3291587	0.94890107	-0.53389998	4.4414338	0.96487449	-0.53389998	5.799994	0.95145468	-0.53389998	5.7417941	0.95699311	-0.53389998	7.0974526	1.0756594	-0.53389998	7.2243948	1.390802	-0.53389998	8.1094199	1.0910328	-0.53389998	7.6205088	1.0102438	-0.53389998	7.0187399	0.84894773	-0.53389998	8.3273528	0.86361087	-0.53389998	7.4178886	0.84427529	-0.53389998	6.7385066	0.73649622
-0.52799998	3.5396208	1.1883411	-0.52799998	2.6674219	0.76043807	-0.52799998	2.945342	0.71297394	-0.52799998	3.3516977	0.88705991	-0.52799998	5.2539863	0.93567727	-0.52799998	5.4539709	0.99098336	-0.52799998	5.9903752	0.95798136	-0.52799998	5.9764028	0.98811514	-0.52799998	7.2080364	1.0636446	-0.52799998	7.0393437	1.3584786	-0.52799998	7.9417612	1.086482	-0.52799998	7.6993214	0.97135214	-0.52799998	7.4788734	0.89373266	-0.52799998	7.8780724	0.85463051	-0.52799998	7.7139233	0.86674819	-0.52799998	6.6183039	0.73591458
-0.52209998	4.0864889	1.3157307	-0.52209998	2.0637415	0.77129625	-0.52209998	2.4082379	0.72908988	-0.52209998	2.894628	0.91110623	-0.52209998	4.991573	0.89782231	-0.52209998	6.7519515	1.0387788	-0.52209998	6.4648478	0.97583875	-0.52209998	6.1157869	1.0444836	-0.52209998	6.7797471	1.0570814	-0.52209998	6.8663954	1.3301727	-0.52209998	7.4215825	1.089047	-0.52209998	7.933799	0.89270707	-0.52209998	8.025052	0.93359122	-0.52209998	7.1811529	0.83319397	-0.52209998	8.1413056	0.87841473	-0.52209998	6.5692229	0.74611092
-0.51619998	2.7843769	1.0547809	-0.51619998	4.1882068	0.90465148	-0.51619998	3.3311152	1.0017296	-0.51619998	3.4547889	0.80300377	-0.51619998	4.2823591	0.8917201	-0.51619998	5.2307918	0.98584604	-0.51619998	5.2649908	0.95496617	-0.51619998	7.4535875	0.99090677	-0.51619998	6.4825728	1.092906	-0.51619998	7.1137251	1.4632001	-0.51619998	7.6461303	1.1428569	-0.51619998	7.4373444	0.9152441	-0.51619998	8.0814627	0.93794202	-0.51619998	8.884215	0.91863394	-0.51619998	8.0840843	0.80097305	-0.51619998	7.4245514	0.81853443
-0.51029998	3.708499	1.3053681	-0.51029998	3.5938905	0.84538693	-0.51029998	3.9424277	0.94875252	-0.51029998	3.9060993	0.88408351	-0.51029998	4.2379905	0.90222567	-0.51029998	4.805175	0.9728282	-0.51029998	5.705311	0.94701841	-0.51029998	6.2005057	0.96555455	-0.51029998	6.1699762	1.0406581	-0.51029998	7.4655777	1.4208938	-0.51029998	9.0710111	1.1654432	-0.51029998	7.5329308	0.93889275	-0.51029998	7.5342824	0.86473831	-0.51029998	7.5342011	0.83270279	-0.51029998	8.5280833	0.89188808	-0.51029998	6.9560232	0.79109852
-0.50439998	3.515917	1.3873169	-0.50439998	3.4191032	0.86923428	-0.50439998	4.130404	0.92061935	-0.50439998	4.3189856	0.9211473	-0.50439998	4.8641178	0.98415774	-0.50439998	5.16943	0.99325163	-0.50439998	6.2273733	0.96849947	-0.50439998	5.9788125	0.93249669	-0.50439998	6.5245363	1.0332029	-0.50439998	7.5164042	1.4241204	-0.50439998	8.6819133	1.1478691	-0.50439998	7.4311257	0.91703528	-0.50439998	7.3879233	0.87602641	-0.50439998	7.2764053	0.80988271	-0.50439998	8.6721869	0.89567576	-0.50439998	6.9501137	0.80093313
-0.49849998	2.3001929	1.3365677	-0.49849998	3.6359559	0.9764868	-0.49849998	3.9043913	0.91507642	-0.49849998	4.7560096	0.92519514	-0.49849998	6.2877759	1.123897	-0.49849998	6.2567802	1.0487169	-0.49849998	6.8728517	1.0127618	-0.49849998	6.6615184	0.88500797	-0.49849998	7.5466774	1.0742939	-0.49849998	7.3017007	1.4674811	-0.49849998	6.4061951	1.0816896	-0.49849998	7.2647988	0.8580437	-0.49849998	7.5692729	0.96270262	-0.49849998	8.2068737	0.85597713	-0.49849998	8.4817131	0.82057538	-0.49849998	7.3194332	0.84312562
-0.49259998	2.4562362	1.3226337	-0.49259998	3.2953788	0.9134451	-0.49259998	5.0644893	0.89147908	-0.49259998	4.3084636	0.94065094	-0.49259998	4.4773031	0.98925428	-0.49259998	4.9704	0.90406512	-0.49259998	5.4359771	0.96778949	-0.49259998	6.7378478	1.0739664	-0.49259998	8.6322189	1.1918764	-0.49259998	8.7306434	1.5385562	-0.49259998	7.572529	1.1337822	-0.49259998	9.6747854	1.0209929	-0.49259998	7.3561065	0.92662666	-0.49259998	8.6771625	0.91715536	-0.49259998	8.4287151	0.86627231	-0.49259998	7.9950902	0.81649736
-0.48669998	2.5423914	1.2594701	-0.48669998	3.1769763	0.83489657	-0.48669998	3.8074359	0.91125371	-0.48669998	4.9666198	0.9050939	-0.48669998	5.1713598	1.0027237	-0.48669998	6.2537139	0.96045213	-0.48669998	6.6405299	1.0341333	-0.48669998	6.9315253	1.0986383	-0.48669998	7.7217772	1.1756395	-0.48669998	7.8158125	1.3707091	-0.48669998	8.7001268	1.1358982	-0.48669998	8.7636657	1.0063351	-0.48669998	8.5744526	0.95299661	-0.48669998	8.4563752	0.88021405	-0.48669998	8.8123406	0.88168108	-0.48669998	8.2735019	0.88298361
-0.48079998	2.5174583	1.2116292	-0.48079998	3.4349427	0.77986163	-0.48079998	2.8462304	0.87333186	-0.48079998	4.5049215	0.93917421	-0.48079998	5.4043525	1.0477456	-0.48079998	7.112396	1.015269	-0.48079998	7.2095648	1.0391795	-0.48079998	7.5331026	1.0877798	-0.48079998	7.1639379	1.1263831	-0.48079998	7.5178113	1.2984161	-0.48079998	8.7302559	1.1126098	-0.48079998	8.4423705	1.0053087	-0.48079998	8.9864897	0.95743329	-0.48079998	8.341101	0.87974474	-0.48079998	8.8431967	0.88188657	-0.48079998	8.4022351	0.90884347
-0.47489998	2.429783	1.1950768	-0.47489998	4.1895155	0.75893037	-0.47489998	2.2982332	0.73741893	-0.47489998	2.377858	1.0641419	-0.47489998	4.8902121	1.1230274	-0.47489998	7.3418646	1.0741861	-0.47489998	6.7616362	0.95132054	-0.47489998	8.7849287	1.0291014	-0.47489998	7.2065066	1.0297136	-0.47489998	8.0949031	1.3878684	-0.47489998	7.1670414	1.0589739	-0.47489998	9.2138327	1.0284949	-0.47489998	8.0468301	0.91890869	-0.47489998	8.3573211	0.93471352	-0.47489998	8.5797996	0.86251098	-0.47489998	8.2513536	0.88110847
-0.46899998	2.0198948	1.1606486	-0.46899998	3.6763239	0.9265971	-0.46899998	3.1726436	0.78667369	-0.46899998	5.1424412	0.90034546	-0.46899998	4.6931263	0.96572574	-0.46899998	4.6891378	0.88706024	-0.46899998	4.6419561	0.88785299	-0.46899998	6.6566045	1.0742242	-0.46899998	6.8321687	1.0274949	-0.46899998	9.1832858	1.5156193	-0.46899998	7.4677126	1.0994488	-0.46899998	8.8249864	0.9530888	-0.46899998	8.0608265	0.95253226	-0.46899998	9.2928699	0.93994235	-0.46899998	8.5010218	0.87464857	-0.46899998	8.2664435	0.81140715
-0.46309998	2.4955021	1.2208831	-0.46309998	3.2446305	0.82670493	-0.46309998	4.4439032	0.9221299	-0.46309998	4.9521373	0.94384086	-0.46309998	4.855328	0.99089423	-0.46309998	5.9415676	0.99151087	-0.46309998	7.0007264	1.0561198	-0.46309998	6.0713635	1.0890385	-0.46309998	6.6621709	0.99335806	-0.46309998	7.8013715	1.45347	-0.46309998	8.2567001	1.0989558	-0.46309998	8.8451201	0.97740671	-0.46309998	9.3788754	0.99508136	-0.46309998	9.6790697	0.95700968	-0.46309998	9.0588309	0.91794874	-0.46309998	7.086431	0.79901475
-0.45719998	2.6203228	1.1667959	-0.45719998	3.0915108	0.79432488	-0.45719998	4.9480368	0.94879003	-0.45719998	4.7424468	0.97044938	-0.45719998	5.3035332	1.0043582	-0.45719998	6.576353	1.0413269	-0.45719998	8.1142904	1.1061633	-0.45719998	6.2783611	1.0909757	-0.45719998	6.7597599	1.0143426	-0.45719998	7.1450142	1.4131168	-0.45719998	8.7324987	1.092388	-0.45719998	9.0475847	1.0244059	-0.45719998	10.1086	1.0123497	-0.45719998	9.1225758	0.93048791	-0.45719998	8.9625756	0.92913638	-0.45719998	6.6676498	0.79933759
-0.45129998	2.3192078	0.91742379	-0.45129998	3.2580588	0.88234784	-0.45129998	4.3955082	0.83271186	-0.45129998	4.6787094	0.95825263	-0.45129998	6.1647156	0.99711358	-0.45129998	6.0709966	1.002	-0.45129998	7.1718816	1.0019817	-0.45129998	7.3418869	1.0741243	-0.45129998	7.3039252	1.1090117	-0.45129998	7.6655367	1.4246863	-0.45129998	8.8013664	1.0757285	-0.45129998	9.4145634	1.0914947	-0.45129998	9.8730574	0.9954994	-0.45129998	7.332324	0.83735946	-0.45129998	8.0868038	0.90536381	-0.45129998	7.3434555	0.8067404
-0.44539998	1.4036863	1.038668	-0.44539998	4.0043585	0.96547077	-0.44539998	3.8115551	0.88509652	-0.44539998	5.0236728	1.0534184	-0.44539998	6.6919864	1.0498789	-0.44539998	5.8861982	0.96904294	-0.44539998	7.5291219	1.0609493	-0.44539998	9.0716044	1.1287819	-0.44539998	7.7417335	1.0090051	-0.44539998	8.1237259	1.4829881	-0.44539998	9.6785174	1.1954113	-0.44539998	10.430218	1.0538767	-0.44539998	9.178587	0.9930269	-0.44539998	8.6230711	0.9021848	-0.44539998	8.3766287	0.87153896	-0.44539998	8.4993969	0.87038106
-0.43949998	2.7638779	0.96830429	-0.43949998	3.5608681	0.80733709	-0.43949998	3.348076	0.83573062	-0.43949998	4.5005476	0.927139	-0.43949998	5.2177778	1.0720143	-0.43949998	5.3473292	0.96766736	-0.43949998	7.1213804	1.0310536	-0.43949998	9.0628519	1.155843	-0.43949998	8.1452502	1.1723704	-0.43949998	9.0992993	1.531831	-0.43949998	9.0107515	1.1652939	-0.43949998	10.966	1.0411704	-0.43949998	8.9505106	0.92178781	-0.43949998	9.7373935	0.95095803	-0.43949998	8.8572784	0.90968718	-0.43949998	8.7217712	0.87712312
-0.43359998	3.7051948	0.95304788	-0.43359998	3.4902096	0.74483718	-0.43359998	2.9750912	0.84929235	-0.43359998	4.2200837	0.92945519	-0.43359998	5.2398569	1.0590557	-0.43359998	5.0530665	0.91924687	-0.43359998	6.946205	1.0386782	-0.43359998	8.4031558	1.1456856	-0.43359998	8.3724658	1.2234822	-0.43359998	9.1747124	1.5052509	-0.43359998	10.064485	1.1975196	-0.43359998	10.549675	1.0239174	-0.43359998	9.2253065	0.94104311	-0.43359998	9.8875272	0.95278589	-0.43359998	8.7281933	0.89973221	-0.43359998	8.3444152	0.85173787
-0.42769998	4.1913193	1.0232433	-0.42769998	3.6987025	0.78989795	-0.42769998	2.8749727	0.91449615	-0.42769998	4.237966	1.0342594	-0.42769998	6.454907	1.0220603	-0.42769998	5.0466218	0.84369441	-0.42769998	6.8319849	1.0729917	-0.42769998	7.3758295	1.1094422	-0.42769998	8.2427163	1.1678752	-0.42769998	8.531049	1.4332393	-0.42769998	12.382314	1.2662332	-0.42769998	9.440275	1.0072602	-0.42769998	9.8268567	1.0288851	-0.42769998	9.2901735	0.91857899	-0.42769998	8.1269585	0.85015364	-0.42769998	7.5613962	0.81315788
-0.42179998	3.5761346	1.370639	-0.42179998	3.9631059	0.83701414	-0.42179998	4.8523579	0.8655182	-0.42179998	5.3854525	0.98359826	-0.42179998	4.3684026	1.0549903	-0.42179998	5.3615652	0.99071709	-0.42179998	5.830645	1.0354327	-0.42179998	7.2598856	1.1790366	-0.42179998	7.4239647	1.0379074	-0.42179998	7.724275	1.5432886	-0.42179998	9.2566107	1.1168443	-0.42179998	10.907498	1.0407683	-0.42179998	9.6433749	1.0481551	-0.42179998	10.213903	0.96408665	-0.42179998	9.4347848	0.92756193	-0.42179998	7.683439	0.8337333
-0.41589998	2.8100937	1.0897709	-0.41589998	3.965083	0.83578433	-0.41589998	3.3908859	0.90990743	-0.41589998	5.346437	0.99126193	-0.41589998	5.0322774	1.0637457	-0.41589998	7.4435697	1.0637296	-0.41589998	6.8470672	1.1372215	-0.41589998	8.0296967	1.1631998	-0.41589998	8.8835737	1.1879489	-0.41589998	8.6074412	1.4362721	-0.41589998	9.1999944	1.0816014	-0.41589998	9.8944196	1.0254113	-0.41589998	9.2971431	1.0506175	-0.41589998	10.887303	1.0330281	-0.41589998	8.5659081	0.88859234	-0.41589998	8.9994506	0.88801697
-0.40999998	3.1438192	1.1620478	-0.40999998	3.6166622	0.90532757	-0.40999998	3.359159	0.9367138	-0.40999998	5.055893	1.0252912	-0.40999998	5.6075765	1.0228382	-0.40999998	7.9502575	1.1099	-0.40999998	7.822105	1.1463215	-0.40999998	8.8003412	1.2673673	-0.40999998	8.5150917	1.1509761	-0.40999998	9.7660438	1.5528994	-0.40999998	9.6926311	1.1292934	-0.40999998	9.211565	1.0030654	-0.40999998	10.44403	1.0593769	-0.40999998	11.19942	1.0412448	-0.40999998	8.5791908	0.89866731	-0.40999998	8.6758565	0.89021805
-0.40409998	4.0581036	1.3048368	-0.40409998	3.5256548	0.96669238	-0.40409998	3.8635518	0.93152939	-0.40409998	4.857369	1.0295726	-0.40409998	6.1111714	1.0047163	-0.40409998	7.625681	1.1192624	-0.40409998	8.6369725	1.1394485	-0.40409998	8.9552461	1.3321552	-0.40409998	8.1898944	1.0941522	-0.40409998	10.102694	1.6861418	-0.40409998	10.235649	1.1901656	-0.40409998	9.2927631	1.0202262	-0.40409998	11.395285	1.0540393	-0.40409998	11.259537	1.0284151	-0.40409998	8.5813436	0.90354663	-0.40409998	8.0468974	0.88744752
-0.39819998	5.0865638	1.2207356	-0.39819998	4.6505433	0.9252105	-0.39819998	4.2504643	0.84485172	-0.39819998	5.4971526	0.92107604	-0.39819998	6.4714088	1.115113	-0.39819998	6.9108585	1.0513345	-0.39819998	8.6841124	1.1689073	-0.39819998	7.3231539	1.1700158	-0.39819998	10.78057	1.2273814	-0.39819998	6.7236774	1.5825794	-0.39819998	10.619499	1.2096204	-0.39819998	11.347642	1.1624353	-0.39819998	9.7864566	1.002439	-0.39819998	10.543999	1.0130012	-0.39819998	7.5374353	0.82741925	-0.39819998	8.85409	0.94775813
-0.39229998	2.5113877	0.9871643	-0.39229998	3.5711072	0.88904508	-0.39229998	4.0347933	1.0411802	-0.39229998	6.6812171	1.0245607	-0.39229998	7.0745194	1.1872096	-0.39229998	7.0791273	1.0829712	-0.39229998	9.2251394	1.109396	-0.39229998	9.0846065	1.1263768	-0.39229998	9.1343977	1.1543205	-0.39229998	10.035787	1.699562	-0.39229998	9.4829296	1.0894275	-0.39229998	9.5271393	1.0216352	-0.39229998	10.188394	1.0365116	-0.39229998	10.065857	0.96160044	-0.39229998	9.2623972	0.92235373	-0.39229998	9.6153149	0.95713029
-0.38639998	3.2734164	1.0409514	-0.38639998	4.0752206	0.91713439	-0.38639998	4.5914817	0.92901947	-0.38639998	5.4132164	1.0514779	-0.38639998	6.1431023	1.0912695	-0.38639998	7.1778624	1.0507778	-0.38639998	8.1242318	1.0934963	-0.38639998	8.8970432	1.152985	-0.38639998	10.044781	1.231088	-0.38639998	10.111392	1.5869172	-0.38639998	10.37548	1.2735284	-0.38639998	10.093413	0.9892102	-0.38639998	10.281975	1.0297494	-0.38639998	11.495273	1.0120699	-0.38639998	10.044764	0.92354503	-0.38639998	9.4570575	0.96222295
-0.38049998	3.8566794	1.1506689	-0.38049998	4.6748923	0.99142098	-0.38049998	4.9452053	0.89643061	-0.38049998	4.5916947	1.0501527	-0.38049998	6.3605055	1.0606093	-0.38049998	7.7455665	1.0954301	-0.38049998	7.7029708	1.0674457	-0.38049998	8.5515921	1.1714156	-0.38049998	10.015225	1.2488269	-0.38049998	9.8551611	1.5878997	-0.38049998	10.901167	1.3138805	-0.38049998	10.67632	0.99918822	-0.38049998	10.71463	1.0497819	-0.38049998	11.486295	1.0133374	-0.38049998	9.874832	0.91849549	-0.38049998	8.8385862	0.94328965
-0.37459998	3.7889381	1.2365697	-0.37459998	5.025335	1.0583562	-0.37459998	5.0559155	0.97435662	-0.37459998	4.9544767	1.0662612	-0.37459998	7.6000908	1.1174122	-0.37459998	8.6807437	1.1876026	-0.37459998	8.0105593	1.0293328	-0.37459998	8.5409487	1.1726547	-0.37459998	9.1058937	1.2009942	-0.37459998	9.7672009	1.7183767	-0.37459998	10.787353	1.213181	-0.37459998	10.886832	1.0370872	-0.37459998	11.439458	1.0942077	-0.37459998	10.205774	0.98078277	-0.37459998	9.0384536	0.91097781	-0.37459998	-1.1110485	0.55163581
-0.36869998	3.6294269	1.0924101	-0.36869998	4.262059	0.86385861	-0.36869998	5.6038228	0.94871293	-0.36869998	8.3544625	1.3167104	-0.36869998	7.142942	1.1672105	-0.36869998	8.5195115	1.0685342	-0.36869998	8.4218967	1.0638828	-0.36869998	9.7872676	1.1498235	-0.36869998	10.144847	1.1895512	-0.36869998	10.832509	1.8154384	-0.36869998	11.060781	1.2375216	-0.36869998	10.523599	1.0754721	-0.36869998	11.394545	1.0952782	-0.36869998	11.676587	1.1171419	-0.36869998	10.806671	0.95972221	-0.36869998	-1.1109345	0.55157922
-0.36279998	3.3759022	1.2003035	-0.36279998	4.0401775	0.98041762	-0.36279998	4.9289473	0.88833722	-0.36279998	6.8934113	1.1291858	-0.36279998	6.6408638	1.0275105	-0.36279998	7.4419993	1.1897692	-0.36279998	8.2440819	1.1424148	-0.36279998	10.581663	1.2526037	-0.36279998	10.690788	1.2563484	-0.36279998	9.972739	1.7708521	-0.36279998	9.5786079	1.1931055	-0.36279998	10.631339	1.0851085	-0.36279998	11.562201	1.0867768	-0.36279998	11.857434	1.036748	-0.36279998	9.1626762	0.92302263	-0.36279998	-1.1108207	0.55152271
-0.35689998	3.5230085	1.2225315	-0.35689998	4.5669058	0.95344214	-0.35689998	5.6195096	0.95001182	-0.35689998	7.1739471	1.1083017	-0.35689998	6.4085088	1.0767754	-0.35689998	8.2042907	1.2074099	-0.35689998	8.943718	1.1430872	-0.35689998	9.933005	1.2514783	-0.35689998	10.029123	1.2018745	-0.35689998	11.056499	1.7362887	-0.35689998	10.151323	1.1888783	-0.35689998	12.067127	1.1674129	-0.35689998	10.860339	1.0474857	-0.35689998	10.572891	0.96487234	-0.35689998	10.204947	0.94898395	-0.35689998	-1.110707	0.55146628
-0.35099998	3.7635363	1.264023	-0.35099998	4.9494983	0.99480744	-0.35099998	5.9491967	0.99494731	-0.35099998	7.2864201	1.1368795	-0.35099998	6.2381446	1.1285227	-0.35099998	8.6773088	1.1993837	-0.35099998	10.007278	1.1718482	-0.35099998	10.228689	1.2782291	-0.35099998	10.292752	1.1931563	-0.35099998	11.666739	1.791823	-0.35099998	10.493004	1.2276469	-0.35099998	12.759211	1.1951658	-0.35099998	10.746933	1.0446661	-0.35099998	9.7088473	0.9534311	-0.35099998	10.606885	0.95447912	-0.35099998	-1.1105935	0.55140993
-0.34509998	3.7813173	1.3517893	-0.34509998	4.7057865	1.0939857	-0.34509998	5.4209909	0.9963643	-0.34509998	6.738384	1.1708899	-0.34509998	6.1596057	1.1220524	-0.34509998	8.3450619	1.1739228	-0.34509998	10.949467	1.2287213	-0.34509998	11.671817	1.3417948	-0.34509998	11.586558	1.2539355	-0.34509998	11.032778	1.8839912	-0.34509998	10.244066	1.2959296	-0.34509998	12.073788	1.1318465	-0.34509998	11.537664	1.0887895	-0.34509998	9.9824805	1.0108015	-0.34509998	9.5298864	0.91385596	-0.34509998	-1.1104802	0.55135365
-0.33919998	2.5023171	1.4036341	-0.33919998	3.3636217	0.90706583	-0.33919998	3.7704657	0.99446025	-0.33919998	5.8795357	1.1633096	-0.33919998	7.1091089	1.0448535	-0.33919998	8.6462469	1.0291491	-0.33919998	9.2779988	1.1840861	-0.33919998	10.69446	1.2842223	-0.33919998	10.241646	1.1540253	-0.33919998	10.144956	1.6054865	-0.33919998	11.739259	1.3345801	-0.33919998	11.375367	1.0682274	-0.33919998	10.91604	0.98717423	-0.33919998	11.901341	1.0433709	-0.33919998	9.2989169	0.85818112	-0.33919998	-1.110367	0.55129746
-0.33329997	4.6367399	1.4532875	-0.33329997	4.0697992	1.0009845	-0.33329997	4.6280989	0.95061458	-0.33329997	6.3555659	1.1051011	-0.33329997	5.4241611	1.0323682	-0.33329997	7.9086367	1.1268851	-0.33329997	10.170968	1.1756539	-0.33329997	10.952876	1.2777708	-0.33329997	12.770912	1.3185474	-0.33329997	12.737758	1.8223129	-0.33329997	12.488364	1.370868	-0.33329997	9.4551163	1.0890735	-0.33329997	12.617394	1.1382514	-0.33329997	12.300528	1.0811246	-0.33329997	9.1526208	0.88158059	-0.33329997	-1.110254	0.55124134
-0.32739997	3.8656279	1.3413261	-0.32739997	5.4762997	1.0493108	-0.32739997	5.2385016	1.0269664	-0.32739997	7.053635	1.1580381	-0.32739997	5.4568818	0.96717851	-0.32739997	8.799933	1.1409477	-0.32739997	11.188728	1.2065854	-0.32739997	8.9944725	1.2303142	-0.32739997	11.901034	1.3040189	-0.32739997	12.439734	1.8806059	-0.32739997	11.778104	1.2866353	-0.32739997	10.810525	1.13453	-0.32739997	12.202062	1.114213	-0.32739997	11.580231	1.0475192	-0.32739997	10.972041	0.9699043	-0.32739997	-1.1101411	0.55118531
-0.32149997	3.6981147	1.2413572	-0.32149997	5.3050605	1.038022	-0.32149997	5.9912582	1.0789082	-0.32149997	7.1569656	1.1213389	-0.32149997	6.601205	1.0019721	-0.32149997	8.839942	1.1429395	-0.32149997	10.567147	1.1869287	-0.32149997	9.1058849	1.2755885	-0.32149997	11.168593	1.2879193	-0.32149997	11.792006	1.8233026	-0.32149997	10.926515	1.230149	-0.32149997	11.886985	1.1488389	-0.32149997	12.25277	1.0869012	-0.32149997	11.610451	1.035497	-0.32149997	12.3888	1.0160807	-0.32149997	-1.1100284	0.55112935
-0.31559997	4.4200868	1.2412177	-0.31559997	3.9515857	0.97718144	-0.31559997	6.4388851	1.0516782	-0.31559997	7.0025645	1.0788282	-0.31559997	8.2951243	1.100755	-0.31559997	8.239759	1.1693594	-0.31559997	9.1805692	1.1497861	-0.31559997	10.698366	1.3325838	-0.31559997	11.281514	1.2955927	-0.31559997	12.301906	1.7756418	-0.31559997	10.633826	1.2358314	-0.31559997	12.284511	1.1425697	-0.31559997	13.021588	1.1029276	-0.31559997	12.228319	1.053129	-0.31559997	12.426848	1.0016052	-0.31559997	-1.1099159	0.55107348
-0.30969997	5.2118188	1.3805805	-0.30969997	3.4515665	0.90607287	-0.30969997	5.6950426	0.91686812	-0.30969997	7.4532551	1.2471399	-0.30969997	9.6967325	1.153367	-0.30969997	8.6722211	1.2684144	-0.30969997	9.9830009	1.2137194	-0.30969997	10.064221	1.1772545	-0.30969997	11.967378	1.2849259	-0.30969997	15.694271	1.9928253	-0.30969997	12.26675	1.2956812	-0.30969997	12.869636	1.1698324	-0.30969997	13.244446	1.1679146	-0.30969997	11.796485	1.0539731	-0.30969997	10.893487	0.95144689	-0.30969997	-1.1098035	0.55101768
-0.30379997	4.9854736	1.4333959	-0.30379997	5.4770344	1.0173655	-0.30379997	5.4213904	0.9980101	-0.30379997	8.3919001	1.193984	-0.30379997	9.4346216	1.1621483	-0.30379997	8.9487888	1.1163122	-0.30379997	9.7038353	1.2080638	-0.30379997	12.469552	1.2584936	-0.30379997	11.914383	1.3860575	-0.30379997	14.098994	1.9971825	-0.30379997	10.8046	1.3149041	-0.30379997	12.607783	1.1369301	-0.30379997	12.806213	1.0911764	-0.30379997	12.48122	1.0629612	-0.30379997	10.9561	0.9569375	-0.30379997	-1.1096913	0.55096197
-0.29789997	6.6572654	1.4334618	-0.29789997	4.7859403	0.96265854	-0.29789997	5.9819256	1.0190641	-0.29789997	8.0292165	1.2514934	-0.29789997	8.1611987	1.1288629	-0.29789997	10.252203	1.2189032	-0.29789997	9.6459267	1.2323877	-0.29789997	11.425441	1.3423247	-0.29789997	11.996184	1.2872651	-0.29789997	12.771063	1.7546293	-0.29789997	12.074436	1.2840813	-0.29789997	13.768173	1.2154037	-0.29789997	10.930744	1.0649509	-0.29789997	12.596681	1.0423843	-0.29789997	11.880507	0.98438127	-0.29789997	-1.1095792	0.55090634
-0.29199997	4.8171491	1.2817056	-0.29199997	4.1253924	0.9833482	-0.29199997	5.6149211	1.0078591	-0.29199997	8.230017	1.2283605	-0.29199997	9.2354067	1.1518707	-0.29199997	10.443517	1.2640798	-0.29199997	10.876322	1.3119059	-0.29199997	12.236612	1.4016148	-0.29199997	11.375345	1.2591214	-0.29199997	11.402701	1.7232402	-0.29199997	12.435943	1.2804875	-0.29199997	13.887763	1.1914442	-0.29199997	11.693202	1.1263695	-0.29199997	11.589434	0.99555463	-0.29199997	12.247483	1.0017313	-0.29199997	-1.1094674	0.55085079
-0.28609997	3.6331132	1.1781908	-0.28609997	4.4966374	1.0306168	-0.28609997	5.8530239	1.0540056	-0.28609997	7.736923	1.2048126	-0.28609997	10.201434	1.1939995	-0.28609997	10.415846	1.2527169	-0.28609997	12.914034	1.3976166	-0.28609997	13.233359	1.4108538	-0.28609997	10.842534	1.2738109	-0.28609997	12.438851	1.8805933	-0.28609997	13.364985	1.3080689	-0.28609997	13.339065	1.1967494	-0.28609997	12.681191	1.1419534	-0.28609997	11.883592	1.0179511	-0.28609997	12.551173	1.0230602	-0.28609997	-1.1093557	0.55079533
-0.28019997	4.7708379	1.236031	-0.28019997	5.760021	1.0586715	-0.28019997	6.9065937	1.1379743	-0.28019997	6.6420891	1.2201654	-0.28019997	9.6316085	1.208028	-0.28019997	10.622513	1.2156203	-0.28019997	14.012365	1.4023737	-0.28019997	13.175212	1.3795799	-0.28019997	11.422155	1.3243345	-0.28019997	15.367569	2.0570996	-0.28019997	14.881667	1.3476208	-0.28019997	12.815685	1.2543485	-0.28019997	12.93555	1.094576	-0.28019997	13.682728	1.1012032	-0.28019997	12.60964	1.0359992	-0.28019997	-1.1092441	0.55073995
