E (meV)	EVR84_40K_0.35A-1	err	E (meV)	EVR84_40K_0.45A-1	err	E (meV)	EVR84_40K_0.55A-1	err	E (meV)	EVR84_40K_0.65A-1	err	E (meV)	EVR84_40K_0.75A-1	err	E (meV)	EVR84_40K_0.85A-1	err	E (meV)	EVR84_40K_0.95A-1	err	E (meV)	EVR84_40K_1.05A-1	err	E (meV)	EVR84_40K_1.15A-1	err	E (meV)	EVR84_40K_1.25A-1	err	E (meV)	EVR84_40K_1.35A-1	err	E (meV)	EVR84_40K_1.45A-1	err	E (meV)	EVR84_40K_1.55A-1	err	E (meV)	EVR84_40K_1.65A-1	err	E (meV)	EVR84_40K_1.75A-1	err	E (meV)	EVR84_40K_1.85A-1	err
-0.86429999	-1.6382451	0.18549152	-0.86429999	-0.065677805	0.61699367	-0.86429999	-0.64117112	0.56500796	-0.86429999	-0.084613845	0.64795705	-0.86429999	-0.20454011	0.50454536	-0.86429999	-0.21077768	0.49184393	-0.86429999	0.091102337	0.44285183	-0.86429999	0.16120472	0.61204775	-0.86429999	0.29545747	0.59244003	-0.86429999	0.76887047	0.51392514	-0.86429999	-0.10763738	0.55451686	-0.86429999	0.31244697	0.543605	-0.86429999	-0.10594627	0.38015141	-0.86429999	-0.26577182	0.35013233	-0.86429999	0.12376874	0.18549152	-0.86429999	0.24766294	0.34619408
-0.85839999	-1.6380635	0.18547096	-0.85839999	0.097550757	0.55001173	-0.85839999	0.23798373	0.50931853	-0.85839999	-0.0077166378	0.36203738	-0.85839999	-0.69261023	0.52572946	-0.85839999	-0.38318711	0.45961834	-0.85839999	0.71785118	0.52967939	-0.85839999	0.16505446	0.49983156	-0.85839999	-0.2227715	0.65416597	-0.85839999	-0.072331139	0.45303224	-0.85839999	0.15439404	0.4028487	-0.85839999	0.12967609	0.44181203	-0.85839999	-0.061332916	0.48033537	-0.85839999	0.2389527	0.4184969	-0.85839999	0.3026466	0.20856736	-0.85839999	0.24732168	0.33970996
-0.85249999	-1.6378821	0.18545042	-0.85249999	0.296204	0.57623288	-0.85249999	0.38049158	0.51086307	-0.85249999	0.055724024	0.49308827	-0.85249999	-0.33380605	0.51038466	-0.85249999	0.21412519	0.5238368	-0.85249999	0.2427368	0.47281358	-0.85249999	0.24417184	0.48214193	-0.85249999	0.20871059	0.58862872	-0.85249999	0.39099041	0.58249121	-0.85249999	0.017799098	0.50499481	-0.85249999	0.43669868	0.50205902	-0.85249999	-0.036694818	0.45048407	-0.85249999	-0.025746723	0.34056907	-0.85249999	-0.018513218	0.28959093	-0.85249999	0.051743715	0.29282528
-0.84659999	-1.6377008	0.18542989	-0.84659999	0.37213956	0.58826735	-0.84659999	0.44381408	0.51054507	-0.84659999	0.11547237	0.55219076	-0.84659999	-0.15719336	0.51515584	-0.84659999	0.53362242	0.55235012	-0.84659999	0.0010756404	0.44487101	-0.84659999	0.27638527	0.47781383	-0.84659999	0.40454176	0.5510332	-0.84659999	0.61967133	0.63173771	-0.84659999	-0.053952613	0.55632332	-0.84659999	0.56820253	0.52379161	-0.84659999	-0.016391221	0.44415813	-0.84659999	-0.16905308	0.28762396	-0.84659999	-0.156809	0.32722516	-0.84659999	-0.045416715	0.26846541
-0.84069999	-1.6375197	0.18540938	-0.84069999	-0.34710348	0.49028608	-0.84069999	0.16534962	0.59018691	-0.84069999	0.54695141	0.65372355	-0.84069999	0.12434707	0.74126872	-0.84069999	0.038993298	0.56900333	-0.84069999	-0.0025893384	0.51531491	-0.84069999	0.13834969	0.59121424	-0.84069999	-0.28604497	0.52471122	-0.84069999	0.44897923	0.43888954	-0.84069999	-0.12090204	0.60749679	-0.84069999	0.31153584	0.40992976	-0.84069999	-0.23763889	0.58463799	-0.84069999	-0.28291629	0.34182795	-0.84069999	0.61054613	0.40899352	-0.84069999	0.042822068	0.33587602
-0.83479999	-1.6373386	0.18538889	-0.83479999	-0.13790502	0.52902446	-0.83479999	0.15649582	0.57269527	-0.83479999	0.6474171	0.59198536	-0.83479999	0.24782266	0.64787764	-0.83479999	0.012559091	0.53459868	-0.83479999	0.14784802	0.53956626	-0.83479999	0.16247736	0.5636851	-0.83479999	-0.18117961	0.54171204	-0.83479999	0.18512079	0.44752617	-0.83479999	-0.11243841	0.50896232	-0.83479999	0.14337902	0.39295585	-0.83479999	-0.096009481	0.46932483	-0.83479999	-0.20392228	0.34440651	-0.83479999	0.3429826	0.38742062	-0.83479999	0.084733697	0.32141804
-0.82889999	-1.6371578	0.18536841	-0.82889999	0.16362515	0.57752522	-0.82889999	0.10036563	0.54753855	-0.82889999	0.83068621	0.49690929	-0.82889999	0.35815605	0.49713666	-0.82889999	0.013792564	0.48695561	-0.82889999	0.32499833	0.56934003	-0.82889999	0.19247059	0.52625353	-0.82889999	-0.0037199478	0.56183459	-0.82889999	-0.17273978	0.45006866	-0.82889999	-0.1657084	0.34805768	-0.82889999	-0.043317971	0.36760221	-0.82889999	0.10127442	0.2182935	-0.82889999	-0.082243414	0.3662674	-0.82889999	-0.050638338	0.35041037	-0.82889999	0.17141676	0.30380232
-0.82299999	-1.6369771	0.18534795	-0.82299999	0.30409763	0.55588365	-0.82299999	-0.49527754	0.47645894	-0.82299999	0.45960469	0.49782635	-0.82299999	-0.31811023	0.41692978	-0.82299999	0.88819191	0.64524489	-0.82299999	-0.005753453	0.64692536	-0.82299999	-0.26243606	0.46193704	-0.82299999	-0.0092035828	0.47869957	-0.82299999	0.2317225	0.51705617	-0.82299999	0.029535612	0.544369	-0.82299999	0.29670989	0.44314976	-0.82299999	0.029225521	0.42964704	-0.82299999	0.12030985	0.33690393	-0.82299999	0.14577747	0.29009022	-0.82299999	0.29749399	0.27367339
-0.81709999	-1.6367965	0.1853275	-0.81709999	0.22480379	0.53333504	-0.81709999	-0.43370627	0.46557749	-0.81709999	0.33205234	0.5036622	-0.81709999	-0.45054685	0.40757913	-0.81709999	0.98604232	0.66551453	-0.81709999	-0.11921199	0.67643791	-0.81709999	-0.36054957	0.47156459	-0.81709999	0.010027631	0.48625226	-0.81709999	0.23379401	0.52854076	-0.81709999	0.28565024	0.6008881	-0.81709999	0.35501095	0.45781151	-0.81709999	0.026586125	0.46417925	-0.81709999	0.2128169	0.32712604	-0.81709999	0.10257596	0.29051857	-0.81709999	0.2742011	0.28611778
-0.81119999	-1.6366161	0.18530707	-0.81119999	-0.17322264	0.47701389	-0.81119999	0.17095079	0.48588937	-0.81119999	0.21690498	0.51845759	-0.81119999	-0.44252629	0.44121736	-0.81119999	0.70023191	0.63467476	-0.81119999	-0.29599614	0.72179327	-0.81119999	-0.43513532	0.53727877	-0.81119999	0.17714818	0.57699837	-0.81119999	0.0011794647	0.5104584	-0.81119999	0.9225536	0.69465011	-0.81119999	0.39813103	0.44800181	-0.81119999	0.012469298	0.46661429	-0.81119999	0.39037559	0.31334959	-0.81119999	-0.26337857	0.33840733	-0.81119999	0.17091735	0.3449073
-0.80529999	-1.6364358	0.18528666	-0.80529999	-0.4026502	0.55959644	-0.80529999	0.049649812	0.49601143	-0.80529999	0.28055152	0.55695713	-0.80529999	0.10194934	0.56328269	-0.80529999	0.12606857	0.50598023	-0.80529999	-0.1875891	0.68644112	-0.80529999	-0.3477406	0.53621772	-0.80529999	-0.16835685	0.52302779	-0.80529999	0.0049184419	0.48285574	-0.80529999	0.45285274	0.60469592	-0.80529999	0.084456533	0.48589589	-0.80529999	0.30594828	0.38461784	-0.80529999	0.050583	0.32873916	-0.80529999	-0.23957263	0.37415708	-0.80529999	0.34450773	0.33066439
-0.79939999	-1.6362557	0.18526627	-0.79939999	-0.42260453	0.60887059	-0.79939999	0.01568385	0.51179595	-0.79939999	0.26339274	0.57534601	-0.79939999	0.40814869	0.62151212	-0.79939999	-0.17069942	0.42165016	-0.79939999	-0.089388503	0.65868319	-0.79939999	-0.19426507	0.54054791	-0.79939999	-0.36665885	0.48630216	-0.79939999	0.014984247	0.49447948	-0.79939999	0.14415637	0.54353472	-0.79939999	-0.075327876	0.49279594	-0.79939999	0.47293467	0.34024301	-0.79939999	-0.11871485	0.34239509	-0.79939999	-0.17184457	0.38809807	-0.79939999	0.4272641	0.31935449
-0.79349999	-1.6360757	0.18524589	-0.79349999	1.3501857	0.70333695	-0.79349999	0.10306894	0.61062174	-0.79349999	-0.18205378	0.58652418	-0.79349999	0.60070282	0.59437377	-0.79349999	0.067191606	0.52557025	-0.79349999	0.71233568	0.52733083	-0.79349999	0.81833032	0.57275146	-0.79349999	0.22502817	0.51817933	-0.79349999	-0.08571017	0.77755309	-0.79349999	-0.35461587	0.45447594	-0.79349999	0.25708529	0.44714558	-0.79349999	0.20685628	0.36202468	-0.79349999	0.49631133	0.41962418	-0.79349999	0.28484444	0.29380875	-0.79349999	0.51923847	0.29228243
-0.78759999	-1.6358959	0.18522553	-0.78759999	0.95735497	0.6814309	-0.78759999	-0.077710588	0.63683939	-0.78759999	-0.026077968	0.61784127	-0.78759999	0.36727114	0.60865977	-0.78759999	0.020970206	0.47139142	-0.78759999	0.63763817	0.6474539	-0.78759999	1.042547	0.6183994	-0.78759999	0.33949993	0.57765133	-0.78759999	0.092730474	0.64031381	-0.78759999	0.0083388264	0.58562321	-0.78759999	0.31811364	0.46570691	-0.78759999	0.2790011	0.42392648	-0.78759999	0.33932341	0.41164143	-0.78759999	0.16770347	0.29442851	-0.78759999	0.38050115	0.30283386
-0.78169999	-1.6357162	0.18520519	-0.78169999	0.51025929	0.65738172	-0.78169999	-0.24585317	0.66294973	-0.78169999	0.12006689	0.6510662	-0.78169999	0.14399825	0.62389219	-0.78169999	-0.039633937	0.40453997	-0.78169999	0.55228146	0.75590362	-0.78169999	1.2796939	0.66155549	-0.78169999	0.46130874	0.63001724	-0.78169999	0.32575513	0.47411893	-0.78169999	0.38377492	0.69000037	-0.78169999	0.35401642	0.48554286	-0.78169999	0.37090841	0.47344962	-0.78169999	0.1611541	0.40984635	-0.78169999	0.070704355	0.29922059	-0.78169999	0.1743389	0.307156
-0.77579999	-1.6355367	0.18518486	-0.77579999	-0.62257512	0.58734271	-0.77579999	-1.0172842	0.56969938	-0.77579999	-0.033486631	0.59592017	-0.77579999	-0.38526084	0.66673736	-0.77579999	-0.093198273	0.62514815	-0.77579999	-0.12797006	0.57645693	-0.77579999	0.48421622	0.64781292	-0.77579999	0.57796099	0.58606799	-0.77579999	0.10254575	0.47282678	-0.77579999	-0.0030176406	0.62775599	-0.77579999	0.44398996	0.4900732	-0.77579999	0.0089994275	0.43840837	-0.77579999	-0.21363627	0.3324237	-0.77579999	0.073776092	0.24251609	-0.77579999	0.29682879	0.28484057
-0.76989999	-1.6353574	0.18516455	-0.76989999	-0.18862249	0.57368528	-0.76989999	-0.81134969	0.58855186	-0.76989999	0.081989698	0.62543426	-0.76989999	-0.20252509	0.64565572	-0.76989999	-0.13042677	0.61704211	-0.76989999	-0.17666213	0.59185197	-0.76989999	0.38719158	0.60522036	-0.76989999	0.47476434	0.576242	-0.76989999	0.026063112	0.4573023	-0.76989999	0.074225159	0.5681239	-0.76989999	0.11938742	0.50831091	-0.76989999	0.13621792	0.39291721	-0.76989999	-0.116411	0.33057945	-0.76989999	0.024026092	0.30269778	-0.76989999	0.3607851	0.3004062
-0.76399999	-1.6351782	0.18514426	-0.76399999	0.78118303	0.5558847	-0.76399999	-0.31964027	0.63756089	-0.76399999	0.28992373	0.68540392	-0.76399999	0.26665636	0.59650647	-0.76399999	-0.23573589	0.57538028	-0.76399999	-0.17086086	0.64565514	-0.76399999	0.38987654	0.52399227	-0.76399999	0.18851639	0.56304949	-0.76399999	0.036676898	0.4195774	-0.76399999	0.2792378	0.46302168	-0.76399999	-0.51222015	0.54319891	-0.76399999	0.41262859	0.30380387	-0.76399999	0.13452211	0.33907198	-0.76399999	-0.043482352	0.39874491	-0.76399999	0.39703587	0.31879757
-0.75809999	-1.6349991	0.18512399	-0.75809999	-0.029855511	0.45341532	-0.75809999	-0.11669612	0.48833326	-0.75809999	-0.12141111	0.51363337	-0.75809999	0.64707962	0.53308101	-0.75809999	0.45686283	0.66519283	-0.75809999	-0.73259671	0.53954286	-0.75809999	0.11293303	0.57421181	-0.75809999	-0.23865091	0.49240414	-0.75809999	-0.22716645	0.74724086	-0.75809999	0.074884933	0.54307024	-0.75809999	-0.11192047	0.48999299	-0.75809999	0.49248444	0.38026053	-0.75809999	0.43018566	0.29583026	-0.75809999	0.21875694	0.36284258	-0.75809999	0.17640223	0.37089407
-0.75219999	-1.6348202	0.18510373	-0.75219999	0.043901181	0.45034181	-0.75219999	0.010536964	0.43110849	-0.75219999	-0.072172048	0.50844924	-0.75219999	0.45577776	0.55780377	-0.75219999	0.48983341	0.64639659	-0.75219999	-0.41151765	0.54882777	-0.75219999	0.013589556	0.56201715	-0.75219999	-0.21341031	0.50922079	-0.75219999	-0.1538677	0.75874233	-0.75219999	-0.26787561	0.55526455	-0.75219999	0.10789552	0.45986227	-0.75219999	0.40631269	0.39272165	-0.75219999	0.36504188	0.29806417	-0.75219999	0.13398351	0.3683591	-0.75219999	0.021301796	0.37901623
