E (meV)	EVR84_40K_0.35A-1	err	E (meV)	EVR84_40K_0.45A-1	err	E (meV)	EVR84_40K_0.55A-1	err	E (meV)	EVR84_40K_0.65A-1	err	E (meV)	EVR84_40K_0.75A-1	err	E (meV)	EVR84_40K_0.85A-1	err	E (meV)	EVR84_40K_0.95A-1	err	E (meV)	EVR84_40K_1.05A-1	err	E (meV)	EVR84_40K_1.15A-1	err	E (meV)	EVR84_40K_1.25A-1	err	E (meV)	EVR84_40K_1.35A-1	err	E (meV)	EVR84_40K_1.45A-1	err	E (meV)	EVR84_40K_1.55A-1	err	E (meV)	EVR84_40K_1.65A-1	err	E (meV)	EVR84_40K_1.75A-1	err	E (meV)	EVR84_40K_1.85A-1	err
-0.74629999	-1.6346415	0.1850835	-0.74629999	0.79857556	0.51254285	-0.74629999	0.27026216	0.39447251	-0.74629999	0.3329965	0.62908811	-0.74629999	-0.32770199	0.65905563	-0.74629999	0.067835701	0.52474541	-0.74629999	0.93949227	0.64630346	-0.74629999	-0.073487628	0.48235635	-0.74629999	0.1835662	0.59912215	-0.74629999	0.2084094	0.56038047	-0.74629999	-1.0287938	0.56817134	-0.74629999	0.37495508	0.4218601	-0.74629999	0.072906859	0.38158208	-0.74629999	-0.015581887	0.33053186	-0.74629999	-0.24443037	0.4077088	-0.74629999	-0.32555568	0.37469136
-0.74039999	-1.6344629	0.18506328	-0.74039999	0.59111854	0.54875307	-0.74039999	0.26565842	0.43357173	-0.74039999	-0.10046255	0.62671464	-0.74039999	-0.20263646	0.61630543	-0.74039999	0.33491326	0.50463224	-0.74039999	0.58122329	0.64396678	-0.74039999	-0.66336756	0.56573404	-0.74039999	-0.29229847	0.53866092	-0.74039999	0.29523914	0.79222099	-0.74039999	0.1549415	0.65685074	-0.74039999	0.11929285	0.51602458	-0.74039999	0.019861767	0.37631804	-0.74039999	0.23276066	0.38622118	-0.74039999	0.02051171	0.37383693	-0.74039999	-0.1540223	0.2975287
-0.73449999	-1.6342845	0.18504308	-0.73449999	0.32106977	0.54587287	-0.73449999	0.03258731	0.45842775	-0.73449999	-0.17209989	0.64018055	-0.73449999	-0.09808159	0.5966495	-0.73449999	0.45666286	0.52150981	-0.73449999	0.36782403	0.61879135	-0.73449999	-0.80850369	0.56458425	-0.73449999	-0.53334519	0.53686246	-0.73449999	0.42307956	0.85972417	-0.73449999	0.39342109	0.65951993	-0.73449999	-0.0053067695	0.5189931	-0.73449999	0.022695778	0.36271151	-0.73449999	0.34087521	0.41645907	-0.73449999	0.074509377	0.35126653	-0.73449999	-0.009902777	0.28230761
-0.72859999	-1.6341062	0.18502289	-0.72859999	-0.56280078	0.48019352	-0.72859999	-0.87378753	0.52312354	-0.72859999	0.31880769	0.70441729	-0.72859999	0.11156714	0.58106606	-0.72859999	0.5448028	0.6315506	-0.72859999	-0.059655566	0.48165764	-0.72859999	-0.29157646	0.42601396	-0.72859999	-0.73254441	0.61487474	-0.72859999	0.74419821	0.78388329	-0.72859999	-0.60434196	0.59518263	-0.72859999	-0.086042987	0.35715794	-0.72859999	0.12293917	0.30467977	-0.72859999	0.41420509	0.46159692	-0.72859999	-0.13860264	0.31022991	-0.72859999	0.27448143	0.3657711
-0.72269999	-1.6339281	0.18500273	-0.72269999	-0.47385268	0.55138648	-0.72269999	-0.36255926	0.5148145	-0.72269999	-0.27474498	0.6205189	-0.72269999	0.052671871	0.60218451	-0.72269999	0.0036606424	0.64561423	-0.72269999	0.092706898	0.59361718	-0.72269999	0.13030158	0.62943712	-0.72269999	-0.55538983	0.64698066	-0.72269999	0.14063324	0.74708013	-0.72269999	-0.1963675	0.64323972	-0.72269999	-0.026140134	0.51544831	-0.72269999	0.28637669	0.3108957	-0.72269999	0.47343663	0.39610684	-0.72269999	0.10267748	0.29946064	-0.72269999	0.17483326	0.35118365
-0.71679999	-1.6337502	0.18498258	-0.71679999	-0.24253382	0.59331162	-0.71679999	-0.070302993	0.51297177	-0.71679999	-0.59463213	0.57866488	-0.71679999	-0.017690467	0.62248075	-0.71679999	-0.32618593	0.64910741	-0.71679999	0.15780126	0.63443428	-0.71679999	0.2939469	0.68291461	-0.71679999	-0.34808921	0.63494528	-0.71679999	-0.17425302	0.71779542	-0.71679999	-0.040973358	0.63919446	-0.71679999	0.036586953	0.5705126	-0.71679999	0.38100108	0.30134065	-0.71679999	0.44167406	0.37574885	-0.71679999	0.19296669	0.30158475	-0.71679999	0.17995398	0.34540664
-0.71089999	-1.6335724	0.18496245	-0.71089999	1.0115738	0.68127267	-0.71089999	0.07418855	0.53392233	-0.71089999	-0.60821158	0.61292957	-0.71089999	-0.31485189	0.65416065	-0.71089999	-0.67419335	0.63859484	-0.71089999	0.062401788	0.57945097	-0.71089999	0.33672967	0.47813748	-0.71089999	0.044145918	0.44110547	-0.71089999	-0.30303829	0.6249965	-0.71089999	-0.3955075	0.48916242	-0.71089999	0.31219156	0.4518381	-0.71089999	0.42380425	0.29436393	-0.71089999	0.14947241	0.45256418	-0.71089999	-0.041218994	0.38110195	-0.71089999	0.41492488	0.33115722
-0.70499999	-1.6333948	0.18494234	-0.70499999	0.3038231	0.62079463	-0.70499999	-0.12392562	0.60338898	-0.70499999	-0.28976927	0.64782007	-0.70499999	-0.69992822	0.66108421	-0.70499999	-0.18024904	0.56113477	-0.70499999	0.43393558	0.59461251	-0.70499999	0.0069155238	0.59513766	-0.70499999	0.062951915	0.49724145	-0.70499999	0.33147236	0.65737263	-0.70499999	-0.30055399	0.54323479	-0.70499999	0.085174128	0.44498789	-0.70499999	0.12474822	0.35472528	-0.70499999	0.28343981	0.40022742	-0.70499999	-0.014478939	0.37509255	-0.70499999	-0.0068868648	0.3069322
-0.69909999	-1.6332174	0.18492225	-0.69909999	-0.10140279	0.5529327	-0.69909999	-0.10573521	0.62448713	-0.69909999	-0.11128668	0.65719141	-0.69909999	-0.88193186	0.68958681	-0.69909999	0.24923793	0.54488728	-0.69909999	0.61051565	0.59490265	-0.69909999	-0.058957669	0.64344018	-0.69909999	0.025275638	0.52657523	-0.69909999	0.53924542	0.66570575	-0.69909999	-0.16805465	0.57473675	-0.69909999	-0.053026776	0.42568011	-0.69909999	0.042551533	0.38194178	-0.69909999	0.37009483	0.35781137	-0.69909999	-0.048316646	0.36165126	-0.69909999	-0.19244675	0.30616649
-0.69319999	-1.6330401	0.18490218	-0.69319999	-0.042195589	0.28300256	-0.69319999	0.7867328	0.51083132	-0.69319999	-0.14654718	0.60284986	-0.69319999	-0.37869349	0.80879754	-0.69319999	1.0640398	0.72479868	-0.69319999	0.3144756	0.57718926	-0.69319999	0.86153616	0.55877158	-0.69319999	-0.25536047	0.53346354	-0.69319999	-0.81546516	0.56904699	-0.69319999	0.41373984	0.59807866	-0.69319999	0.040048979	0.33120896	-0.69319999	0.68542955	0.34179521	-0.69319999	0.3818583	0.30536035	-0.69319999	-0.40087442	0.29410525	-0.69319999	0.086803129	0.37135289
-0.68729999	-1.632863	0.18488212	-0.68729999	0.19679954	0.51560588	-0.68729999	0.30800947	0.50804057	-0.68729999	0.14075947	0.61516048	-0.68729999	0.17168693	0.75259984	-0.68729999	0.53657963	0.61964503	-0.68729999	0.94849246	0.55148967	-0.68729999	0.18862402	0.57032974	-0.68729999	-0.28188429	0.51559527	-0.68729999	-0.57235203	0.55658947	-0.68729999	-0.025287441	0.56599638	-0.68729999	0.14023291	0.43286974	-0.68729999	0.51370637	0.3533985	-0.68729999	0.16288242	0.41098336	-0.68729999	-0.080131065	0.33678375	-0.68729999	-0.025896539	0.32133771
-0.68139999	-1.632686	0.18486209	-0.68139999	0.25844471	0.60161623	-0.68139999	-0.10071798	0.52187154	-0.68139999	0.29648579	0.63177246	-0.68139999	0.40851868	0.70034108	-0.68139999	0.19526651	0.53717175	-0.68139999	1.1447813	0.54390692	-0.68139999	-0.25998918	0.57179705	-0.68139999	-0.19071594	0.52499668	-0.68139999	-0.29169968	0.58860264	-0.68139999	-0.16559382	0.54133506	-0.68139999	0.2055241	0.47987671	-0.68139999	0.35479199	0.37236902	-0.68139999	0.043422712	0.44110795	-0.68139999	0.10226831	0.34912493	-0.68139999	-0.009091896	0.30072948
-0.67549999	-1.6325093	0.18484207	-0.67549999	-0.37184741	0.53830256	-0.67549999	-0.86047786	0.6171041	-0.67549999	0.18806593	0.69040732	-0.67549999	0.067285965	0.56432239	-0.67549999	-0.10370893	0.49738288	-0.67549999	0.022294364	0.57754003	-0.67549999	-0.42732289	0.57159765	-0.67549999	0.31526919	0.62046171	-0.67549999	0.5119424	0.7798825	-0.67549999	0.56026029	0.5131577	-0.67549999	0.21404458	0.46217516	-0.67549999	0.078316074	0.43904081	-0.67549999	0.0074940765	0.28845367	-0.67549999	0.0037205888	0.26611551	-0.67549999	0.64014065	0.38231929
-0.66959999	-1.6323326	0.18482208	-0.66959999	0.011175915	0.56877863	-0.66959999	-0.20084167	0.5776358	-0.66959999	0.042959847	0.54347338	-0.66959999	0.19716117	0.63136611	-0.66959999	0.20218209	0.5438608	-0.66959999	-0.00039071163	0.55998398	-0.66959999	0.071081464	0.63021551	-0.66959999	-0.36430346	0.5566782	-0.66959999	0.42113523	0.5707595	-0.66959999	0.41458633	0.44478809	-0.66959999	0.7379797	0.5725612	-0.66959999	0.1557021	0.45018283	-0.66959999	-0.1407644	0.37153055	-0.66959999	-0.16360448	0.32201752	-0.66959999	0.22791831	0.33032991
-0.66369999	-1.6321562	0.1848021	-0.66369999	0.16852721	0.59656891	-0.66369999	0.083907699	0.5903078	-0.66369999	-0.18275034	0.49557688	-0.66369999	0.280783	0.67623145	-0.66369999	0.17601193	0.60529544	-0.66369999	-0.021694393	0.55872394	-0.66369999	0.30469922	0.65215869	-0.66369999	-0.60641668	0.53087525	-0.66369999	0.33495579	0.50333135	-0.66369999	0.22426765	0.40197665	-0.66369999	0.90361306	0.60769553	-0.66369999	0.21507861	0.44871202	-0.66369999	-0.14979481	0.40904132	-0.66369999	-0.14181269	0.35307089	-0.66369999	0.068284439	0.29636414
-0.65779999	-1.6319799	0.18478214	-0.65779999	0.004138222	0.6455291	-0.65779999	-0.2326878	0.73409091	-0.65779999	-0.92782026	0.67994926	-0.65779999	0.34568038	0.73174526	-0.65779999	-0.68939511	0.75872341	-0.65779999	-0.022823075	0.59361293	-0.65779999	0.19492029	0.62804369	-0.65779999	-0.073673074	0.59994865	-0.65779999	0.10335574	0.74496012	-0.65779999	-0.28095082	0.40603626	-0.65779999	0.46703888	0.54554324	-0.65779999	0.20849576	0.40849526	-0.65779999	0.23838473	0.40483355	-0.65779999	0.20450886	0.37300787	-0.65779999	0.29380266	0.29194641
-0.65189999	-1.6318039	0.1847622	-0.65189999	-0.63917562	0.59333767	-0.65189999	0.12939582	0.67009386	-0.65189999	-0.08353399	0.62833239	-0.65189999	-0.035929851	0.64471952	-0.65189999	-0.58738171	0.57024308	-0.65189999	0.11614176	0.54661214	-0.65189999	0.52174109	0.50485311	-0.65189999	0.60834458	0.65850914	-0.65189999	0.42359242	0.5176275	-0.65189999	-0.40446629	0.48991107	-0.65189999	0.34959138	0.48946025	-0.65189999	0.090843366	0.3214708	-0.65189999	0.26205122	0.33023012	-0.65189999	0.29618354	0.32931526	-0.65189999	0.1344977	0.29192556
-0.64599999	-1.6316279	0.18474228	-0.64599999	-0.51168207	0.55998662	-0.64599999	0.26573087	0.62348746	-0.64599999	0.23932908	0.56087191	-0.64599999	-0.13759504	0.59526208	-0.64599999	-0.56669316	0.53013833	-0.64599999	0.080037263	0.57390098	-0.64599999	0.67091483	0.47261531	-0.64599999	0.53372676	0.66379327	-0.64599999	0.43326239	0.39105799	-0.64599999	-0.45448908	0.53622922	-0.64599999	0.17018414	0.47000457	-0.64599999	0.12916799	0.34369192	-0.64599999	0.24372494	0.2885724	-0.64599999	0.38656789	0.32527937	-0.64599999	0.18414833	0.31611239
-0.64009999	-1.6314522	0.18472239	-0.64009999	0.69221536	0.53999166	-0.64009999	0.2405331	0.56502135	-0.64009999	0.13266282	0.38353187	-0.64009999	0.077331699	0.56178357	-0.64009999	-0.63950619	0.68975198	-0.64009999	-0.26586068	0.70139454	-0.64009999	0.67601478	0.5595984	-0.64009999	-0.58205282	0.60123232	-0.64009999	0.11969027	0.41290408	-0.64009999	-0.49139661	0.58857344	-0.64009999	-0.14442747	0.47421456	-0.64009999	0.3048231	0.50627767	-0.64009999	0.20066529	0.28161201	-0.64009999	0.54815801	0.35601945	-0.64009999	0.54498033	0.3921149
-0.63419999	-1.6312766	0.18470251	-0.63419999	0.57524284	0.71654184	-0.63419999	0.438838	0.57133369	-0.63419999	0.36206446	0.62869264	-0.63419999	0.2204095	0.5169107	-0.63419999	0.62330212	0.6001411	-0.63419999	0.31059651	0.61863757	-0.63419999	1.3425911	0.62139497	-0.63419999	-0.2863356	0.66450676	-0.63419999	-0.15166854	0.52948679	-0.63419999	-0.52371443	0.48677792	-0.63419999	0.099651309	0.48454374	-0.63419999	0.45009718	0.37186954	-0.63419999	0.24821681	0.32871616	-0.63419999	0.36625201	0.358873	-0.63419999	0.13316807	0.34806264
-0.62829999	-1.6311012	0.18468265	-0.62829999	0.18669092	0.70788711	-0.62829999	0.28336162	0.55869976	-0.62829999	0.38428909	0.70120102	-0.62829999	0.16571734	0.53138376	-0.62829999	0.70132794	0.57856735	-0.62829999	0.044873767	0.59611748	-0.62829999	0.93180433	0.55851533	-0.62829999	-0.22147405	0.67617847	-0.62829999	-0.18817884	0.53442042	-0.62829999	-0.29354892	0.5205592	-0.62829999	0.33331446	0.47764299	-0.62829999	0.43579932	0.34842915	-0.62829999	0.28083044	0.35570581	-0.62829999	0.33819292	0.35993311	-0.62829999	0.067308862	0.32663762
-0.62239999	-1.630926	0.18466281	-0.62239999	-0.55158244	0.59987465	-0.62239999	-0.11787629	0.53029323	-0.62239999	0.30531019	0.7381627	-0.62239999	-0.039065461	0.58495363	-0.62239999	0.099523537	0.58633256	-0.62239999	-0.77898427	0.59118639	-0.62239999	-0.25022855	0.37481642	-0.62239999	-0.3122341	0.66356034	-0.62239999	-0.067190665	0.49068587	-0.62239999	0.19635556	0.62938731	-0.62239999	0.65807435	0.45476469	-0.62239999	0.25229015	0.38525739	-0.62239999	0.40017135	0.39280644	-0.62239999	0.39875737	0.36302281	-0.62239999	0.16082583	0.30980752
-0.61649999	-1.630751	0.18464299	-0.61649999	-0.25556492	0.42259856	-0.61649999	-0.28264564	0.58058696	-0.61649999	0.41751965	0.7028435	-0.61649999	0.9911791	0.63634025	-0.61649999	0.60141286	0.64476786	-0.61649999	-0.045218284	0.47620824	-0.61649999	-1.0024527	0.65347006	-0.61649999	-0.41934245	0.55330089	-0.61649999	0.22950809	0.38739809	-0.61649999	-0.37553329	0.49403595	-0.61649999	1.0570752	0.53443469	-0.61649999	0.18045428	0.50071419	-0.61649999	0.45823342	0.44345197	-0.61649999	0.34980708	0.29430734	-0.61649999	0.13590278	0.34205125
-0.61059999	-1.6305761	0.18462319	-0.61059999	-0.15428579	0.5634725	-0.61059999	0.24545525	0.55145973	-0.61059999	0.31732467	0.66453426	-0.61059999	0.53183631	0.65409047	-0.61059999	0.35560228	0.54100855	-0.61059999	0.21718016	0.53223036	-0.61059999	-0.2070649	0.66615835	-0.61059999	-0.16384658	0.4940047	-0.61059999	0.32081787	0.56559347	-0.61059999	-0.086934078	0.4749893	-0.61059999	0.60494547	0.51572994	-0.61059999	0.28751273	0.45278135	-0.61059999	0.26342533	0.42686761	-0.61059999	0.24154968	0.27174994	-0.61059999	0.19531611	0.31500234
-0.60469999	-1.6304014	0.18460341	-0.60469999	-0.085033026	0.71954674	-0.60469999	0.95607707	0.50497008	-0.60469999	0.13539707	0.61836923	-0.60469999	-0.13675774	0.66966411	-0.60469999	-0.036746842	0.3585938	-0.60469999	0.41533696	0.61462233	-0.60469999	0.92692157	0.64543736	-0.60469999	0.13447677	0.44254819	-0.60469999	0.38928375	0.73632716	-0.60469999	0.34406212	0.47711596	-0.60469999	-0.021803373	0.4749042	-0.60469999	0.37473403	0.36547601	-0.60469999	0.070600966	0.39494846	-0.60469999	0.12259372	0.25714407	-0.60469999	0.26086872	0.27213967
-0.59879998	-1.6302269	0.18458366	-0.59879998	0.11932785	0.67062719	-0.59879998	0.6032156	0.65488123	-0.59879998	0.049838139	0.57910897	-0.59879998	0.92600264	0.60800686	-0.59879998	0.32471138	0.5231693	-0.59879998	0.4701999	0.75464207	-0.59879998	1.5040476	0.76717339	-0.59879998	0.035142716	0.51452451	-0.59879998	-0.59185658	0.54363583	-0.59879998	0.35241737	0.43245894	-0.59879998	0.021524756	0.46657365	-0.59879998	0.42319707	0.34539105	-0.59879998	0.12658748	0.33986305	-0.59879998	0.063104223	0.40938249	-0.59879998	-0.45538365	0.38940314
-0.59289998	-1.6300526	0.18456392	-0.59289998	-0.0077403169	0.66715853	-0.59289998	0.14338637	0.56530667	-0.59289998	0.088205489	0.66499174	-0.59289998	0.42998071	0.64772883	-0.59289998	0.14607623	0.59940432	-0.59289998	0.12061884	0.66337225	-0.59289998	0.6448249	0.71431348	-0.59289998	0.15150192	0.54855772	-0.59289998	-0.60254531	0.59378306	-0.59289998	0.69710954	0.49671879	-0.59289998	0.076130636	0.42381745	-0.59289998	0.24715591	0.43461747	-0.59289998	-0.17518385	0.38570435	-0.59289998	-0.21620224	0.37896763	-0.59289998	-0.07207644	0.33998508
-0.58699998	-1.6298785	0.1845442	-0.58699998	0.040532165	0.64230127	-0.58699998	-0.2595634	0.48511479	-0.58699998	-0.0096460396	0.70981975	-0.58699998	0.064400082	0.66465277	-0.58699998	0.02060948	0.63454223	-0.58699998	-0.11052114	0.59429168	-0.58699998	0.034227775	0.67889058	-0.58699998	0.31833086	0.57192347	-0.58699998	-0.65026238	0.65658776	-0.58699998	0.9161166	0.55172765	-0.58699998	0.0043178007	0.42639543	-0.58699998	0.10613492	0.48248362	-0.58699998	-0.24951389	0.3996517	-0.58699998	-0.39885868	0.38059829	-0.58699998	0.1656718	0.30056104
-0.58109998	-1.6297045	0.18452451	-0.58109998	0.51093877	0.5466564	-0.58109998	-0.53143687	0.41112733	-0.58109998	-0.54899116	0.66251051	-0.58109998	-0.053365379	0.58975059	-0.58109998	0.071865892	0.5880819	-0.58109998	-0.13681011	0.61659976	-0.58109998	-0.059711548	0.71278494	-0.58109998	0.75808028	0.56702516	-0.58109998	-0.81944436	0.78774456	-0.58109998	0.89596198	0.62794164	-0.58109998	-0.63869952	0.53291623	-0.58109998	-0.14591307	0.47295627	-0.58109998	0.56543059	0.35385523	-0.58109998	-0.39194195	0.45963235	-0.58109998	-0.044095868	0.27998817
-0.57519998	-1.6295308	0.18450483	-0.57519998	0.19271193	0.58532721	-0.57519998	-0.41522715	0.43844187	-0.57519998	0.34011653	0.67197945	-0.57519998	0.41323157	0.68824197	-0.57519998	0.72472227	0.68963249	-0.57519998	-0.11902148	0.69711219	-0.57519998	-0.54282228	0.68259346	-0.57519998	0.21369114	0.58215794	-0.57519998	0.28422484	0.81904317	-0.57519998	0.33892844	0.49389512	-0.57519998	0.69296052	0.54121661	-0.57519998	-0.058138476	0.36588565	-0.57519998	0.67139606	0.43181208	-0.57519998	0.05407345	0.45352952	-0.57519998	-0.32678339	0.29257801
-0.56929998	-1.6293572	0.18448518	-0.56929998	0.087255776	0.63814244	-0.56929998	-0.22530582	0.51254715	-0.56929998	0.63024652	0.65746052	-0.56929998	0.026480565	0.66471508	-0.56929998	0.39411654	0.6689291	-0.56929998	-0.072017393	0.74298965	-0.56929998	-0.46930943	0.65614866	-0.56929998	-0.0050893885	0.57440638	-0.56929998	0.23014716	0.76236964	-0.56929998	0.33638402	0.49418995	-0.56929998	0.71837955	0.53532387	-0.56929998	-0.055822422	0.31773821	-0.56929998	0.6099863	0.40141041	-0.56929998	0.36491863	0.44517147	-0.56929998	-0.12570553	0.29765973
-0.56339998	-1.6291838	0.18446555	-0.56339998	0.023310454	0.70451771	-0.56339998	0.084726038	0.61592357	-0.56339998	0.63386873	0.62544209	-0.56339998	-1.0385293	0.5345032	-0.56339998	-0.59901395	0.58076023	-0.56339998	0.022896271	0.78167338	-0.56339998	-0.018312633	0.6232599	-0.56339998	-0.11716715	0.55783906	-0.56339998	-0.57665319	0.61105405	-0.56339998	0.69338998	0.58269207	-0.56339998	-0.0010612431	0.52377522	-0.56339998	-0.10555393	0.30037708	-0.56339998	0.44881392	0.27861547	-0.56339998	0.66280805	0.43278676	-0.56339998	0.40765923	0.30079896
-0.55749998	-1.6290106	0.18444594	-0.55749998	-0.066417866	0.51733495	-0.55749998	0.25846845	0.56620745	-0.55749998	0.60659532	0.62867101	-0.55749998	0.17760694	0.82556159	-0.55749998	0.37212745	0.7128189	-0.55749998	-0.1444074	0.62811367	-0.55749998	0.54407268	0.68309108	-0.55749998	0.20052177	0.66513437	-0.55749998	-0.0076771747	0.83399395	-0.55749998	-0.50118929	0.58604123	-0.55749998	0.14578064	0.42310658	-0.55749998	0.57971529	0.42629286	-0.55749998	0.09270359	0.33212122	-0.55749998	-0.18393062	0.29095178	-0.55749998	-0.2442839	0.27712966
-0.55159998	-1.6288376	0.18442635	-0.55159998	0.056895033	0.52435915	-0.55159998	-0.17195549	0.55470628	-0.55159998	0.5473318	0.80334746	-0.55159998	0.37146553	0.73956643	-0.55159998	0.23420052	0.67605162	-0.55159998	-0.59168824	0.69985712	-0.55159998	0.42042085	0.66585731	-0.55159998	0.30751173	0.70417742	-0.55159998	0.63555236	0.76317544	-0.55159998	-0.14286726	0.56512893	-0.55159998	0.2722189	0.528654	-0.55159998	0.53206935	0.37317053	-0.55159998	0.085805618	0.31142094	-0.55159998	-0.056659065	0.32797318	-0.55159998	-0.17504708	0.26760303
-0.54569998	-0.3468032	0.91924697	-0.54569998	0.049066878	0.53797812	-0.54569998	-0.303175	0.54740532	-0.54569998	0.39991891	0.86887686	-0.54569998	0.43650654	0.6261122	-0.54569998	0.098104669	0.65467234	-0.54569998	-0.77693993	0.73371631	-0.54569998	0.14874109	0.65163454	-0.54569998	0.21222419	0.74216479	-0.54569998	0.9765849	0.67567667	-0.54569998	0.046213156	0.53768811	-0.54569998	0.40099774	0.5802933	-0.54569998	0.45585475	0.32540623	-0.54569998	0.066983146	0.2837118	-0.54569998	0.054922905	0.34838484	-0.54569998	-0.03059549	0.27052087
-0.53979998	0.68180473	0.8157171	-0.53979998	-0.33709147	0.55688953	-0.53979998	0.82133264	0.54385788	-0.53979998	-0.21582198	0.54417572	-0.53979998	0.38298493	0.52179931	-0.53979998	-0.046781355	0.71440386	-0.53979998	0.33337487	0.56585787	-0.53979998	-0.7996009	0.67089358	-0.53979998	-0.42656083	0.76981469	-0.53979998	0.0065994557	0.6407062	-0.53979998	-0.66602336	0.47822225	-0.53979998	0.55511483	0.45541584	-0.53979998	0.43967999	0.35145072	-0.53979998	-0.16789968	0.23242609	-0.53979998	0.025189872	0.26978677	-0.53979998	0.22831999	0.32473404
-0.53389998	0.72973872	0.86645555	-0.53389998	0.20517671	0.5103185	-0.53389998	0.27567565	0.46067519	-0.53389998	-0.00093968885	0.59167026	-0.53389998	0.38951261	0.58794745	-0.53389998	0.047763452	0.6856727	-0.53389998	0.017197471	0.53776194	-0.53389998	-0.22224252	0.59082374	-0.53389998	-0.24423836	0.55493857	-0.53389998	-0.050317311	0.57409109	-0.53389998	0.070317663	0.48475852	-0.53389998	-0.28266012	0.5343188	-0.53389998	0.28425227	0.41816691	-0.53389998	0.33705898	0.30366786	-0.53389998	0.072400363	0.36757007	-0.53389998	0.31317653	0.27527595
-0.52799998	0.20793365	0.80268189	-0.52799998	0.4336598	0.59608723	-0.52799998	0.2644322	0.52893756	-0.52799998	-0.13716528	0.63475627	-0.52799998	0.54536629	0.59225103	-0.52799998	0.35961988	0.67268147	-0.52799998	-0.12175237	0.507858	-0.52799998	-0.18318948	0.63224775	-0.52799998	0.070450674	0.54117224	-0.52799998	-0.23035333	0.50362047	-0.52799998	0.37333095	0.56252038	-0.52799998	-0.077344052	0.50604573	-0.52799998	0.16858726	0.4312328	-0.52799998	0.2824872	0.35250899	-0.52799998	0.17681282	0.40033915	-0.52799998	0.31210907	0.26738589
-0.52209998	-0.56402519	0.67708768	-0.52209998	0.5072751	0.7156687	-0.52209998	0.41803162	0.64489135	-0.52209998	-0.35908685	0.67563652	-0.52209998	0.78960978	0.56828832	-0.52209998	0.72815365	0.68008256	-0.52209998	-0.18397661	0.48352605	-0.52209998	-0.34709618	0.70453346	-0.52209998	0.43982925	0.6288625	-0.52209998	-0.45629578	0.43050939	-0.52209998	0.4803583	0.65857395	-0.52209998	0.5266553	0.42470855	-0.52209998	0.051355331	0.42118972	-0.52209998	0.050695691	0.40602419	-0.52209998	0.29053216	0.4057053	-0.52209998	0.27185302	0.26844015
-0.51619998	-0.333016	0.71694102	-0.51619998	0.3494178	0.58646372	-0.51619998	-1.0762491	0.63137411	-0.51619998	0.47310017	0.65793786	-0.51619998	1.2587362	0.77156222	-0.51619998	0.65427411	0.72586913	-0.51619998	-0.40180124	0.57518509	-0.51619998	-0.36890665	0.41807492	-0.51619998	-0.20923655	0.7538377	-0.51619998	0.057289626	0.8050219	-0.51619998	-0.035934087	0.61110377	-0.51619998	-0.33087706	0.40512683	-0.51619998	0.29791381	0.43387053	-0.51619998	0.041758783	0.36157237	-0.51619998	0.78062757	0.31489761	-0.51619998	1.0693808	0.4587329
-0.51029998	-0.18376585	0.95062104	-0.51029998	0.32749665	0.58242681	-0.51029998	-0.405744	0.59634591	-0.51029998	0.54529158	0.700869	-0.51029998	0.33745853	0.6604964	-0.51029998	-0.057913851	0.64766988	-0.51029998	-0.019650465	0.58524891	-0.51029998	-0.62219099	0.46386985	-0.51029998	0.10711589	0.71369096	-0.51029998	0.89072725	0.75503269	-0.51029998	0.39576003	0.5684692	-0.51029998	-0.20249392	0.43466347	-0.51029998	0.51888882	0.42550055	-0.51029998	0.1089273	0.36877163	-0.51029998	0.36615916	0.41206633	-0.51029998	0.29898203	0.37217386
-0.50439998	-0.09117442	1.0972765	-0.50439998	0.1427686	0.60572582	-0.50439998	0.04987014	0.59759939	-0.50439998	0.42160457	0.67747745	-0.50439998	-0.19647076	0.61675898	-0.50439998	-0.23212402	0.58023787	-0.50439998	0.1380345	0.57365128	-0.50439998	0.03147268	0.53877963	-0.50439998	0.36543317	0.67452595	-0.50439998	0.88586537	0.73171512	-0.50439998	0.47063316	0.59853713	-0.50439998	0.11465321	0.45134668	-0.50439998	0.43289134	0.45320907	-0.50439998	0.21783923	0.35867733	-0.50439998	0.26615923	0.41171421	-0.50439998	-0.10023333	0.3386884
-0.49849998	0.051222862	1.1891599	-0.49849998	-0.30133149	0.66020588	-0.49849998	0.30476428	0.64024151	-0.49849998	0.10656598	0.56951896	-0.49849998	-0.32861309	0.64575673	-0.49849998	0.077968181	0.52478213	-0.49849998	0.16072766	0.54139701	-0.49849998	1.7389084	0.64601144	-0.49849998	0.52220098	0.62923138	-0.49849998	0.0059546501	0.73325438	-0.49849998	0.1515268	0.70170888	-0.49849998	0.59604129	0.44390451	-0.49849998	0.095616317	0.53119605	-0.49849998	0.43919555	0.31698118	-0.49849998	0.47765212	0.32184538	-0.49849998	-0.17961551	0.36864387
