E (meV)	D1_butanol_4K_0.098A-1	err	E (meV)	D1_butanol_4K_0.196A-1	err	E (meV)	D1_butanol_4K_0.294A-1	err	E (meV)	D1_butanol_4K_0.399A-1	err	E (meV)	D1_butanol_4K_0.497A-1	err	E (meV)	D1_butanol_4K_0.595A-1	err	E (meV)	D1_butanol_4K_0.693A-1	err	E (meV)	D1_butanol_4K_0.798A-1	err	E (meV)	D1_butanol_4K_0.896A-1	err	E (meV)	D1_butanol_4K_0.994A-1	err	E (meV)	D1_butanol_4K_1.099A-1	err	E (meV)	D1_butanol_4K_1.197A-1	err	E (meV)	D1_butanol_4K_1.295A-1	err	E (meV)	D1_butanol_4K_1.4A-1	err	E (meV)	D1_butanol_4K_1.498A-1	err	E (meV)	D1_butanol_4K_1.596A-1	err	E (meV)	D1_butanol_4K_1.694A-1	err
-3.605	0.0	0.0	-3.605	0.0	0.0	-3.605	0.0	0.0	-3.605	0.0	0.0	-3.605	1.23615e-05	1.1801e-05	-3.605	8.68216e-06	7.7311e-06	-3.605	7.30304e-06	8.9714e-06	-3.605	1.15769e-05	1.084e-05	-3.605	8.65014e-06	1.0389e-05	-3.605	3.676e-06	1.0143e-05	-3.605	5.57536e-06	1.0478e-05	-3.605	8.41792e-06	1.1802e-05	-3.605	1.79987e-06	1.0632e-05	-3.605	-1.30428e-06	1.1514e-05	-3.605	-4.64143e-06	1.1877e-05	-3.605	-4.41477e-06	8.7737e-06	-3.605	8.257e-07	7.4106e-06
-3.595	0.0	0.0	-3.595	0.0	0.0	-3.595	0.0	0.0	-3.595	0.0	0.0	-3.595	1.61322e-05	1.0431e-05	-3.595	1.0922e-05	7.4833e-06	-3.595	1.08415e-05	9.5467e-06	-3.595	1.22493e-05	1.1343e-05	-3.595	1.30519e-06	9.4974e-06	-3.595	-4.62435e-06	9.2671e-06	-3.595	-3.22786e-06	9.3133e-06	-3.595	-5.2567e-06	1.0263e-05	-3.595	-3.24838e-06	9.7384e-06	-3.595	1.75244e-06	8.9999e-06	-3.595	2.48443e-07	9.2016e-06	-3.595	-2.81007e-06	7.6017e-06	-3.595	-7.3799e-07	7.3621e-06
-3.585	0.0	0.0	-3.585	0.0	0.0	-3.585	0.0	0.0	-3.585	0.0	0.0	-3.585	2.86436e-05	3.9825e-05	-3.585	1.41506e-05	1.5069e-05	-3.585	1.40473e-05	9.7181e-06	-3.585	1.65839e-05	1.1247e-05	-3.585	5.60297e-06	9.9245e-06	-3.585	6.36944e-07	1.0004e-05	-3.585	-1.28099e-06	9.6211e-06	-3.585	-5.98923e-06	9.6028e-06	-3.585	4.76879e-07	9.4287e-06	-3.585	6.14384e-06	8.2379e-06	-3.585	2.77443e-06	7.0579e-06	-3.585	-2.71872e-06	6.5199e-06	-3.585	-1.21491e-06	8.3201e-06
-3.575	0.0	0.0	-3.575	0.0	0.0	-3.575	0.0	0.0	-3.575	0.0	0.0	-3.575	2.64543e-05	3.5064e-05	-3.575	1.57224e-05	1.3632e-05	-3.575	1.3577e-05	9.2381e-06	-3.575	1.25893e-05	1.0353e-05	-3.575	8.35927e-06	9.467e-06	-3.575	7.24509e-06	1.0056e-05	-3.575	-8.94046e-07	1.115e-05	-3.575	-6.4316e-06	9.5004e-06	-3.575	6.63054e-07	8.0184e-06	-3.575	4.26955e-06	8.4479e-06	-3.575	-9.36962e-07	8.0061e-06	-3.575	-7.14462e-06	6.7463e-06	-3.575	-4.61578e-06	8.7101e-06
-3.565	0.0	0.0	-3.565	0.0	0.0	-3.565	0.0	0.0	-3.565	0.0	0.0	-3.565	1.76315e-05	2.9415e-05	-3.565	1.28784e-05	1.1922e-05	-3.565	1.44872e-05	9.0414e-06	-3.565	1.12305e-05	1.0323e-05	-3.565	7.64881e-06	9.6304e-06	-3.565	1.05623e-05	9.9999e-06	-3.565	4.77618e-06	1.1645e-05	-3.565	3.20722e-07	1.0444e-05	-3.565	2.4741e-06	8.2109e-06	-3.565	3.91484e-06	9.5668e-06	-3.565	-3.39875e-06	9.2912e-06	-3.565	-8.57597e-06	7.7601e-06	-3.565	-3.6187e-06	9.5803e-06
-3.555	0.0	0.0	-3.555	0.0	0.0	-3.555	0.0	0.0	-3.555	0.0	0.0	-3.555	8.84865e-06	1.3994e-05	-3.555	5.9401e-06	8.2388e-06	-3.555	8.94866e-06	8.7122e-06	-3.555	8.32329e-06	1.0264e-05	-3.555	3.00021e-06	9.4857e-06	-3.555	4.89638e-06	9.7615e-06	-3.555	3.4099e-06	1.1235e-05	-3.555	-2.32038e-06	1.2752e-05	-3.555	-3.75909e-06	1.1232e-05	-3.555	2.5562e-06	1.034e-05	-3.555	-3.99409e-06	1.0231e-05	-3.555	-7.78105e-06	8.4769e-06	-3.555	-5.21501e-06	8.8787e-06
-3.545	0.0	0.0	-3.545	0.0	0.0	-3.545	0.0	0.0	-3.545	0.0	0.0	-3.545	1.13388e-05	1.0638e-05	-3.545	2.01926e-06	7.7886e-06	-3.545	3.48507e-06	8.6381e-06	-3.545	8.17606e-06	1.0947e-05	-3.545	2.30918e-06	1.0234e-05	-3.545	2.40167e-06	9.3388e-06	-3.545	5.87725e-06	1.114e-05	-3.545	1.07563e-06	1.3353e-05	-3.545	-4.80882e-06	1.1579e-05	-3.545	1.69907e-06	1.0037e-05	-3.545	-3.26369e-06	1.0484e-05	-3.545	-3.22146e-06	9.623e-06	-3.545	-7.44238e-06	1.1379e-05
-3.535	0.0	0.0	-3.535	0.0	0.0	-3.535	0.0	0.0	-3.535	0.0	0.0	-3.535	1.54347e-05	1.1321e-05	-3.535	1.61405e-06	8.2488e-06	-3.535	-1.33864e-06	8.8807e-06	-3.535	5.26285e-06	1.0919e-05	-3.535	2.26916e-06	1.0436e-05	-3.535	5.03046e-06	9.7989e-06	-3.535	4.92219e-06	1.0664e-05	-3.535	-3.66376e-06	1.2345e-05	-3.535	-3.87541e-06	1.112e-05	-3.535	4.10386e-08	9.6118e-06	-3.535	-3.70975e-06	1.0585e-05	-3.535	1.25102e-06	9.8033e-06	-3.535	-5.9655e-06	1.1385e-05
-3.525	0.0	0.0	-3.525	0.0	0.0	-3.525	0.0	0.0	-3.525	0.0	0.0	-3.525	1.46745e-05	1.0583e-05	-3.525	7.35841e-06	8.6232e-06	-3.525	6.77419e-06	9.3824e-06	-3.525	1.36389e-05	1.1358e-05	-3.525	1.03269e-05	1.0497e-05	-3.525	8.89401e-06	9.5569e-06	-3.525	4.10204e-06	1.1191e-05	-3.525	-1.90281e-06	1.0893e-05	-3.525	-5.69029e-07	8.7474e-06	-3.525	-4.68928e-06	8.6779e-06	-3.525	-5.19805e-06	1.0008e-05	-3.525	2.21342e-06	9.9254e-06	-3.525	-3.31737e-06	1.1592e-05
-3.515	0.0	0.0	-3.515	0.0	0.0	-3.515	0.0	0.0	-3.515	0.0	0.0	-3.515	1.29856e-05	1.0169e-05	-3.515	1.28478e-05	8.4773e-06	-3.515	1.20593e-05	9.3816e-06	-3.515	1.33192e-05	1.0809e-05	-3.515	1.00799e-05	9.7608e-06	-3.515	7.54717e-06	9.4887e-06	-3.515	3.62301e-06	1.1357e-05	-3.515	-7.59451e-07	9.9551e-06	-3.515	-1.95588e-06	7.7952e-06	-3.515	-9.24929e-06	8.5284e-06	-3.515	-7.95973e-06	9.2588e-06	-3.515	-2.88736e-06	8.6316e-06	-3.515	-1.41148e-06	8.3306e-06
-3.505	0.0	0.0	-3.505	0.0	0.0	-3.505	0.0	0.0	-3.505	0.0	0.0	-3.505	1.38652e-05	9.8007e-06	-3.505	1.7874e-05	9.7353e-06	-3.505	1.72538e-05	9.9996e-06	-3.505	1.40392e-05	1.0418e-05	-3.505	8.60689e-06	9.1504e-06	-3.505	5.08863e-06	8.7752e-06	-3.505	7.15657e-06	1.189e-05	-3.505	5.80126e-06	1.0533e-05	-3.505	8.60983e-08	7.6217e-06	-3.505	-7.58083e-06	7.8087e-06	-3.505	-9.68236e-06	8.4536e-06	-3.505	-4.14083e-06	8.4417e-06	-3.505	-2.06307e-06	7.9885e-06
-3.495	0.0	0.0	-3.495	0.0	0.0	-3.495	0.0	0.0	-3.495	0.0	0.0	-3.495	1.82317e-05	1.6769e-05	-3.495	1.81182e-05	1.1859e-05	-3.495	1.48125e-05	1.0493e-05	-3.495	8.67266e-06	9.9833e-06	-3.495	6.24007e-06	1.0003e-05	-3.495	5.56218e-06	1.0412e-05	-3.495	7.23417e-06	1.2309e-05	-3.495	6.97021e-06	1.0415e-05	-3.495	4.62694e-07	8.1016e-06	-3.495	-4.4327e-06	8.2615e-06	-3.495	-2.59895e-06	9.0248e-06	-3.495	1.14507e-06	8.6803e-06	-3.495	-1.42962e-06	7.7975e-06
-3.485	0.0	0.0	-3.485	0.0	0.0	-3.485	0.0	0.0	-3.485	0.0	0.0	-3.485	1.64824e-05	3.3526e-05	-3.485	1.63691e-05	1.6695e-05	-3.485	1.62285e-05	1.0905e-05	-3.485	7.34567e-06	9.5985e-06	-3.485	1.67761e-06	9.0553e-06	-3.485	6.30472e-06	1.0394e-05	-3.485	8.45307e-06	1.1687e-05	-3.485	1.01735e-05	1.0424e-05	-3.485	6.72162e-06	9.4909e-06	-3.485	1.89969e-07	8.8032e-06	-3.485	1.57445e-07	8.9626e-06	-3.485	2.63238e-06	9.0922e-06	-3.485	-1.21456e-06	8.4695e-06
-3.475	0.0	0.0	-3.475	0.0	0.0	-3.475	0.0	0.0	-3.475	0.0	0.0	-3.475	9.16342e-06	2.8615e-05	-3.475	1.40083e-05	1.4442e-05	-3.475	1.77882e-05	1.0563e-05	-3.475	9.97545e-06	1.0133e-05	-3.475	1.72834e-06	9.2848e-06	-3.475	4.84243e-06	1.0502e-05	-3.475	2.79977e-06	1.1071e-05	-3.475	1.06362e-05	1.0473e-05	-3.475	7.51187e-06	9.9038e-06	-3.475	-3.31e-06	8.7813e-06	-3.475	2.07767e-06	8.9477e-06	-3.475	7.67834e-06	9.9994e-06	-3.475	5.27661e-08	9.7053e-06
-3.465	0.0	0.0	-3.465	0.0	0.0	-3.465	0.0	0.0	-3.465	0.0	0.0	-3.465	-9.61553e-06	1.2916e-05	-3.465	7.78858e-06	9.8343e-06	-3.465	1.66281e-05	1.0045e-05	-3.465	1.07573e-05	1.0204e-05	-3.465	1.72858e-06	8.6704e-06	-3.465	4.91462e-06	9.7939e-06	-3.465	2.00828e-06	1.1685e-05	-3.465	7.30906e-06	1.1481e-05	-3.465	6.9753e-06	1.0374e-05	-3.465	-4.09084e-06	7.9478e-06	-3.465	-5.31319e-06	7.8667e-06	-3.465	4.27818e-06	1.0636e-05	-3.465	1.92041e-06	1.0302e-05
-3.455	0.0	0.0	-3.455	0.0	0.0	-3.455	0.0	0.0	-3.455	0.0	0.0	-3.455	-5.97541e-06	1.2187e-05	-3.455	8.45415e-06	8.8213e-06	-3.455	1.43977e-05	9.0179e-06	-3.455	1.17256e-05	9.9159e-06	-3.455	7.35745e-06	9.845e-06	-3.455	6.41284e-06	1.0626e-05	-3.455	-3.65078e-07	1.1909e-05	-3.455	9.53313e-07	1.0862e-05	-3.455	4.04683e-07	1.0154e-05	-3.455	-5.57427e-06	8.5405e-06	-3.455	-6.44725e-06	7.9132e-06	-3.455	3.94203e-06	1.0604e-05	-3.455	5.02987e-06	1.0108e-05
-3.445	0.0	0.0	-3.445	0.0	0.0	-3.445	0.0	0.0	-3.445	0.0	0.0	-3.445	6.84549e-07	1.0699e-05	-3.445	6.0747e-06	7.6945e-06	-3.445	7.92008e-06	8.6693e-06	-3.445	7.26978e-06	1.0148e-05	-3.445	9.25472e-06	1.0196e-05	-3.445	9.21298e-06	1.1375e-05	-3.445	2.81753e-06	1.3002e-05	-3.445	-4.56624e-06	1.1017e-05	-3.445	-4.1764e-06	1.0421e-05	-3.445	3.69413e-07	1.0258e-05	-3.445	-3.56383e-06	9.2545e-06	-3.445	-3.09144e-06	9.7203e-06	-3.445	-1.97805e-07	8.5847e-06
-3.435	0.0	0.0	-3.435	0.0	0.0	-3.435	0.0	0.0	-3.435	0.0	0.0	-3.435	3.89485e-06	1.0187e-05	-3.435	8.81774e-06	7.6336e-06	-3.435	5.27642e-06	8.5653e-06	-3.435	4.18172e-06	1.0505e-05	-3.435	1.13716e-05	1.1481e-05	-3.435	7.30219e-06	1.1807e-05	-3.435	1.96241e-06	1.3011e-05	-3.435	-4.33023e-06	1.1403e-05	-3.435	-7.15778e-06	1.0285e-05	-3.435	4.29441e-06	1.1061e-05	-3.435	-1.40939e-07	1.0086e-05	-3.435	-4.85136e-06	9.2153e-06	-3.435	-4.66092e-06	8.2096e-06
-3.425	0.0	0.0	-3.425	0.0	0.0	-3.425	0.0	0.0	-3.425	0.0	0.0	-3.425	4.13179e-06	1.0482e-05	-3.425	8.43819e-06	7.8318e-06	-3.425	2.06802e-06	8.5815e-06	-3.425	2.29132e-07	1.0514e-05	-3.425	8.56348e-06	1.1802e-05	-3.425	5.07788e-06	1.1428e-05	-3.425	3.05693e-06	1.221e-05	-3.425	1.69662e-06	1.1979e-05	-3.425	-6.875e-07	1.107e-05	-3.425	8.95707e-06	1.1211e-05	-3.425	2.5684e-06	1.0348e-05	-3.425	-3.31453e-06	8.8392e-06	-3.425	-5.90659e-06	8.4108e-06
-3.415	0.0	0.0	-3.415	0.0	0.0	-3.415	0.0	0.0	-3.415	0.0	0.0	-3.415	5.70304e-06	1.0611e-05	-3.415	1.17946e-05	7.9704e-06	-3.415	6.41069e-06	7.8429e-06	-3.415	-5.88553e-07	9.9905e-06	-3.415	3.46757e-08	1.1459e-05	-3.415	-3.07253e-06	1.0759e-05	-3.415	-2.56657e-06	1.0821e-05	-3.415	4.7171e-06	1.1193e-05	-3.415	8.03464e-06	1.208e-05	-3.415	1.13423e-05	1.1828e-05	-3.415	5.74002e-06	9.8972e-06	-3.415	5.74433e-06	8.7142e-06	-3.415	4.28336e-06	8.9259e-06
-3.405	0.0	0.0	-3.405	0.0	0.0	-3.405	0.0	0.0	-3.405	0.0	0.0	-3.405	4.89933e-06	1.0433e-05	-3.405	8.77936e-06	7.6278e-06	-3.405	8.23422e-06	8.1258e-06	-3.405	2.20403e-06	1.006e-05	-3.405	3.00458e-06	1.0386e-05	-3.405	2.51329e-06	1.007e-05	-3.405	2.86459e-06	1.0756e-05	-3.405	7.38755e-06	1.0785e-05	-3.405	1.7487e-05	1.2472e-05	-3.405	1.44881e-05	1.1954e-05	-3.405	2.74722e-06	8.9907e-06	-3.405	1.03906e-05	8.5893e-06	-3.405	1.07961e-05	9.0083e-06
-3.395	0.0	0.0	-3.395	0.0	0.0	-3.395	0.0	0.0	-3.395	0.0	0.0	-3.395	7.36748e-06	1.1391e-05	-3.395	1.00004e-05	7.6941e-06	-3.395	9.26413e-06	8.3304e-06	-3.395	3.50983e-07	9.8395e-06	-3.395	9.65756e-07	1.0777e-05	-3.395	7.20183e-07	1.129e-05	-3.395	1.69512e-06	1.1276e-05	-3.395	5.78513e-06	1.0998e-05	-3.395	1.30224e-05	1.1824e-05	-3.395	1.12429e-05	1.0937e-05	-3.395	-2.11372e-06	8.9572e-06	-3.395	7.56127e-06	9.2214e-06	-3.395	1.08348e-05	9.0239e-06
-3.385	0.0	0.0	-3.385	0.0	0.0	-3.385	0.0	0.0	-3.385	0.0	0.0	-3.385	7.48474e-06	1.2226e-05	-3.385	8.37242e-06	8.0903e-06	-3.385	7.77303e-06	1.0382e-05	-3.385	4.65416e-07	1.143e-05	-3.385	3.32472e-06	1.1396e-05	-3.385	1.05793e-05	1.2314e-05	-3.385	1.42984e-05	1.1862e-05	-3.385	9.37748e-06	1.1127e-05	-3.385	8.64494e-06	1.0511e-05	-3.385	4.61893e-06	9.8073e-06	-3.385	-8.58631e-06	9.1844e-06	-3.385	3.84137e-06	9.5566e-06	-3.385	7.10083e-06	9.5585e-06
-3.375	0.0	0.0	-3.375	0.0	0.0	-3.375	0.0	0.0	-3.375	0.0	0.0	-3.375	7.73169e-06	1.2391e-05	-3.375	4.89664e-06	7.9439e-06	-3.375	7.64094e-06	1.2913e-05	-3.375	3.4554e-06	1.4047e-05	-3.375	3.4567e-06	1.1502e-05	-3.375	1.42296e-05	1.2306e-05	-3.375	2.22429e-05	1.1992e-05	-3.375	1.04544e-05	1.0698e-05	-3.375	-1.10179e-06	9.2508e-06	-3.375	-3.05627e-06	9.739e-06	-3.375	-5.49383e-06	9.6651e-06	-3.375	5.75099e-06	9.3528e-06	-3.375	8.73544e-06	1.0183e-05
-3.365	0.0	0.0	-3.365	0.0	0.0	-3.365	0.0	0.0	-3.365	0.0	0.0	-3.365	7.90806e-06	1.1111e-05	-3.365	6.98964e-07	7.3115e-06	-3.365	6.5433e-06	1.2797e-05	-3.365	1.05268e-05	1.4054e-05	-3.365	9.12617e-06	1.0096e-05	-3.365	1.5215e-05	1.0224e-05	-3.365	2.1033e-05	1.1729e-05	-3.365	5.55395e-06	1.032e-05	-3.365	-1.09807e-05	9.264e-06	-3.365	-1.00943e-05	1.0619e-05	-3.365	-5.43729e-06	9.398e-06	-3.365	4.24345e-06	9.0208e-06	-3.365	5.31525e-06	1.0159e-05
-3.355	0.0	0.0	-3.355	0.0	0.0	-3.355	0.0	0.0	-3.355	0.0	0.0	-3.355	7.43165e-06	1.1001e-05	-3.355	2.06813e-06	7.3216e-06	-3.355	5.78205e-06	1.0258e-05	-3.355	1.32743e-05	1.182e-05	-3.355	1.49334e-05	1.0611e-05	-3.355	1.0729e-05	9.9172e-06	-3.355	9.60827e-06	1.1244e-05	-3.355	2.26701e-06	1.0122e-05	-3.355	-4.42296e-06	1.0143e-05	-3.355	-1.65176e-06	1.1214e-05	-3.355	-1.16883e-06	8.9321e-06	-3.355	9.5163e-07	8.7009e-06	-3.355	-3.11049e-06	9.4744e-06
-3.345	0.0	0.0	-3.345	0.0	0.0	-3.345	0.0	0.0	-3.345	0.0	0.0	-3.345	5.7895e-06	1.116e-05	-3.345	4.46665e-06	8.2e-06	-3.345	4.24746e-06	9.3498e-06	-3.345	1.27265e-05	1.0557e-05	-3.345	1.34424e-05	1.0748e-05	-3.345	5.16236e-06	1.0334e-05	-3.345	4.24911e-06	1.1249e-05	-3.345	-1.63455e-07	9.9115e-06	-3.345	1.35963e-06	1.0432e-05	-3.345	5.77614e-06	1.1247e-05	-3.345	8.2729e-09	9.0268e-06	-3.345	-3.78949e-06	8.5602e-06	-3.345	-7.90167e-06	8.3522e-06
-3.335	0.0	0.0	-3.335	0.0	0.0	-3.335	0.0	0.0	-3.335	0.0	0.0	-3.335	7.92735e-07	1.097e-05	-3.335	5.20463e-06	8.4186e-06	-3.335	2.06724e-06	9.6841e-06	-3.335	1.11706e-05	1.1505e-05	-3.335	1.01389e-05	1.0576e-05	-3.335	-7.44917e-07	1.008e-05	-3.335	1.94333e-06	1.0743e-05	-3.335	2.6157e-06	9.6156e-06	-3.335	9.36253e-06	1.0374e-05	-3.335	1.14691e-05	1.0838e-05	-3.335	-1.65414e-06	1.0032e-05	-3.335	-7.25868e-06	8.8209e-06	-3.335	-6.70967e-06	7.7795e-06
-3.325	0.0	0.0	-3.325	0.0	0.0	-3.325	0.0	0.0	-3.325	0.0	0.0	-3.325	1.74283e-06	1.0994e-05	-3.325	1.09153e-05	8.5434e-06	-3.325	9.14857e-06	9.7237e-06	-3.325	1.2562e-05	1.1093e-05	-3.325	5.57969e-06	9.6382e-06	-3.325	-3.65868e-06	8.9194e-06	-3.325	1.06563e-06	8.8249e-06	-3.325	2.0074e-06	8.8542e-06	-3.325	2.83273e-06	9.2528e-06	-3.325	5.32641e-06	9.5082e-06	-3.325	-6.89149e-06	1.1004e-05	-3.325	-1.08942e-05	9.5026e-06	-3.325	-1.73439e-06	8.2263e-06
-3.315	0.0	0.0	-3.315	0.0	0.0	-3.315	0.0	0.0	-3.315	0.0	0.0	-3.315	3.77385e-06	1.0234e-05	-3.315	1.31371e-05	8.0075e-06	-3.315	1.00009e-05	9.9181e-06	-3.315	4.22132e-06	1.1327e-05	-3.315	-1.22455e-07	9.7021e-06	-3.315	-3.50272e-06	8.6454e-06	-3.315	1.22021e-06	9.0256e-06	-3.315	3.57315e-06	8.8485e-06	-3.315	1.23967e-06	8.4635e-06	-3.315	8.42643e-06	9.8044e-06	-3.315	-4.20869e-06	1.1778e-05	-3.315	-9.18411e-06	1.0064e-05	-3.315	3.25031e-06	8.846e-06
-3.305	0.0	0.0	-3.305	0.0	0.0	-3.305	0.0	0.0	-3.305	0.0	0.0	-3.305	3.55493e-06	1.0009e-05	-3.305	8.16518e-06	7.997e-06	-3.305	6.07733e-06	1.0594e-05	-3.305	3.54706e-06	1.144e-05	-3.305	1.95238e-06	9.5743e-06	-3.305	9.34012e-07	9.7975e-06	-3.305	6.1939e-06	1.0913e-05	-3.305	5.81966e-06	8.996e-06	-3.305	6.2465e-07	7.5328e-06	-3.305	7.95503e-06	9.5221e-06	-3.305	-5.64839e-06	1.152e-05	-3.305	-1.23304e-05	1.0551e-05	-3.305	-1.85553e-06	1.2962e-05
-3.295	0.0	0.0	-3.295	0.0	0.0	-3.295	0.0	0.0	-3.295	0.0	0.0	-3.295	8.39834e-06	9.4571e-06	-3.295	9.23169e-06	8.2345e-06	-3.295	3.94651e-06	1.105e-05	-3.295	1.03209e-05	1.2597e-05	-3.295	1.07253e-05	1.1225e-05	-3.295	1.8185e-06	1.1159e-05	-3.295	3.18076e-06	1.1676e-05	-3.295	1.22387e-06	8.8032e-06	-3.295	-2.71833e-06	7.5218e-06	-3.295	3.02915e-06	8.9834e-06	-3.295	-5.5063e-06	1.0369e-05	-3.295	-9.54604e-06	1.019e-05	-3.295	-1.1658e-05	1.817e-05
-3.285	0.0	0.0	-3.285	0.0	0.0	-3.285	0.0	0.0	-3.285	0.0	0.0	-3.285	1.74063e-05	9.9062e-06	-3.285	1.6883e-05	8.4664e-06	-3.285	1.40757e-05	1.1135e-05	-3.285	2.32968e-05	1.2531e-05	-3.285	2.09606e-05	1.2087e-05	-3.285	7.02916e-06	1.2989e-05	-3.285	3.20542e-06	1.3411e-05	-3.285	1.74918e-06	1.0505e-05	-3.285	-9.27701e-07	8.3214e-06	-3.285	-3.64774e-06	8.7244e-06	-3.285	-1.2946e-05	9.4566e-06	-3.285	-9.47775e-06	9.1831e-06	-3.285	-1.46197e-05	1.8073e-05
-3.275	0.0	0.0	-3.275	0.0	0.0	-3.275	0.0	0.0	-3.275	0.0	0.0	-3.275	1.59132e-05	9.7963e-06	-3.275	1.66979e-05	8.1538e-06	-3.275	1.692e-05	1.0482e-05	-3.275	2.30473e-05	1.1662e-05	-3.275	2.22569e-05	1.2268e-05	-3.275	9.57374e-06	1.3565e-05	-3.275	2.9501e-07	1.3246e-05	-3.275	4.79732e-07	1.0967e-05	-3.275	-3.74718e-07	8.9798e-06	-3.275	-4.44254e-06	8.9015e-06	-3.275	-1.20973e-05	9.474e-06	-3.275	-4.51465e-06	8.4997e-06	-3.275	-3.67848e-06	1.21e-05
-3.265	0.0	0.0	-3.265	0.0	0.0	-3.265	0.0	0.0	-3.265	0.0	0.0	-3.265	1.39486e-05	9.8446e-06	-3.265	1.20186e-05	8.0966e-06	-3.265	1.26053e-05	9.6957e-06	-3.265	1.48367e-05	9.7433e-06	-3.265	1.7729e-05	1.1967e-05	-3.265	1.17891e-05	1.3859e-05	-3.265	5.95683e-07	1.3305e-05	-3.265	6.45748e-06	1.1433e-05	-3.265	7.41405e-06	9.2691e-06	-3.265	-2.1395e-06	9.5671e-06	-3.265	-1.25386e-05	9.8872e-06	-3.265	-6.81982e-06	8.468e-06	-3.265	-3.17061e-06	8.7768e-06
-3.255	0.0	0.0	-3.255	0.0	0.0	-3.255	0.0	0.0	-3.255	0.0	0.0	-3.255	1.17154e-05	9.7925e-06	-3.255	8.12397e-06	7.5768e-06	-3.255	1.05377e-05	9.2246e-06	-3.255	1.31931e-05	9.4694e-06	-3.255	1.16951e-05	1.1549e-05	-3.255	9.1779e-06	1.2865e-05	-3.255	2.80505e-06	1.2408e-05	-3.255	1.24926e-05	1.2094e-05	-3.255	1.23035e-05	9.7047e-06	-3.255	-3.92883e-09	8.9903e-06	-3.255	-5.98151e-06	9.3056e-06	-3.255	-6.8725e-06	8.1905e-06	-3.255	-9.28838e-06	9.3656e-06
-3.245	0.0	0.0	-3.245	0.0	0.0	-3.245	0.0	0.0	-3.245	0.0	0.0	-3.245	1.2138e-05	9.8879e-06	-3.245	9.6444e-06	7.6404e-06	-3.245	1.01672e-05	8.9033e-06	-3.245	1.2449e-05	9.4559e-06	-3.245	1.11372e-05	1.1022e-05	-3.245	9.24081e-06	1.1548e-05	-3.245	7.29898e-06	1.1843e-05	-3.245	1.52192e-05	1.1952e-05	-3.245	1.20034e-05	8.8995e-06	-3.245	-2.9341e-06	8.289e-06	-3.245	-4.21283e-06	9.4874e-06	-3.245	-5.31477e-06	9.0933e-06	-3.245	-1.13424e-05	1.0074e-05
-3.235	0.0	0.0	-3.235	0.0	0.0	-3.235	0.0	0.0	-3.235	3.45082e-06	2.1777e-05	-3.235	1.15006e-05	9.9801e-06	-3.235	1.32833e-05	8.4136e-06	-3.235	1.61038e-05	9.7278e-06	-3.235	1.57988e-05	9.8689e-06	-3.235	6.96554e-06	9.538e-06	-3.235	3.18143e-06	9.7466e-06	-3.235	4.63296e-06	1.077e-05	-3.235	3.00684e-06	1.085e-05	-3.235	-2.4009e-07	8.3784e-06	-3.235	-7.06195e-06	7.8995e-06	-3.235	-5.71015e-06	9.8702e-06	-3.235	-4.30967e-06	9.5256e-06	-3.235	-8.14757e-06	9.7803e-06
-3.225	0.0	0.0	-3.225	0.0	0.0	-3.225	0.0	0.0	-3.225	0.0	0.0	-3.225	1.3788e-05	9.1632e-06	-3.225	1.37539e-05	8.3808e-06	-3.225	1.00269e-05	9.2622e-06	-3.225	8.67996e-06	8.8606e-06	-3.225	5.60346e-06	9.6173e-06	-3.225	3.72489e-06	1.0631e-05	-3.225	-3.99788e-07	1.029e-05	-3.225	-1.54692e-05	1.0165e-05	-3.225	-1.16728e-05	9.4057e-06	-3.225	-2.19978e-06	8.3168e-06	-3.225	-7.33944e-06	1.0313e-05	-3.225	-9.40868e-06	1.0106e-05	-3.225	-5.97309e-06	9.2243e-06
-3.215	0.0	0.0	-3.215	0.0	0.0	-3.215	0.0	0.0	-3.215	0.0	0.0	-3.215	1.7009e-05	9.2862e-06	-3.215	1.82173e-05	8.036e-06	-3.215	1.31598e-05	9.4869e-06	-3.215	9.79516e-06	9.9862e-06	-3.215	4.03102e-06	9.9918e-06	-3.215	3.46119e-06	1.2503e-05	-3.215	3.19141e-06	1.3477e-05	-3.215	-1.44815e-05	1.194e-05	-3.215	-1.1469e-05	1.0441e-05	-3.215	-9.7712e-07	8.46e-06	-3.215	-8.30061e-06	1.0725e-05	-3.215	-9.14564e-06	1.01e-05	-3.215	-3.97303e-06	8.4941e-06
-3.205	0.0	0.0	-3.205	0.0	0.0	-3.205	0.0	0.0	-3.205	3.59062e-07	1.634e-06	-3.205	1.54863e-05	9.2523e-06	-3.205	1.63773e-05	7.6515e-06	-3.205	1.23764e-05	1.0066e-05	-3.205	9.29886e-06	1.1806e-05	-3.205	6.37928e-06	1.1684e-05	-3.205	1.57074e-05	1.4466e-05	-3.205	5.71523e-06	2.0038e-05	-3.205	-1.03021e-05	1.7365e-05	-3.205	-1.57214e-06	1.058e-05	-3.205	-1.29805e-06	8.6292e-06	-3.205	-8.34993e-06	9.7976e-06	-3.205	-7.19475e-06	9.5097e-06	-3.205	-1.67295e-06	9.1064e-06
