E (meV)	D1_butanol_4K_0.098A-1	err	E (meV)	D1_butanol_4K_0.196A-1	err	E (meV)	D1_butanol_4K_0.294A-1	err	E (meV)	D1_butanol_4K_0.399A-1	err	E (meV)	D1_butanol_4K_0.497A-1	err	E (meV)	D1_butanol_4K_0.595A-1	err	E (meV)	D1_butanol_4K_0.693A-1	err	E (meV)	D1_butanol_4K_0.798A-1	err	E (meV)	D1_butanol_4K_0.896A-1	err	E (meV)	D1_butanol_4K_0.994A-1	err	E (meV)	D1_butanol_4K_1.099A-1	err	E (meV)	D1_butanol_4K_1.197A-1	err	E (meV)	D1_butanol_4K_1.295A-1	err	E (meV)	D1_butanol_4K_1.4A-1	err	E (meV)	D1_butanol_4K_1.498A-1	err	E (meV)	D1_butanol_4K_1.596A-1	err	E (meV)	D1_butanol_4K_1.694A-1	err
-1.735	0.0	0.0	-1.735	1.41212e-05	1.467e-05	-1.735	1.76105e-05	1.0346e-05	-1.735	2.88053e-05	1.1505e-05	-1.735	2.29361e-05	1.6265e-05	-1.735	1.19479e-05	1.6399e-05	-1.735	1.03559e-05	1.4382e-05	-1.735	2.05041e-05	1.5911e-05	-1.735	1.18e-05	1.5667e-05	-1.735	1.96324e-06	1.5624e-05	-1.735	1.42978e-05	1.5492e-05	-1.735	1.26947e-05	1.2139e-05	-1.735	3.26222e-06	1.2291e-05	-1.735	-9.18156e-06	1.2058e-05	-1.735	-1.48309e-05	1.0043e-05	-1.735	-6.96169e-06	9.9608e-06	-1.735	-2.44488e-06	9.6691e-06
-1.725	0.0	0.0	-1.725	-1.6842e-06	1.3157e-05	-1.725	1.19018e-05	1.0718e-05	-1.725	2.01415e-05	1.1086e-05	-1.725	1.14987e-05	1.2419e-05	-1.725	7.42332e-06	1.396e-05	-1.725	1.21557e-05	1.4273e-05	-1.725	8.21806e-06	1.4283e-05	-1.725	5.73247e-06	1.4629e-05	-1.725	7.71195e-06	1.5027e-05	-1.725	7.39304e-06	1.5023e-05	-1.725	6.16944e-06	1.2095e-05	-1.725	1.11157e-06	1.1011e-05	-1.725	-1.08774e-05	9.7541e-06	-1.725	-1.45825e-05	1.0843e-05	-1.725	-1.15479e-06	1.1107e-05	-1.725	1.576e-06	9.5578e-06
-1.715	0.0	0.0	-1.715	1.426e-05	1.5568e-05	-1.715	2.25777e-05	1.2116e-05	-1.715	1.34167e-05	1.1647e-05	-1.715	8.33267e-06	1.2988e-05	-1.715	1.46728e-05	1.6347e-05	-1.715	2.15274e-05	1.6539e-05	-1.715	2.63983e-06	1.7084e-05	-1.715	2.87111e-06	1.6627e-05	-1.715	1.22142e-05	1.4261e-05	-1.715	4.96639e-06	1.2838e-05	-1.715	3.2466e-06	1.0844e-05	-1.715	3.72357e-06	1.1528e-05	-1.715	-3.26393e-06	1.1447e-05	-1.715	-1.44349e-05	1.2345e-05	-1.715	-1.08232e-05	1.1108e-05	-1.715	-4.30243e-06	9.5857e-06
-1.705	0.0	0.0	-1.705	2.65655e-05	1.745e-05	-1.705	2.59588e-05	1.2295e-05	-1.705	2.80784e-05	1.3354e-05	-1.705	1.71926e-05	2.0575e-05	-1.705	2.10877e-05	2.3019e-05	-1.705	2.87807e-05	1.8122e-05	-1.705	-7.67522e-06	1.5653e-05	-1.705	-1.29444e-06	1.6299e-05	-1.705	1.4668e-05	1.4508e-05	-1.705	6.77708e-06	1.3627e-05	-1.705	1.79291e-06	1.1473e-05	-1.705	-4.83464e-06	1.2584e-05	-1.705	-1.84877e-06	1.2761e-05	-1.705	-7.93202e-06	1.2052e-05	-1.705	-1.55639e-05	1.0105e-05	-1.705	-9.57951e-06	9.043e-06
-1.695	0.0	0.0	-1.695	1.46452e-05	1.368e-05	-1.695	1.13159e-05	1.2615e-05	-1.695	2.30202e-05	1.3901e-05	-1.695	5.59865e-06	2.1107e-05	-1.695	-7.14888e-06	1.8914e-05	-1.695	8.71409e-06	1.2175e-05	-1.695	6.52742e-06	1.4081e-05	-1.695	1.17466e-05	1.5279e-05	-1.695	7.9983e-06	1.4512e-05	-1.695	-7.03042e-06	1.4868e-05	-1.695	-1.92666e-06	1.4194e-05	-1.695	-4.03191e-06	1.3664e-05	-1.695	-2.57447e-06	1.3541e-05	-1.695	-3.25719e-06	1.2685e-05	-1.695	-6.87963e-06	9.8905e-06	-1.695	-1.56165e-05	8.6667e-06
-1.685	0.0	0.0	-1.685	4.64497e-06	1.3734e-05	-1.685	3.84314e-06	1.4129e-05	-1.685	5.38172e-06	1.448e-05	-1.685	5.5031e-06	1.4073e-05	-1.685	-5.27551e-06	1.2397e-05	-1.685	-5.5025e-07	1.1997e-05	-1.685	4.89908e-06	1.3584e-05	-1.685	-2.96642e-06	1.4555e-05	-1.685	-1.65659e-05	2.0137e-05	-1.685	-3.1429e-05	2.9597e-05	-1.685	-1.23492e-05	2.3844e-05	-1.685	-3.61748e-06	1.2337e-05	-1.685	-1.32775e-06	1.2454e-05	-1.685	-1.81017e-06	1.1954e-05	-1.685	-8.33505e-06	9.8668e-06	-1.685	-8.5298e-06	1.1594e-05
-1.675	0.0	0.0	-1.675	5.55439e-06	1.433e-05	-1.675	1.39823e-05	1.1755e-05	-1.675	2.06074e-05	1.2877e-05	-1.675	6.69335e-06	1.3038e-05	-1.675	-9.50593e-06	1.235e-05	-1.675	1.01794e-05	1.3317e-05	-1.675	1.07398e-05	1.3546e-05	-1.675	-8.46487e-06	1.3144e-05	-1.675	-1.14611e-05	1.6015e-05	-1.675	-1.09904e-05	2.1793e-05	-1.675	-4.41141e-06	1.8988e-05	-1.675	-4.80276e-06	1.3712e-05	-1.675	5.90946e-06	1.581e-05	-1.675	2.09729e-05	1.3994e-05	-1.675	1.16774e-05	1.1527e-05	-1.675	7.00244e-06	1.2042e-05
-1.665	0.0	0.0	-1.665	-3.91675e-06	1.288e-05	-1.665	3.8862e-06	1.1316e-05	-1.665	1.3418e-05	1.36e-05	-1.665	2.29119e-07	1.3565e-05	-1.665	-1.3803e-05	1.0285e-05	-1.665	9.76308e-06	1.1764e-05	-1.665	1.80457e-05	1.3928e-05	-1.665	-9.12172e-07	1.5236e-05	-1.665	-1.84555e-07	1.5502e-05	-1.665	2.53959e-06	1.2604e-05	-1.665	-1.01172e-06	1.1002e-05	-1.665	1.4914e-06	1.438e-05	-1.665	-1.26965e-06	1.6849e-05	-1.665	9.79485e-06	1.3732e-05	-1.665	7.53877e-06	1.0728e-05	-1.665	-3.99426e-06	1.0145e-05
-1.655	0.0	0.0	-1.655	-4.19876e-07	1.2503e-05	-1.655	5.16845e-06	1.117e-05	-1.655	1.88992e-05	1.3774e-05	-1.655	1.26249e-06	1.5186e-05	-1.655	-9.09989e-06	1.3744e-05	-1.655	6.52673e-06	1.3807e-05	-1.655	6.46378e-06	1.5324e-05	-1.655	-3.37673e-06	1.5675e-05	-1.655	-4.10902e-06	1.5215e-05	-1.655	-1.74985e-06	1.2641e-05	-1.655	-2.15864e-06	9.4033e-06	-1.655	7.63169e-07	1.1168e-05	-1.655	-4.00209e-06	1.3316e-05	-1.655	-4.54131e-06	1.185e-05	-1.655	-7.80733e-06	9.6051e-06	-1.655	-1.21498e-05	9.9394e-06
-1.645	0.0	0.0	-1.645	1.44704e-05	1.3497e-05	-1.645	9.68494e-06	1.0806e-05	-1.645	2.5899e-05	1.3129e-05	-1.645	1.44739e-05	1.52e-05	-1.645	9.13667e-06	1.568e-05	-1.645	1.19286e-05	1.6658e-05	-1.645	-1.49014e-06	1.5859e-05	-1.645	-2.95793e-06	1.2512e-05	-1.645	3.44787e-06	1.2353e-05	-1.645	5.12124e-06	1.3514e-05	-1.645	-6.75863e-06	1.1857e-05	-1.645	-1.69149e-06	1.1327e-05	-1.645	4.62969e-07	1.2042e-05	-1.645	-3.6302e-06	1.1052e-05	-1.645	-9.14402e-06	1.0804e-05	-1.645	-8.06673e-06	1.1135e-05
-1.635	0.0	0.0	-1.635	1.22512e-05	1.3358e-05	-1.635	1.05557e-05	9.8425e-06	-1.635	2.08194e-05	1.28e-05	-1.635	2.30859e-05	1.3659e-05	-1.635	1.49447e-05	1.26e-05	-1.635	1.19082e-05	1.5016e-05	-1.635	5.14478e-06	1.6269e-05	-1.635	-1.89774e-07	1.2625e-05	-1.635	6.22091e-06	1.2273e-05	-1.635	1.20132e-05	1.4157e-05	-1.635	2.73004e-06	1.3721e-05	-1.635	1.91401e-06	1.3561e-05	-1.635	-5.102e-06	1.2458e-05	-1.635	-1.40563e-05	1.1369e-05	-1.635	-4.81724e-06	1.095e-05	-1.635	8.05522e-06	1.1412e-05
-1.625	0.0	0.0	-1.625	9.46395e-06	1.2514e-05	-1.625	9.73448e-06	9.7161e-06	-1.625	8.92181e-06	1.3087e-05	-1.625	2.27497e-05	1.5721e-05	-1.625	2.31486e-05	1.4139e-05	-1.625	1.54857e-05	1.4653e-05	-1.625	1.45623e-05	1.5469e-05	-1.625	3.45243e-05	2.8488e-05	-1.625	2.87412e-05	2.8137e-05	-1.625	3.80562e-06	1.2134e-05	-1.625	1.22464e-05	1.3035e-05	-1.625	6.6772e-06	1.4236e-05	-1.625	-7.52413e-06	1.2774e-05	-1.625	-1.5426e-05	1.2118e-05	-1.625	-1.42356e-05	1.1927e-05	-1.625	2.66321e-06	1.2692e-05
-1.615	0.0	0.0	-1.615	1.25977e-05	1.0622e-05	-1.615	6.58842e-06	9.7095e-06	-1.615	2.92916e-06	1.2747e-05	-1.615	8.87195e-06	1.5316e-05	-1.615	6.02249e-06	1.5136e-05	-1.615	4.71943e-06	1.4769e-05	-1.615	6.13541e-06	1.4155e-05	-1.615	2.75229e-05	2.5569e-05	-1.615	2.6303e-05	2.5263e-05	-1.615	-1.05776e-06	1.2573e-05	-1.615	6.51995e-06	1.2866e-05	-1.615	5.02035e-06	1.3505e-05	-1.615	1.0831e-07	1.501e-05	-1.615	-3.98211e-06	1.3751e-05	-1.615	-9.81414e-06	1.2155e-05	-1.615	-4.18291e-06	1.2759e-05
-1.605	0.0	0.0	-1.605	1.13537e-05	1.1944e-05	-1.605	1.44968e-05	1.145e-05	-1.605	1.60546e-05	1.2255e-05	-1.605	1.15629e-05	1.3935e-05	-1.605	9.063e-06	1.5281e-05	-1.605	3.50035e-06	1.4401e-05	-1.605	-1.79094e-06	1.2562e-05	-1.605	7.38946e-06	1.3858e-05	-1.605	7.7218e-06	1.4645e-05	-1.605	-1.13393e-06	1.3794e-05	-1.605	-2.85338e-06	1.1102e-05	-1.605	-6.95529e-06	1.0477e-05	-1.605	-1.21997e-05	1.4115e-05	-1.605	-1.86231e-05	1.3748e-05	-1.605	-9.8496e-06	1.1924e-05	-1.605	-6.50734e-06	1.1923e-05
-1.595	0.0	0.0	-1.595	1.26609e-05	1.3019e-05	-1.595	2.10656e-05	1.1089e-05	-1.595	2.63044e-05	1.2903e-05	-1.595	1.80471e-05	1.3644e-05	-1.595	1.56609e-05	1.4402e-05	-1.595	2.62647e-06	1.4494e-05	-1.595	-1.58901e-05	1.3595e-05	-1.595	7.10511e-06	1.5472e-05	-1.595	1.62453e-05	1.756e-05	-1.595	4.22429e-07	1.5412e-05	-1.595	1.04135e-05	1.2704e-05	-1.595	1.37162e-05	1.1971e-05	-1.595	2.12895e-06	1.3773e-05	-1.595	-4.01567e-06	1.3958e-05	-1.595	1.10962e-08	1.1937e-05	-1.595	-2.89325e-06	1.0746e-05
-1.585	0.0	0.0	-1.585	1.5188e-05	1.4585e-05	-1.585	1.19991e-05	1.0748e-05	-1.585	1.4657e-05	1.2813e-05	-1.585	9.14848e-06	1.2829e-05	-1.585	3.96189e-06	1.246e-05	-1.585	5.73487e-06	1.3565e-05	-1.585	-6.65721e-06	1.5343e-05	-1.585	1.18306e-07	1.667e-05	-1.585	1.12396e-05	1.6191e-05	-1.585	-4.04799e-06	1.7169e-05	-1.585	4.95605e-06	1.6181e-05	-1.585	1.66906e-05	1.3667e-05	-1.585	-1.24007e-06	1.481e-05	-1.585	-4.08372e-06	1.4481e-05	-1.585	1.17587e-05	1.2969e-05	-1.585	1.90027e-06	1.2568e-05
-1.575	0.0	0.0	-1.575	2.29736e-05	1.5915e-05	-1.575	6.63631e-06	1.1632e-05	-1.575	8.60699e-06	1.3083e-05	-1.575	2.294e-05	1.647e-05	-1.575	1.15306e-05	1.4718e-05	-1.575	6.2301e-06	1.4087e-05	-1.575	4.88932e-06	1.7282e-05	-1.575	1.31292e-05	1.7569e-05	-1.575	9.23953e-06	1.582e-05	-1.575	-2.09809e-05	2.3515e-05	-1.575	-1.94987e-05	2.2054e-05	-1.575	-7.79597e-07	1.2309e-05	-1.575	2.62132e-06	1.3696e-05	-1.575	-2.046e-06	1.5308e-05	-1.575	-2.99817e-06	1.3194e-05	-1.575	-8.19065e-06	1.1305e-05
-1.565	0.0	0.0	-1.565	2.24759e-05	1.5246e-05	-1.565	1.71803e-05	1.205e-05	-1.565	1.38953e-05	1.3378e-05	-1.565	2.10017e-05	1.7919e-05	-1.565	9.2454e-06	1.6307e-05	-1.565	-8.08947e-06	1.2305e-05	-1.565	-5.6279e-07	1.687e-05	-1.565	1.8641e-06	1.5952e-05	-1.565	-6.30969e-06	1.3961e-05	-1.565	-2.01272e-05	1.7178e-05	-1.565	-2.18528e-05	1.484e-05	-1.565	-9.83828e-06	9.8806e-06	-1.565	-5.59147e-06	1.201e-05	-1.565	-1.19817e-06	1.452e-05	-1.565	-1.05879e-05	1.4274e-05	-1.565	-1.2008e-05	1.276e-05
-1.555	0.0	0.0	-1.555	1.36929e-05	1.633e-05	-1.555	1.04776e-05	1.1885e-05	-1.555	-1.35155e-06	1.2251e-05	-1.555	-4.987e-06	1.5607e-05	-1.555	-1.10663e-05	1.521e-05	-1.555	-2.01023e-05	1.2439e-05	-1.555	-9.13938e-06	1.1179e-05	-1.555	-5.36199e-06	1.0539e-05	-1.555	-2.81994e-06	1.2388e-05	-1.555	-7.60666e-06	1.5228e-05	-1.555	-1.17197e-05	1.3445e-05	-1.555	-7.24065e-06	1.2748e-05	-1.555	-2.51635e-06	1.4062e-05	-1.555	3.67811e-06	1.1143e-05	-1.555	-9.79879e-06	1.2224e-05	-1.555	-1.03775e-05	1.2925e-05
-1.545	0.0	0.0	-1.545	1.06928e-05	1.2622e-05	-1.545	1.10299e-05	1.0972e-05	-1.545	1.94596e-06	1.361e-05	-1.545	-2.45563e-06	1.6724e-05	-1.545	4.61894e-06	1.6018e-05	-1.545	-1.26618e-06	1.4669e-05	-1.545	6.1484e-06	1.4637e-05	-1.545	1.76701e-05	1.2717e-05	-1.545	3.33049e-06	1.1758e-05	-1.545	-3.28449e-06	1.4574e-05	-1.545	-2.08812e-06	1.4029e-05	-1.545	2.3579e-06	1.3633e-05	-1.545	6.50079e-06	1.5224e-05	-1.545	1.8095e-06	1.2966e-05	-1.545	-2.88161e-06	1.1026e-05	-1.545	8.46048e-07	1.0698e-05
-1.535	0.0	0.0	-1.535	6.23381e-06	1.3834e-05	-1.535	5.30132e-06	1.1125e-05	-1.535	6.39504e-06	1.3239e-05	-1.535	1.48486e-05	1.5613e-05	-1.535	1.81398e-05	1.5098e-05	-1.535	1.97602e-05	1.4844e-05	-1.535	2.29505e-05	1.6561e-05	-1.535	1.13907e-05	1.3989e-05	-1.535	-9.33844e-06	1.2154e-05	-1.535	-5.78594e-06	1.5334e-05	-1.535	5.821e-07	1.5098e-05	-1.535	-5.43533e-06	1.655e-05	-1.535	-9.35163e-06	1.6943e-05	-1.535	-1.24163e-05	1.2649e-05	-1.535	-9.37259e-06	1.1915e-05	-1.535	-1.54815e-07	1.1946e-05
-1.525	0.0	0.0	-1.525	1.27411e-05	1.2599e-05	-1.525	1.42611e-05	1.0151e-05	-1.525	1.5681e-05	1.2601e-05	-1.525	1.919e-05	1.4454e-05	-1.525	1.04033e-05	1.411e-05	-1.525	9.81358e-06	1.4073e-05	-1.525	2.09531e-05	1.6585e-05	-1.525	5.35e-06	1.4583e-05	-1.525	-7.05444e-06	1.2882e-05	-1.525	2.93958e-06	1.5841e-05	-1.525	6.30606e-06	1.5669e-05	-1.525	-7.16448e-06	1.6526e-05	-1.525	-2.01287e-05	1.5322e-05	-1.525	-1.10334e-05	1.3072e-05	-1.525	-3.98865e-06	1.2901e-05	-1.525	-3.13595e-06	1.0967e-05
-1.515	0.0	0.0	-1.515	1.52816e-05	1.5895e-05	-1.515	1.211e-05	1.1826e-05	-1.515	5.94888e-06	1.2979e-05	-1.515	6.94292e-06	1.4782e-05	-1.515	1.48077e-06	1.4233e-05	-1.515	1.24884e-06	1.285e-05	-1.515	1.95848e-05	1.7391e-05	-1.515	7.42051e-06	1.6243e-05	-1.515	8.0207e-06	1.3802e-05	-1.515	2.29964e-05	1.6386e-05	-1.515	7.07907e-06	1.5235e-05	-1.515	-2.01159e-06	1.3736e-05	-1.515	-6.74978e-06	1.2688e-05	-1.515	-3.76675e-06	1.47e-05	-1.515	-6.70652e-06	1.3453e-05	-1.515	-1.0766e-05	9.3995e-06
-1.505	0.0	0.0	-1.505	8.74378e-06	1.5888e-05	-1.505	8.69647e-06	1.1546e-05	-1.505	2.5408e-05	2.6941e-05	-1.505	3.39612e-05	2.8264e-05	-1.505	1.75536e-05	1.5685e-05	-1.505	1.09612e-05	1.3779e-05	-1.505	9.97441e-06	1.569e-05	-1.505	7.80434e-06	1.6476e-05	-1.505	9.39116e-06	1.4709e-05	-1.505	2.45747e-05	1.52e-05	-1.505	3.48448e-06	1.5761e-05	-1.505	1.92476e-06	1.6501e-05	-1.505	1.6454e-05	1.5095e-05	-1.505	3.35366e-06	1.3456e-05	-1.505	-2.28808e-06	1.3135e-05	-1.505	1.6908e-06	1.2111e-05
-1.495	0.0	0.0	-1.495	9.69534e-06	1.328e-05	-1.495	1.7546e-05	1.1107e-05	-1.495	2.91916e-05	2.4936e-05	-1.495	2.7683e-05	2.581e-05	-1.495	1.45438e-05	1.4522e-05	-1.495	8.11375e-06	1.361e-05	-1.495	8.75304e-06	1.4707e-05	-1.495	1.15597e-06	1.5142e-05	-1.495	4.69046e-06	1.5982e-05	-1.495	9.43645e-06	1.5772e-05	-1.495	-6.01815e-06	1.4402e-05	-1.495	-6.69841e-06	1.7083e-05	-1.495	1.30264e-06	1.5872e-05	-1.495	3.89033e-06	1.6849e-05	-1.495	2.20205e-06	1.6376e-05	-1.495	6.13917e-06	1.2627e-05
-1.485	0.0	0.0	-1.485	1.40698e-05	1.3562e-05	-1.485	2.041e-05	1.1847e-05	-1.485	1.76413e-05	1.4739e-05	-1.485	8.59822e-06	1.5307e-05	-1.485	6.32491e-06	1.3139e-05	-1.485	-3.99027e-06	1.4154e-05	-1.485	-3.68398e-07	1.6989e-05	-1.485	-8.55601e-07	1.4589e-05	-1.485	1.24386e-05	1.4705e-05	-1.485	7.70095e-06	1.4787e-05	-1.485	-1.8898e-05	1.2995e-05	-1.485	-2.01112e-05	1.3806e-05	-1.485	-8.18975e-06	1.1798e-05	-1.485	7.8213e-06	2.0319e-05	-1.485	2.07699e-05	2.0212e-05	-1.485	2.00863e-05	1.3962e-05
-1.475	0.0	0.0	-1.475	1.69586e-05	1.5636e-05	-1.475	1.16824e-05	1.196e-05	-1.475	-1.12129e-05	2.2298e-05	-1.475	-9.8534e-06	2.3807e-05	-1.475	1.8141e-06	1.8971e-05	-1.475	-5.8236e-06	1.3957e-05	-1.475	1.22609e-06	1.507e-05	-1.475	4.74758e-06	1.1737e-05	-1.475	8.84098e-06	1.2757e-05	-1.475	1.96481e-05	1.5069e-05	-1.475	1.54402e-06	1.4383e-05	-1.475	-1.2625e-05	1.4241e-05	-1.475	-2.6252e-06	1.2308e-05	-1.475	-1.29512e-06	1.2423e-05	-1.475	-9.63661e-07	1.2574e-05	-1.475	7.45505e-06	1.2697e-05
-1.465	0.0	0.0	-1.465	2.30751e-05	1.6066e-05	-1.465	1.71463e-05	1.1666e-05	-1.465	-9.16438e-06	1.9684e-05	-1.465	-6.23408e-06	2.1278e-05	-1.465	1.1442e-05	1.8434e-05	-1.465	4.26234e-06	1.6458e-05	-1.465	-4.38693e-06	1.6079e-05	-1.465	-4.0536e-06	1.3756e-05	-1.465	-5.15886e-06	1.4422e-05	-1.465	6.3133e-06	1.4433e-05	-1.465	1.30332e-05	1.3294e-05	-1.465	-6.79408e-06	1.4794e-05	-1.465	-7.39768e-06	1.5745e-05	-1.465	3.73291e-06	1.2952e-05	-1.465	4.47396e-07	1.1529e-05	-1.465	9.00277e-07	1.3214e-05
-1.455	0.0	0.0	-1.455	1.44249e-06	1.5725e-05	-1.455	5.68183e-06	1.104e-05	-1.455	1.08012e-05	1.5293e-05	-1.455	1.24958e-05	1.6446e-05	-1.455	9.22035e-06	1.423e-05	-1.455	-2.49078e-06	1.4495e-05	-1.455	-3.08026e-06	1.5818e-05	-1.455	1.42223e-05	1.713e-05	-1.455	1.06832e-05	1.7232e-05	-1.455	2.53175e-05	2.404e-05	-1.455	3.44039e-05	2.2125e-05	-1.455	-2.10701e-06	1.3186e-05	-1.455	-3.7228e-06	1.568e-05	-1.455	1.42154e-05	1.5219e-05	-1.455	1.15043e-05	1.2366e-05	-1.455	3.18594e-06	1.2888e-05
-1.445	0.0	0.0	-1.445	6.13396e-06	1.9143e-05	-1.445	1.30113e-05	1.2374e-05	-1.445	1.96358e-05	1.6375e-05	-1.445	1.49739e-05	1.7657e-05	-1.445	1.47794e-05	1.4362e-05	-1.445	8.59236e-06	1.2293e-05	-1.445	4.3915e-06	1.3547e-05	-1.445	1.16832e-05	1.7332e-05	-1.445	9.14888e-06	1.7181e-05	-1.445	2.13097e-05	2.3793e-05	-1.445	3.25027e-05	2.1591e-05	-1.445	7.81232e-06	1.1775e-05	-1.445	7.4391e-06	1.3739e-05	-1.445	1.5543e-05	1.4312e-05	-1.445	2.7407e-06	1.071e-05	-1.445	-8.12749e-06	1.1581e-05
-1.435	0.0	0.0	-1.435	1.68087e-05	2.1204e-05	-1.435	1.57817e-05	1.3631e-05	-1.435	1.93351e-05	1.3556e-05	-1.435	6.2161e-06	1.3105e-05	-1.435	8.8697e-06	1.5514e-05	-1.435	1.77163e-05	1.7519e-05	-1.435	1.58702e-05	1.6738e-05	-1.435	8.72445e-06	1.4007e-05	-1.435	9.06771e-06	1.3504e-05	-1.435	9.87372e-06	1.3456e-05	-1.435	9.7542e-06	1.3159e-05	-1.435	1.21198e-05	1.264e-05	-1.435	1.00543e-06	1.3258e-05	-1.435	-2.81729e-07	1.4741e-05	-1.435	-4.30674e-06	1.1518e-05	-1.435	-5.14177e-06	1.1183e-05
-1.425	0.0	0.0	-1.425	-6.5907e-06	1.2993e-05	-1.425	1.19722e-06	1.1088e-05	-1.425	1.02972e-05	1.3657e-05	-1.425	1.51013e-05	1.4855e-05	-1.425	2.99533e-05	1.6244e-05	-1.425	2.66879e-05	1.8738e-05	-1.425	1.52034e-05	1.8619e-05	-1.425	2.07155e-05	1.4016e-05	-1.425	1.84402e-05	1.5012e-05	-1.425	3.46605e-06	1.4491e-05	-1.425	-1.03935e-05	1.4133e-05	-1.425	-9.54642e-07	1.4255e-05	-1.425	-1.44877e-07	1.4311e-05	-1.425	-1.61845e-06	1.5293e-05	-1.425	-3.91802e-06	1.2313e-05	-1.425	-2.29659e-07	1.2719e-05
-1.415	0.0	0.0	-1.415	1.43374e-05	1.3104e-05	-1.415	2.06568e-05	1.0918e-05	-1.415	2.93157e-05	1.4997e-05	-1.415	3.2189e-05	1.6815e-05	-1.415	2.86228e-05	1.5276e-05	-1.415	1.09974e-05	1.5936e-05	-1.415	1.23185e-05	1.8251e-05	-1.415	2.66166e-05	1.816e-05	-1.415	2.2017e-05	1.6531e-05	-1.415	5.83693e-06	1.3966e-05	-1.415	-4.34561e-06	1.368e-05	-1.415	3.10668e-06	1.9117e-05	-1.415	9.33404e-06	2.2416e-05	-1.415	1.39792e-06	2.2348e-05	-1.415	-1.18194e-05	1.2487e-05	-1.415	-9.97054e-06	1.226e-05
-1.405	0.0	0.0	-1.405	6.80352e-06	1.4106e-05	-1.405	1.83295e-05	1.1255e-05	-1.405	2.42234e-05	1.5155e-05	-1.405	2.32922e-05	1.7542e-05	-1.405	1.05384e-05	1.5957e-05	-1.405	-8.21752e-06	1.4477e-05	-1.405	4.77212e-06	1.7082e-05	-1.405	8.51951e-06	1.8587e-05	-1.405	5.78646e-06	1.7485e-05	-1.405	1.34919e-05	1.8855e-05	-1.405	-3.43488e-06	1.5435e-05	-1.405	-4.18202e-06	1.4856e-05	-1.405	8.15726e-07	1.7465e-05	-1.405	-8.18327e-06	1.6773e-05	-1.405	-2.23335e-06	1.2248e-05	-1.405	3.38214e-07	1.1155e-05
-1.395	0.0	0.0	-1.395	2.55839e-05	1.5256e-05	-1.395	2.42203e-05	1.2065e-05	-1.395	1.62763e-05	1.5482e-05	-1.395	1.65133e-05	1.7229e-05	-1.395	6.53332e-06	1.5913e-05	-1.395	-4.11614e-06	1.5228e-05	-1.395	-2.61437e-06	1.6367e-05	-1.395	-2.33709e-06	1.6961e-05	-1.395	8.4212e-06	1.7809e-05	-1.395	1.29025e-05	1.8034e-05	-1.395	-1.34953e-05	1.3058e-05	-1.395	-1.42573e-05	1.1454e-05	-1.395	3.54581e-06	1.5193e-05	-1.395	7.57442e-06	1.4642e-05	-1.395	-7.29938e-07	1.1392e-05	-1.395	-4.0472e-06	1.1188e-05
-1.385	0.0	0.0	-1.385	3.14572e-05	1.4159e-05	-1.385	2.8339e-05	1.1069e-05	-1.385	2.24639e-05	1.3433e-05	-1.385	2.45198e-05	1.6676e-05	-1.385	1.84678e-05	1.5493e-05	-1.385	-4.03756e-07	1.3562e-05	-1.385	-8.35673e-06	1.7667e-05	-1.385	1.7103e-05	1.8985e-05	-1.385	1.8856e-05	1.6569e-05	-1.385	-5.26329e-06	1.3526e-05	-1.385	-2.07346e-05	1.4064e-05	-1.385	-1.18497e-05	1.5295e-05	-1.385	9.11745e-06	1.7521e-05	-1.385	3.7654e-06	1.6264e-05	-1.385	-4.88166e-06	1.1695e-05	-1.385	-5.07202e-06	1.0168e-05
-1.375	0.0	0.0	-1.375	6.84725e-06	1.4265e-05	-1.375	1.77963e-05	1.0551e-05	-1.375	2.71612e-05	1.1966e-05	-1.375	4.97639e-06	1.1818e-05	-1.375	1.22073e-06	1.22e-05	-1.375	1.88477e-05	1.598e-05	-1.375	1.53942e-05	1.8913e-05	-1.375	1.05203e-05	1.6331e-05	-1.375	-2.77511e-06	1.5369e-05	-1.375	-1.02661e-05	1.5674e-05	-1.375	-1.93541e-06	1.5646e-05	-1.375	5.87713e-06	1.6281e-05	-1.375	4.66987e-06	1.6043e-05	-1.375	-6.55717e-06	1.314e-05	-1.375	-3.46456e-06	1.167e-05	-1.375	-6.46107e-06	1.1708e-05
-1.365	0.0	0.0	-1.365	7.29282e-06	1.5673e-05	-1.365	1.71542e-05	1.1094e-05	-1.365	1.28461e-05	1.238e-05	-1.365	-4.18331e-06	1.3321e-05	-1.365	8.52923e-06	1.4262e-05	-1.365	2.34243e-05	1.5775e-05	-1.365	6.88506e-06	1.5463e-05	-1.365	-1.16228e-05	1.3307e-05	-1.365	-8.86017e-06	1.53e-05	-1.365	-1.44974e-05	1.9296e-05	-1.365	8.22888e-07	1.6732e-05	-1.365	4.70291e-06	1.6031e-05	-1.365	-2.64021e-05	1.6292e-05	-1.365	-2.97523e-05	1.2398e-05	-1.365	-1.07542e-05	1.1449e-05	-1.365	-2.63742e-06	1.4485e-05
