E (meV)	D1_Butanol_250K_0.098A-1	err	E (meV)	D1_Butanol_250K_0.196A-1	err	E (meV)	D1_Butanol_250K_0.294A-1	err	E (meV)	D1_Butanol_250K_0.399A-1	err	E (meV)	D1_Butanol_250K_0.497A-1	err	E (meV)	D1_Butanol_250K_0.595A-1	err	E (meV)	D1_Butanol_250K_0.693A-1	err	E (meV)	D1_Butanol_250K_0.798A-1	err	E (meV)	D1_Butanol_250K_0.896A-1	err	E (meV)	D1_Butanol_250K_0.994A-1	err	E (meV)	D1_Butanol_250K_1.099A-1	err	E (meV)	D1_Butanol_250K_1.197A-1	err	E (meV)	D1_Butanol_250K_1.295A-1	err	E (meV)	D1_Butanol_250K_1.4A-1	err	E (meV)	D1_Butanol_250K_1.498A-1	err	E (meV)	D1_Butanol_250K_1.596A-1	err	E (meV)	D1_Butanol_250K_1.694A-1	err
-3.565	0.0	0.0	-3.565	0.0	0.0	-3.565	0.0	0.0	-3.565	0.0	0.0	-3.565	0.000374689	4.3291e-05	-3.565	0.000447904	3.1471e-05	-3.565	0.000555874	4.2145e-05	-3.565	0.000688034	5.9191e-05	-3.565	0.000765935	6.7992e-05	-3.565	0.000811749	7.1703e-05	-3.565	0.000876593	8.1466e-05	-3.565	0.000901259	8.4389e-05	-3.565	0.0010663	8.5857e-05	-3.565	0.00123781	8.4999e-05	-3.565	0.001284	8.3918e-05	-3.565	0.00141875	8.7684e-05	-3.565	0.00150791	8.9599e-05
-3.555	0.0	0.0	-3.555	0.0	0.0	-3.555	0.0	0.0	-3.555	0.0	0.0	-3.555	0.000395768	4.4298e-05	-3.555	0.000443256	3.1611e-05	-3.555	0.000525176	4.1183e-05	-3.555	0.000656218	5.7984e-05	-3.555	0.000734913	6.609e-05	-3.555	0.000823452	7.1442e-05	-3.555	0.000916739	7.8959e-05	-3.555	0.000920376	7.5746e-05	-3.555	0.00105574	7.8401e-05	-3.555	0.00125357	8.5438e-05	-3.555	0.00129936	8.4237e-05	-3.555	0.00138556	8.7064e-05	-3.555	0.00146248	8.852e-05
-3.545	0.0	0.0	-3.545	0.0	0.0	-3.545	0.0	0.0	-3.545	0.0	0.0	-3.545	0.00035069	3.942e-05	-3.545	0.000422825	3.0239e-05	-3.545	0.000554133	4.3388e-05	-3.545	0.000690095	5.9828e-05	-3.545	0.000706331	6.3043e-05	-3.545	0.000785274	6.8326e-05	-3.545	0.000953277	8.0389e-05	-3.545	0.00100276	7.8661e-05	-3.545	0.00106738	7.8469e-05	-3.545	0.00123294	8.4763e-05	-3.545	0.00128751	8.3543e-05	-3.545	0.00133557	8.3614e-05	-3.545	0.00140147	8.5177e-05
-3.535	0.0	0.0	-3.535	0.0	0.0	-3.535	0.0	0.0	-3.535	0.0	0.0	-3.535	0.000347082	4.005e-05	-3.535	0.000428171	3.1734e-05	-3.535	0.000570277	4.537e-05	-3.535	0.000715747	6.171e-05	-3.535	0.000736659	6.5338e-05	-3.535	0.000810442	7.0944e-05	-3.535	0.000954254	8.1226e-05	-3.535	0.00101913	7.9461e-05	-3.535	0.0010549	7.8181e-05	-3.535	0.00121187	8.3782e-05	-3.535	0.00132132	8.4279e-05	-3.535	0.00134906	8.3314e-05	-3.535	0.00141708	8.4827e-05
-3.525	0.0	0.0	-3.525	0.0	0.0	-3.525	0.0	0.0	-3.525	0.0	0.0	-3.525	0.000336017	4.1342e-05	-3.525	0.000460141	3.6339e-05	-3.525	0.000585134	4.7027e-05	-3.525	0.000724741	6.2512e-05	-3.525	0.000779209	7.0912e-05	-3.525	0.00083254	7.709e-05	-3.525	0.000929133	8.2476e-05	-3.525	0.00100036	7.8751e-05	-3.525	0.00106244	7.8118e-05	-3.525	0.00122016	8.4006e-05	-3.525	0.0013469	8.5058e-05	-3.525	0.00140535	8.5205e-05	-3.525	0.0014793	8.6711e-05
-3.515	0.0	0.0	-3.515	0.0	0.0	-3.515	0.0	0.0	-3.515	0.0	0.0	-3.515	0.000347031	4.2546e-05	-3.515	0.000486559	3.7368e-05	-3.515	0.000578708	4.5931e-05	-3.515	0.000695314	6.0982e-05	-3.515	0.000778271	7.0997e-05	-3.515	0.00085154	7.8015e-05	-3.515	0.000945604	8.2612e-05	-3.515	0.000967342	7.7124e-05	-3.515	0.0010174	7.6198e-05	-3.515	0.00120804	8.3657e-05	-3.515	0.00137703	8.6157e-05	-3.515	0.0014384	8.6087e-05	-3.515	0.00150511	8.7376e-05
-3.505	0.0	0.0	-3.505	0.0	0.0	-3.505	0.0	0.0	-3.505	0.0	0.0	-3.505	0.000413291	6.0723e-05	-3.505	0.000511148	3.9e-05	-3.505	0.00056823	4.3949e-05	-3.505	0.000657385	5.8844e-05	-3.505	0.000737547	6.7562e-05	-3.505	0.000814442	7.3917e-05	-3.505	0.000939742	8.2366e-05	-3.505	0.000992504	7.8999e-05	-3.505	0.00104532	7.7526e-05	-3.505	0.00120465	8.3742e-05	-3.505	0.00136368	8.5558e-05	-3.505	0.00144423	8.6432e-05	-3.505	0.00149354	8.7257e-05
-3.495	0.0	0.0	-3.495	0.0	0.0	-3.495	0.0	0.0	-3.495	0.0	0.0	-3.495	0.000401203	5.4263e-05	-3.495	0.000471907	3.4269e-05	-3.495	0.000532968	4.1381e-05	-3.495	0.000610317	5.6909e-05	-3.495	0.000687144	6.2732e-05	-3.495	0.000820953	7.05e-05	-3.495	0.000991759	8.4417e-05	-3.495	0.00101018	8.0911e-05	-3.495	0.00108982	7.9816e-05	-3.495	0.00126226	8.5975e-05	-3.495	0.00140546	8.6642e-05	-3.495	0.00147066	8.6953e-05	-3.495	0.00151466	8.7774e-05
-3.485	0.0	0.0	-3.485	0.0	0.0	-3.485	0.0	0.0	-3.485	0.0	0.0	-3.485	0.000436187	9.0171e-05	-3.485	0.000483227	4.4083e-05	-3.485	0.000520332	4.0819e-05	-3.485	0.000577369	5.6273e-05	-3.485	0.000683355	6.3385e-05	-3.485	0.000862247	7.2607e-05	-3.485	0.000995771	8.4532e-05	-3.485	0.00103142	8.164e-05	-3.485	0.00116913	8.2465e-05	-3.485	0.0013424	8.8193e-05	-3.485	0.00143577	8.7593e-05	-3.485	0.00148467	8.762e-05	-3.485	0.00152464	8.8133e-05
-3.475	0.0	0.0	-3.475	0.0	0.0	-3.475	0.0	0.0	-3.475	0.0	0.0	-3.475	0.000381058	5.0171e-05	-3.475	0.000465857	3.3235e-05	-3.475	0.000543758	4.2021e-05	-3.475	0.000615377	5.7818e-05	-3.475	0.000701647	6.4057e-05	-3.475	0.000864609	7.3063e-05	-3.475	0.000965598	8.4382e-05	-3.475	0.00101851	8.2066e-05	-3.475	0.00113841	8.1977e-05	-3.475	0.00133529	8.855e-05	-3.475	0.00142824	8.7527e-05	-3.475	0.00144809	8.6418e-05	-3.475	0.0014912	8.7285e-05
-3.465	0.0	0.0	-3.465	0.0	0.0	-3.465	0.0	0.0	-3.465	0.0	0.0	-3.465	0.000392045	5.1089e-05	-3.465	0.000489711	3.4357e-05	-3.465	0.000565001	4.2996e-05	-3.465	0.000628361	5.8024e-05	-3.465	0.000720073	6.4259e-05	-3.465	0.000871926	7.3328e-05	-3.465	0.000972592	8.5321e-05	-3.465	0.00101644	8.2693e-05	-3.465	0.00107013	7.9636e-05	-3.465	0.00125469	8.6303e-05	-3.465	0.00136592	8.6059e-05	-3.465	0.00141088	8.6319e-05	-3.465	0.00150045	8.8655e-05
-3.455	0.0	0.0	-3.455	0.0	0.0	-3.455	0.0	0.0	-3.455	0.0	0.0	-3.455	0.000379601	4.7199e-05	-3.455	0.000503251	3.4805e-05	-3.455	0.000600254	4.4492e-05	-3.455	0.000680111	5.9437e-05	-3.455	0.000730075	6.4051e-05	-3.455	0.000851618	7.263e-05	-3.455	0.00101937	8.745e-05	-3.455	0.0010541	8.4308e-05	-3.455	0.0010697	7.937e-05	-3.455	0.00120581	8.4933e-05	-3.455	0.00130184	8.4316e-05	-3.455	0.00138633	8.6068e-05	-3.455	0.00151005	8.9638e-05
-3.445	0.0	0.0	-3.445	0.0	0.0	-3.445	0.0	0.0	-3.445	0.0	0.0	-3.445	0.000369682	5.172e-05	-3.445	0.000495376	3.6011e-05	-3.445	0.000598667	4.6274e-05	-3.445	0.000678499	6.1461e-05	-3.445	0.000739918	6.5517e-05	-3.445	0.000861709	7.3815e-05	-3.445	0.00106369	8.7744e-05	-3.445	0.00108939	8.2445e-05	-3.445	0.00109765	7.8307e-05	-3.445	0.00119485	8.2493e-05	-3.445	0.00130541	8.6775e-05	-3.445	0.0014088	8.8417e-05	-3.445	0.00154767	9.1221e-05
-3.435	0.0	0.0	-3.435	0.0	0.0	-3.435	0.0	0.0	-3.435	0.0	0.0	-3.435	0.000387821	3.95e-05	-3.435	0.00050366	3.3715e-05	-3.435	0.00060327	4.7024e-05	-3.435	0.000686125	6.2031e-05	-3.435	0.000732461	6.5466e-05	-3.435	0.000844213	7.3477e-05	-3.435	0.00105554	8.8863e-05	-3.435	0.00110296	8.4948e-05	-3.435	0.0011429	8.2524e-05	-3.435	0.00121504	8.2971e-05	-3.435	0.00130399	8.687e-05	-3.435	0.00140606	8.7688e-05	-3.435	0.00152209	9.0235e-05
-3.425	0.0	0.0	-3.425	0.0	0.0	-3.425	0.0	0.0	-3.425	0.0	0.0	-3.425	0.000403581	4.0476e-05	-3.425	0.00049519	3.3425e-05	-3.425	0.000579166	4.6475e-05	-3.425	0.000664304	6.1379e-05	-3.425	0.000727568	6.5048e-05	-3.425	0.000842285	7.3008e-05	-3.425	0.00105389	8.9171e-05	-3.425	0.00108167	8.4894e-05	-3.425	0.00115074	8.4012e-05	-3.425	0.00129391	8.6557e-05	-3.425	0.00136039	8.8538e-05	-3.425	0.00139134	8.6747e-05	-3.425	0.00151464	8.961e-05
-3.415	0.0	0.0	-3.415	0.0	0.0	-3.415	0.0	0.0	-3.415	0.0	0.0	-3.415	0.000401654	3.9928e-05	-3.415	0.00049049	3.3609e-05	-3.415	0.000576962	4.6647e-05	-3.415	0.000646299	6.063e-05	-3.415	0.000685041	6.2338e-05	-3.415	0.00083347	7.1372e-05	-3.415	0.00103535	8.7374e-05	-3.415	0.00103949	8.3072e-05	-3.415	0.00116101	8.5034e-05	-3.415	0.00130157	8.7964e-05	-3.415	0.00136905	8.6855e-05	-3.415	0.00142028	8.5522e-05	-3.415	0.00151901	8.959e-05
-3.405	0.0	0.0	-3.405	0.0	0.0	-3.405	0.0	0.0	-3.405	0.0	0.0	-3.405	0.000413634	4.6071e-05	-3.405	0.000497482	3.5012e-05	-3.405	0.000596072	4.8737e-05	-3.405	0.000664437	6.2512e-05	-3.405	0.000684558	6.2354e-05	-3.405	0.000830507	7.1156e-05	-3.405	0.00100088	8.2784e-05	-3.405	0.00100888	7.8702e-05	-3.405	0.00116717	8.2827e-05	-3.405	0.00133742	8.8569e-05	-3.405	0.00142141	8.7777e-05	-3.405	0.00143892	8.527e-05	-3.405	0.00151247	9.0291e-05
-3.395	0.0	0.0	-3.395	0.0	0.0	-3.395	0.0	0.0	-3.395	0.0	0.0	-3.395	0.000418746	6.4178e-05	-3.395	0.000496951	3.9773e-05	-3.395	0.000622549	5.0192e-05	-3.395	0.000695655	6.3828e-05	-3.395	0.000720031	6.4199e-05	-3.395	0.000864901	7.2579e-05	-3.395	0.000999829	8.2529e-05	-3.395	0.0010126	7.881e-05	-3.395	0.00115078	8.3175e-05	-3.395	0.00131925	9.1259e-05	-3.395	0.00143778	9.2903e-05	-3.395	0.00143822	8.5313e-05	-3.395	0.00148409	8.9042e-05
-3.385	0.0	0.0	-3.385	0.0	0.0	-3.385	0.0	0.0	-3.385	0.0	0.0	-3.385	0.000455092	5.7971e-05	-3.385	0.000502644	3.7495e-05	-3.385	0.000627875	4.9132e-05	-3.385	0.000731877	6.4026e-05	-3.385	0.000766754	6.6253e-05	-3.385	0.000891102	7.3356e-05	-3.385	0.00102282	8.3287e-05	-3.385	0.00106514	8.0785e-05	-3.385	0.00118849	8.673e-05	-3.385	0.00137989	9.7301e-05	-3.385	0.00143394	9.7447e-05	-3.385	0.00138865	8.4067e-05	-3.385	0.00147042	8.9532e-05
-3.375	0.0	0.0	-3.375	0.0	0.0	-3.375	0.0	0.0	-3.375	0.0	0.0	-3.375	0.000433999	4.1412e-05	-3.375	0.00047666	3.2506e-05	-3.375	0.000607441	4.8753e-05	-3.375	0.000719404	6.3806e-05	-3.375	0.000763234	6.6046e-05	-3.375	0.000901296	7.3792e-05	-3.375	0.00102666	8.3792e-05	-3.375	0.00110964	8.233e-05	-3.375	0.0012362	8.9357e-05	-3.375	0.00138041	9.8114e-05	-3.375	0.00141706	9.6923e-05	-3.375	0.00141862	8.5425e-05	-3.375	0.00154772	9.325e-05
-3.365	0.0	0.0	-3.365	0.0	0.0	-3.365	0.0	0.0	-3.365	0.0	0.0	-3.365	0.000414056	4.0166e-05	-3.365	0.000471844	3.2415e-05	-3.365	0.000594229	4.7643e-05	-3.365	0.000719588	6.3804e-05	-3.365	0.000789021	6.7431e-05	-3.365	0.000904578	7.4026e-05	-3.365	0.00100559	8.263e-05	-3.365	0.00112824	8.2657e-05	-3.365	0.00125971	8.6699e-05	-3.365	0.00137393	9.185e-05	-3.365	0.00140798	9.1442e-05	-3.365	0.00146102	8.7535e-05	-3.365	0.00161012	9.4204e-05
-3.355	0.0	0.0	-3.355	0.0	0.0	-3.355	0.0	0.0	-3.355	0.0	0.0	-3.355	0.000392885	3.8394e-05	-3.355	0.000485168	3.3816e-05	-3.355	0.000616594	4.8846e-05	-3.355	0.000729254	6.4299e-05	-3.355	0.000814546	6.893e-05	-3.355	0.00089715	7.3861e-05	-3.355	0.00100806	8.2731e-05	-3.355	0.00116745	8.4055e-05	-3.355	0.00125373	8.4537e-05	-3.355	0.00134108	8.8214e-05	-3.355	0.0014366	9.1365e-05	-3.355	0.00149125	8.9169e-05	-3.355	0.00161235	9.2115e-05
-3.345	0.0	0.0	-3.345	0.0	0.0	-3.345	0.0	0.0	-3.345	0.0	0.0	-3.345	0.000372129	3.5605e-05	-3.345	0.000481196	3.3574e-05	-3.345	0.000609202	4.8843e-05	-3.345	0.000717436	6.3723e-05	-3.345	0.000812418	6.8834e-05	-3.345	0.000856838	7.2382e-05	-3.345	0.00100835	8.2754e-05	-3.345	0.00116741	8.4327e-05	-3.345	0.00123316	8.3749e-05	-3.345	0.00135146	8.806e-05	-3.345	0.00143082	9.0031e-05	-3.345	0.00149554	8.8477e-05	-3.345	0.00161226	9.0592e-05
-3.335	0.0	0.0	-3.335	0.0	0.0	-3.335	0.0	0.0	-3.335	0.0	0.0	-3.335	0.000397399	3.757e-05	-3.335	0.00049412	3.4989e-05	-3.335	0.000608008	4.9491e-05	-3.335	0.00071581	6.3787e-05	-3.335	0.000775204	6.7064e-05	-3.335	0.000831206	7.1244e-05	-3.335	0.00102363	8.3238e-05	-3.335	0.00112768	8.4236e-05	-3.335	0.0012062	8.4087e-05	-3.335	0.00136623	8.834e-05	-3.335	0.00143648	8.9937e-05	-3.335	0.00148262	8.7879e-05	-3.335	0.00159661	8.9916e-05
-3.325	0.0	0.0	-3.325	0.0	0.0	-3.325	0.0	0.0	-3.325	0.0	0.0	-3.325	0.000416217	3.9092e-05	-3.325	0.000510889	3.5476e-05	-3.325	0.000623265	4.8531e-05	-3.325	0.000712333	6.2235e-05	-3.325	0.000776262	6.687e-05	-3.325	0.000874847	7.3142e-05	-3.325	0.00107102	8.5069e-05	-3.325	0.00110103	8.3248e-05	-3.325	0.00120136	8.4403e-05	-3.325	0.00139967	8.9875e-05	-3.325	0.00148404	9.1971e-05	-3.325	0.00153486	8.9839e-05	-3.325	0.00160242	8.998e-05
-3.315	0.0	0.0	-3.315	0.0	0.0	-3.315	0.0	0.0	-3.315	0.0	0.0	-3.315	0.000441863	3.9829e-05	-3.315	0.000529472	3.6045e-05	-3.315	0.000648789	4.9728e-05	-3.315	0.000721223	6.2907e-05	-3.315	0.000789066	6.7541e-05	-3.315	0.000937455	7.574e-05	-3.315	0.00110259	8.6806e-05	-3.315	0.00108522	8.2546e-05	-3.315	0.0011916	8.3895e-05	-3.315	0.00136669	8.9314e-05	-3.315	0.0014563	9.1095e-05	-3.315	0.00150487	8.9076e-05	-3.315	0.00152095	8.7872e-05
-3.305	0.0	0.0	-3.305	0.0	0.0	-3.305	0.0	0.0	-3.305	0.0	0.0	-3.305	0.000446289	3.9374e-05	-3.305	0.000525223	3.5807e-05	-3.305	0.000621172	4.8794e-05	-3.305	0.000693347	6.2014e-05	-3.305	0.000788174	6.7278e-05	-3.305	0.000931901	7.5257e-05	-3.305	0.00107145	8.5961e-05	-3.305	0.00108937	8.2411e-05	-3.305	0.00119265	8.3648e-05	-3.305	0.00133118	8.8577e-05	-3.305	0.00144471	8.9845e-05	-3.305	0.00151503	8.8542e-05	-3.305	0.00151427	8.7458e-05
-3.295	0.0	0.0	-3.295	0.0	0.0	-3.295	0.0	0.0	-3.295	0.0	0.0	-3.295	0.000441651	3.7627e-05	-3.295	0.000517568	3.4811e-05	-3.295	0.000605447	4.8274e-05	-3.295	0.000700274	6.2689e-05	-3.295	0.000797259	6.7739e-05	-3.295	0.000918883	7.4577e-05	-3.295	0.00102542	8.3888e-05	-3.295	0.00108499	8.2019e-05	-3.295	0.00122538	8.4834e-05	-3.295	0.00131445	8.8275e-05	-3.295	0.0013909	8.8661e-05	-3.295	0.00147552	8.7731e-05	-3.295	0.00149852	8.7263e-05
-3.285	0.0	0.0	-3.285	0.0	0.0	-3.285	0.0	0.0	-3.285	0.0	0.0	-3.285	0.000475869	4.8776e-05	-3.285	0.000543894	3.7768e-05	-3.285	0.000638355	5.0155e-05	-3.285	0.000753184	6.5428e-05	-3.285	0.000845798	7.0053e-05	-3.285	0.000945342	7.6355e-05	-3.285	0.000999288	8.328e-05	-3.285	0.00107871	8.1426e-05	-3.285	0.00122741	8.4203e-05	-3.285	0.00130632	8.7551e-05	-3.285	0.00141143	9.0306e-05	-3.285	0.00151239	8.9317e-05	-3.285	0.00159718	9.005e-05
-3.275	0.0	0.0	-3.275	0.0	0.0	-3.275	0.0	0.0	-3.275	0.0	0.0	-3.275	0.000516322	6.0394e-05	-3.275	0.000558313	4.1297e-05	-3.275	0.000639737	5.0565e-05	-3.275	0.000767721	6.6138e-05	-3.275	0.00086573	7.099e-05	-3.275	0.000971829	7.8064e-05	-3.275	0.00102391	8.4759e-05	-3.275	0.00106905	8.0931e-05	-3.275	0.00123681	8.4044e-05	-3.275	0.00133925	8.8129e-05	-3.275	0.00138774	8.9607e-05	-3.275	0.00148425	8.8468e-05	-3.275	0.0016187	9.0487e-05
-3.265	0.0	0.0	-3.265	0.0	0.0	-3.265	0.0	0.0	-3.265	0.0	0.0	-3.265	0.000527413	5.8372e-05	-3.265	0.000558598	4.0625e-05	-3.265	0.000614792	4.9479e-05	-3.265	0.000746503	6.5057e-05	-3.265	0.000843389	6.9948e-05	-3.265	0.000964301	7.795e-05	-3.265	0.00106882	8.668e-05	-3.265	0.00106185	8.0726e-05	-3.265	0.00118224	8.1591e-05	-3.265	0.00134088	8.7392e-05	-3.265	0.00139943	9.0133e-05	-3.265	0.00145941	8.7961e-05	-3.265	0.00158725	8.9514e-05
-3.255	0.0	0.0	-3.255	0.0	0.0	-3.255	0.0	0.0	-3.255	0.0	0.0	-3.255	0.000481796	4.7577e-05	-3.255	0.000528548	3.6727e-05	-3.255	0.000600381	4.8255e-05	-3.255	0.000711516	6.299e-05	-3.255	0.000805355	6.8528e-05	-3.255	0.000928608	7.6282e-05	-3.255	0.00113344	8.8942e-05	-3.255	0.00115844	8.432e-05	-3.255	0.00122362	8.3143e-05	-3.255	0.0013539	8.7924e-05	-3.255	0.00141263	9.2126e-05	-3.255	0.00146768	9.0332e-05	-3.255	0.00153263	8.7997e-05
-3.245	0.0	0.0	-3.245	0.0	0.0	-3.245	0.0	0.0	-3.245	0.000206071	0.00078035	-3.245	0.000475786	6.8233e-05	-3.245	0.000532812	4.4091e-05	-3.245	0.000648336	5.0925e-05	-3.245	0.00076189	6.5322e-05	-3.245	0.00080579	6.8473e-05	-3.245	0.00087885	7.3646e-05	-3.245	0.00108007	8.6251e-05	-3.245	0.00114337	8.3576e-05	-3.245	0.00118435	8.1903e-05	-3.245	0.001366	8.8446e-05	-3.245	0.00149188	9.4189e-05	-3.245	0.00153035	9.217e-05	-3.245	0.00158083	8.9814e-05
-3.235	0.0	0.0	-3.235	0.0	0.0	-3.235	0.0	0.0	-3.235	0.000219773	0.0004477	-3.235	0.000481897	5.0925e-05	-3.235	0.00052858	3.8415e-05	-3.235	0.000669976	5.2719e-05	-3.235	0.000794436	6.6938e-05	-3.235	0.000814001	6.8561e-05	-3.235	0.000836991	7.1542e-05	-3.235	0.00102427	8.3755e-05	-3.235	0.00118826	8.5043e-05	-3.235	0.00123758	8.4088e-05	-3.235	0.00136296	9.0011e-05	-3.235	0.00148243	9.3299e-05	-3.235	0.00157543	9.1405e-05	-3.235	0.00164552	9.1471e-05
-3.225	0.0	0.0	-3.225	0.0	0.0	-3.225	0.0	0.0	-3.225	0.000176555	0.00029645	-3.225	0.00047819	4.3377e-05	-3.225	0.0005279	3.6643e-05	-3.225	0.000688394	5.3752e-05	-3.225	0.000814375	6.8013e-05	-3.225	0.000814515	6.8595e-05	-3.225	0.000880057	7.3374e-05	-3.225	0.00108142	8.6274e-05	-3.225	0.00120981	8.639e-05	-3.225	0.0012243	8.3601e-05	-3.225	0.00135921	9.023e-05	-3.225	0.00149473	9.4087e-05	-3.225	0.0015707	9.0468e-05	-3.225	0.00168783	9.2399e-05
-3.215	0.0	0.0	-3.215	0.0	0.0	-3.215	0.0	0.0	-3.215	0.00170502	0.0029127	-3.215	0.000596986	0.00019787	-3.215	0.000583902	0.00010009	-3.215	0.000672018	5.2718e-05	-3.215	0.000768521	6.645e-05	-3.215	0.00081699	6.9143e-05	-3.215	0.000953378	7.6762e-05	-3.215	0.00113674	8.8765e-05	-3.215	0.00121049	8.6709e-05	-3.215	0.00125369	8.4828e-05	-3.215	0.00141903	9.2259e-05	-3.215	0.00149257	9.4338e-05	-3.215	0.0015477	8.9915e-05	-3.215	0.00170511	9.3081e-05
-3.205	0.0	0.0	-3.205	0.0	0.0	-3.205	0.0	0.0	-3.205	0.00355806	0.027941	-3.205	0.000899126	0.0034927	-3.205	0.000585097	8.9207e-05	-3.205	0.000670337	5.3293e-05	-3.205	0.000757574	6.6676e-05	-3.205	0.000835125	7.0332e-05	-3.205	0.000983659	7.8024e-05	-3.205	0.0011077	8.7809e-05	-3.205	0.00113972	8.4168e-05	-3.205	0.00121408	8.3253e-05	-3.205	0.00143115	9.023e-05	-3.205	0.00151712	9.6454e-05	-3.205	0.00153832	9.4565e-05	-3.205	0.00168215	9.3937e-05
-3.195	0.0	0.0	-3.195	0.0	0.0	-3.195	0.0	0.0	-3.195	0.00222577	0.0044328	-3.195	0.000760397	0.00055533	-3.195	0.000573655	6.3069e-05	-3.195	0.000651462	5.2556e-05	-3.195	0.000775353	6.7093e-05	-3.195	0.000884576	7.2872e-05	-3.195	0.000957075	7.7701e-05	-3.195	0.00105672	8.5309e-05	-3.195	0.00112461	8.2801e-05	-3.195	0.00122153	8.3296e-05	-3.195	0.00146559	9.137e-05	-3.195	0.00153792	9.6598e-05	-3.195	0.00152838	9.3877e-05	-3.195	0.00161399	9.148e-05
-3.185	0.0	0.0	-3.185	0.0	0.0	-3.185	0.0	0.0	-3.185	0.000154983	6.4911e-05	-3.185	0.000502864	3.8288e-05	-3.185	0.000559374	3.6746e-05	-3.185	0.000631773	5.1473e-05	-3.185	0.000763139	6.6031e-05	-3.185	0.000860088	7.1702e-05	-3.185	0.000921372	7.6319e-05	-3.185	0.0010758	8.5794e-05	-3.185	0.00114098	8.3353e-05	-3.185	0.00124286	8.4361e-05	-3.185	0.00149154	9.227e-05	-3.185	0.00157458	9.6294e-05	-3.185	0.00153005	9.2307e-05	-3.185	0.00162441	9.1027e-05
-3.175	0.0	0.0	-3.175	0.0	0.0	-3.175	0.0	0.0	-3.175	0.000175265	6.8851e-05	-3.175	0.000486161	3.7465e-05	-3.175	0.000539354	3.6005e-05	-3.175	0.000596441	4.9883e-05	-3.175	0.000679791	6.2469e-05	-3.175	0.000776391	6.8144e-05	-3.175	0.000883156	7.4669e-05	-3.175	0.00104251	8.4389e-05	-3.175	0.00111012	8.2132e-05	-3.175	0.0012651	8.494e-05	-3.175	0.00151453	9.2818e-05	-3.175	0.0015964	9.5145e-05	-3.175	0.00152723	8.9769e-05	-3.175	0.00163103	9.0498e-05
-3.165	0.0	0.0	-3.165	0.0	0.0	-3.165	0.0	0.0	-3.165	0.000196514	6.9242e-05	-3.165	0.000457038	3.6163e-05	-3.165	0.000542735	3.6647e-05	-3.165	0.000597775	5.0181e-05	-3.165	0.000631861	6.1e-05	-3.165	0.000736095	6.6085e-05	-3.165	0.000903131	7.5212e-05	-3.165	0.00101753	8.3139e-05	-3.165	0.00106565	7.9924e-05	-3.165	0.0012529	8.4391e-05	-3.165	0.00146674	9.1565e-05	-3.165	0.00154892	9.4191e-05	-3.165	0.00151505	8.962e-05	-3.165	0.00162838	9.014e-05
-3.155	0.0	0.0	-3.155	0.0	0.0	-3.155	0.0	0.0	-3.155	0.000138645	4.5869e-05	-3.155	0.000435311	3.4405e-05	-3.155	0.000533143	3.6362e-05	-3.155	0.000600328	5.0687e-05	-3.155	0.0006459	6.1637e-05	-3.155	0.000747074	6.6559e-05	-3.155	0.000909249	7.6064e-05	-3.155	0.00102574	8.3578e-05	-3.155	0.00109039	8.0183e-05	-3.155	0.00119758	8.1653e-05	-3.155	0.00136612	8.7879e-05	-3.155	0.0014848	9.1688e-05	-3.155	0.00144663	8.6675e-05	-3.155	0.00152721	8.7114e-05
-3.145	0.0	0.0	-3.145	0.0	0.0	-3.145	0.0	0.0	-3.145	0.000148256	4.7706e-05	-3.145	0.000465332	3.5706e-05	-3.145	0.000549805	3.6946e-05	-3.145	0.000623013	5.1458e-05	-3.145	0.000713862	6.442e-05	-3.145	0.000803929	6.885e-05	-3.145	0.000894659	7.5382e-05	-3.145	0.00104623	8.526e-05	-3.145	0.00114856	8.3241e-05	-3.145	0.00116742	8.0956e-05	-3.145	0.00127247	8.4998e-05	-3.145	0.0014495	9.0763e-05	-3.145	0.00147989	8.7797e-05	-3.145	0.00150939	8.6483e-05
-3.135	0.0	0.0	-3.135	0.0	0.0	-3.135	0.0	0.0	-3.135	0.000177881	5.4285e-05	-3.135	0.000479622	3.6187e-05	-3.135	0.000568559	3.7874e-05	-3.135	0.000671049	5.3877e-05	-3.135	0.000787071	6.7798e-05	-3.135	0.00084485	7.0704e-05	-3.135	0.00087721	7.4618e-05	-3.135	0.00100211	8.4042e-05	-3.135	0.00116863	8.4633e-05	-3.135	0.00118764	8.2001e-05	-3.135	0.00127178	8.4974e-05	-3.135	0.00147108	9.1465e-05	-3.135	0.00152081	8.9185e-05	-3.135	0.00157454	8.8107e-05
-3.125	0.0	0.0	-3.125	0.0	0.0	-3.125	0.0	0.0	-3.125	0.000196256	5.0965e-05	-3.125	0.000448199	3.4499e-05	-3.125	0.000592471	4.0166e-05	-3.125	0.000728399	5.6333e-05	-3.125	0.00082602	6.9273e-05	-3.125	0.000871238	7.2067e-05	-3.125	0.000916307	7.641e-05	-3.125	0.000995221	8.3886e-05	-3.125	0.00114078	8.3873e-05	-3.125	0.0012321	8.4204e-05	-3.125	0.00133276	8.7596e-05	-3.125	0.00148598	9.1936e-05	-3.125	0.00155261	9.019e-05	-3.125	0.0016352	8.9723e-05
