E- (meV)	D1_butanol_4K_0.098A-1	E+ (meV)	D1_butanol_4K_0.098A-1	E- (meV)	D1_butanol_4K_0.196A-1	E+ (meV)	D1_butanol_4K_0.196A-1	E- (meV)	D1_butanol_4K_0.294A-1	E+ (meV)	D1_butanol_4K_0.294A-1	E- (meV)	D1_butanol_4K_0.399A-1	E+ (meV)	D1_butanol_4K_0.399A-1	E- (meV)	D1_butanol_4K_0.497A-1	E+ (meV)	D1_butanol_4K_0.497A-1	E- (meV)	D1_butanol_4K_0.595A-1	E+ (meV)	D1_butanol_4K_0.595A-1	E- (meV)	D1_butanol_4K_0.693A-1	E+ (meV)	D1_butanol_4K_0.693A-1	E- (meV)	D1_butanol_4K_0.798A-1	E+ (meV)	D1_butanol_4K_0.798A-1	E- (meV)	D1_butanol_4K_0.896A-1	E+ (meV)	D1_butanol_4K_0.896A-1	E- (meV)	D1_butanol_4K_0.994A-1	E+ (meV)	D1_butanol_4K_0.994A-1	E- (meV)	D1_butanol_4K_1.099A-1	E+ (meV)	D1_butanol_4K_1.099A-1	E- (meV)	D1_butanol_4K_1.197A-1	E+ (meV)	D1_butanol_4K_1.197A-1	E- (meV)	D1_butanol_4K_1.295A-1	E+ (meV)	D1_butanol_4K_1.295A-1	E- (meV)	D1_butanol_4K_1.4A-1	E+ (meV)	D1_butanol_4K_1.4A-1	E- (meV)	D1_butanol_4K_1.498A-1	E+ (meV)	D1_butanol_4K_1.498A-1	E- (meV)	D1_butanol_4K_1.596A-1	E+ (meV)	D1_butanol_4K_1.596A-1	E- (meV)	D1_butanol_4K_1.694A-1	E+ (meV)	D1_butanol_4K_1.694A-1
0.675	0.0004223460544772085	0.675	0.0002682801550847116	0.675	0.00034723137488586403	0.675	0.00044618064102456184	0.675	0.0002521696173205553	0.675	0.0005759771248243906	0.675	-0.0001666245530967508	0.675	0.00045252165378737493	0.675	-0.000240384185285895	0.675	0.0004318715386070309	0.675	0.0004415664629439244	0.675	0.0006117080571670165	0.675	0.0006964668277811915	0.675	0.00038896851608416787	0.675	0.0011726112855410704	0.675	6.55428665590787e-05	0.675	0.0005117072809869723	0.675	0.00013618957381639608	0.675	-0.00035751183612524963	0.675	0.00016933256346080325	0.675	0.0001626668814856957	0.675	0.00013875350161521524	0.675	0.00031445858010896834	0.675	0.00015893977845771778	0.675	-0.00019635183772300557	0.675	8.400600691207807e-05	0.675	-7.005094049873042e-05	0.675	2.3610693564751935e-05	0.675	0.0002450100103859832	0.675	0.00012634886166917086	0.675	-0.00015753984565442393	0.675	0.00019792864220877793	0.675	-0.0002608341950504021	0.675	0.00020568410556319382
0.685	0.00035968552747445436	0.685	0.00029088261876012117	0.685	0.00045136964710342956	0.685	0.0003266783847399963	0.685	0.0006216407200790631	0.685	0.0005011163249077534	0.685	0.0004504183126150885	0.685	0.0006614680184811882	0.685	0.0004205313782006989	0.685	0.0005215679500631743	0.685	0.0005432614385022089	0.685	0.00037575794754669573	0.685	7.262321346579628e-05	0.685	0.0003953149496505142	0.685	0.0004404480898381089	0.685	0.0003744322788429575	0.685	9.869432744701258e-05	0.685	0.0002585373867804873	0.685	-0.0005542265079478694	0.685	0.00037000253924805325	0.685	-0.00016725112987740518	0.685	0.0003525655226786382	0.685	-1.9851838932175987e-05	0.685	0.00015326790559210994	0.685	9.686523361163255e-05	0.685	4.677224862724836e-05	0.685	0.00019911173723548612	0.685	0.00022000380316481422	0.685	0.00017356712063638284	0.685	0.0002428372944206531	0.685	-4.273153226809686e-05	0.685	0.00019716922751739769	0.685	-0.0003028071964646591	0.685	0.00024576352509307636
0.695	-0.0001060427555822903	0.695	0.00018397445090354003	0.695	0.0002651968818819709	0.695	0.0003695017229804373	0.695	0.0009421114013357883	0.695	0.0004693866317780411	0.695	0.0016730768994687472	0.695	0.0004803315428543694	0.695	0.0015622894713795557	0.695	0.0004982753147085438	0.695	0.0009928224152749654	0.695	0.0004143570676776763	0.695	0.0008241838526665508	0.695	0.00030592102158729544	0.695	0.0006411627842091284	0.695	0.00026773937658740657	0.695	7.52619023363824e-05	0.695	0.00027388421295282764	0.695	-0.000488907024764899	0.695	0.00023205907541026157	0.695	0.0002180814944050457	0.695	0.0003607272757328807	0.695	0.00019007119611122333	0.695	0.00033019372435497753	0.695	-9.671417065946272e-06	0.695	0.00020373030134198647	0.695	-0.0003238190921556136	0.695	0.00012351736558518015	0.695	-0.00021996930056241681	0.695	0.00014940525291602975	0.695	0.00022723827465049603	0.695	0.00012546070685018836	0.695	0.00032729200099116746	0.695	6.519779226080138e-06
0.705	1.5060975524389497e-05	0.705	4.003754266676988e-05	0.705	0.00012814331580958033	0.705	0.00028548111477793073	0.705	0.0006839874781212216	0.705	0.000291433025804526	0.705	0.0013587060194275291	0.705	0.00017867822899058652	0.705	0.0007919009110959518	0.705	0.000355610272319694	0.705	0.00031447982109792825	0.705	0.00046229335401560217	0.705	0.00045329393961669734	0.705	0.0003662175843422751	0.705	1.231590682213826e-05	0.705	0.00030634562640976387	0.705	-0.00020959005361668743	0.705	0.0002776856430748993	0.705	-5.872948935927458e-05	0.705	0.0001264627918970668	0.705	0.0006127268429735706	0.705	0.00013009192588148163	0.705	0.0002050505373568439	0.705	0.00016889614286723505	0.705	-0.00031866702048043556	0.705	0.00014093364910579953	0.705	-0.0004674838930796388	0.705	0.00017877013349908543	0.705	-0.000265734898993487	0.705	0.0001998176335719476	0.705	-0.00022100376700419673	0.705	0.00021023183671655188	0.705	0.00014330203494783826	0.705	0.0002084074228127196
0.715	0.0004908382358102796	0.715	0.00033003945433072703	0.715	0.0007211263521206586	0.715	0.00036821548562708284	0.715	0.0008258387422929841	0.715	0.0005645014868053094	0.715	0.0006375177848632624	0.715	0.0007008369999246091	0.715	0.0005292942852325947	0.715	0.0004450784664685441	0.715	0.0007225539701009183	0.715	0.0002464754785009611	0.715	0.0007084002200179128	0.715	0.0003301877854352028	0.715	0.00015982106770434927	0.715	0.00039721146967977615	0.715	4.206444678283425e-05	0.715	0.0003009445828750499	0.715	-3.7343250721009944e-05	0.715	0.00037423388284756894	0.715	-3.6677101871721746e-05	0.715	0.00045640382098249393	0.715	2.0683539177524854e-05	0.715	0.0003653889540251293	0.715	0.00021274874723161457	0.715	0.000212928476413169	0.715	-7.337825243836364e-05	0.715	0.00014185370489302605	0.715	-0.00034732874199677125	0.715	0.0002733981233377608	0.715	-0.0005164435371652628	0.715	0.0002684768269159338	0.715	-0.0006589145646072191	0.715	0.00022519848031284464
0.725	0.0006906251992309854	0.725	0.0004028346586152148	0.725	0.0008479331801295541	0.725	0.0004566049710361581	0.725	0.0009473551686316736	0.725	0.00044486900389837335	0.725	0.0007935160535667394	0.725	0.00028350290345275714	0.725	0.000985505913259308	0.725	0.0003806204449071728	0.725	0.0009547448697886671	0.725	0.00039238123547721143	0.725	0.0012694806035005815	0.725	0.00030213978475710765	0.725	0.0015152367536907618	0.725	0.000534040288872423	0.725	0.000540277548474172	0.725	0.0004583757092035982	0.725	-5.192383687275024e-05	0.725	0.00023033773114697947	0.725	4.642201227433542e-05	0.725	0.00011602224001119376	0.725	0.0001625447253912602	0.725	4.997067239062315e-05	0.725	-8.844048581028626e-05	0.725	0.0002494603242757634	0.725	-2.0835725680870233e-05	0.725	0.00025746615699353875	0.725	0.0006079848378823321	0.725	0.00027109229058949595	0.725	5.6337318939908764e-05	0.725	0.0003292166330277617	0.725	-0.0005743741267789789	0.725	0.0003145211611334921
0.735	0.0007247791644655941	0.735	0.000354231782090534	0.735	0.00025194061437933964	0.735	0.0005079956569199078	0.735	0.0002831491218220408	0.735	0.0005295311282955749	0.735	0.0007272922878010488	0.735	0.00042601022538854935	0.735	0.0005907801756164207	0.735	0.00047006697601049394	0.735	0.0006659449852647525	0.735	0.00042340171130395655	0.735	0.001121803603521308	0.735	0.00040398185007757705	0.735	0.0013596137381799215	0.735	0.00034676345673369013	0.735	0.000767530288566118	0.735	0.0002956315962538532	0.735	-0.00033169023918333844	0.735	0.00025416508350316986	0.735	-0.00021554423560512162	0.735	0.0002634161703968086	0.735	1.394589595009322e-05	0.735	0.0002498275288724839	0.735	-0.0002464262238635323	0.735	0.00017688217704448178	0.735	-0.00014154653351322724	0.735	0.00020348431319783407	0.735	0.000146166616477784	0.735	0.0002336129277872044	0.735	9.762363062330013e-05	0.735	0.0001422066621080824	0.735	-8.845750373669028e-05	0.735	0.00013277835132759233
0.745	0.0002503112747547472	0.745	0.00023975410139378216	0.745	0.0002954603732385893	0.745	0.0004335668809974665	0.745	0.00040742801349655125	0.745	0.0005670210419353745	0.745	0.0009648308763724728	0.745	0.0004964981803262027	0.745	0.0005281522521346789	0.745	0.0003316631528251912	0.745	0.00021283844018718921	0.745	0.00021434140920493518	0.745	0.001039887089114483	0.745	0.000346409852897586	0.745	0.001010479593341622	0.745	0.0005327881274412101	0.745	0.0005878337317781069	0.745	0.0003359801415551496	0.745	2.4028752804228074e-05	0.745	0.0001612385561431106	0.745	5.62114241056209e-05	0.745	0.0002705334249039798	0.745	0.00027301133202196274	0.745	0.0003049884433257189	0.745	-5.317726759412524e-05	0.745	0.0002257721170970548	0.745	-0.0002455323153300702	0.745	0.00010153513016481076	0.745	-0.00020017057728798866	0.745	8.551306986749331e-05	0.745	-3.351112547681819e-05	0.745	9.942694970582786e-05	0.745	-0.0003368466445794661	0.745	8.209422605617598e-05
0.755	0.0018662137521433734	0.755	5.5023116402735634e-05	0.755	0.0018186349129977394	0.755	0.0004294970981483979	0.755	0.0010740402956627832	0.755	0.0005278795139590365	0.755	0.0008442039272372402	0.755	0.0005760146615034946	0.755	0.001373611410927105	0.755	0.0004904277352963156	0.755	0.0012770297093025647	0.755	0.00020723085016718598	0.755	0.0009086615578357339	0.755	0.00016035432568424563	0.755	0.0007287682564366336	0.755	0.0003472136738362246	0.755	0.0007945252148050653	0.755	0.00042286777339963644	0.755	0.0010086998204758863	0.755	0.0002564424259473647	0.755	0.0011446678627350319	0.755	0.00014263008937679317	0.755	-6.325805927922282e-05	0.755	6.913805368030688e-05	0.755	-8.811611982981038e-05	0.755	0.00010693636522762215	0.755	-0.00017487555193054931	0.755	0.00014202128522688585	0.755	-0.0002535285254589597	0.755	0.00018166163389504803	0.755	-0.00010167601416897813	0.755	0.00015881975977018048	0.755	-0.0002975610227833814	0.755	-2.904403152555015e-05
0.765	0.0010318081713477352	0.765	0.0003161531978998107	0.765	0.001057001875305299	0.765	0.00045653412230804073	0.765	0.0010658498175624349	0.765	0.000595495360508085	0.765	0.001015982876838903	0.765	0.0005053074839928102	0.765	0.0010981393960034446	0.765	0.000323660453765976	0.765	0.00111685302576861	0.765	0.00035849456901218866	0.765	0.0003872250139773386	0.765	0.0005001159687463087	0.765	-8.967778539715789e-05	0.765	0.0003871683101794892	0.765	0.00047857215924298753	0.765	0.00017176383008523394	0.765	0.0005797875685869215	0.765	0.00035182736415678413	0.765	0.0005616974688235693	0.765	0.00034340165251885374	0.765	0.000307281768662209	0.765	0.00021337407680124647	0.765	0.0005341410499417789	0.765	8.527217801730645e-05	0.765	0.0005166538676181967	0.765	0.00017090305781620774	0.765	8.971102315345289e-05	0.765	0.0002879050825779623	0.765	-2.6810501792844333e-05	0.765	0.0001958548129718309	0.765	-0.00024811727417196937	0.765	0.00014985585975860058
0.775	0.0003706737542222232	0.775	5.3881586327471114e-05	0.775	0.0010743826944907128	0.775	0.00017822982562929596	0.775	0.0011668275534036138	0.775	0.0002955150177251834	0.775	0.0005982272588588883	0.775	0.000367567315805485	0.775	0.00047190209909655974	0.775	0.0002491544976578221	0.775	0.00019167775547654419	0.775	0.0004118687170820638	0.775	-0.00015837689853433011	0.775	0.00046998936810355033	0.775	-0.00029685520887239025	0.775	0.00020765797134980098	0.775	6.219054076809881e-05	0.775	0.00018092904712278078	0.775	0.0004443033215407647	0.775	0.0003318418295800364	0.775	0.0010618941744509993	0.775	0.00035771007137581115	0.775	0.000425530616545006	0.775	0.00029351153560478507	0.775	-5.372246180255134e-05	0.775	0.00025089356509725347	0.775	0.0005028439246425253	0.775	0.00015035782071983806	0.775	0.0006733420338036362	0.775	0.00016335825603293078	0.775	0.0002980928818942289	0.775	0.00015567927154678117	0.775	-6.508749413792495e-05	0.775	0.00020432342403945493
0.785	-0.00025903494210035877	0.785	0.00040874208719203785	0.785	0.0004758445595216319	0.785	0.0005152201706062673	0.785	0.000843766942813512	0.785	0.0005437554849693298	0.785	0.0010406908923482122	0.785	0.00048553171489605613	0.785	0.0003430443353310338	0.785	0.0003464668156130118	0.785	-0.00019897379731452196	0.785	0.0002935632844690039	0.785	0.0002527974224613304	0.785	0.0003473098211455239	0.785	0.0012633121691334407	0.785	0.00027876980611083883	0.785	0.0011431887798580226	0.785	0.0002846172759249868	0.785	0.0004076959184725149	0.785	0.00026383394721959057	0.785	0.0006817365930930522	0.785	0.00017553517943440868	0.785	7.546964380245298e-05	0.785	0.0002662995269459514	0.785	-7.989952541139449e-05	0.785	0.00020172304762232184	0.785	0.0002449898008010356	0.785	8.512805199299734e-05	0.785	-7.951957776765606e-05	0.785	0.00016669687260056535	0.785	-0.00018926891176896028	0.785	0.00015736657758804855	0.785	0.0001567075086709521	0.785	-1.241118419511663e-05
0.795	0.0005136594402334663	0.795	0.00029227091648204126	0.795	0.0009470196633781087	0.795	0.0005475490233541862	0.795	0.0019096107873826358	0.795	0.0005410064045571463	0.795	0.0021633824361837867	0.795	0.0003093049201118619	0.795	0.0014290023686100574	0.795	0.0003100516781587355	0.795	0.0008902763976672509	0.795	0.0005124344233773358	0.795	0.001185952425739861	0.795	0.0007133236525021889	0.795	0.001452825226862364	0.795	0.0005931889517114026	0.795	0.0012153121819173164	0.795	0.0002222583895070921	0.795	0.000674360094065117	0.795	9.889933455861202e-05	0.795	-8.825588137900434e-06	0.795	0.00015226792583807332	0.795	4.455669534934703e-05	0.795	0.0002951306603660912	0.795	0.00017364648906761506	0.795	0.000171254814905627	0.795	0.00017212057678814077	0.795	0.00012024614877202413	0.795	9.854996842404758e-06	0.795	0.00034972602802785957	0.795	0.0005409975188095341	0.795	0.0003674049590617983	0.795	0.0005977549816945589	0.795	0.00014672070157396814
0.805	0.00022593099750218415	0.805	0.0003028859141681717	0.805	0.0011059564239572198	0.805	0.00037523847822003596	0.805	0.001800914894197423	0.805	0.0004361499277430306	0.805	0.0006669142903555713	0.805	0.00031945453215777227	0.805	0.0004618522209419406	0.805	0.0002059826251897748	0.805	0.001010434968089197	0.805	0.0003411364657180631	0.805	0.0005769260180344222	0.805	0.0003567005810927778	0.805	0.00044339947899150263	0.805	0.00026520599955571973	0.805	0.00039831297649191034	0.805	0.00027663831759276405	0.805	0.00015772857245088562	0.805	0.00018248492546206745	0.805	0.0004531082075149255	0.805	0.00020091385959381257	0.805	0.0004046671941633864	0.805	0.00037973603936295716	0.805	-0.0003474616415317172	0.805	0.0002805195567923146	0.805	5.5900108373551435e-05	0.805	9.526997907690451e-05	0.805	0.0008489404880446444	0.805	0.00014312062454397632	0.805	0.0006324513829753873	0.805	0.00014503825976188556	0.805	1.3250933640783195e-05	0.805	-1.8266851675919487e-05
0.815	0.00024751245865344267	0.815	0.0005919219349774055	0.815	0.000654210509535215	0.815	0.0005660037898181267	0.815	0.0009430046668735691	0.815	0.00047676180394902646	0.815	0.0003623976084888893	0.815	0.0003331531927024405	0.815	-0.00013372943791498863	0.815	0.0005148278344080858	0.815	0.00029668679447332876	0.815	0.0006511642228475163	0.815	0.000729152260303527	0.815	0.00068033850221086	0.815	0.0006270660387809863	0.815	0.0006449991995205893	0.815	0.0006408275133574469	0.815	0.0003491492366070251	0.815	0.0004438643268506607	0.815	0.00028252400598173603	0.815	0.00031565401233676606	0.815	0.00021337299433137077	0.815	0.00018700950740389142	0.815	0.0001389774434463814	0.815	-0.00041118196016676266	0.815	0.00011886341443127144	0.815	-0.00011032312260896628	0.815	0.00012893181402345603	0.815	0.0009243774740035171	0.815	6.1569968422632e-05	0.815	0.0005934329343595725	0.815	4.004874294730378e-05	0.815	-0.0001793627298367074	0.815	0.0001907326150369531
0.825	0.00014642445429987447	0.825	0.00025792413717754567	0.825	0.00032445606783339037	0.825	0.0004336427382985084	0.825	0.0005919120828195161	0.825	0.0003990321647841104	0.825	0.0008785129628106683	0.825	0.00039400501038301715	0.825	0.0009956173877328253	0.825	0.0004925326690992769	0.825	0.0007478220611883408	0.825	0.0003933312974706617	0.825	0.00013978471249971513	0.825	0.00038887508621563235	0.825	-9.592533985528011e-05	0.825	0.00042673718094686475	0.825	-6.545799410642518e-05	0.825	0.0004028118084110539	0.825	-0.00014811604255170657	0.825	0.0003680099689427245	0.825	0.0001663915106008386	0.825	0.00030486651170377944	0.825	7.571225140606389e-05	0.825	0.0002434267488126893	0.825	7.15969182426712e-06	0.825	0.00034480969420241497	0.825	-0.0002786275001421451	0.825	0.0003519150816551811	0.825	-0.0007006664204738046	0.825	0.0001873487130062859	0.825	-0.0003638899880119346	0.825	0.00020646388953650768	0.825	-2.5432221242911767e-05	0.825	0.00028943391846567024
0.835	0.00018936783563529682	0.835	0.005196512606290835	0.835	0.0004675125049743801	0.835	0.0022265177441178987	0.835	0.0006169800489694959	0.835	0.0004161309784804146	0.835	0.00022373688249780442	0.835	0.0005007474075626918	0.835	0.00016022987847733638	0.835	0.000463145831586016	0.835	0.0005785376072920149	0.835	0.0005648939669759242	0.835	3.212911542324932e-05	0.835	0.0006043106334938829	0.835	8.893982113596787e-05	0.835	0.00045467445475374987	0.835	0.00014403054145545636	0.835	0.0003369311918336386	0.835	-3.380972563484347e-05	0.835	0.0002905748100600485	0.835	0.0007257071898670682	0.835	0.0002736761453455726	0.835	0.0004782729029722578	0.835	0.0002536717862790716	0.835	0.00030236072879255555	0.835	0.00024129825107493028	0.835	-7.807582122575302e-05	0.835	0.0002372769952795261	0.835	-0.0007645014262001486	0.835	0.00019986838003231805	0.835	-0.0006052836835392894	0.835	0.000308107325004556	0.835	-0.0004567230597113611	0.835	0.0006384337630862385
0.845	2.3259213770601815e-05	0.845	0.00039652983520585474	0.845	0.0003939199845497169	0.845	0.00034572661220715935	0.845	0.0011446578506157704	0.845	0.00023162692561735094	0.845	0.000490983164117916	0.845	0.00020332744040106818	0.845	-0.0005967987884300709	0.845	0.00023946042891042507	0.845	-0.00034591647336931606	0.845	0.0002822139707966633	0.845	-5.5818074997282324e-05	0.845	0.0004006380750403447	0.845	0.000656749869786271	0.845	0.0004792601967086466	0.845	0.0007076253289565042	0.845	0.0004266856361992033	0.845	0.0005882095982702241	0.845	0.0003909430883729286	0.845	0.001204439013935449	0.845	0.00034074562261048573	0.845	0.0007029575805414748	0.845	0.0004139331544767686	0.845	0.0003981945892724024	0.845	0.00040035098630278424	0.845	0.000599247607191703	0.845	0.000304219322530671	0.845	-6.989961580821817e-05	0.845	0.0002416583802851878	0.845	0.0001510531363960836	0.845	0.0002915357421052508	0.845	0.0006208438564609532	0.845	0.00021361497822280895
0.855	0.00035846909552011345	0.855	0.00034145998183414134	0.855	0.0004814115975179888	0.855	0.00041903900804773366	0.855	0.0011453093620200404	0.855	0.00041366173083188997	0.855	0.001152390360414782	0.855	0.00038360885388680996	0.855	0.0008220457937301221	0.855	0.00035327675001992233	0.855	0.00033062931980126255	0.855	0.00033142508441742216	0.855	0.00010354489959588323	0.855	0.00018438476311908092	0.855	0.0013055689662915162	0.855	7.694601590322614e-05	0.855	0.0015282266448098088	0.855	0.00012859522414189546	0.855	0.0007783251853802664	0.855	0.00012441804696421293	0.855	0.00045894086244696255	0.855	5.7194309470403745e-05	0.855	0.0006551385110239518	0.855	0.0002166285638805306	0.855	0.00015332063853030513	0.855	0.0003342202322635594	0.855	-0.00024491450484713674	0.855	0.00022994682446234157	0.855	-0.0004573279492623419	0.855	0.0002714436872594488	0.855	-0.00019780093242916438	0.855	0.0003083500018894757	0.855	0.0002648245252971213	0.855	0.0003650445815286854
0.865	0.000276189091693708	0.865	0.00023671748077980706	0.865	0.000391857190206802	0.865	0.0004077116128965959	0.865	0.0006975389511551935	0.865	0.00063612420452403	0.865	0.00019089110563954334	0.865	0.0006821120772447631	0.865	0.00047588515531242644	0.865	0.0005330743114969323	0.865	0.0005876100836977022	0.865	0.00028150356172189616	0.865	0.00019138661968207048	0.865	0.0003694672736583359	0.865	0.0007206108800694232	0.865	0.00043535801887073305	0.865	0.0005356308026177055	0.865	0.00015966571494494558	0.865	4.469139116512045e-05	0.865	0.00023018208860026474	0.865	0.0003443698362100294	0.865	0.00030582195112553777	0.865	-6.564283233575615e-05	0.865	0.00018183825375439453	0.865	-0.001005208447517734	0.865	5.1249896666034984e-05	0.865	-0.000572986030293606	0.865	7.802959257502619e-05	0.865	-0.0005033584983579861	0.865	0.0002614275203860471	0.865	-0.000436769361983994	0.865	0.00045000521694138197	0.865	-0.0003229384989179777	0.865	0.0008612985387652046
0.875	0.00023454167841637457	0.875	0.0003201054588254252	0.875	0.001106308143696463	0.875	0.00042950976235380466	0.875	0.0013335621329294582	0.875	0.00045457862818041277	0.875	0.000729380682736056	0.875	0.00043871383232084536	0.875	0.001380177114762424	0.875	0.0003201777951187845	0.875	0.0008619064350167007	0.875	0.00025272680566777364	0.875	0.0003786088972402759	0.875	0.0004261533583419319	0.875	0.000661767895334009	0.875	0.0003903382127738623	0.875	0.0003823124529678302	0.875	0.00020570676825834434	0.875	-0.00015972838741583022	0.875	0.00010319003723846648	0.875	0.00028773221171418694	0.875	0.00024219030117705417	0.875	3.147524165078966e-05	0.875	0.00033707265979578875	0.875	-0.0010250570398021464	0.875	0.00017941570841913703	0.875	-0.0007415830013596796	0.875	0.00021614142324801388	0.875	-0.000785340640494829	0.875	0.0002475880353875271	0.875	-0.0009341788889721098	0.875	0.00032388141333878197	0.875	-0.0003418839844016237	0.875	0.000594028534518522
0.885	0.0005214676690104768	0.885	0.0002878004149049022	0.885	0.0006525244983246464	0.885	0.00035271234084571215	0.885	0.0009995105717139306	0.885	0.0003922671030380525	0.885	0.0008003509161595748	0.885	0.00025531196580583606	0.885	0.0008905082463290001	0.885	0.00025982898796335835	0.885	0.001032093322719435	0.885	0.00039306765406577754	0.885	0.0008343437340086867	0.885	0.00045622996993439994	0.885	0.0008844218988271016	0.885	0.00044012613186943886	0.885	0.0006508611486967986	0.885	0.0003839309303797856	0.885	0.0001572795361971936	0.885	0.0003846096584250307	0.885	-0.00018157162340989472	0.885	0.00029769186097282916	0.885	0.0008896954732153925	0.885	0.000167513562223137	0.885	0.0009890806134793108	0.885	7.358514218393784e-05	0.885	-0.00020410963283322891	0.885	0.000153692454806073	0.885	-0.0004485751519101011	0.885	0.00027161623168244853	0.885	-0.0006742538930084427	0.885	0.00017841033795124318	0.885	-0.0010094112823396894	0.885	1.013683236120783e-05
0.895	0.002015960086204666	0.895	0.00020600112133655968	0.895	0.0017493163459182874	0.895	0.0004261114664279312	0.895	0.0018627613500146734	0.895	0.0005529572490637146	0.895	0.0008598641361654037	0.895	0.0004232040266499037	0.895	8.390569134210904e-05	0.895	0.0002949045241251065	0.895	0.00031591012580785993	0.895	0.00022233773470531834	0.895	-0.00020535020269041922	0.895	0.00031371275204916633	0.895	-0.0006360636143643633	0.895	0.0004244077067180071	0.895	0.00017170678812712607	0.895	0.00043806395135540215	0.895	0.0006263270511904213	0.895	0.00044432076175771734	0.895	0.0007312681659762332	0.895	0.0004245327266284623	0.895	0.0007993031813274836	0.895	0.0003175796469539429	0.895	5.538294443844474e-05	0.895	0.00017621149337089	0.895	-2.345610624722419e-05	0.895	0.00010570695098565673	0.895	-4.936117658122752e-05	0.895	0.00010007611236755089	0.895	-0.00024517180986384425	0.895	0.00028715270818892964	0.895	-0.0007189726342758065	0.895	0.0005319015701912395
0.905	0.0014846357480096917	0.905	7.977445286100098e-05	0.905	0.0016245869748851237	0.905	0.0003257158126292946	0.905	0.0014632552609037041	0.905	0.0003716134430424732	0.905	-0.00010047500709252244	0.905	0.00040916207592334993	0.905	7.141855482090437e-05	0.905	0.00037843543369626704	0.905	0.000917988440643472	0.905	0.00020576155415725456	0.905	-2.3504891266268352e-05	0.905	0.00021792923453993303	0.905	-0.00022268670857809574	0.905	0.00018788624844586166	0.905	0.0016451946733005334	0.905	0.0002851831052377453	0.905	0.0022178512177242152	0.905	0.00025803472970173174	0.905	0.0007550668749288323	0.905	8.220367601734547e-05	0.905	-4.5796987281261064e-05	0.905	6.934243144175673e-05	0.905	-5.05436003166698e-05	0.905	0.00019667469757602446	0.905	-0.00023895350802065012	0.905	0.0002137174348423986	0.905	-0.0008204480181045971	0.905	0.00017530709216385997	0.905	0.0005087203551016539	0.905	0.00017552623513573747	0.905	0.0006429440907963969	0.905	0.00018296456539793675
0.915	0.0005709004665745713	0.915	0.000451814137249533	0.915	0.0008236941201244268	0.915	0.00041575592449503404	0.915	0.0008886999821805983	0.915	0.00038043955412184416	0.915	0.0007957508183628338	0.915	0.0004147074149875931	0.915	0.0009213565619180285	0.915	0.0006247743963878313	0.915	0.0018663667197394652	0.915	0.0004151980823894039	0.915	0.00101901069837599	0.915	0.00021704555693527794	0.915	0.0011716793781149121	0.915	0.00030119384809010737	0.915	0.0010824676153352562	0.915	0.0003120703088302462	0.915	0.00030155843176153435	0.915	0.0001102412826296953	0.915	-2.8974284601294457e-05	0.915	0.00012874294844511733	0.915	-0.0006410348733885921	0.915	0.0001970380094985843	0.915	-0.0002984293965590733	0.915	0.00023427791291244428	0.915	-0.00011494086205956041	0.915	0.0003713125563203044	0.915	-3.866582228657065e-05	0.915	0.0002896053354894836	0.915	-0.00040893230251927063	0.915	0.00011297441688335318	0.915	4.8729480535207865e-05	0.915	-2.915224431237014e-05
0.925	-0.00023865395825647156	0.925	0.00021753820218375255	0.925	0.0002594111144284673	0.925	0.0004092354687156283	0.925	0.000559531977016678	0.925	0.0004277484739484082	0.925	0.0010165441407795823	0.925	0.00039501923687126287	0.925	0.0013269311224024783	0.925	0.0005919859047186444	0.925	0.0010583232138615213	0.925	0.0005459448656179918	0.925	-7.172359822688577e-05	0.925	0.0003915566463273295	0.925	0.0006796082547382312	0.925	0.0003653750128400226	0.925	0.0007807100129068814	0.925	0.0004064841288075156	0.925	0.00014977574923849676	0.925	0.000414486430199835	0.925	-0.0003241078427139055	0.925	0.00029648029075794	0.925	7.072496185122949e-05	0.925	0.00027597549104912744	0.925	0.0005545966312219288	0.925	0.0004044323317058273	0.925	0.00018679512685345113	0.925	0.0003290075677780005	0.925	0.000975870379516259	0.925	0.00019574759011149964	0.925	0.0005866763788877983	0.925	0.00012656573351347466	0.925	0.0003523082886287808	0.925	-5.961129145808134e-05
0.935	-0.00031655677909952037	0.935	0.00016969067646983225	0.935	0.00017978483649921145	0.935	0.00031625800724728874	0.935	0.0007397819994592649	0.935	0.000388312412630477	0.935	0.0008320481372375736	0.935	0.00037794098962978687	0.935	0.0008359815023102705	0.935	0.0003737613296252667	0.935	0.0013166563922391106	0.935	0.0003741631636046486	0.935	0.0004393493654510116	0.935	0.00035428558055157255	0.935	1.8051184611096274e-05	0.935	0.00032217992552737736	0.935	0.00031808902367334515	0.935	0.0003343288039405161	0.935	0.0002125046885393373	0.935	0.00018834398577842644	0.935	-0.0006067105136852135	0.935	0.00019908703188267638	0.935	0.00020735860956108074	0.935	0.0001394123394686659	0.935	0.00035971374906737784	0.935	0.0001673210292293748	0.935	-0.00015420912450404587	0.935	0.00032321237487586236	0.935	0.0007654681992373714	0.935	0.0002845773576509216	0.935	0.0009094028438301747	0.935	0.00027068856743800646	0.935	0.0004263608636396081	0.935	0.0006198215804597961
