E- (meV)	D1_Butanol_250K_0.098A-1	E+ (meV)	D1_Butanol_250K_0.098A-1	E- (meV)	D1_Butanol_250K_0.196A-1	E+ (meV)	D1_Butanol_250K_0.196A-1	E- (meV)	D1_Butanol_250K_0.294A-1	E+ (meV)	D1_Butanol_250K_0.294A-1	E- (meV)	D1_Butanol_250K_0.399A-1	E+ (meV)	D1_Butanol_250K_0.399A-1	E- (meV)	D1_Butanol_250K_0.497A-1	E+ (meV)	D1_Butanol_250K_0.497A-1	E- (meV)	D1_Butanol_250K_0.595A-1	E+ (meV)	D1_Butanol_250K_0.595A-1	E- (meV)	D1_Butanol_250K_0.693A-1	E+ (meV)	D1_Butanol_250K_0.693A-1	E- (meV)	D1_Butanol_250K_0.798A-1	E+ (meV)	D1_Butanol_250K_0.798A-1	E- (meV)	D1_Butanol_250K_0.896A-1	E+ (meV)	D1_Butanol_250K_0.896A-1	E- (meV)	D1_Butanol_250K_0.994A-1	E+ (meV)	D1_Butanol_250K_0.994A-1	E- (meV)	D1_Butanol_250K_1.099A-1	E+ (meV)	D1_Butanol_250K_1.099A-1	E- (meV)	D1_Butanol_250K_1.197A-1	E+ (meV)	D1_Butanol_250K_1.197A-1	E- (meV)	D1_Butanol_250K_1.295A-1	E+ (meV)	D1_Butanol_250K_1.295A-1	E- (meV)	D1_Butanol_250K_1.4A-1	E+ (meV)	D1_Butanol_250K_1.4A-1	E- (meV)	D1_Butanol_250K_1.498A-1	E+ (meV)	D1_Butanol_250K_1.498A-1	E- (meV)	D1_Butanol_250K_1.596A-1	E+ (meV)	D1_Butanol_250K_1.596A-1	E- (meV)	D1_Butanol_250K_1.694A-1	E+ (meV)	D1_Butanol_250K_1.694A-1
0.515	7.261102585559329e-05	0.515	7.74613443281857e-05	0.515	0.000110122215416317	0.515	0.00011949474124996999	0.515	0.00015861302012167776	0.515	0.0001630145683907535	0.515	0.00023317906169637525	0.515	0.00021784031883980104	0.515	0.00029271195813921594	0.515	0.0002859823467974465	0.515	0.00034372614834625854	0.515	0.0003312349820068087	0.515	0.00040416655150265585	0.515	0.0003743132584834362	0.515	0.0004692911790105186	0.515	0.0004544046121456873	0.515	0.0005085001813825847	0.515	0.0005070693616972184	0.515	0.0005622946559767213	0.515	0.0005666861223778479	0.515	0.0006494365820426317	0.515	0.0006233300226204792	0.515	0.0006902553827558311	0.515	0.0006114059283823968	0.515	0.000705438258894866	0.515	0.0006645589810213473	0.515	0.0007257712736361287	0.515	0.0007400960549761604	0.515	0.0007512263049122808	0.515	0.0007582575161591698	0.515	0.0007382354299138635	0.515	0.0007357740531811274	0.515	0.0007442155495304998	0.515	0.0008527938844059539
0.525	7.613959778979807e-05	0.525	7.867945357376017e-05	0.525	0.00010880694660094966	0.525	0.00011779946450549517	0.525	0.000158040042014089	0.525	0.00015674703063525743	0.525	0.00022781592490524695	0.525	0.00020103055324711453	0.525	0.00029480027648407897	0.525	0.00026952441845172216	0.525	0.00034513696450930945	0.525	0.00033926623946007987	0.525	0.00041099834860575384	0.525	0.00038059475399602707	0.525	0.0004827566682256541	0.525	0.0004549600621730659	0.525	0.0005157326974703702	0.525	0.0005009733271626055	0.525	0.0005776020832909148	0.525	0.0005448590165909641	0.525	0.0006564957801436259	0.525	0.0006248371005374752	0.525	0.0006581953437660386	0.525	0.0006349273904634322	0.525	0.0006940783785500481	0.525	0.0006662722585693791	0.525	0.0007627033941455914	0.525	0.0007381802283183066	0.525	0.0007604334343416485	0.525	0.0007581369324623963	0.525	0.0007600777117230038	0.525	0.000717495928123788	0.525	0.0007660343218469731	0.525	0.0007031489744017671
0.535	7.743227684026355e-05	0.535	8.879530321832952e-05	0.535	0.00010601398972431513	0.535	0.0001248407992867383	0.535	0.00016299083150245604	0.535	0.00016610533304105355	0.535	0.00023174963860780653	0.535	0.0002319331717287278	0.535	0.00029312171036118006	0.535	0.0002872628309637533	0.535	0.0003474016946383425	0.535	0.00033936613396212006	0.535	0.0004113774108917819	0.535	0.00039346905349598463	0.535	0.0004934514581952849	0.535	0.0004431165653966127	0.535	0.000526705591241181	0.535	0.0004935608416508842	0.535	0.0005729471391006643	0.535	0.0005467876286217965	0.535	0.0006286490166120862	0.535	0.0006188138932869448	0.535	0.0006446081882852751	0.535	0.0006531841807433411	0.535	0.0006909737568324134	0.535	0.0006540988415632393	0.535	0.0007581337239899078	0.535	0.0007042479913693044	0.535	0.0007620384007993211	0.535	0.0007553372306448521	0.535	0.0007520124736164216	0.535	0.0007210732811776268	0.535	0.0007545126358866608	0.535	0.0006831707231244203
0.545	7.671930921472594e-05	0.545	9.201233119374223e-05	0.545	0.00011301670594430635	0.545	0.00011785771567242801	0.545	0.00016935200681423158	0.545	0.00015753261356572527	0.545	0.0002319485742108124	0.545	0.0002097193677959395	0.545	0.00028280979439584443	0.545	0.0002882945789871294	0.545	0.00034489283974023266	0.545	0.0003611173027575326	0.545	0.00040311722565168775	0.545	0.0004157745659100711	0.545	0.0004833956934284677	0.545	0.0004470130054440973	0.545	0.0005191128424348103	0.545	0.0004817029374305956	0.545	0.0005400022434074664	0.545	0.000564344129157542	0.545	0.0006042858675773948	0.545	0.000632977660860802	0.545	0.0006450183079743521	0.545	0.0006504383829106086	0.545	0.0006709906113915164	0.545	0.0006624856454476477	0.545	0.000741442134442247	0.545	0.0007012337101016613	0.545	0.0007765081246081136	0.545	0.0007203236495983373	0.545	0.0007556420655469208	0.545	0.0007111918701128974	0.545	0.000741508940602642	0.545	0.0007134740301974334
0.555	7.99647970738682e-05	0.555	8.241704695625806e-05	0.555	0.00011711685721403125	0.555	0.00011598072016509501	0.555	0.00016887747256394582	0.555	0.0001571724646031263	0.555	0.00022689684765633274	0.555	0.00021309540724505997	0.555	0.000272163405379823	0.555	0.0002863734703614181	0.555	0.00032952361845584266	0.555	0.00033315263515199526	0.555	0.0003963146035147886	0.555	0.0003869230666499623	0.555	0.0004764847738288309	0.555	0.00045800307551351706	0.555	0.0005290783600850007	0.555	0.00047171714428673287	0.555	0.000574079285354134	0.555	0.0005447291397672555	0.555	0.0006234820027450034	0.555	0.000622592674841752	0.555	0.00064173357588974	0.555	0.0006551975457592896	0.555	0.0006899983369637962	0.555	0.0007067099978612471	0.555	0.0007668153074682091	0.555	0.0007299657474367086	0.555	0.0008009744933039584	0.555	0.0007075177887916667	0.555	0.0007595604260218982	0.555	0.0007034588590918335	0.555	0.0007323011251733965	0.555	0.0007542617974982297
0.565	8.850510719933217e-05	0.565	8.145765913446874e-05	0.565	0.00011576281355930645	0.565	0.0001181423933930645	0.565	0.00016188494644883082	0.565	0.0001616711063601868	0.565	0.00023318524918971727	0.565	0.00023080537512523878	0.565	0.0002923422608610443	0.565	0.0002990133972471097	0.565	0.00032895579445988516	0.565	0.00035546890269887296	0.565	0.0003933880334286511	0.565	0.0004240965413860481	0.565	0.000469994451805322	0.565	0.0004835877612530834	0.565	0.0005138976332537018	0.565	0.0004823955948097968	0.565	0.0005591448748300886	0.565	0.0005266374932958566	0.565	0.0006322233440757297	0.565	0.0006317408711693732	0.565	0.00063354736852481	0.565	0.00066965436633916	0.565	0.0006591596447529197	0.565	0.000690400990009779	0.565	0.0007382154248783935	0.565	0.000728483632942324	0.565	0.0007774377708374966	0.565	0.0007516389858114525	0.565	0.0007641566201688851	0.565	0.0007288674682501216	0.565	0.0007626188818112522	0.565	0.0006881183084229404
0.575	9.081999197350694e-05	0.575	8.369440821707778e-05	0.575	0.00012024664493598202	0.575	0.00011691252952650342	0.575	0.00017103880872156407	0.575	0.0001642901573985166	0.575	0.00023275931827061583	0.575	0.00023607396566418623	0.575	0.0002869141153521582	0.575	0.0002971295461445167	0.575	0.00032229017334496385	0.575	0.00032427197898967074	0.575	0.00039486169743940797	0.575	0.0004056694906826006	0.575	0.00048442739405157105	0.575	0.0004953609831961568	0.575	0.0005284934414516273	0.575	0.0005038212738875876	0.575	0.000585648859753295	0.575	0.0005424895599681093	0.575	0.0006545679709323896	0.575	0.0006602642531034606	0.575	0.0006416774517344057	0.575	0.0006727143258696182	0.575	0.000665646730163988	0.575	0.0006896026381730703	0.575	0.0007544620590227185	0.575	0.0007613467306486969	0.575	0.000772309424320105	0.575	0.0007843843711104585	0.575	0.0007598081105933242	0.575	0.0007525654039877526	0.575	0.0007673279342061502	0.575	0.0007529005059662395
0.585	8.487793435639394e-05	0.585	8.897054706702684e-05	0.585	0.00011486363408491484	0.585	0.00011733693110802517	0.585	0.00015636414829334745	0.585	0.00015418587811443584	0.585	0.00021099279974283477	0.585	0.0002175732374621846	0.585	0.0002781511646819237	0.585	0.0002736722750239952	0.585	0.0003390589416506323	0.585	0.00031643014896563353	0.585	0.0004262394238113891	0.585	0.00038272273773659924	0.585	0.0004926661897711004	0.585	0.0004752271951014499	0.585	0.0005308892097338577	0.585	0.0005190261376399943	0.585	0.000586399066100586	0.585	0.0005686835106579745	0.585	0.0006111523630104042	0.585	0.0006376490451555152	0.585	0.0006311364301669507	0.585	0.0006436884212682048	0.585	0.0006843278268839017	0.585	0.0006636732352553742	0.585	0.0007785034676075261	0.585	0.00071045146868563	0.585	0.0007829994287112903	0.585	0.000765548151599975	0.585	0.0007442921351924436	0.585	0.0007663704022217834	0.585	0.0007675571556914947	0.585	0.0007751163883649092
0.595	7.682510812440334e-05	0.595	8.128045292675461e-05	0.595	0.00011218546070831646	0.595	0.0001143523591179059	0.595	0.0001553386550275783	0.595	0.00015303863143980843	0.595	0.0002191776877197337	0.595	0.00021172058461120218	0.595	0.0002897293026763887	0.595	0.00028751675244675717	0.595	0.00034074052907776193	0.595	0.0003158401872164881	0.595	0.0004010525968553199	0.595	0.00036708612622562075	0.595	0.0004858783464438891	0.595	0.00047935290972913724	0.595	0.0005289013360219784	0.595	0.0005025723752890942	0.595	0.0005542507915094345	0.595	0.0005351961865308429	0.595	0.0006205839488044546	0.595	0.0006099371575126669	0.595	0.0006723456119910988	0.595	0.0006592678243736652	0.595	0.0006920505159963754	0.595	0.0006832677761709318	0.595	0.0007454467765417931	0.595	0.0007004838305963209	0.595	0.0007756138074526306	0.595	0.0007255586625625136	0.595	0.000751925342176888	0.595	0.0007078411114978006	0.595	0.0007702692547322065	0.595	0.0006993789975564453
0.605	7.504365663253672e-05	0.605	7.579748096630404e-05	0.605	0.00010603756681457634	0.605	0.0001183736170576553	0.605	0.00014595532876123652	0.605	0.00016662088163549272	0.605	0.000211425540569433	0.605	0.0002180479174281593	0.605	0.00029602653641325904	0.605	0.0002643438203548717	0.605	0.0003611316876589684	0.605	0.00029428412852404976	0.605	0.0003892878782970672	0.605	0.00036094187694544794	0.605	0.0004554658423232228	0.605	0.00044429799163153325	0.605	0.00051659380190164	0.605	0.000485734194966991	0.605	0.0005641474139469889	0.605	0.0005547756843264554	0.605	0.0006061445894897765	0.605	0.0006066881680911807	0.605	0.0006416207812595102	0.605	0.0006241060065295104	0.605	0.0006926326263293999	0.605	0.0006739531614668746	0.605	0.0007531959946947551	0.605	0.0007406857280345041	0.605	0.0007733244319832599	0.605	0.0007780747916459167	0.605	0.0007617337591242941	0.605	0.0007413669211565866	0.605	0.0007603880456782633	0.605	0.0007357372906419054
0.615	7.829238804381705e-05	0.615	8.377093853730657e-05	0.615	0.0001094393095363151	0.615	0.00011969057872661723	0.615	0.00016175674894364602	0.615	0.0001715691985205421	0.615	0.0002344846036587389	0.615	0.00022249027953819014	0.615	0.00028918560839285103	0.615	0.00026831774939228235	0.615	0.0003462765467580526	0.615	0.0003318583603765043	0.615	0.0004122303452047436	0.615	0.00038125604406125753	0.615	0.0004930668708196842	0.615	0.0004376703738480728	0.615	0.0005259900943352893	0.615	0.0004922571573278111	0.615	0.0005618782183852378	0.615	0.0005699902082352058	0.615	0.0006267193830935115	0.615	0.0006350542165523224	0.615	0.000651723165322998	0.615	0.0006321382766777508	0.615	0.0006938231153467107	0.615	0.0006595771117497507	0.615	0.0007379782081464536	0.615	0.0007211663948676355	0.615	0.0007613762679325168	0.615	0.0007333986653845242	0.615	0.0007539371787427878	0.615	0.0007304270238082853	0.615	0.0007618548005133896	0.615	0.0007519022401859295
0.625	7.5545260681945e-05	0.625	8.976914453455861e-05	0.625	0.0001122462719491588	0.625	0.00011269192116484664	0.625	0.00016425234879673286	0.625	0.00015343086769067663	0.625	0.00023159197402365902	0.625	0.00021273904825477416	0.625	0.0002843443371954679	0.625	0.0002833903529154903	0.625	0.000331653526507988	0.625	0.00033658454737033093	0.625	0.0003800437675095173	0.625	0.00039266056190135376	0.625	0.000462942584068848	0.625	0.0004747052967448065	0.625	0.0005405785561780916	0.625	0.0005069892275109647	0.625	0.0005915470453481051	0.625	0.0005597100057625174	0.625	0.000629050938631057	0.625	0.0006470826941196348	0.625	0.0006657743292403359	0.625	0.0006612519422685194	0.625	0.0007065195280579135	0.625	0.0006837908654952685	0.625	0.0007429405201194541	0.625	0.000726116250379745	0.625	0.0007832936180677931	0.625	0.0007415745919854006	0.625	0.0007858450480164471	0.625	0.0007478502762286078	0.625	0.0007784293478503518	0.625	0.0007592895208826302
0.635	9.094849323947361e-05	0.635	9.002215593553372e-05	0.635	0.00011693796576307956	0.635	0.00012750796711769863	0.635	0.00016566940147185572	0.635	0.00018648098361905292	0.635	0.00022660578097570802	0.635	0.00021305803229098723	0.635	0.0002729078812174578	0.635	0.00026016143919526253	0.635	0.00032164495561590596	0.635	0.0003509555577475805	0.635	0.00037441745225629274	0.635	0.00043786978853799956	0.635	0.0004625135203470164	0.635	0.0005075124963845756	0.635	0.0005299372123185218	0.635	0.0005154210070224817	0.635	0.0005762026610774034	0.635	0.0005610936368781547	0.635	0.0006240939320250494	0.635	0.0006370014692245419	0.635	0.0006393597445304176	0.635	0.0006645457523808631	0.635	0.0006823350178656786	0.635	0.0006782640573226286	0.635	0.0007213021226257491	0.635	0.0007197337795980319	0.635	0.0007551756110487661	0.635	0.0007686785819640927	0.635	0.0007705889692672187	0.635	0.0007414618810529554	0.635	0.0007659417491958665	0.635	0.0007327093214546174
0.645	7.104686974683168e-05	0.645	7.891600668489948e-05	0.645	0.00010770380018226213	0.645	0.00012212482188992888	0.645	0.0001701040604357289	0.645	0.0001844683142752037	0.645	0.00023408452130001505	0.645	0.0002305622268143426	0.645	0.00028211211702498416	0.645	0.0002902156798352622	0.645	0.0003120862788228402	0.645	0.000327348972101127	0.645	0.00035861674188450736	0.645	0.0003819253580613157	0.645	0.0004466773594888925	0.645	0.00047945526957965807	0.645	0.0005271272344534946	0.645	0.0005099612240798087	0.645	0.0005777900892031533	0.645	0.0005646497336235615	0.645	0.0006471126784164027	0.645	0.000648608058324699	0.645	0.0006661008654540852	0.645	0.0006672316928905999	0.645	0.0006913983972871115	0.645	0.0006720140880540299	0.645	0.0007484832637034597	0.645	0.0007206775766032815	0.645	0.0007830996825223451	0.645	0.0007550068526388539	0.645	0.0007829001284875044	0.645	0.0007657642301727151	0.645	0.0008059338200496832	0.645	0.0007948783696107709
0.655	6.925492678932131e-05	0.655	8.99833129148852e-05	0.655	0.00010483413614359636	0.655	0.00011839377304735382	0.655	0.0001583660276530842	0.655	0.00016156100164209166	0.655	0.0002243699760644329	0.655	0.0002151418396282329	0.655	0.00027559463403041166	0.655	0.00026415325844244837	0.655	0.00032480203862501634	0.655	0.00029801983273748304	0.655	0.00039019984119160117	0.655	0.000343577609842796	0.655	0.00048271806360294787	0.655	0.0004162960069797122	0.655	0.0005351462847582897	0.655	0.0004651060966395541	0.655	0.0005726361627985955	0.655	0.000535126306791689	0.655	0.0006370583130134485	0.655	0.000622112731756776	0.655	0.00067602233774822	0.655	0.0006494756217331937	0.655	0.000711227288412104	0.655	0.000691254243637019	0.655	0.000756427341597806	0.655	0.0007607843019693941	0.655	0.0007877558683552564	0.655	0.000760763604579692	0.655	0.0007882892766986484	0.655	0.0007126139498094304	0.655	0.0008028038026390257	0.655	0.0007038768289838849
0.665	8.37416966988202e-05	0.665	8.884229917093792e-05	0.665	0.00011219733958411796	0.665	0.00011397986337139399	0.665	0.00015333042205118447	0.665	0.00015759834391509126	0.665	0.00021785415957853663	0.665	0.00021761971081951908	0.665	0.00028082475760988584	0.665	0.00028669957338779326	0.665	0.00032737265361469767	0.665	0.0003415643013943958	0.665	0.0003977435624722779	0.665	0.0003783511903316038	0.665	0.0004556479908349909	0.665	0.000429157452538992	0.665	0.00048700131731264115	0.665	0.0005002579536087104	0.665	0.0005636990290378961	0.665	0.000560055866160899	0.665	0.0006263416654635579	0.665	0.0006172725944647874	0.665	0.000642137990369323	0.665	0.0006759914325809497	0.665	0.0006979613890839356	0.665	0.0007186683490592292	0.665	0.0007565887117967224	0.665	0.000769245427315603	0.665	0.0007586520137904614	0.665	0.0007715792838834337	0.665	0.000758120184159617	0.665	0.0007485415221408346	0.665	0.0007901442068939432	0.665	0.0007674014514430659
0.675	7.615077454021065e-05	0.675	9.617973585325448e-05	0.675	0.00010708968271608564	0.675	0.00011237520885741702	0.675	0.00016108298505600657	0.675	0.0001667525919192497	0.675	0.00021977787833637547	0.675	0.00024534120122841945	0.675	0.0002793356965383961	0.675	0.0002854567920759526	0.675	0.00032446077045406507	0.675	0.0003289205171968026	0.675	0.00037372448428945205	0.675	0.0003967728082385113	0.675	0.00043422922010538255	0.675	0.0004828571682290433	0.675	0.000489838381858269	0.675	0.000526530212308804	0.675	0.0005637329526983464	0.675	0.0005332070994703536	0.675	0.0006317760326444421	0.675	0.0005960434880522392	0.675	0.0006533341569906901	0.675	0.0006285169987610235	0.675	0.0006848244171964593	0.675	0.0006579718587429245	0.675	0.0007531334740013725	0.675	0.0007344459589393945	0.675	0.0007832408545238921	0.675	0.0007633484494463922	0.675	0.0007763204566296259	0.675	0.0006973567713727786	0.675	0.0008109424443610189	0.675	0.0006649607862043316
0.685	6.72434503020066e-05	0.685	7.517371026361503e-05	0.685	0.00010499592385512277	0.685	0.0001061559764886548	0.685	0.00015496256730291967	0.685	0.00016892240589551997	0.685	0.00022116354879555736	0.685	0.0002290115849182173	0.685	0.0002793361705548602	0.685	0.00027207372679327607	0.685	0.0003287110903965213	0.685	0.00031778853908202755	0.685	0.000401315475373054	0.685	0.00037819037532917045	0.685	0.0004601528980963687	0.685	0.0004719482147100922	0.685	0.0004876066405018016	0.685	0.0005073404225980436	0.685	0.0005499365519536126	0.685	0.0005425871170607813	0.685	0.0006256812333922107	0.685	0.0006176042037525278	0.685	0.0006380242021301481	0.685	0.0006523661811974928	0.685	0.0006873250296506293	0.685	0.0006935445141353259	0.685	0.0007811746265030361	0.685	0.0007512287888467214	0.685	0.000809728589129826	0.685	0.0007344740977719492	0.685	0.0007714675174651581	0.685	0.0006864930122053765	0.685	0.0007793679918222098	0.685	0.0006848609021658178
0.695	7.467669894430867e-05	0.695	8.069201247642704e-05	0.695	0.000105729553756202	0.695	0.0001115803659663628	0.695	0.00016289466660706568	0.695	0.0001577783076207591	0.695	0.00022635114523556637	0.695	0.00022482227009593583	0.695	0.00026958728961704807	0.695	0.0002809904380514202	0.695	0.0003448982752420819	0.695	0.0003087269553725724	0.695	0.0004141187491049729	0.695	0.00035685670940520294	0.695	0.0004819425150447344	0.695	0.00046332779565360293	0.695	0.0005255731573130587	0.695	0.0005145083571539766	0.695	0.0005616712589900506	0.695	0.0005539883389840127	0.695	0.0006436207273323192	0.695	0.0006125730177254865	0.695	0.0006466901886973091	0.695	0.000632962265149658	0.695	0.0006899170628934604	0.695	0.0006771496060015143	0.695	0.0007615271845304375	0.695	0.0007487433506498994	0.695	0.000792260938962843	0.695	0.000753225314938895	0.695	0.0007930808353542965	0.695	0.0007142629431368938	0.695	0.000800753458746179	0.695	0.0007065017846818505
0.705	8.053486726007833e-05	0.705	9.02548857826254e-05	0.705	0.00010364211180615294	0.705	0.00011693743676480807	0.705	0.00015119869889047182	0.705	0.00017893354614939406	0.705	0.0002283949380195851	0.705	0.000245082621112463	0.705	0.00029094744792717376	0.705	0.0003019143266383705	0.705	0.0003355872031347246	0.705	0.00031466552903679576	0.705	0.00039693264001556037	0.705	0.0003555529215137007	0.705	0.00047276504338717373	0.705	0.00047998410449647764	0.705	0.0005163471727046172	0.705	0.0005000520514138375	0.705	0.0005778410116372269	0.705	0.0005342073106977608	0.705	0.000656813895048141	0.705	0.0006284683012205847	0.705	0.0006600014039066658	0.705	0.0006318657224037615	0.705	0.0007149770484948102	0.705	0.0006708505994756187	0.705	0.0007821164359040597	0.705	0.0007395606361641427	0.705	0.0007936980664516571	0.705	0.0007482468681144621	0.705	0.0007864504028667819	0.705	0.0006848600310946073	0.705	0.0007929017117794618	0.705	0.000646386941792529
0.715	8.138935343782794e-05	0.715	7.562156422920425e-05	0.715	0.00010785392527453674	0.715	0.00010080871993110421	0.715	0.00015694127510902276	0.715	0.00014434180451795462	0.715	0.00022269746001429675	0.715	0.00021588712238550375	0.715	0.0002913245477607393	0.715	0.0002797705697803315	0.715	0.00034661699151300956	0.715	0.00030519698587324815	0.715	0.0004076024737649384	0.715	0.00038544613116711055	0.715	0.0004784028816090159	0.715	0.0004904704694578947	0.715	0.0005002049927348033	0.715	0.0004978226243794499	0.715	0.0005733345636298585	0.715	0.0005396096106304878	0.715	0.0006821776145878554	0.715	0.0006304157489167465	0.715	0.0006965649936341992	0.715	0.0006309992858326852	0.715	0.0007208902763855335	0.715	0.0006680543927688876	0.715	0.0007678763967402573	0.715	0.0007348514225506785	0.715	0.0007766046622835886	0.715	0.0007647143600818219	0.715	0.0007712498135942449	0.715	0.0007680996946328128	0.715	0.0007810657993425388	0.715	0.0007722572669653537
0.725	7.993088355096055e-05	0.725	9.216365325334391e-05	0.725	0.00010762128794654683	0.725	0.00011720823499159024	0.725	0.00016734303312258714	0.725	0.00016627354963432922	0.725	0.00023131733041448793	0.725	0.0002233649741436179	0.725	0.0002985925973639593	0.725	0.0002900503030374299	0.725	0.00033879238648043883	0.725	0.0003407936152610771	0.725	0.00039502499597608286	0.725	0.0003930558583804534	0.725	0.0004717397458649068	0.725	0.0004713426587769634	0.725	0.000502069958275575	0.725	0.0005146108764487333	0.725	0.0005528565054534356	0.725	0.0005596610568551232	0.725	0.0006326496514756877	0.725	0.000592728213644693	0.725	0.0006534027509417366	0.725	0.0005765917821370871	0.725	0.0007142051067060045	0.725	0.0006279256164338173	0.725	0.000787275887158507	0.725	0.0006986125640939958	0.725	0.0008209662071196338	0.725	0.0007405864156020541	0.725	0.0008020248776447923	0.725	0.0007300661816979588	0.725	0.000796909987527182	0.725	0.000712783014544912
0.735	7.486560200928943e-05	0.735	9.236462532214218e-05	0.735	0.0001052931535359758	0.735	0.00011095548590151988	0.735	0.00016782091602236137	0.735	0.00015189360916616478	0.735	0.0002300312864476362	0.735	0.00019049241110140138	0.735	0.000282132212727878	0.735	0.00024651178070230357	0.735	0.00033377629505894287	0.735	0.0003169896313666342	0.735	0.00040722350018640815	0.735	0.00037988154768393313	0.735	0.00048631310969809966	0.735	0.0004710634458618736	0.735	0.0005273680072215113	0.735	0.0005091880610411491	0.735	0.0005976554658938099	0.735	0.000528875241400309	0.735	0.0006399620504187851	0.735	0.0006015396198837936	0.735	0.0006351133987672578	0.735	0.0006351447084045862	0.735	0.0006787447217128775	0.735	0.0006863326418364177	0.735	0.0007824581110532387	0.735	0.0007522856971005326	0.735	0.0008094795038753217	0.735	0.0007712089099084216	0.735	0.0007800823044535809	0.735	0.0007811868530021905	0.735	0.0007953903928699165	0.735	0.0008348089451146226
0.745	8.502696172401764e-05	0.745	8.058561563507427e-05	0.745	0.00011133156588551092	0.745	0.00011598649458565497	0.745	0.00016080317289181737	0.745	0.0001689737144556101	0.745	0.00023236754339698518	0.745	0.00021645088707684053	0.745	0.00028696273485326774	0.745	0.00024893667339480623	0.745	0.0003262247569663748	0.745	0.00030378193245328476	0.745	0.000380682877339206	0.745	0.00037025488618063217	0.745	0.0004610883327269863	0.745	0.0004339311705776676	0.745	0.0005218716203539196	0.745	0.00049125274738223	0.745	0.0005739519995936551	0.745	0.0005536551003126513	0.745	0.0006534764416466714	0.745	0.000595588054849506	0.745	0.0006898444952398136	0.745	0.0006427021623419445	0.745	0.0006949592363940831	0.745	0.0006976691550024298	0.745	0.0007603111916654072	0.745	0.0007409283650979891	0.745	0.0007875728615047408	0.745	0.0007622894087343243	0.745	0.0007761440072160022	0.745	0.0007870952997397263	0.745	0.0007976995405006913	0.745	0.0008500572001039329
0.755	8.429382001643633e-05	0.755	8.469601856093235e-05	0.755	0.00010740705369282065	0.755	0.00012431287717561726	0.755	0.00015831367241801245	0.755	0.00018529759386628754	0.755	0.0002262357026186867	0.755	0.00023255163410581983	0.755	0.000273521277201204	0.755	0.0002797721347527286	0.755	0.0003072509067292357	0.755	0.0003338217292267261	0.755	0.0003524108714780318	0.755	0.0003993710762812252	0.755	0.00041997209705748397	0.755	0.0004752084228924079	0.755	0.00047479871232579136	0.755	0.00047051937145916917	0.755	0.0005579742621186886	0.755	0.0005044181623004785	0.755	0.0006585457490062204	0.755	0.0005876212362207264	0.755	0.0006813459118404636	0.755	0.0006263670391573079	0.755	0.0006922294375731647	0.755	0.0006769479906006263	0.755	0.0007539382329145959	0.755	0.0007262003414071157	0.755	0.0008091043630904508	0.755	0.0007471214737478024	0.755	0.0008006086468230421	0.755	0.0007451750954532947	0.755	0.0007954027515739811	0.755	0.0007410508074829426
0.765	8.119778966805202e-05	0.765	9.354356034784408e-05	0.765	0.00011460765767037493	0.765	0.0001214137325339639	0.765	0.00016287140308501543	0.765	0.00017573037350969683	0.765	0.00021517681132155492	0.765	0.00023346982103453716	0.765	0.00027750858681140875	0.765	0.0002750969793892116	0.765	0.000346690407297524	0.765	0.00031148964396273435	0.765	0.00040304769891381497	0.765	0.00038223750997343946	0.765	0.00046619257656171307	0.765	0.0004964790215476342	0.765	0.0005055065201501704	0.765	0.0005245475696496646	0.765	0.0005556587975324474	0.765	0.0005446843691138819	0.765	0.0006472531657715826	0.765	0.0006016478489676468	0.765	0.0006671401001174928	0.765	0.0006518829876734867	0.765	0.0006987284375869902	0.765	0.0007052318610594465	0.765	0.0007742379190013496	0.765	0.0007635357483450265	0.765	0.0008320669709484023	0.765	0.0007798146294445758	0.765	0.0008331878254595612	0.765	0.0007434274448687301	0.765	0.0008095499463817789	0.765	0.0007309538741561488
0.775	7.606342399253678e-05	0.775	0.00010769845531234176	0.775	0.00011317253753303858	0.775	0.00012221317815091056	0.775	0.00016576162763295258	0.775	0.00017307548442909367	0.775	0.00021967451849808504	0.775	0.00023052272710576176	0.775	0.00028079558738245265	0.775	0.0002733836474162645	0.775	0.00034681646820901443	0.775	0.0003242803658705018	0.775	0.0004114242515567094	0.775	0.0003950351300483562	0.775	0.00047242104150971103	0.775	0.0004960692789432495	0.775	0.000491902914732197	0.775	0.0005099384959632547	0.775	0.0005367940757648256	0.775	0.0005198181207013727	0.775	0.0006183774405524564	0.775	0.0005908803743233238	0.775	0.0006686482682900538	0.775	0.0006195690284505059	0.775	0.0007000712755013016	0.775	0.0006617794476265664	0.775	0.0007535491901066526	0.775	0.0007507271522350968	0.775	0.0008037601798402589	0.775	0.0007688434978222976	0.775	0.0007797824012025188	0.775	0.0007440722814143083	0.775	0.0007819860507725755	0.775	0.0007375150967707057
