E- (meV)	D1_Butanol_250K_0.098A-1	E+ (meV)	D1_Butanol_250K_0.098A-1	E- (meV)	D1_Butanol_250K_0.196A-1	E+ (meV)	D1_Butanol_250K_0.196A-1	E- (meV)	D1_Butanol_250K_0.294A-1	E+ (meV)	D1_Butanol_250K_0.294A-1	E- (meV)	D1_Butanol_250K_0.399A-1	E+ (meV)	D1_Butanol_250K_0.399A-1	E- (meV)	D1_Butanol_250K_0.497A-1	E+ (meV)	D1_Butanol_250K_0.497A-1	E- (meV)	D1_Butanol_250K_0.595A-1	E+ (meV)	D1_Butanol_250K_0.595A-1	E- (meV)	D1_Butanol_250K_0.693A-1	E+ (meV)	D1_Butanol_250K_0.693A-1	E- (meV)	D1_Butanol_250K_0.798A-1	E+ (meV)	D1_Butanol_250K_0.798A-1	E- (meV)	D1_Butanol_250K_0.896A-1	E+ (meV)	D1_Butanol_250K_0.896A-1	E- (meV)	D1_Butanol_250K_0.994A-1	E+ (meV)	D1_Butanol_250K_0.994A-1	E- (meV)	D1_Butanol_250K_1.099A-1	E+ (meV)	D1_Butanol_250K_1.099A-1	E- (meV)	D1_Butanol_250K_1.197A-1	E+ (meV)	D1_Butanol_250K_1.197A-1	E- (meV)	D1_Butanol_250K_1.295A-1	E+ (meV)	D1_Butanol_250K_1.295A-1	E- (meV)	D1_Butanol_250K_1.4A-1	E+ (meV)	D1_Butanol_250K_1.4A-1	E- (meV)	D1_Butanol_250K_1.498A-1	E+ (meV)	D1_Butanol_250K_1.498A-1	E- (meV)	D1_Butanol_250K_1.596A-1	E+ (meV)	D1_Butanol_250K_1.596A-1	E- (meV)	D1_Butanol_250K_1.694A-1	E+ (meV)	D1_Butanol_250K_1.694A-1
1.525	0.0			1.525	0.00013478176281256205			1.525	0.0001616005853155291			1.525	0.00022479159183036522			1.525	0.00028436321644972624			1.525	0.0003205524264882726			1.525	0.00037265852863941696			1.525	0.0004352798731113641			1.525	0.0005011021098874083			1.525	0.0005572894073377291			1.525	0.000627096052172653			1.525	0.0006727243225982272			1.525	0.000713423357142978			1.525	0.0008145844589178193			1.525	0.000856834393765419			1.525	0.0008803168218278737			1.525	0.0009408019336389871		
1.535	0.0			1.535	0.00014627808901764337			1.535	0.0001812934828499924			1.535	0.00023188241048878715			1.535	0.00029051076545502294			1.535	0.0003396322209329547			1.535	0.00036615808530472845			1.535	0.000437786967553462			1.535	0.0005158216848000497			1.535	0.0005748013050392573			1.535	0.0006416391516956081			1.535	0.0006830833496552856			1.535	0.0007134327620446125			1.535	0.0008046294865142451			1.535	0.0008346100007635288			1.535	0.0008381435345200417			1.535	0.0008968145795855025		
1.545	0.0			1.545	0.00013094951730506366			1.545	0.0001735863297729909			1.545	0.00022682196551357736			1.545	0.0002817110980354393			1.545	0.000330771765352729			1.545	0.0003629681202518683			1.545	0.0004519916021345509			1.545	0.0005337461449250888			1.545	0.0005760143717282538			1.545	0.0006335772685749157			1.545	0.0006692796252662495			1.545	0.0007066847636408009			1.545	0.0007995809643585657			1.545	0.0008327700246285795			1.545	0.0008361755879950149			1.545	0.0008829098210784434		
1.555	0.0			1.555	0.000138684397935759			1.555	0.0001733910630687388			1.555	0.00021760016419085688			1.555	0.0002685118323228089			1.555	0.0003260635189512417			1.555	0.0003761258441123995			1.555	0.0004568863212218388			1.555	0.0005030452429181058			1.555	0.0005414420351941296			1.555	0.0006329933065809081			1.555	0.0006533027618376916			1.555	0.0006981730901009706			1.555	0.0007952314524002635			1.555	0.0008100879000455521			1.555	0.0008241448554148994			1.555	0.0008425896125104428		
1.565	0.0			1.565	0.00012759422831455712			1.565	0.00016882458657853925			1.565	0.0002195116119071279			1.565	0.0002725863569023169			1.565	0.00033397065986085866			1.565	0.0003801225091120807			1.565	0.00044414379007061536			1.565	0.00048166509911719285			1.565	0.000538438241264257			1.565	0.0006219362322622364			1.565	0.0006566524973860207			1.565	0.0007279716267951641			1.565	0.000828032396128826			1.565	0.0008557159308774048			1.565	0.0008542057046978756			1.565	0.0008470191111539094		
1.575	0.0			1.575	0.00020791691805719127			1.575	0.0002066282940008367			1.575	0.00023558754623178975			1.575	0.0002834401049398789			1.575	0.0003173260566880632			1.575	0.00035970672877815577			1.575	0.0004339813228251745			1.575	0.0004816089441979828			1.575	0.0005432832349720672			1.575	0.0006292764923126355			1.575	0.0006676421282803956			1.575	0.0007110426433736681			1.575	0.0007888843051210618			1.575	0.0008262372465179071			1.575	0.0008207472505381716			1.575	0.0008734359619547986		
1.585	0.0			1.585	0.0004162434268407561			1.585	0.00029494153008292434			1.585	0.00023777152928111607			1.585	0.00027501716467051264			1.585	0.00031582289823995523			1.585	0.0003776874891972605			1.585	0.00044598486552065316			1.585	0.0004795926912289368			1.585	0.0005379914451787863			1.585	0.0006050152163458059			1.585	0.0006289330894519296			1.585	0.0006839763375378133			1.585	0.0007807367503784912			1.585	0.0008274979671932714			1.585	0.0008322973719350837			1.585	0.0008613216581822962		
1.595	0.0			1.595	0.00020204825107385878			1.595	0.0002022920855535665			1.595	0.00022446726225118472			1.595	0.0002634112499646638			1.595	0.00032907273688635605			1.595	0.00038051456949637956			1.595	0.00042710626874271164			1.595	0.00048556377460056354			1.595	0.000545793305291143			1.595	0.0006128357161969227			1.595	0.0006424338421495643			1.595	0.000679636706825764			1.595	0.0007628228916504111			1.595	0.0008351282645934467			1.595	0.0008606584588796772			1.595	0.0008602866716531922		
1.605	0.0			1.605	0.0001233115999455512			1.605	0.00016876038814399278			1.605	0.00023866718952324662			1.605	0.00028051606648841647			1.605	0.0003276295858282111			1.605	0.00036721767480051156			1.605	0.0004099403472968893			1.605	0.000481591094873996			1.605	0.0005360696705405181			1.605	0.0006022749904606812			1.605	0.0006780590144520946			1.605	0.0007207039298377975			1.605	0.0007916281344120368			1.605	0.0008287620145786644			1.605	0.000830834727560089			1.605	0.0008767600210523846		
1.615	0.0			1.615	0.0001295818736037826			1.615	0.00017280754306213657			1.615	0.0002381739351771902			1.615	0.00028699396939907537			1.615	0.0003345491269190159			1.615	0.00037497773627680127			1.615	0.0004223323526336338			1.615	0.00048792643233753325			1.615	0.0005594902800798063			1.615	0.0005904567704124105			1.615	0.0006448009799907389			1.615	0.0007292948415055975			1.615	0.000805273040460187			1.615	0.0008416321315812441			1.615	0.0008383916798602916			1.615	0.0008544814397637984		
1.625	0.0			1.625	0.000148059775284037			1.625	0.00018467130458283567			1.625	0.00021441666456401045			1.625	0.0002512566067222426			1.625	0.0003234650987179169			1.625	0.0003695759447160408			1.625	0.00042933987402534205			1.625	0.000502796268173309			1.625	0.0005535516730696105			1.625	0.0005804738697989518			1.625	0.0006268111595801347			1.625	0.000736912065056172			1.625	0.0008038138962227679			1.625	0.0008124039919062019			1.625	0.0008507960585165754			1.625	0.0008681657734844819		
1.635	0.0			1.635	0.0001277347947578801			1.635	0.00016914602740763317			1.635	0.0002004914209520293			1.635	0.0002507269830704613			1.635	0.0003251556344137679			1.635	0.00037296564538248894			1.635	0.000441379960337419			1.635	0.0004960688066234883			1.635	0.0005470717663585262			1.635	0.0006268137420647107			1.635	0.0006592089196953482			1.635	0.0007202118283594947			1.635	0.0008005755497137363			1.635	0.0008290718124039681			1.635	0.0008491063893023163			1.635	0.0008822025789584524		
1.645	0.0			1.645	0.0001225448155147115			1.645	0.00016673137598012842			1.645	0.00020591661089031639			1.645	0.0002547826750851236			1.645	0.000326670342114826			1.645	0.00037311887875968506			1.645	0.0004398439353996755			1.645	0.0005044924809558272			1.645	0.0005443400555958783			1.645	0.0005958140980570865			1.645	0.000624139902913821			1.645	0.0006877065687456198			1.645	0.0007769192682275183			1.645	0.0008229963761190856			1.645	0.0008345405811962252			1.645	0.0008844217177960015		
1.655	0.0			1.655	0.00013492206768205982			1.655	0.0001705322440103288			1.655	0.00021542582561055192			1.655	0.00025094569399983896			1.655	0.00032343788346370544			1.655	0.00038693941589115077			1.655	0.0004402185913366162			1.655	0.0005035796447478675			1.655	0.0005573404625345698			1.655	0.0005774841500352565			1.655	0.0006100200936073497			1.655	0.0007065642974867312			1.655	0.0008001559334721764			1.655	0.0008304818410930733			1.655	0.0008366930204519402			1.655	0.0008911913530736614		
1.665	0.0			1.665	0.00012824300418677657			1.665	0.0001600038047386703			1.665	0.0002188337333018641			1.665	0.00027668650355209987			1.665	0.0003463976995496437			1.665	0.0004078594680949869			1.665	0.0004323199797265122			1.665	0.00047536442186694235			1.665	0.0005629628403021527			1.665	0.0006062698101216001			1.665	0.0006448462331095226			1.665	0.0007227639433809663			1.665	0.0007854045621772819			1.665	0.0008022997329048152			1.665	0.0008132022044978552			1.665	0.0008542827376548666		
1.675	0.0			1.675	0.0003270025872578711			1.675	0.0002351709397419085			1.675	0.00021045485998835698			1.675	0.0002565361688289079			1.675	0.00030827216517239866			1.675	0.00036631005698565584			1.675	0.0004240558415925352			1.675	0.0004648898889814766			1.675	0.0005225823322724088			1.675	0.000587727319419969			1.675	0.0006390670659878518			1.675	0.0007010928561838308			1.675	0.0007668576186214448			1.675	0.0008097237161417095			1.675	0.0008439256599145445			1.675	0.0008780818825594247		
1.685	0.0			1.685	0.00028665144950355744			1.685	0.00022571463065749778			1.685	0.00021796714912391835			1.685	0.0002517684861007582			1.685	0.00028712683351874753			1.685	0.00034307902094101545			1.685	0.00041662552858139464			1.685	0.000482179961944895			1.685	0.0005335163239293492			1.685	0.0005654386161321689			1.685	0.000612869672873556			1.685	0.0007061062797237449			1.685	0.0008052800751077327			1.685	0.0008433312429472505			1.685	0.0008598853411536286			1.685	0.0009155154942430258		
1.695	0.0			1.695	0.00016110024234945852			1.695	0.00018127033553742042			1.695	0.0002307134741874534			1.695	0.00026791965075026437			1.695	0.00028845131100126365			1.695	0.00034090167954828045			1.695	0.00040958142032025414			1.695	0.00047964725388722893			1.695	0.0005352298321268454			1.695	0.0005767740419658854			1.695	0.0006295124297949801			1.695	0.0007224295074739765			1.695	0.0008027020243495956			1.695	0.0008436007624046923			1.695	0.0008467304004965594			1.695	0.0008877397173831684		
1.705	0.0			1.705	0.00011986584674818268			1.705	0.00015105516926224667			1.705	0.00021564912968861442			1.705	0.00027447711211337346			1.705	0.00029663285347652135			1.705	0.0003613044353253922			1.705	0.0004467785584051061			1.705	0.0004926088336317135			1.705	0.0005481883595247159			1.705	0.0006318823646483577			1.705	0.0006712648870457037			1.705	0.0007028024710087318			1.705	0.0007760175840944489			1.705	0.0008450540772687467			1.705	0.0008654633366255737			1.705	0.0008723069587096012		
1.715	0.0			1.715	9.575493516415253e-05			1.715	0.00014239017093184393			1.715	0.00020678161626768135			1.715	0.00027426198086368035			1.715	0.0002938404080975209			1.715	0.0003437119024394858			1.715	0.0004419502599651705			1.715	0.0005057044497516337			1.715	0.0005598477429356052			1.715	0.0006109479326178669			1.715	0.0006626676763064647			1.715	0.0006990521567541963			1.715	0.0007736407321472602			1.715	0.0008461259477204939			1.715	0.0008520950121596902			1.715	0.0008605214672794806		
1.725	0.0			1.725	0.0001007496643908458			1.725	0.0001610821858726257			1.725	0.00022537326957744485			1.725	0.000289002541390923			1.725	0.00029670491089006846			1.725	0.0003252568429810865			1.725	0.0004214853919464393			1.725	0.0004993550119117888			1.725	0.000556553158753454			1.725	0.0006111428186787135			1.725	0.0006681000209457711			1.725	0.0007057109452494869			1.725	0.0007792645145740367			1.725	0.0008690137496526551			1.725	0.00085913240313097			1.725	0.0008477215823530791		
1.735	0.0			1.735	9.537453268563663e-05			1.735	0.00016751808087902837			1.735	0.00023049528242232882			1.735	0.0002720447324849746			1.735	0.00029840818881748786			1.735	0.00034302793027172644			1.735	0.00040808027255133383			1.735	0.0004792057476359026			1.735	0.0005534876709201866			1.735	0.0006228294102524955			1.735	0.0006487502261029117			1.735	0.0006954224493163976			1.735	0.0007834631142525289			1.735	0.000834838392588295			1.735	0.0008461757854124808			1.735	0.0008807886902535988		
1.745	0.0			1.745	0.0001472218984650318			1.745	0.00019074008456379917			1.745	0.00022788390496621821			1.745	0.0002534057530334971			1.745	0.0002853581589684257			1.745	0.0003362226762926075			1.745	0.00040640192721456487			1.745	0.0004686798166908012			1.745	0.0005624041175028423			1.745	0.0006244063472708079			1.745	0.0006160093284650233			1.745	0.0006915056310676638			1.745	0.0007882807426895086			1.745	0.0008297701793583682			1.745	0.0008387238187289303			1.745	0.0008632681350614953		
1.755	0.0			1.755	0.0001304880996919185			1.755	0.0001783983428947468			1.755	0.00023076199201454859			1.755	0.00027748329155890573			1.755	0.00030260869208317923			1.755	0.0003415753272589972			1.755	0.00042531333038590036			1.755	0.0004943675193679267			1.755	0.0005637043457749317			1.755	0.0006240154393182345			1.755	0.000652175192574825			1.755	0.0007306284091327894			1.755	0.0007905235457110293			1.755	0.0007965602544860431			1.755	0.0007956696799582806			1.755	0.0008558234564442839		
1.765	0.0			1.765	0.00011579228704891778			1.765	0.00017367448305626647			1.765	0.0002329967602052438			1.765	0.0002774697596185453			1.765	0.0003041819370994158			1.765	0.0003386805842285408			1.765	0.0004354656241140445			1.765	0.0005231740490185998			1.765	0.0005683559578111757			1.765	0.0006181137251018304			1.765	0.0006586849066035521			1.765	0.0007083112453675914			1.765	0.0007557274391126287			1.765	0.0007629935590840795			1.765	0.0007917173976866142			1.765	0.0008872686187508306		
1.775	0.0			1.775	9.82490826776211e-05			1.775	0.00016711266493988903			1.775	0.00023243290312375726			1.775	0.00027937728822823374			1.775	0.0003129059083929135			1.775	0.00033712357111104056			1.775	0.0004482749805360275			1.775	0.0005478733561197688			1.775	0.0005530158321826866			1.775	0.0006021715359551418			1.775	0.0006500780443356081			1.775	0.0007050858103223701			1.775	0.0007782082585160734			1.775	0.0008108114488331242			1.775	0.0008328490902192274			1.775	0.000896450133362544		
1.785	0.0			1.785	9.462773964993928e-05			1.785	0.0001784029248635432			1.785	0.0002512056019270189			1.785	0.00029651092551719104			1.785	0.00031044943850451717			1.785	0.00032921323889282964			1.785	0.0004334019951421362			1.785	0.0005112579259405031			1.785	0.0005126392933685695			1.785	0.0005761876228294787			1.785	0.0006353557420175013			1.785	0.0006959649341019942			1.785	0.0007850292096506838			1.785	0.000833776010717341			1.785	0.0008508083525219476			1.785	0.0008746009816808043		
1.795	0.0			1.795	0.00010007166569275018			1.795	0.00017285584836096925			1.795	0.00023365951461864405			1.795	0.0002756236693679655			1.795	0.00028968724350889464			1.795	0.0003395048343613708			1.795	0.00043917823230040176			1.795	0.0004966308807755834			1.795	0.0005140547537844248			1.795	0.0005825136776742467			1.795	0.0006495558711721544			1.795	0.0007066727627336453			1.795	0.0007929759382071733			1.795	0.0008291421443005683			1.795	0.0008435223672381487			1.795	0.0008717177587951475		
1.805	0.0			1.805	7.59780091173238e-05			1.805	0.00014715124546299754			1.805	0.0002148702620235211			1.805	0.0002791023863440472			1.805	0.0003189106151532778			1.805	0.00036067095450001885			1.805	0.0004206207907680064			1.805	0.00046117581854517346			1.805	0.0004899111053040815			1.805	0.0005598411410148964			1.805	0.0006182397220737511			1.805	0.000695234146551112			1.805	0.0007935452886279532			1.805	0.0008460683189831903			1.805	0.0008427626353162951			1.805	0.00084900883991944		
1.815	0.0			1.815	8.750081064158915e-05			1.815	0.00014971672411659534			1.815	0.00020907868393932953			1.815	0.0002707652283624339			1.815	0.0003372580682202547			1.815	0.00038823158584704633			1.815	0.0004325168831102164			1.815	0.0004530040453223171			1.815	0.0005020196982761905			1.815	0.0005839766314603038			1.815	0.0006067696004451642			1.815	0.0006800003666808695			1.815	0.000791432966322991			1.815	0.000866580175553062			1.815	0.0008496690849226664			1.815	0.0008422242285641514		
1.825	0.0			1.825	7.988164337907646e-05			1.825	0.00015691404094446014			1.825	0.000221444917717198			1.825	0.0002765809764628586			1.825	0.0003427038092745951			1.825	0.0003914789871477529			1.825	0.00044438403004183017			1.825	0.00047348471981263916			1.825	0.0005222598976857971			1.825	0.0006096563956537125			1.825	0.0006073623347880235			1.825	0.0006949976817080568			1.825	0.0007882681975100303			1.825	0.0008221125385624332			1.825	0.000825756373738927			1.825	0.0008331856870751471		
1.835	0.0			1.835	7.868385267022733e-05			1.835	0.0001555244799695061			1.835	0.00021508448535266538			1.835	0.00026198547921335786			1.835	0.00033114371969606316			1.835	0.0003970015281461684			1.835	0.0004449996866162086			1.835	0.0004703646352350654			1.835	0.0005255915666404214			1.835	0.0005987619436935623			1.835	0.0006084291705595312			1.835	0.0006749741034849407			1.835	0.0007568536436031181			1.835	0.0008239935257693399			1.835	0.0008340154876286571			1.835	0.0008407303138019565		
1.845	0.0			1.845	8.787394655359095e-05			1.845	0.00016543045321175626			1.845	0.0002167555662878817			1.845	0.00024266447842474342			1.845	0.00030423090554991533			1.845	0.00039012108558273263			1.845	0.00047715174877532634			1.845	0.0004852699663412225			1.845	0.0005186108397978391			1.845	0.0006341507729130212			1.845	0.0006613903423720161			1.845	0.0006921047336749603			1.845	0.0007878210469415165			1.845	0.0008520982283750239			1.845	0.0008348224366690511			1.845	0.0008307240008805935		
1.855	0.0			1.855	9.686766772296041e-05			1.855	0.00016433058750085468			1.855	0.00021151621186089599			1.855	0.00023850928966591818			1.855	0.00026544163078590945			1.855	0.0003335771740384956			1.855	0.00044340322538497174			1.855	0.00048008818314368093			1.855	0.0005162702976495755			1.855	0.0006315654756109339			1.855	0.0006623490875543079			1.855	0.0007015228369182399			1.855	0.0008023259593349982			1.855	0.0008685430708292337			1.855	0.0008624581024777584			1.855	0.0008376718850609315		
1.865	0.0			1.865	7.779041012541609e-05			1.865	0.00015515639580500554			1.865	0.00022384952077064487			1.865	0.00026732660647225183			1.865	0.00026992173184884244			1.865	0.0003302755130345346			1.865	0.0004130808928668969			1.865	0.0004375406952669463			1.865	0.000484176248832476			1.865	0.0005957084024011101			1.865	0.0006671503432555168			1.865	0.0007307543520748787			1.865	0.0008070768899703174			1.865	0.000851561912709269			1.865	0.0008530363189166588			1.865	0.0008578743030615235		
1.875	0.0			1.875	5.438137426850306e-05			1.875	0.00015210729777141932			1.875	0.00021182482296428341			1.875	0.00026155995500173516			1.875	0.0002942410583582307			1.875	0.0003746618435564146			1.875	0.00043914188130669737			1.875	0.0004615132062644956			1.875	0.0005131949378200477			1.875	0.0006095393298774792			1.875	0.0006742164843972791			1.875	0.000734217114979406			1.875	0.0008098499624136684			1.875	0.0008429198714561244			1.875	0.0008389746793010075			1.875	0.0009004436869777979		
1.885	0.0			1.885	3.918733863675646e-05			1.885	0.00014859095132386778			1.885	0.0002064337429083393			1.885	0.00025376713225633144			1.885	0.0002912377590035952			1.885	0.00036572340589559			1.885	0.00042158835923388393			1.885	0.0004608636017926927			1.885	0.0005428095913503711			1.885	0.0006059998715263598			1.885	0.0006376969916546437			1.885	0.0007034640632711861			1.885	0.0007914512929620693			1.885	0.000835236638711145			1.885	0.0008388763207124623			1.885	0.0009161369737712075		
1.895	0.0			1.895	3.922628061092868e-05			1.895	0.000171215520815888			1.895	0.00022238239482441722			1.895	0.0002767951852760564			1.895	0.00031169117013200945			1.895	0.00035542741723099326			1.895	0.0004214434129512348			1.895	0.00045293200879206584			1.895	0.000522570305143846			1.895	0.0006181886428672833			1.895	0.0006320336882635867			1.895	0.0007113574503390899			1.895	0.0008032697181181382			1.895	0.0008182124303724835			1.895	0.0008308760395978942			1.895	0.0008485224786394168		
1.905	0.0			1.905	3.062646486717225e-05			1.905	0.00017132248797946728			1.905	0.0002135182535995435			1.905	0.0002669400052132865			1.905	0.0003200814702427117			1.905	0.0003720724532405478			1.905	0.00044399718575314085			1.905	0.00047174700986271216			1.905	0.0005261313207929626			1.905	0.0006342464247107534			1.905	0.0006398202066310242			1.905	0.0007017591849790049			1.905	0.0007902048510833126			1.905	0.0007978437497025478			1.905	0.0008274059969065688			1.905	0.0008665735056063352		
1.915	0.0			1.915	3.0442278226921886e-05			1.915	0.00016640044011535543			1.915	0.0002071545662472101			1.915	0.0002618798751348517			1.915	0.00031959456562930433			1.915	0.0003680741813708673			1.915	0.00044045483176477664			1.915	0.00048305556398298014			1.915	0.0005313599521977663			1.915	0.0006014188378618839			1.915	0.0006196600233993419			1.915	0.0006712908141641063			1.915	0.0007842804438885236			1.915	0.0008251551849679762			1.915	0.0008380110445158292			1.915	0.0008938005685827615		
1.925	0.0			1.925	3.181149771631055e-05			1.925	0.0001651243862075895			1.925	0.0002060037831344727			1.925	0.0002707067867694346			1.925	0.0003153019052276991			1.925	0.0003476786600917818			1.925	0.00041744460593032176			1.925	0.0004676306314501873			1.925	0.0005337789315429854			1.925	0.0006193045403014901			1.925	0.0006482838794774046			1.925	0.0006683365603196702			1.925	0.0007513750376279773			1.925	0.0008329042049417138			1.925	0.0008722784028351008			1.925	0.0009011960775948944		
1.935	0.0			1.935	3.6527952321990605e-05			1.935	0.0001688821051116508			1.935	0.0002062269727221841			1.935	0.00026527072828429833			1.935	0.000300546293669535			1.935	0.00033745362298674686			1.935	0.00039572711039280467			1.935	0.0004494421691558919			1.935	0.0005364508806435771			1.935	0.0006364853610255539			1.935	0.0006596524527103921			1.935	0.0006809388973449891			1.935	0.0007361655593886469			1.935	0.000807340816982387			1.935	0.000868321609482748			1.935	0.0008921588846533078		
1.945	0.0			1.945	5.427400846748199e-06			1.945	0.00016384757545443072			1.945	0.00020602751407587322			1.945	0.00026886686908462055			1.945	0.0003150946878967768			1.945	0.00035835182511117234			1.945	0.0004095462151157479			1.945	0.0004543646817870001			1.945	0.0005352272997788043			1.945	0.0006183458310542798			1.945	0.000641100872149837			1.945	0.0006744171493813182			1.945	0.0007581115322055203			1.945	0.0008117874268221342			1.945	0.0008320490900778443			1.945	0.0008683396108754289		
1.955	0.0			1.955	-6.467661661951401e-07			1.955	0.00015361177660858417			1.955	0.00020569118782612367			1.955	0.0002773939724543576			1.955	0.00030631454422317577			1.955	0.000345957602254027			1.955	0.0004395592670490925			1.955	0.00046543886651036486			1.955	0.0005007398100098333			1.955	0.0006150761907939349			1.955	0.0006776444198420249			1.955	0.000716314605476154			1.955	0.0007891934913668059			1.955	0.0008337337383639796			1.955	0.000832486313020943			1.955	0.0008795303635176563		
1.965	0.0			1.965	1.0146611034446081e-05			1.965	0.00014485802149252915			1.965	0.00019203203867768957			1.965	0.0002631698949474647			1.965	0.00028346893748733255			1.965	0.00031215425862063183			1.965	0.00042479537321414617			1.965	0.0004667027642391356			1.965	0.0005276496958887374			1.965	0.0006454902312043526			1.965	0.0006805270662838077			1.965	0.0007341204029017478			1.965	0.0007846924950493155			1.965	0.0008152679691283294			1.965	0.0008428642021357646			1.965	0.0008838475183872935		
1.975	0.0			1.975	0.0			1.975	0.0001617850098714348			1.975	0.0002018899014368749			1.975	0.00027028966810281114			1.975	0.0002965588486412191			1.975	0.00033176328464527637			1.975	0.0004337930195347308			1.975	0.0004773925056797352			1.975	0.000537297686885265			1.975	0.0006156138859689757			1.975	0.0006461802777084067			1.975	0.00070867337721988			1.975	0.0007502158000960576			1.975	0.0007927023003961981			1.975	0.0008343774370316549			1.975	0.0008641686597680234		
1.985	0.0			1.985	0.0			1.985	0.0001867910023715071			1.985	0.00023056638645679243			1.985	0.00028978147173790126			1.985	0.000309949295260292			1.985	0.000359380354176279			1.985	0.00044907610646396223			1.985	0.00048693929090046884			1.985	0.0005063939390421062			1.985	0.0005940520473847801			1.985	0.0006395654932398265			1.985	0.0006766766900299605			1.985	0.0007348010900030041			1.985	0.0007798657690368281			1.985	0.0008273531824636024			1.985	0.0008755289071634674		
1.995	0.0			1.995	0.0			1.995	0.00016558870323734654			1.995	0.00022282266076937494			1.995	0.0002831279867610717			1.995	0.00032132317864974673			1.995	0.00037527025983197313			1.995	0.00042884850855725253			1.995	0.0004653781628056309			1.995	0.000488011063572838			1.995	0.0005859223639827315			1.995	0.0006543941282835763			1.995	0.0006793131806434307			1.995	0.0007143766496703913			1.995	0.0007566856951449819			1.995	0.0008174211224563087			1.995	0.0008600288917390052		
2.005	0.0			2.005	0.0			2.005	0.00015627897079283637			2.005	0.00020950142643821648			2.005	0.00028011905848613093			2.005	0.00032958878420141124			2.005	0.00038927946684887165			2.005	0.0004450755469478248			2.005	0.00048580187462068903			2.005	0.0005002097591077712			2.005	0.0005575869681721293			2.005	0.0006483731871392216			2.005	0.0007181696126702202			2.005	0.0007531965219794152			2.005	0.00079893282224615			2.005	0.0008662778850400867			2.005	0.0008569688350460936		
2.015	0.0			2.015	0.0			2.015	0.00015199522460852282			2.015	0.0001987087979866586			2.015	0.00029917515356553994			2.015	0.0003461696422916047			2.015	0.0003879896826296668			2.015	0.000456696894810621			2.015	0.000495208787301362			2.015	0.0004934499861646578			2.015	0.0005529781661435478			2.015	0.0006207859563771857			2.015	0.0006947757323925492			2.015	0.0007814837043684239			2.015	0.0008406360984652159			2.015	0.0009026500096478193			2.015	0.0008879912800338517		
2.025	0.0			2.025	0.0			2.025	0.0001701628249753953			2.025	0.00020799285206570366			2.025	0.0002912615776904667			2.025	0.00032239477257334285			2.025	0.00034488267877454517			2.025	0.0004199228680478949			2.025	0.00043481262998119815			2.025	0.0004730851080967236			2.025	0.0005848620462448172			2.025	0.0006310206178608884			2.025	0.0006604038245040674			2.025	0.0007216069694688431			2.025	0.000826377142955871			2.025	0.0009201835720041742			2.025	0.0009536445113290253		
2.035	0.0			2.035	0.0			2.035	0.0001652767598032362			2.035	0.00020211150598581763			2.035	0.00027539788014161907			2.035	0.0002941034477592043			2.035	0.00032119373323089614			2.035	0.0004127873067605927			2.035	0.00041754905217345156			2.035	0.0004770926555975139			2.035	0.0005878016803205302			2.035	0.0006264900837370322			2.035	0.0006952117180254871			2.035	0.0007414473323087754			2.035	0.0007916137207466			2.035	0.0008585707082055838			2.035	0.000895289056166962		
2.045	0.0			2.045	0.0			2.045	0.0001571424112283565			2.045	0.00020010124386265685			2.045	0.00027487596530181927			2.045	0.0003040030949204371			2.045	0.00037419269205561087			2.045	0.00048253764337194004			2.045	0.00046454063162270975			2.045	0.0004995367328635648			2.045	0.000601043257674798			2.045	0.0006373188266377866			2.045	0.0007141494556245929			2.045	0.0007542039903781378			2.045	0.0007856776450294512			2.045	0.0008368626104806777			2.045	0.000869528140931827		
2.055	0.0			2.055	0.0			2.055	0.00015938156504030588			2.055	0.00021207410335644824			2.055	0.0002739166169978069			2.055	0.00030003680944595265			2.055	0.0003876885421472564			2.055	0.000486627759873461			2.055	0.0004925013522815379			2.055	0.0005291861502606782			2.055	0.0006056434698510421			2.055	0.0006545188019662179			2.055	0.0007091765411683604			2.055	0.0007459776790399519			2.055	0.0007900736426003757			2.055	0.0008514790955646878			2.055	0.0008964428918363691		
2.065	0.0			2.065	0.0			2.065	0.00015887451063701185			2.065	0.0002168925343102356			2.065	0.00028548830747873554			2.065	0.00031143271110334585			2.065	0.00035811070467828754			2.065	0.00044630707610484027			2.065	0.0005097293279337025			2.065	0.0005223707973036173			2.065	0.000556145643092687			2.065	0.000625111179240257			2.065	0.0006976700530562252			2.065	0.0007736389632347279			2.065	0.0008174953808463046			2.065	0.0008255100724268306			2.065	0.0008667023003686977		
2.075	0.0			2.075	0.0			2.075	0.00015082630256140451			2.075	0.00020423940513308365			2.075	0.0002870413874653224			2.075	0.0003444542390042198			2.075	0.0003777240695971707			2.075	0.00044853919306855216			2.075	0.0005145388627325139			2.075	0.0005136494649316713			2.075	0.000572162310964968			2.075	0.0006524463445946067			2.075	0.00070228438564897			2.075	0.0007892897255164056			2.075	0.0008543332925444615			2.075	0.0008347061889322938			2.075	0.0008687923596495898		
