E (meV)	but_OD_2K_0.29A-1	err	E (meV)	but_OD_2K_0.44A-1	err	E (meV)	but_OD_2K_0.59A-1	err	E (meV)	but_OD_2K_0.71A-1	err	E (meV)	but_OD_2K_0.84A-1	err	E (meV)	but_OD_2K_0.95A-1	err	E (meV)	but_OD_2K_1.07A-1	err	E (meV)	but_OD_2K_1.18A-1	err	E (meV)	but_OD_2K_1.29A-1	err	E (meV)	but_OD_2K_1.39A-1	err	E (meV)	but_OD_2K_1.48A-1	err	E (meV)	but_OD_2K_1.57A-1	err	E (meV)	but_OD_2K_1.65A-1	err	E (meV)	but_OD_2K_1.72A-1	err	E (meV)	but_OD_2K_1.79A-1	err	E (meV)	but_OD_2K_1.84A-1	err	E (meV)	but_OD_2K_1.89A-1	err	E (meV)	but_OD_2K_1.93A-1	err
-0.136019	0.4038334	0.362291	-0.136019	0.1252738	0.2042502	-0.136019	0.0	0.0	-0.136019	-0.02824775	0.04305618	-0.136019	0.0	0.0	-0.136019	0.0	0.0	-0.136019	0.1336653	0.1789939	-0.136019	0.1325076	0.1731938	-0.136019	0.0	0.0	-0.136019	0.0	0.0	-0.136019	0.0	0.0	-0.136019	0.0	0.0	-0.136019	0.0	0.0	-0.136019	-0.009274963	0.03427597	-0.136019	0.1616159	0.201687	-0.136019	0.0	0.0	-0.136019	0.0	0.0	-0.136019	0.0	0.0
-0.135419	0.1134595	0.2334776	-0.135419	0.1686796	0.2300939	-0.135419	0.0	0.0	-0.135419	0.0	0.0	-0.135419	0.0	0.0	-0.135419	0.0	0.0	-0.135419	0.1046324	0.1584661	-0.135419	0.09232175	0.144666	-0.135419	0.0	0.0	-0.135419	0.0	0.0	-0.135419	0.0	0.0	-0.135419	0.0	0.0	-0.135419	0.0	0.0	-0.135419	-0.003000209	0.01950533	-0.135419	0.0	0.0	-0.135419	0.0	0.0	-0.135419	0.0	0.0	-0.135419	0.0	0.0
-0.134819	0.1321407	0.241535	-0.134819	-0.05552382	0.06010477	-0.134819	0.0	0.0	-0.134819	0.0	0.0	-0.134819	0.200533	0.2455051	-0.134819	0.1884174	0.2198964	-0.134819	0.0	0.0	-0.134819	0.02357351	0.07360351	-0.134819	-0.00632843	0.01770389	-0.134819	0.0	0.0	-0.134819	-0.009363439	0.02094402	-0.134819	-0.005677037	0.02654202	-0.134819	-0.0006830122	0.009896439	-0.134819	0.0	0.0	-0.134819	0.0	0.0	-0.134819	-0.0002557542	0.007185387	-0.134819	0.0	0.0	-0.134819	0.0	0.0
-0.134219	0.0812087	0.1933241	-0.134219	-0.03131003	0.07376038	-0.134219	-0.009631264	0.06586733	-0.134219	0.0	0.0	-0.134219	0.1001402	0.1735953	-0.134219	0.0609058	0.1335747	-0.134219	0.0	0.0	-0.134219	0.1980918	0.2147642	-0.134219	-0.04184379	0.04729002	-0.134219	0.0	0.0	-0.134219	-0.0373963	0.04180849	-0.134219	-0.0002670364	0.005748208	-0.134219	-0.005951761	0.02921308	-0.134219	0.0	0.0	-0.134219	0.0	0.0	-0.134219	-0.005604869	0.03361502	-0.134219	0.0	0.0	-0.134219	0.0	0.0
-0.133619	-0.02374147	0.06301519	-0.133619	-0.013653	0.04867709	-0.133619	-0.01212965	0.07392345	-0.133619	0.0	0.0	-0.133619	0.0	0.0	-0.133619	-0.0009849681	0.01201831	-0.133619	0.09442549	0.1521074	-0.133619	-0.001918283	0.01561303	-0.133619	-0.001082063	0.01197711	-0.133619	0.0	0.0	-0.133619	0.0	0.0	-0.133619	0.0	0.0	-0.133619	-0.001120323	0.01267633	-0.133619	0.0	0.0	-0.133619	0.0	0.0	-0.133619	-0.003944341	0.02818732	-0.133619	0.0	0.0	-0.133619	0.0	0.0
-0.133019	0.09054668	0.259109	-0.133019	-0.02626044	0.0674111	-0.133019	-0.0002244319	0.01006254	-0.133019	0.0	0.0	-0.133019	0.0	0.0	-0.133019	0.0	0.0	-0.133019	0.1503432	0.1917741	-0.133019	0.0	0.0	-0.133019	0.0	0.0	-0.133019	0.0	0.0	-0.133019	-0.003168198	0.01204918	-0.133019	-0.0005302075	0.008092531	-0.133019	-0.005975358	0.02922326	-0.133019	0.0	0.0	-0.133019	0.0	0.0	-0.133019	0.0	0.0	-0.133019	0.0	0.0	-0.133019	0.0	0.0
-0.132419	-0.02124756	0.1930967	-0.132419	-0.02098371	0.060225	-0.132419	0.0	0.0	-0.132419	0.0	0.0	-0.132419	0.0	0.0	-0.132419	0.0	0.0	-0.132419	0.0	0.0	-0.132419	0.0	0.0	-0.132419	0.0	0.0	-0.132419	0.0	0.0	-0.132419	-0.02957766	0.03682212	-0.132419	-0.004176573	0.02271488	-0.132419	0.0	0.0	-0.132419	0.0	0.0	-0.132419	0.0	0.0	-0.132419	0.0	0.0	-0.132419	0.0	0.0	-0.132419	0.0	0.0
-0.131819	-0.02536918	0.04466343	-0.131819	-0.01781574	0.05544982	-0.131819	0.0	0.0	-0.131819	0.0	0.0	-0.131819	0.0	0.0	-0.131819	0.0	0.0	-0.131819	0.0	0.0	-0.131819	0.0	0.0	-0.131819	0.0	0.0	-0.131819	0.0	0.0	-0.131819	-0.01309562	0.02450447	-0.131819	-0.001535846	0.01377597	-0.131819	0.0	0.0	-0.131819	0.0	0.0	-0.131819	0.0	0.0	-0.131819	0.0	0.0	-0.131819	-0.1046338	0.1311284	-0.131819	0.0	0.0
-0.131219	-0.0293163	0.06264929	-0.131219	0.07386739	0.2083104	-0.131219	-0.03032945	0.118073	-0.131219	-0.00948241	0.02454598	-0.131219	0.0	0.0	-0.131219	0.0	0.0	-0.131219	0.0	0.0	-0.131219	-0.0003525393	0.006647216	-0.131219	0.0	0.0	-0.131219	0.0	0.0	-0.131219	0.0	0.0	-0.131219	-0.002340028	0.01721611	-0.131219	0.0	0.0	-0.131219	-0.009578139	0.01947149	-0.131219	0.0	0.0	-0.131219	0.0	0.0	-0.131219	-0.05966824	0.09900626	-0.131219	0.0	0.0
-0.130619	-0.09441601	0.0962996	-0.130619	0.3262582	0.344445	-0.130619	-0.01175922	0.07308726	-0.130619	-0.04375233	0.05269908	-0.130619	0.0	0.0	-0.130619	0.0	0.0	-0.130619	0.0	0.0	-0.130619	-0.003805878	0.0218357	-0.130619	0.0	0.0	-0.130619	0.0	0.0	-0.130619	0.0	0.0	-0.130619	0.1311514	0.1734691	-0.130619	0.0	0.0	-0.130619	-0.02919506	0.03399326	-0.130619	0.0	0.0	-0.130619	0.0	0.0	-0.130619	0.0	0.0	-0.130619	0.0	0.0
-0.130019	0.1056451	0.2469079	-0.130019	0.0346686	0.1827621	-0.130019	0.0	0.0	-0.130019	-0.01022893	0.02545777	-0.130019	0.0	0.0	-0.130019	0.0	0.0	-0.130019	0.0	0.0	-0.130019	-0.001764669	0.01486739	-0.130019	-0.004343475	0.02360874	-0.130019	0.0	0.0	-0.130019	0.0	0.0	-0.130019	0.08553547	0.1372371	-0.130019	-0.005936024	0.02969132	-0.130019	-0.0008040199	0.005633429	-0.130019	0.0	0.0	-0.130019	0.0	0.0	-0.130019	0.0	0.0	-0.130019	0.0	0.0
-0.129419	0.08961784	0.2407778	-0.129419	0.002146112	0.08001623	-0.129419	-0.003383338	0.03938401	-0.129419	-0.002373481	0.02197012	-0.129419	0.0	0.0	-0.129419	0.0	0.0	-0.129419	0.133527	0.1759244	-0.129419	0.0	0.0	-0.129419	-0.006872712	0.03035246	-0.129419	0.0	0.0	-0.129419	0.0	0.0	-0.129419	0.0	0.0	-0.129419	0.2375625	0.2430124	-0.129419	0.0	0.0	-0.129419	-0.001482111	0.0141921	-0.129419	0.08059164	0.175511	-0.129419	0.0	0.0	-0.129419	0.0	0.0
-0.128819	0.08657814	0.2593801	-0.128819	0.1198425	0.2565243	-0.128819	-0.01393911	0.07995845	-0.128819	-0.01077296	0.04678633	-0.128819	0.0	0.0	-0.128819	0.0	0.0	-0.128819	0.09865897	0.1515352	-0.128819	0.0	0.0	-0.128819	0.006403363	0.04372525	-0.128819	0.0	0.0	-0.128819	0.0	0.0	-0.128819	0.0	0.0	-0.128819	0.005661725	0.05327351	-0.128819	0.0	0.0	-0.128819	-0.004486055	0.02469454	-0.128819	0.2423929	0.3045594	-0.128819	0.0	0.0	-0.128819	0.0	0.0
-0.128219	-0.004823418	0.1232164	-0.128219	0.04310553	0.166495	-0.128219	-0.003334488	0.0391075	-0.128219	-0.006012681	0.03492292	-0.128219	0.0	0.0	-0.128219	0.0	0.0	-0.128219	0.0	0.0	-0.128219	0.00728753	0.0404581	-0.128219	0.2189646	0.2291086	-0.128219	0.0	0.0	-0.128219	-5.059765e-05	0.002642276	-0.128219	0.0	0.0	-0.128219	-0.002819668	0.02015289	-0.128219	0.0	0.0	-0.128219	-0.0006534725	0.009428035	-0.128219	0.03479531	0.1155422	-0.128219	0.0	0.0	-0.128219	0.0	0.0
-0.127619	-0.0312865	0.07175334	-0.127619	0.1540392	0.2298845	-0.127619	-0.009553545	0.06539709	-0.127619	0.0	0.0	-0.127619	0.0	0.0	-0.127619	0.0	0.0	-0.127619	0.0	0.0	-0.127619	0.3126084	0.2641179	-0.127619	-0.006483923	0.01963335	-0.127619	0.0	0.0	-0.127619	-0.003677136	0.02250379	-0.127619	-0.001852438	0.01496528	-0.127619	0.0	0.0	-0.127619	-0.002216507	0.0165253	-0.127619	0.0	0.0	-0.127619	0.0	0.0	-0.127619	0.0	0.0	-0.127619	0.0	0.0
-0.127019	-0.07406633	0.08030038	-0.127019	0.3398992	0.3342082	-0.127019	-0.01161668	0.07208325	-0.127019	0.0	0.0	-0.127019	0.0	0.0	-0.127019	0.0	0.0	-0.127019	0.0	0.0	-0.127019	0.1238017	0.1645186	-0.127019	-0.02922919	0.03499774	-0.127019	0.0	0.0	-0.127019	-0.003286828	0.0212597	-0.127019	-0.008305323	0.03185402	-0.127019	0.0	0.0	-0.127019	-0.003713428	0.02138936	-0.127019	0.0	0.0	-0.127019	0.0	0.0	-0.127019	0.0	0.0	-0.127019	0.0	0.0
-0.126419	-0.07158153	0.0761575	-0.126419	0.05686208	0.1417803	-0.126419	0.0	0.0	-0.126419	0.0	0.0	-0.126419	0.0	0.0	-0.126419	0.0	0.0	-0.126419	0.0	0.0	-0.126419	0.0	0.0	-0.126419	-0.007526323	0.01774145	-0.126419	0.0	0.0	-0.126419	0.118623	0.1725526	-0.126419	-0.001914284	0.0153374	-0.126419	-0.004925307	0.01487591	-0.126419	-5.13134e-05	0.00251363	-0.126419	0.08449222	0.1440972	-0.126419	0.0	0.0	-0.126419	0.0	0.0	-0.126419	0.0	0.0
-0.125819	-0.04621002	0.06403818	-0.125819	-0.006348659	0.03287161	-0.125819	0.0	0.0	-0.125819	0.0	0.0	-0.125819	0.0	0.0	-0.125819	0.0	0.0	-0.125819	0.0	0.0	-0.125819	0.0	0.0	-0.125819	0.0	0.0	-0.125819	0.0	0.0	-0.125819	0.1323899	0.1823049	-0.125819	0.0	0.0	-0.125819	-0.04000706	0.04240008	-0.125819	0.0	0.0	-0.125819	0.1507873	0.1964003	-0.125819	0.0	0.0	-0.125819	0.0	0.0	-0.125819	0.0	0.0
-0.125219	-0.09874493	0.0938531	-0.125219	-0.02201067	0.06113676	-0.125219	0.0	0.0	-0.125219	0.0	0.0	-0.125219	0.0	0.0	-0.125219	0.0	0.0	-0.125219	-0.01846954	0.0275594	-0.125219	0.0	0.0	-0.125219	0.0	0.0	-0.125219	0.0	0.0	-0.125219	0.0	0.0	-0.125219	0.0	0.0	-0.125219	0.0	0.0	-0.125219	-0.002553983	0.01762026	-0.125219	0.0	0.0	-0.125219	0.0	0.0	-0.125219	0.0	0.0	-0.125219	0.0	0.0
-0.124619	-0.08348251	0.08973607	-0.124619	-0.02378519	0.07941892	-0.124619	0.0	0.0	-0.124619	0.0	0.0	-0.124619	0.0	0.0	-0.124619	0.0	0.0	-0.124619	-0.022561	0.03039827	-0.124619	0.0	0.0	-0.124619	0.0	0.0	-0.124619	0.0	0.0	-0.124619	0.1398929	0.1849954	-0.124619	0.1356938	0.171212	-0.124619	-7.436887e-05	0.003151764	-0.124619	-0.00348049	0.02055139	-0.124619	0.0	0.0	-0.124619	0.0	0.0	-0.124619	0.0	0.0	-0.124619	0.0	0.0
-0.124019	-0.09253726	0.08533469	-0.124019	0.1120286	0.2322475	-0.124019	0.0	0.0	-0.124019	0.0	0.0	-0.124019	0.0	0.0	-0.124019	0.0	0.0	-0.124019	0.0844764	0.1390436	-0.124019	0.0	0.0	-0.124019	0.0	0.0	-0.124019	0.0	0.0	-0.124019	0.1042683	0.1593534	-0.124019	0.07995537	0.1311206	-0.124019	-0.003550782	0.0217564	-0.124019	0.0	0.0	-0.124019	0.0	0.0	-0.124019	0.0	0.0	-0.124019	0.0	0.0	-0.124019	0.0	0.0
-0.123419	0.04614271	0.2419849	-0.123419	0.1297243	0.2323411	-0.123419	0.0	0.0	-0.123419	-0.04755288	0.05510215	-0.123419	-0.00481387	0.02804985	-0.123419	-0.0377434	0.04125813	-0.123419	0.1353101	0.1759985	-0.123419	0.0	0.0	-0.123419	0.0	0.0	-0.123419	-0.003251536	0.02211942	-0.123419	0.0	0.0	-0.123419	0.0	0.0	-0.123419	-0.003239058	0.02077636	-0.123419	-0.00357475	0.02107473	-0.123419	0.0	0.0	-0.123419	0.0	0.0	-0.123419	0.0	0.0	-0.123419	0.0	0.0
-0.122819	0.2362556	0.3217481	-0.122819	0.2203772	0.2638965	-0.122819	-0.01385703	0.07698541	-0.122819	-0.01629808	0.03226289	-0.122819	0.09640791	0.1704964	-0.122819	-0.01316041	0.0338986	-0.122819	0.009109897	0.04567795	-0.122819	0.0	0.0	-0.122819	0.0	0.0	-0.122819	-0.003937351	0.02435042	-0.122819	-0.0005543065	0.008793725	-0.122819	0.0	0.0	-0.122819	0.0	0.0	-0.122819	0.03523332	0.09253294	-0.122819	0.0	0.0	-0.122819	-0.001251041	0.01573587	-0.122819	0.0	0.0	-0.122819	0.0	0.0
-0.122219	0.1066608	0.2348338	-0.122219	0.03193744	0.1134922	-0.122219	-0.006456546	0.05247359	-0.122219	0.0	0.0	-0.122219	0.1888274	0.2334426	-0.122219	-0.0007818019	0.01047496	-0.122219	0.0	0.0	-0.122219	0.0	0.0	-0.122219	0.0	0.0	-0.122219	-0.004027373	0.02491192	-0.122219	-0.00427545	0.02442077	-0.122219	0.0	0.0	-0.122219	0.0	0.0	-0.122219	0.1744401	0.1958193	-0.122219	0.0	0.0	-0.122219	-0.006920602	0.03700959	-0.122219	0.0	0.0	-0.122219	0.0	0.0
-0.121619	0.1257168	0.2254323	-0.121619	0.2602927	0.3014566	-0.121619	0.0	0.0	-0.121619	0.0	0.0	-0.121619	0.0	0.0	-0.121619	0.0	0.0	-0.121619	0.0	0.0	-0.121619	-0.0041636	0.02239759	-0.121619	0.0	0.0	-0.121619	-0.002680898	0.02032446	-0.121619	-0.001610056	0.0149847	-0.121619	0.0	0.0	-0.121619	0.0	0.0	-0.121619	0.007721318	0.04103607	-0.121619	0.0	0.0	-0.121619	-0.001237456	0.01564766	-0.121619	0.0	0.0	-0.121619	0.0	0.0
-0.121019	-0.009921228	0.1474632	-0.121019	0.1536233	0.2832196	-0.121019	0.0	0.0	-0.121019	0.0	0.0	-0.121019	0.0	0.0	-0.121019	0.0	0.0	-0.121019	0.0	0.0	-0.121019	0.01475547	0.06163713	-0.121019	0.0	0.0	-0.121019	0.0	0.0	-0.121019	0.0	0.0	-0.121019	0.0	0.0	-0.121019	0.0	0.0	-0.121019	0.0	0.0	-0.121019	0.0	0.0	-0.121019	0.0	0.0	-0.121019	0.0	0.0	-0.121019	0.0	0.0
-0.120419	0.144113	0.2532365	-0.120419	-0.07342199	0.07384397	-0.120419	0.0	0.0	-0.120419	0.0	0.0	-0.120419	-0.01964369	0.03164208	-0.120419	-0.02233359	0.03139479	-0.120419	0.0	0.0	-0.120419	0.1398964	0.1750391	-0.120419	-0.0005225735	0.008107645	-0.120419	0.0	0.0	-0.120419	0.0	0.0	-0.120419	0.0	0.0	-0.120419	0.0	0.0	-0.120419	0.0	0.0	-0.120419	-0.01154481	0.0222852	-0.120419	-0.002251313	0.02127968	-0.120419	0.0	0.0	-0.120419	0.0	0.0
-0.119819	-0.02899093	0.1201203	-0.119819	-0.03587691	0.05372306	-0.119819	-0.002125814	0.03050301	-0.119819	0.0	0.0	-0.119819	-0.03895791	0.05490194	-0.119819	-0.02137853	0.03071822	-0.119819	0.0	0.0	-0.119819	0.0626826	0.1171791	-0.119819	-0.00808448	0.03204409	-0.119819	-0.002677247	0.01974999	-0.119819	0.0	0.0	-0.119819	0.0	0.0	-0.119819	0.0	0.0	-0.119819	0.0	0.0	-0.119819	-0.0295723	0.03567535	-0.119819	-0.006680791	0.03661512	-0.119819	0.0	0.0	-0.119819	0.0	0.0
-0.119219	-0.07064783	0.07086726	-0.119219	-0.07513481	0.1159245	-0.119219	-0.02191336	0.0977947	-0.119219	-0.007751037	0.03955986	-0.119219	-0.007482316	0.03280938	-0.119219	-0.000421742	0.004315489	-0.119219	0.0	0.0	-0.119219	0.0	0.0	-0.119219	-0.003417821	0.02101039	-0.119219	-0.004059373	0.02431565	-0.119219	0.0	0.0	-0.119219	0.0	0.0	-0.119219	0.0	0.0	-0.119219	0.0	0.0	-0.119219	-0.001913853	0.009076318	-0.119219	-0.0004569019	0.00957164	-0.119219	0.0	0.0	-0.119219	0.0	0.0
-0.118619	-0.02304908	0.05195315	-0.118619	0.1410157	0.2433749	-0.118619	-0.01454219	0.07915582	-0.118619	-0.001588752	0.01789899	-0.118619	0.0	0.0	-0.118619	0.0	0.0	-0.118619	0.0	0.0	-0.118619	0.0	0.0	-0.118619	0.0	0.0	-0.118619	0.0	0.0	-0.118619	0.09068365	0.1528445	-0.118619	0.0	0.0	-0.118619	0.0	0.0	-0.118619	-0.001158469	0.01193517	-0.118619	0.0	0.0	-0.118619	0.0	0.0	-0.118619	0.0	0.0	-0.118619	0.0	0.0
-0.118019	-0.01989429	0.05653845	-0.118019	0.2279348	0.2725529	-0.118019	-0.002845216	0.03501973	-0.118019	0.0	0.0	-0.118019	0.0	0.0	-0.118019	0.0	0.0	-0.118019	0.0	0.0	-0.118019	0.0	0.0	-0.118019	-0.002423493	0.01756938	-0.118019	0.0	0.0	-0.118019	0.1391494	0.1919217	-0.118019	0.1235628	0.1615284	-0.118019	0.0	0.0	-0.118019	-0.004333816	0.0230695	-0.118019	0.0	0.0	-0.118019	0.0	0.0	-0.118019	0.0	0.0	-0.118019	0.0	0.0
-0.117419	-0.020513	0.05728705	-0.117419	0.3572119	0.3533123	-0.117419	0.0	0.0	-0.117419	0.2951844	0.3228636	-0.117419	0.0	0.0	-0.117419	0.0	0.0	-0.117419	0.0	0.0	-0.117419	0.0	0.0	-0.117419	-0.009741964	0.03514827	-0.117419	0.0	0.0	-0.117419	0.002097502	0.03900058	-0.117419	0.08702026	0.1373068	-0.117419	0.0	0.0	-0.117419	-0.001240543	0.01208119	-0.117419	0.0	0.0	-0.117419	0.0	0.0	-0.117419	0.0	0.0	-0.117419	0.0	0.0
-0.116819	-0.03188748	0.07144533	-0.116819	-0.05239902	0.05379037	-0.116819	0.0	0.0	-0.116819	0.04512329	0.1379129	-0.116819	0.0	0.0	-0.116819	0.0	0.0	-0.116819	0.0	0.0	-0.116819	0.0	0.0	-0.116819	0.0	0.0	-0.116819	0.0	0.0	-0.116819	0.0	0.0	-0.116819	-0.003979669	0.02139399	-0.116819	0.0	0.0	-0.116819	-0.004043293	0.02172319	-0.116819	-0.001641051	0.01500019	-0.116819	0.0	0.0	-0.116819	0.0	0.0	-0.116819	0.0	0.0
-0.116219	-0.02590221	0.0643497	-0.116219	-0.008300574	0.03710234	-0.116219	0.0	0.0	-0.116219	-0.0006781455	0.01166234	-0.116219	0.0	0.0	-0.116219	0.0	0.0	-0.116219	0.0	0.0	-0.116219	0.0	0.0	-0.116219	0.0	0.0	-0.116219	0.0	0.0	-0.116219	0.0	0.0	-0.116219	-0.004646691	0.02365349	-0.116219	0.0	0.0	-0.116219	0.06717965	0.1215328	-0.116219	-0.004351333	0.02439774	-0.116219	0.0	0.0	-0.116219	0.0	0.0	-0.116219	0.0	0.0
