E (meV)	but_OD_250K_0.29A-1	err	E (meV)	but_OD_250K_0.44A-1	err	E (meV)	but_OD_250K_0.59A-1	err	E (meV)	but_OD_250K_0.71A-1	err	E (meV)	but_OD_250K_0.84A-1	err	E (meV)	but_OD_250K_0.95A-1	err	E (meV)	but_OD_250K_1.07A-1	err	E (meV)	but_OD_250K_1.18A-1	err	E (meV)	but_OD_250K_1.29A-1	err	E (meV)	but_OD_250K_1.39A-1	err	E (meV)	but_OD_250K_1.48A-1	err	E (meV)	but_OD_250K_1.57A-1	err	E (meV)	but_OD_250K_1.65A-1	err	E (meV)	but_OD_250K_1.72A-1	err	E (meV)	but_OD_250K_1.79A-1	err	E (meV)	but_OD_250K_1.84A-1	err	E (meV)	but_OD_250K_1.89A-1	err	E (meV)	but_OD_250K_1.93A-1	err
-0.05321897	1.366344	0.2534646	-0.05321897	1.82842	0.3029142	-0.05321897	4.145082	0.6862978	-0.05321897	3.454189	0.4251602	-0.05321897	3.814404	0.4019216	-0.05321897	3.810033	0.3758536	-0.05321897	3.818769	0.3654133	-0.05321897	4.223772	0.3690028	-0.05321897	3.897743	0.3626759	-0.05321897	3.955187	0.391971	-0.05321897	3.592854	0.3627565	-0.05321897	2.816008	0.3004097	-0.05321897	3.161219	0.3498435	-0.05321897	2.773236	0.2990467	-0.05321897	2.683314	0.3128852	-0.05321897	2.396282	0.3563512	-0.05321897	2.644473	0.5887038	-0.05321897	2.025627	1.155266
-0.05261897	1.354059	0.2540146	-0.05261897	1.91579	0.3112035	-0.05261897	3.523394	0.6324898	-0.05261897	3.901022	0.4520922	-0.05261897	3.971766	0.4103256	-0.05261897	3.87843	0.3818204	-0.05261897	3.817056	0.3643721	-0.05261897	4.000056	0.3593136	-0.05261897	3.374491	0.3385757	-0.05261897	4.074113	0.3979772	-0.05261897	3.373444	0.3508814	-0.05261897	3.201937	0.3218223	-0.05261897	2.833651	0.3209118	-0.05261897	3.120777	0.3183629	-0.05261897	2.417486	0.2955873	-0.05261897	2.341743	0.3484995	-0.05261897	2.189803	0.5358963	-0.05261897	1.126281	0.8619556
-0.05201897	1.382012	0.2589206	-0.05201897	2.019538	0.3204454	-0.05201897	3.735102	0.6511746	-0.05201897	3.374249	0.4205115	-0.05201897	3.885431	0.4058957	-0.05201897	3.876899	0.3789713	-0.05201897	4.357355	0.3842926	-0.05201897	3.776272	0.3482878	-0.05201897	3.895703	0.3647157	-0.05201897	3.580113	0.3726942	-0.05201897	3.320841	0.3464763	-0.05201897	3.494207	0.3371182	-0.05201897	3.106615	0.3386574	-0.05201897	2.694918	0.2940705	-0.05201897	2.572708	0.302805	-0.05201897	2.514053	0.3617153	-0.05201897	1.784034	0.4861912	-0.05201897	2.816388	1.363509
-0.05141897	1.301492	0.2473999	-0.05141897	2.466743	0.3438572	-0.05141897	4.369705	0.7049139	-0.05141897	4.04417	0.4608597	-0.05141897	4.213587	0.4268659	-0.05141897	4.130628	0.3903689	-0.05141897	4.660774	0.3973292	-0.05141897	3.756607	0.3476115	-0.05141897	3.451334	0.3410858	-0.05141897	4.077773	0.3979717	-0.05141897	3.48865	0.3551126	-0.05141897	3.268724	0.3278622	-0.05141897	3.026053	0.3330812	-0.05141897	2.951229	0.3080756	-0.05141897	2.857503	0.3248126	-0.05141897	2.655919	0.3713744	-0.05141897	2.298107	0.554269	-0.05141897	0.8605063	0.7546366
-0.05081897	1.088296	0.2374174	-0.05081897	2.365291	0.3381861	-0.05081897	5.009512	0.7567448	-0.05081897	4.173937	0.4667873	-0.05081897	4.47898	0.4362227	-0.05081897	4.433686	0.4042178	-0.05081897	4.451456	0.3880782	-0.05081897	3.985233	0.359706	-0.05081897	3.195946	0.328077	-0.05081897	4.135061	0.4005729	-0.05081897	3.547103	0.3584576	-0.05081897	3.252974	0.3254264	-0.05081897	2.944593	0.3265959	-0.05081897	2.903821	0.3050882	-0.05081897	2.742095	0.3115526	-0.05081897	2.930273	0.3904311	-0.05081897	2.249567	0.5430184	-0.05081897	0.8180841	0.7331418
-0.05021897	1.134546	0.2506854	-0.05021897	2.211744	0.3183078	-0.05021897	3.966382	0.6917663	-0.05021897	3.406473	0.425203	-0.05021897	4.548938	0.4391854	-0.05021897	4.028831	0.3852063	-0.05021897	4.415433	0.3869406	-0.05021897	4.110903	0.3644077	-0.05021897	4.015128	0.3678276	-0.05021897	4.350513	0.4112489	-0.05021897	3.596241	0.3605825	-0.05021897	3.13834	0.3174953	-0.05021897	2.886734	0.3241381	-0.05021897	2.821154	0.3014052	-0.05021897	2.435354	0.2938156	-0.05021897	2.639407	0.3697888	-0.05021897	2.183958	0.5375786	-0.05021897	1.055914	0.8362314
-0.04961897	1.237209	0.2474184	-0.04961897	3.361487	0.3814399	-0.04961897	3.891566	0.6677821	-0.04961897	3.612326	0.4381648	-0.04961897	4.403725	0.4356146	-0.04961897	4.551665	0.4099394	-0.04961897	4.389856	0.3887102	-0.04961897	3.774073	0.349685	-0.04961897	4.049866	0.3706573	-0.04961897	4.426134	0.4161287	-0.04961897	3.081088	0.3331744	-0.04961897	3.185404	0.3212238	-0.04961897	2.681983	0.3116031	-0.04961897	2.984417	0.3117726	-0.04961897	2.351117	0.292988	-0.04961897	2.450591	0.3558936	-0.04961897	2.29657	0.5537172	-0.04961897	2.339601	1.243876
-0.04901897	1.30316	0.2547524	-0.04901897	2.580382	0.3381274	-0.04901897	3.220429	0.6037925	-0.04901897	3.601843	0.4372344	-0.04901897	4.335562	0.4274958	-0.04901897	4.668638	0.4175941	-0.04901897	3.860261	0.3641287	-0.04901897	3.585444	0.3432312	-0.04901897	4.203242	0.3774169	-0.04901897	3.980559	0.3954181	-0.04901897	3.682451	0.3646086	-0.04901897	3.606935	0.3394604	-0.04901897	3.207196	0.3402511	-0.04901897	2.906299	0.3055619	-0.04901897	2.793799	0.3142516	-0.04901897	2.448483	0.3565699	-0.04901897	2.00785	0.5176397	-0.04901897	3.259455	1.464279
-0.04841897	1.776997	0.2971198	-0.04841897	2.924879	0.3605173	-0.04841897	4.673541	0.7270631	-0.04841897	4.076885	0.4641438	-0.04841897	4.523908	0.4372652	-0.04841897	4.243549	0.3970946	-0.04841897	4.118209	0.3737449	-0.04841897	4.186619	0.3691173	-0.04841897	4.296634	0.3802196	-0.04841897	3.469013	0.3661255	-0.04841897	3.686311	0.3650091	-0.04841897	3.237771	0.3208339	-0.04841897	3.663711	0.3638545	-0.04841897	3.230089	0.321096	-0.04841897	2.372021	0.2891405	-0.04841897	2.581919	0.3669043	-0.04841897	2.522483	0.5792355	-0.04841897	3.706765	1.559823
-0.04781897	1.594269	0.2749559	-0.04781897	3.51066	0.3913538	-0.04781897	3.959049	0.6703973	-0.04781897	4.094658	0.4625104	-0.04781897	4.399485	0.431713	-0.04781897	4.528271	0.4111779	-0.04781897	4.779405	0.4027671	-0.04781897	4.422494	0.3790173	-0.04781897	4.390197	0.3846659	-0.04781897	3.933303	0.3901938	-0.04781897	3.181979	0.3388374	-0.04781897	3.058204	0.3149053	-0.04781897	3.194177	0.3397984	-0.04781897	3.200202	0.3197851	-0.04781897	2.240159	0.2815513	-0.04781897	2.586154	0.3655994	-0.04781897	3.276961	0.6827828	-0.04781897	2.655895	1.3213
-0.04721897	1.461148	0.2597268	-0.04721897	2.866661	0.3629355	-0.04721897	3.70469	0.6481435	-0.04721897	4.441417	0.4805949	-0.04721897	4.880449	0.4536989	-0.04721897	5.068211	0.433587	-0.04721897	4.705219	0.3987726	-0.04721897	4.364991	0.3759357	-0.04721897	4.624532	0.3939667	-0.04721897	3.899284	0.3883585	-0.04721897	3.42279	0.351019	-0.04721897	3.442868	0.3311602	-0.04721897	3.294898	0.3456498	-0.04721897	2.89947	0.3041535	-0.04721897	2.555893	0.3001696	-0.04721897	2.591488	0.3658238	-0.04721897	2.705355	0.5949392	-0.04721897	2.18225	1.195976
-0.04661897	1.078568	0.2357063	-0.04661897	2.661926	0.3654696	-0.04661897	3.374431	0.6188335	-0.04661897	4.535694	0.4861055	-0.04661897	4.796248	0.4501117	-0.04661897	5.257806	0.4433757	-0.04661897	5.063778	0.4135374	-0.04661897	3.794448	0.3509777	-0.04661897	4.729916	0.3992024	-0.04661897	4.067819	0.3973828	-0.04661897	3.865691	0.3732132	-0.04661897	3.152039	0.318162	-0.04661897	3.185153	0.3398534	-0.04661897	2.970501	0.3080705	-0.04661897	2.38025	0.2916576	-0.04661897	2.564924	0.3648696	-0.04661897	2.223017	0.5386198	-0.04661897	2.563665	1.294564
-0.04601897	1.229624	0.2464286	-0.04601897	2.837492	0.372566	-0.04601897	3.682374	0.6454891	-0.04601897	4.63103	0.4913115	-0.04601897	4.749102	0.4507533	-0.04601897	5.127512	0.4346957	-0.04601897	4.80107	0.4029131	-0.04601897	4.571351	0.3850323	-0.04601897	4.58198	0.3946608	-0.04601897	3.97918	0.3928112	-0.04601897	3.7651	0.3681418	-0.04601897	3.374742	0.3296136	-0.04601897	3.390642	0.3501121	-0.04601897	2.800851	0.3014852	-0.04601897	2.49582	0.2998973	-0.04601897	3.35039	0.4157089	-0.04601897	2.659241	0.6096215	-0.04601897	4.152506	1.644975
-0.04541897	1.49258	0.2719627	-0.04541897	2.939704	0.3595954	-0.04541897	3.377897	0.6179688	-0.04541897	5.60402	0.5400992	-0.04541897	4.659183	0.4488697	-0.04541897	4.910791	0.4246406	-0.04541897	5.30742	0.4263785	-0.04541897	4.461494	0.3787821	-0.04541897	4.55998	0.3915665	-0.04541897	3.642181	0.3760268	-0.04541897	3.86521	0.3728308	-0.04541897	3.766587	0.3461493	-0.04541897	3.075594	0.3331405	-0.04541897	2.700529	0.2951736	-0.04541897	2.445632	0.2974528	-0.04541897	3.299973	0.4125059	-0.04541897	3.297734	0.6682644	-0.04541897	3.10157	1.487172
-0.04481897	1.581747	0.2829943	-0.04481897	3.112256	0.3717866	-0.04481897	4.245044	0.6933597	-0.04481897	5.062123	0.5151937	-0.04481897	4.899614	0.4551489	-0.04481897	5.031107	0.4318938	-0.04481897	5.107236	0.4226822	-0.04481897	4.806961	0.3928179	-0.04481897	4.355488	0.3823567	-0.04481897	4.267906	0.406769	-0.04481897	3.244398	0.3417267	-0.04481897	4.016695	0.359273	-0.04481897	2.855055	0.3219232	-0.04481897	2.592264	0.291452	-0.04481897	2.584422	0.3063257	-0.04481897	2.4305	0.3586981	-0.04481897	2.203734	0.5368006	-0.04481897	3.065669	1.421609
-0.04421897	1.400297	0.2733282	-0.04421897	3.032056	0.3672955	-0.04421897	3.770476	0.6528745	-0.04421897	4.946394	0.5148639	-0.04421897	4.834445	0.4543579	-0.04421897	5.064202	0.4326224	-0.04421897	4.943959	0.4108579	-0.04421897	4.815615	0.3925943	-0.04421897	4.520621	0.3890096	-0.04421897	4.547908	0.4190908	-0.04421897	3.58511	0.3587729	-0.04421897	3.521245	0.3355298	-0.04421897	3.20144	0.3395466	-0.04421897	2.792307	0.3000006	-0.04421897	2.505113	0.3014168	-0.04421897	2.392716	0.3557749	-0.04421897	2.766533	0.600555	-0.04421897	2.765804	1.349321
-0.04361897	1.28707	0.2570452	-0.04361897	3.513616	0.391014	-0.04361897	3.029957	0.5852189	-0.04361897	5.303165	0.534133	-0.04361897	4.830754	0.455744	-0.04361897	5.00065	0.4282605	-0.04361897	5.23941	0.4200875	-0.04361897	4.683318	0.3868235	-0.04361897	4.283744	0.38178	-0.04361897	4.516712	0.4173451	-0.04361897	3.454214	0.3529109	-0.04361897	3.696793	0.3422928	-0.04361897	3.401798	0.3498943	-0.04361897	3.216143	0.322087	-0.04361897	2.602587	0.3022938	-0.04361897	2.772891	0.3782927	-0.04361897	2.889359	0.6134971	-0.04361897	1.882297	1.109883
-0.04301897	1.620411	0.2801329	-0.04301897	2.552454	0.3341624	-0.04301897	4.637563	0.7232972	-0.04301897	4.559978	0.4872585	-0.04301897	4.882357	0.4532874	-0.04301897	5.289501	0.4411352	-0.04301897	5.503376	0.4317913	-0.04301897	4.733742	0.3888681	-0.04301897	4.787398	0.4007362	-0.04301897	3.868753	0.39025	-0.04301897	3.62526	0.3605711	-0.04301897	4.351895	0.3712612	-0.04301897	3.365561	0.3491421	-0.04301897	3.109401	0.3150647	-0.04301897	2.593737	0.3013917	-0.04301897	2.272713	0.3427536	-0.04301897	3.076416	0.6327748	-0.04301897	3.271488	1.465494
-0.04241897	1.814742	0.2963981	-0.04241897	2.822584	0.3581066	-0.04241897	4.187107	0.687113	-0.04241897	5.286781	0.5244601	-0.04241897	5.545071	0.4835252	-0.04241897	5.484012	0.451358	-0.04241897	4.89479	0.4070001	-0.04241897	4.756896	0.3914735	-0.04241897	4.967146	0.4080306	-0.04241897	4.514149	0.4170099	-0.04241897	3.890093	0.373894	-0.04241897	3.631639	0.3391487	-0.04241897	2.980421	0.3275356	-0.04241897	3.080312	0.3130064	-0.04241897	2.82322	0.3146572	-0.04241897	2.283651	0.3437871	-0.04241897	3.272923	0.6530724	-0.04241897	3.090508	1.423243
-0.04181897	1.702695	0.284075	-0.04181897	2.965617	0.3730463	-0.04181897	5.105302	0.7722915	-0.04181897	5.404341	0.5341616	-0.04181897	5.288624	0.4742727	-0.04181897	4.763267	0.4178413	-0.04181897	5.262916	0.4204636	-0.04181897	5.010526	0.4031985	-0.04181897	4.761159	0.3993377	-0.04181897	4.368937	0.4101143	-0.04181897	3.75142	0.3668051	-0.04181897	3.674909	0.3410517	-0.04181897	2.861327	0.3237293	-0.04181897	2.877081	0.3023629	-0.04181897	2.636469	0.3037119	-0.04181897	2.714816	0.3745484	-0.04181897	2.19029	0.5342109	-0.04181897	1.634592	1.034242
-0.04121897	1.568445	0.2765536	-0.04121897	2.697042	0.3520598	-0.04121897	4.703252	0.7349485	-0.04121897	4.922197	0.5066717	-0.04121897	5.078274	0.4634795	-0.04121897	5.05514	0.4299435	-0.04121897	4.83944	0.4034485	-0.04121897	5.45498	0.4174269	-0.04121897	4.27737	0.3804999	-0.04121897	4.454448	0.4168893	-0.04121897	3.898387	0.3748682	-0.04121897	3.739125	0.3445331	-0.04121897	3.535624	0.359894	-0.04121897	3.38242	0.3291942	-0.04121897	2.737932	0.3092958	-0.04121897	2.590574	0.3674224	-0.04121897	2.728732	0.5952451	-0.04121897	1.777766	1.078292
-0.04061897	1.823502	0.2902915	-0.04061897	3.471856	0.3977008	-0.04061897	4.104432	0.6801784	-0.04061897	4.756105	0.4971816	-0.04061897	4.985635	0.4604028	-0.04061897	5.152364	0.4340702	-0.04061897	4.889204	0.4051845	-0.04061897	5.289944	0.4105477	-0.04061897	4.657611	0.3962166	-0.04061897	4.672109	0.4250499	-0.04061897	4.144219	0.3900127	-0.04061897	3.447046	0.3323839	-0.04061897	3.718932	0.3671951	-0.04061897	3.459383	0.333372	-0.04061897	2.266076	0.2814419	-0.04061897	2.356921	0.3565711	-0.04061897	2.75423	0.599176	-0.04061897	3.297382	1.467179
-0.04001897	1.767573	0.2795649	-0.04001897	3.617968	0.410854	-0.04001897	5.065642	0.7563064	-0.04001897	5.504362	0.5340405	-0.04001897	5.034429	0.4593709	-0.04001897	5.39593	0.445624	-0.04001897	5.145063	0.4154893	-0.04001897	5.634709	0.4234695	-0.04001897	4.659364	0.3968031	-0.04001897	5.455631	0.4605404	-0.04001897	4.236203	0.3911479	-0.04001897	4.094625	0.3616289	-0.04001897	3.663104	0.3636353	-0.04001897	2.938434	0.3059454	-0.04001897	2.769169	0.312637	-0.04001897	2.887852	0.3925547	-0.04001897	2.309374	0.5515224	-0.04001897	3.491567	1.51102
-0.03941897	1.862662	0.2845164	-0.03941897	3.193928	0.3785311	-0.03941897	5.444464	0.783237	-0.03941897	5.789208	0.5474758	-0.03941897	5.577096	0.4835238	-0.03941897	5.542871	0.4524169	-0.03941897	5.388319	0.4250818	-0.03941897	4.975885	0.398469	-0.03941897	4.543546	0.3894459	-0.03941897	4.753037	0.4298651	-0.03941897	4.339704	0.3960824	-0.03941897	4.1615	0.3653414	-0.03941897	3.102471	0.3342279	-0.03941897	2.921431	0.3058477	-0.03941897	2.966154	0.3250334	-0.03941897	3.080814	0.4037546	-0.03941897	3.053271	0.6335732	-0.03941897	2.948637	1.387948
-0.03881897	1.769464	0.2776693	-0.03881897	3.44612	0.3979828	-0.03881897	5.077173	0.756352	-0.03881897	5.214196	0.5192073	-0.03881897	5.778393	0.4916263	-0.03881897	5.476703	0.4478126	-0.03881897	5.224344	0.418852	-0.03881897	5.060919	0.4018178	-0.03881897	5.077776	0.4109658	-0.03881897	4.394088	0.414598	-0.03881897	4.261651	0.3928512	-0.03881897	3.51392	0.3379346	-0.03881897	3.605672	0.3597481	-0.03881897	2.855206	0.3069119	-0.03881897	3.184823	0.3338882	-0.03881897	3.003622	0.3920294	-0.03881897	3.456803	0.6738909	-0.03881897	2.147721	1.182935
-0.03821897	2.079667	0.3046717	-0.03821897	3.65504	0.4109863	-0.03821897	5.067966	0.7588693	-0.03821897	5.325698	0.5252319	-0.03821897	5.665704	0.4873033	-0.03821897	5.267914	0.4391662	-0.03821897	6.309644	0.4619915	-0.03821897	5.323775	0.4130191	-0.03821897	4.909699	0.4046259	-0.03821897	4.805648	0.4300143	-0.03821897	4.052456	0.3832112	-0.03821897	3.167386	0.3191217	-0.03821897	3.812906	0.3701093	-0.03821897	2.891128	0.3054809	-0.03821897	2.920238	0.3193602	-0.03821897	2.48901	0.3568529	-0.03821897	3.319108	0.6730632	-0.03821897	2.826007	1.356963
-0.03761897	1.905708	0.2944018	-0.03761897	3.84724	0.40839	-0.03761897	6.04809	0.8259916	-0.03761897	4.854544	0.501222	-0.03761897	5.984311	0.5009944	-0.03761897	6.030614	0.4698863	-0.03761897	6.098538	0.452255	-0.03761897	5.63744	0.4254288	-0.03761897	4.803824	0.4006867	-0.03761897	5.45782	0.4603529	-0.03761897	4.141933	0.3869601	-0.03761897	3.632873	0.3396925	-0.03761897	3.390822	0.3488183	-0.03761897	2.832999	0.3014635	-0.03761897	2.922093	0.3195297	-0.03761897	2.664977	0.3696124	-0.03761897	2.772859	0.6166991	-0.03761897	2.530134	1.286737
-0.03701897	1.717189	0.2831363	-0.03701897	3.496516	0.3941103	-0.03701897	6.083363	0.8269495	-0.03701897	4.947772	0.5060793	-0.03701897	6.516795	0.5222263	-0.03701897	6.428616	0.4848267	-0.03701897	6.3484	0.4610368	-0.03701897	5.958864	0.4372432	-0.03701897	5.097752	0.4122681	-0.03701897	5.345315	0.4536979	-0.03701897	4.568899	0.4041259	-0.03701897	4.216969	0.3670996	-0.03701897	3.427496	0.3505181	-0.03701897	3.375204	0.3291526	-0.03701897	2.741255	0.3106967	-0.03701897	2.876424	0.3848661	-0.03701897	2.621764	0.5833537	-0.03701897	2.775921	1.346023
-0.03641897	1.801423	0.2978217	-0.03641897	3.711228	0.4056573	-0.03641897	6.068627	0.8265934	-0.03641897	5.145843	0.5170473	-0.03641897	6.886296	0.5370515	-0.03641897	6.239159	0.4775271	-0.03641897	6.386793	0.4624566	-0.03641897	5.323305	0.4152107	-0.03641897	5.323631	0.4253511	-0.03641897	4.780365	0.4291938	-0.03641897	4.29432	0.393859	-0.03641897	3.871961	0.3499564	-0.03641897	3.413079	0.3501983	-0.03641897	3.235008	0.3217681	-0.03641897	2.661553	0.3078644	-0.03641897	2.557446	0.361716	-0.03641897	2.678749	0.6020746	-0.03641897	3.511085	1.508884
-0.03581897	1.914844	0.3003013	-0.03581897	3.402469	0.3935381	-0.03581897	6.300883	0.8412658	-0.03581897	5.838936	0.5536443	-0.03581897	6.923494	0.5391173	-0.03581897	6.447364	0.4845487	-0.03581897	6.23631	0.4567187	-0.03581897	5.623357	0.4226404	-0.03581897	5.061886	0.4144202	-0.03581897	5.005913	0.4410381	-0.03581897	3.907845	0.3749264	-0.03581897	3.665375	0.340986	-0.03581897	3.49154	0.3537525	-0.03581897	3.219968	0.3186999	-0.03581897	3.556383	0.3539675	-0.03581897	3.038613	0.3955411	-0.03581897	2.108133	0.5425546	-0.03581897	1.645913	1.034346
-0.03521897	1.764014	0.2905211	-0.03521897	3.991833	0.4218778	-0.03521897	6.483305	0.8528815	-0.03521897	6.760916	0.5905851	-0.03521897	6.050276	0.5055977	-0.03521897	6.683764	0.4932162	-0.03521897	6.452862	0.4646006	-0.03521897	5.638451	0.4226971	-0.03521897	5.560998	0.4295796	-0.03521897	5.237148	0.4476529	-0.03521897	4.238709	0.3882819	-0.03521897	4.22093	0.3709566	-0.03521897	3.767741	0.3693938	-0.03521897	2.792159	0.2992585	-0.03521897	2.984323	0.324706	-0.03521897	2.845093	0.3877131	-0.03521897	2.612639	0.5814086	-0.03521897	2.599548	1.298632
-0.03461897	1.802493	0.2906086	-0.03461897	4.329741	0.4336486	-0.03461897	6.598982	0.8611164	-0.03461897	6.463508	0.577916	-0.03461897	6.269325	0.5127372	-0.03461897	6.335486	0.4817134	-0.03461897	6.543308	0.4678807	-0.03461897	5.378642	0.4133447	-0.03461897	5.885456	0.4430165	-0.03461897	4.782658	0.4280754	-0.03461897	4.514978	0.4011941	-0.03461897	4.289047	0.3725027	-0.03461897	3.823774	0.371815	-0.03461897	2.926592	0.3098408	-0.03461897	2.849752	0.3156863	-0.03461897	2.534675	0.3631843	-0.03461897	2.644746	0.5853923	-0.03461897	2.426914	1.257874
-0.03401897	2.142869	0.31897	-0.03401897	4.533747	0.4438754	-0.03401897	6.000386	0.8231589	-0.03401897	6.377594	0.5750161	-0.03401897	6.806645	0.533868	-0.03401897	6.666195	0.4956843	-0.03401897	6.77081	0.4761219	-0.03401897	6.317033	0.4480388	-0.03401897	6.191496	0.4552534	-0.03401897	5.476575	0.4592968	-0.03401897	4.57213	0.4048113	-0.03401897	4.134436	0.3615315	-0.03401897	3.642971	0.3639498	-0.03401897	2.940274	0.3095492	-0.03401897	3.113188	0.3331266	-0.03401897	2.476176	0.3558453	-0.03401897	2.520891	0.5753477	-0.03401897	3.356957	1.48259
-0.03341897	2.109973	0.3179928	-0.03341897	4.119769	0.4226346	-0.03341897	6.386669	0.8605963	-0.03341897	6.341833	0.5721857	-0.03341897	7.085372	0.5454585	-0.03341897	6.853247	0.5018366	-0.03341897	6.795828	0.47625	-0.03341897	6.395507	0.450537	-0.03341897	5.850618	0.4440032	-0.03341897	4.790883	0.4363327	-0.03341897	4.48151	0.4016265	-0.03341897	4.381259	0.3726302	-0.03341897	4.266307	0.3912282	-0.03341897	3.203001	0.3198495	-0.03341897	3.361008	0.3475889	-0.03341897	2.722927	0.3735172	-0.03341897	2.663578	0.6137412	-0.03341897	2.601776	1.299351
-0.03281897	1.668963	0.2923745	-0.03281897	4.105263	0.4244299	-0.03281897	5.855959	0.8106746	-0.03281897	6.420743	0.5756104	-0.03281897	7.249088	0.5528923	-0.03281897	7.132715	0.5112212	-0.03281897	7.000732	0.4835557	-0.03281897	5.715709	0.4261745	-0.03281897	5.762156	0.4400654	-0.03281897	4.50738	0.4178282	-0.03281897	4.343661	0.3955973	-0.03281897	4.645412	0.3837943	-0.03281897	3.695041	0.3629756	-0.03281897	3.323426	0.3279828	-0.03281897	3.926906	0.3699652	-0.03281897	2.798574	0.377979	-0.03281897	2.709943	0.5934351	-0.03281897	2.434027	1.259858
-0.03221897	1.824841	0.2980686	-0.03221897	4.73351	0.4592635	-0.03221897	5.76638	0.8036704	-0.03221897	6.531744	0.5822295	-0.03221897	6.660643	0.5304757	-0.03221897	6.639483	0.4915406	-0.03221897	6.692726	0.474688	-0.03221897	5.998992	0.4364012	-0.03221897	5.743735	0.4378219	-0.03221897	4.444631	0.4145858	-0.03221897	4.699528	0.4137742	-0.03221897	3.92529	0.3514841	-0.03221897	3.738432	0.3652972	-0.03221897	3.497023	0.3327051	-0.03221897	3.613744	0.3545348	-0.03221897	2.645063	0.3672589	-0.03221897	2.888458	0.6118279	-0.03221897	1.845546	1.0956
-0.03161897	1.771075	0.2970426	-0.03161897	4.901385	0.4694261	-0.03161897	7.769601	0.9367553	-0.03161897	6.257008	0.5682546	-0.03161897	7.081889	0.5476855	-0.03161897	6.499866	0.4899129	-0.03161897	6.329785	0.4635819	-0.03161897	6.014798	0.4367953	-0.03161897	5.368588	0.4263848	-0.03161897	5.411012	0.456551	-0.03161897	5.216872	0.4365033	-0.03161897	3.81764	0.3500674	-0.03161897	3.58256	0.3576774	-0.03161897	3.312668	0.323925	-0.03161897	2.806593	0.3134251	-0.03161897	2.597024	0.3642155	-0.03161897	2.25006	0.5412069	-0.03161897	1.109058	0.8505729
-0.03101897	1.944156	0.2993591	-0.03101897	4.792036	0.4677759	-0.03101897	7.143439	0.8961413	-0.03101897	6.470236	0.5787406	-0.03101897	7.277857	0.5534718	-0.03101897	6.201591	0.4783528	-0.03101897	7.329017	0.4972456	-0.03101897	6.100465	0.440152	-0.03101897	5.524619	0.4289235	-0.03101897	5.968196	0.4802392	-0.03101897	4.688346	0.4116164	-0.03101897	4.124073	0.3637109	-0.03101897	3.617021	0.3592396	-0.03101897	3.932657	0.355738	-0.03101897	3.077987	0.331289	-0.03101897	2.79474	0.3773502	-0.03101897	2.217123	0.5406053	-0.03101897	1.871525	1.10436
-0.03041897	2.078579	0.3107411	-0.03041897	4.965665	0.4767912	-0.03041897	6.138172	0.8303439	-0.03041897	6.748623	0.5929245	-0.03041897	7.536724	0.5626702	-0.03041897	6.56936	0.4917133	-0.03041897	7.026488	0.4859367	-0.03041897	6.219576	0.4449067	-0.03041897	5.834894	0.4411115	-0.03041897	5.292906	0.4562932	-0.03041897	4.190975	0.3910509	-0.03041897	4.107742	0.3621743	-0.03041897	3.75971	0.3689824	-0.03041897	3.744354	0.3459239	-0.03041897	3.469922	0.3513255	-0.03041897	3.118821	0.398648	-0.03041897	2.755716	0.5973085	-0.03041897	2.277047	1.21528
-0.02981897	2.60957	0.3441642	-0.02981897	4.757796	0.4720499	-0.02981897	5.512165	0.786732	-0.02981897	6.951049	0.6000815	-0.02981897	8.000998	0.579039	-0.02981897	7.052839	0.5113684	-0.02981897	7.158014	0.4904066	-0.02981897	6.172304	0.4429425	-0.02981897	5.76719	0.4410405	-0.02981897	5.68926	0.470623	-0.02981897	4.5661	0.4092009	-0.02981897	4.456565	0.3790173	-0.02981897	4.091092	0.3849815	-0.02981897	3.483948	0.3363887	-0.02981897	4.081397	0.3778011	-0.02981897	3.138459	0.4002576	-0.02981897	3.830199	0.7047835	-0.02981897	3.270066	1.456987
-0.02921897	2.623745	0.3449547	-0.02921897	4.810302	0.4637282	-0.02921897	6.370021	0.8439706	-0.02921897	7.203959	0.6139621	-0.02921897	8.221665	0.5889559	-0.02921897	8.023959	0.5423979	-0.02921897	6.963001	0.4833203	-0.02921897	6.298387	0.4468591	-0.02921897	5.749034	0.4385539	-0.02921897	5.960146	0.4789147	-0.02921897	4.390458	0.3975622	-0.02921897	4.49739	0.377597	-0.02921897	4.031016	0.3792775	-0.02921897	3.64386	0.3398441	-0.02921897	3.341361	0.3441741	-0.02921897	2.592428	0.3631379	-0.02921897	3.295677	0.6522691	-0.02921897	3.550012	1.51674
-0.02861897	2.545885	0.3383123	-0.02861897	5.368861	0.4806126	-0.02861897	8.550273	0.9787328	-0.02861897	7.560657	0.6289544	-0.02861897	8.013625	0.5813834	-0.02861897	7.977318	0.5388266	-0.02861897	6.964836	0.4834991	-0.02861897	6.245996	0.4463144	-0.02861897	6.048119	0.4494025	-0.02861897	5.710973	0.4695844	-0.02861897	4.830808	0.4176252	-0.02861897	4.725473	0.3863757	-0.02861897	3.893519	0.3729389	-0.02861897	3.622933	0.3401014	-0.02861897	3.178706	0.3349826	-0.02861897	2.99549	0.3910625	-0.02861897	3.225674	0.648719	-0.02861897	2.457337	1.260875
