E (meV)	but_OD_250K_0.29A-1	err	E (meV)	but_OD_250K_0.44A-1	err	E (meV)	but_OD_250K_0.59A-1	err	E (meV)	but_OD_250K_0.71A-1	err	E (meV)	but_OD_250K_0.84A-1	err	E (meV)	but_OD_250K_0.95A-1	err	E (meV)	but_OD_250K_1.07A-1	err	E (meV)	but_OD_250K_1.18A-1	err	E (meV)	but_OD_250K_1.29A-1	err	E (meV)	but_OD_250K_1.39A-1	err	E (meV)	but_OD_250K_1.48A-1	err	E (meV)	but_OD_250K_1.57A-1	err	E (meV)	but_OD_250K_1.65A-1	err	E (meV)	but_OD_250K_1.72A-1	err	E (meV)	but_OD_250K_1.79A-1	err	E (meV)	but_OD_250K_1.84A-1	err	E (meV)	but_OD_250K_1.89A-1	err	E (meV)	but_OD_250K_1.93A-1	err
0.03198103	2.257836	0.3337836	0.03198103	4.445703	0.4592193	0.03198103	8.165744	0.967711	0.03198103	6.499244	0.5860007	0.03198103	7.327173	0.5612882	0.03198103	7.193193	0.5175452	0.03198103	6.448893	0.4688664	0.03198103	5.918241	0.4407155	0.03198103	5.297931	0.4261253	0.03198103	5.276404	0.4555154	0.03198103	5.135129	0.4324949	0.03198103	4.474783	0.3804991	0.03198103	4.052353	0.3843521	0.03198103	3.138759	0.3204772	0.03198103	2.735135	0.3176041	0.03198103	2.78622	0.3838018	0.03198103	3.180793	0.6485711	0.03198103	1.844154	1.101524
0.03258103	2.191731	0.3290795	0.03258103	3.917626	0.430377	0.03258103	7.019924	0.8996414	0.03258103	6.176784	0.5708645	0.03258103	7.07513	0.551604	0.03258103	6.954193	0.5091597	0.03258103	6.915191	0.4859675	0.03258103	5.822201	0.4357343	0.03258103	5.406783	0.4303113	0.03258103	4.732205	0.434065	0.03258103	4.679804	0.4133367	0.03258103	4.34957	0.3759404	0.03258103	4.3631	0.3993245	0.03258103	3.236923	0.3275951	0.03258103	2.906511	0.323342	0.03258103	3.001589	0.4019625	0.03258103	2.4985	0.5776299	0.03258103	2.734162	1.344678
0.03318103	2.273244	0.3296171	0.03318103	4.006044	0.4444467	0.03318103	6.407033	0.8589678	0.03318103	6.283782	0.5757962	0.03318103	6.421648	0.5282703	0.03318103	6.754883	0.5025687	0.03318103	6.415716	0.4693917	0.03318103	5.925336	0.4388908	0.03318103	5.651334	0.4404246	0.03318103	5.094715	0.4495664	0.03318103	4.498083	0.408597	0.03318103	3.917811	0.3554045	0.03318103	3.801317	0.3727761	0.03318103	3.417312	0.3357888	0.03318103	3.283385	0.3420432	0.03318103	2.614854	0.3707941	0.03318103	2.472938	0.606051	0.03318103	3.813015	1.59434
0.03378103	2.461335	0.3394943	0.03378103	3.464515	0.3945828	0.03378103	5.844726	0.8193903	0.03378103	6.302144	0.5763056	0.03378103	6.328677	0.5225069	0.03378103	6.458555	0.4930696	0.03378103	5.755105	0.4446835	0.03378103	6.179344	0.4479932	0.03378103	5.115674	0.4168772	0.03378103	5.072803	0.4493989	0.03378103	4.615467	0.410878	0.03378103	4.298187	0.3723281	0.03378103	3.623788	0.3636099	0.03378103	3.193598	0.321544	0.03378103	3.087164	0.331363	0.03378103	3.078205	0.4009332	0.03378103	3.111683	0.6445466	0.03378103	3.3412	1.491206
0.03438103	2.184113	0.3294703	0.03438103	4.358906	0.449762	0.03438103	5.016792	0.7586224	0.03438103	5.80592	0.5536537	0.03438103	6.539068	0.5351599	0.03438103	6.537218	0.4951659	0.03438103	6.154489	0.4586335	0.03438103	5.684868	0.4295542	0.03438103	5.61931	0.439278	0.03438103	5.123093	0.4487821	0.03438103	4.241893	0.3944543	0.03438103	3.998792	0.3592574	0.03438103	3.60039	0.3628288	0.03438103	2.875646	0.3046126	0.03438103	3.217792	0.3385662	0.03438103	2.76915	0.381859	0.03438103	2.509179	0.5766488	0.03438103	1.635932	1.044157
0.03498103	1.759475	0.3036511	0.03498103	4.684023	0.4677244	0.03498103	4.528912	0.7255771	0.03498103	5.350207	0.5310652	0.03498103	6.102722	0.5130399	0.03498103	6.110688	0.4771734	0.03498103	5.950912	0.4523701	0.03498103	5.28841	0.4142905	0.03498103	5.155198	0.4225156	0.03498103	4.901414	0.4385384	0.03498103	4.463743	0.4055171	0.03498103	4.241657	0.3699664	0.03498103	3.687181	0.3671016	0.03498103	3.00764	0.3136815	0.03498103	3.271459	0.341888	0.03498103	2.319894	0.3546822	0.03498103	2.308845	0.5528415	0.03498103	0.9600628	0.8007951
0.03558103	1.975558	0.3175658	0.03558103	4.06333	0.4345807	0.03558103	4.549568	0.7359448	0.03558103	5.66377	0.5474136	0.03558103	5.746623	0.4961968	0.03558103	5.885129	0.470207	0.03558103	5.611942	0.442146	0.03558103	5.000548	0.4031294	0.03558103	5.001495	0.4128043	0.03558103	4.886527	0.4385546	0.03558103	4.079568	0.3860055	0.03558103	3.862092	0.3539039	0.03558103	3.447144	0.3552695	0.03558103	3.547445	0.3401389	0.03558103	2.993408	0.3294637	0.03558103	2.504662	0.3727802	0.03558103	2.598387	0.5873354	0.03558103	1.556411	1.021622
0.03618103	2.319984	0.340694	0.03618103	4.122814	0.4448215	0.03618103	5.073067	0.766298	0.03618103	6.015916	0.5708787	0.03618103	6.206434	0.516668	0.03618103	5.861477	0.4690103	0.03618103	6.224868	0.4621087	0.03618103	5.209146	0.4114082	0.03618103	4.993123	0.4122139	0.03618103	4.804875	0.4344335	0.03618103	4.053406	0.3847359	0.03618103	3.649586	0.3451496	0.03618103	4.141259	0.3891859	0.03618103	3.267205	0.3250025	0.03618103	2.647031	0.3076756	0.03618103	2.567986	0.3753548	0.03618103	2.154961	0.5348503	0.03618103	4.747687	1.775889
0.03678103	2.309209	0.3379965	0.03678103	3.416457	0.4119767	0.03678103	5.406606	0.7893017	0.03678103	5.860612	0.5613968	0.03678103	5.864469	0.504465	0.03678103	5.564276	0.4560451	0.03678103	5.536573	0.4356603	0.03678103	5.317984	0.4164727	0.03678103	4.923396	0.4124985	0.03678103	4.471039	0.4193915	0.03678103	4.023586	0.3839952	0.03678103	3.748926	0.3503218	0.03678103	3.707161	0.3685489	0.03678103	2.972946	0.3114245	0.03678103	2.900878	0.3224967	0.03678103	2.820846	0.3866329	0.03678103	3.042983	0.6365435	0.03678103	2.278668	1.231005
0.03738103	1.85053	0.3127819	0.03738103	3.897181	0.4308711	0.03738103	6.213052	0.8462439	0.03738103	5.451869	0.5370351	0.03738103	5.379396	0.4831493	0.03738103	5.245345	0.4442524	0.03738103	5.554869	0.4375945	0.03738103	5.498847	0.4235093	0.03738103	5.414027	0.4298247	0.03738103	4.56552	0.4236619	0.03738103	4.298772	0.4001706	0.03738103	3.722102	0.3515224	0.03738103	3.383646	0.3522054	0.03738103	3.171879	0.3222567	0.03738103	2.744614	0.3188847	0.03738103	3.137847	0.4082009	0.03738103	2.983324	0.6298351	0.03738103	1.650352	1.049419
0.03798103	1.684268	0.296418	0.03798103	3.86599	0.4264466	0.03798103	5.06517	0.7639002	0.03798103	5.234082	0.5265153	0.03798103	5.109195	0.4700234	0.03798103	5.332051	0.4507517	0.03798103	5.407144	0.4327754	0.03798103	5.539101	0.4246643	0.03798103	4.991131	0.4131568	0.03798103	4.279739	0.4110712	0.03798103	3.838003	0.3783157	0.03798103	3.80893	0.3537633	0.03798103	3.245662	0.3451821	0.03798103	3.333164	0.3319831	0.03798103	2.469755	0.3065251	0.03798103	2.8871	0.3940755	0.03798103	2.485447	0.5753811	0.03798103	2.726219	1.348842
0.03858103	1.878431	0.3125394	0.03858103	3.544895	0.4246138	0.03858103	5.411716	0.7906764	0.03858103	5.177883	0.524265	0.03858103	5.382702	0.4806306	0.03858103	5.75215	0.4675647	0.03858103	6.170895	0.4617175	0.03858103	5.444033	0.4211693	0.03858103	4.925102	0.4104565	0.03858103	4.515845	0.4223935	0.03858103	3.487923	0.3574236	0.03858103	4.250065	0.376768	0.03858103	3.397727	0.3532074	0.03858103	3.340214	0.332034	0.03858103	2.927347	0.3268566	0.03858103	2.586504	0.3685064	0.03858103	2.856279	0.6166196	0.03858103	3.360718	1.607332
0.03918103	1.758905	0.3040624	0.03918103	3.558946	0.4153678	0.03918103	5.613852	0.8052058	0.03918103	4.919964	0.5115659	0.03918103	5.538145	0.4871983	0.03918103	5.25277	0.444608	0.03918103	6.147263	0.46194	0.03918103	5.213286	0.4150321	0.03918103	4.771469	0.4036234	0.03918103	4.289446	0.4117733	0.03918103	3.557732	0.3620744	0.03918103	4.105448	0.3664554	0.03918103	3.737504	0.3708017	0.03918103	3.045134	0.3164033	0.03918103	2.492331	0.3033918	0.03918103	2.281642	0.3459621	0.03918103	2.7813	0.6085837	0.03918103	1.811499	1.370082
0.03978103	1.645062	0.2799277	0.03978103	3.410473	0.413361	0.03978103	4.411289	0.7166348	0.03978103	4.568278	0.4919659	0.03978103	5.284617	0.4765753	0.03978103	4.878968	0.4290399	0.03978103	5.171263	0.4231311	0.03978103	5.052323	0.4108591	0.03978103	4.939833	0.4133306	0.03978103	4.279413	0.4115986	0.03978103	3.68124	0.3717069	0.03978103	3.389034	0.3368323	0.03978103	3.13985	0.3478352	0.03978103	2.942699	0.3101009	0.03978103	2.404085	0.2943796	0.03978103	2.712954	0.3831808	0.03978103	2.429539	0.5684571	0.03978103	2.667214	1.337823
0.04038103	1.801991	0.2859469	0.04038103	3.386885	0.4147446	0.04038103	5.061938	0.7649628	0.04038103	5.284157	0.5301436	0.04038103	5.722577	0.5007931	0.04038103	5.2495	0.4467741	0.04038103	5.274411	0.4277718	0.04038103	4.868658	0.3996914	0.04038103	4.240105	0.3820467	0.04038103	4.599071	0.4322924	0.04038103	3.880327	0.3784034	0.04038103	3.799945	0.3514171	0.04038103	3.361127	0.3521544	0.04038103	3.018876	0.3190387	0.04038103	2.807458	0.3176707	0.04038103	2.992744	0.3988459	0.04038103	2.476675	0.5740544	0.04038103	2.634059	1.32795
0.04098103	1.981532	0.2976295	0.04098103	3.072853	0.390547	0.04098103	5.008641	0.7601306	0.04098103	4.965062	0.5150891	0.04098103	5.400958	0.4878745	0.04098103	5.802371	0.4683819	0.04098103	5.749729	0.4452554	0.04098103	4.800245	0.3965776	0.04098103	4.231906	0.3807603	0.04098103	4.030568	0.3995904	0.04098103	3.95496	0.3813608	0.04098103	3.615293	0.3440282	0.04098103	3.315311	0.3505605	0.04098103	3.063799	0.3210043	0.04098103	2.785811	0.316952	0.04098103	2.568918	0.3682344	0.04098103	2.637519	0.5978436	0.04098103	4.136524	1.666389
0.04158103	1.775036	0.2899498	0.04158103	2.86319	0.3719871	0.04158103	5.653831	0.8090009	0.04158103	4.400825	0.4878897	0.04158103	4.65417	0.4491702	0.04158103	5.846041	0.4723307	0.04158103	5.413357	0.432506	0.04158103	4.239209	0.3744401	0.04158103	4.505499	0.3933423	0.04158103	4.307377	0.4129655	0.04158103	4.048395	0.3861105	0.04158103	3.717828	0.3498905	0.04158103	3.30706	0.3541378	0.04158103	2.774802	0.3044544	0.04158103	3.319305	0.3452807	0.04158103	2.357682	0.3539613	0.04158103	2.350601	0.5844459	0.04158103	2.322031	1.274867
0.04218103	1.625796	0.2965837	0.04218103	2.864676	0.3745924	0.04218103	5.30786	0.7832276	0.04218103	4.450736	0.4900358	0.04218103	4.894365	0.4606428	0.04218103	5.892105	0.4723989	0.04218103	5.26286	0.4259635	0.04218103	4.853894	0.4000676	0.04218103	4.664563	0.4007835	0.04218103	4.45087	0.4265971	0.04218103	3.889254	0.3788537	0.04218103	3.183028	0.3246064	0.04218103	3.215508	0.350038	0.04218103	2.761773	0.3040346	0.04218103	3.171194	0.3413734	0.04218103	2.924313	0.3926031	0.04218103	1.648424	0.483594	0.04218103	2.262691	1.281143
0.04278103	1.506815	0.2887949	0.04278103	3.61299	0.4113858	0.04278103	4.75208	0.742085	0.04278103	4.823485	0.5113157	0.04278103	5.516775	0.4902277	0.04278103	4.532939	0.4135198	0.04278103	5.603153	0.440055	0.04278103	5.133856	0.4121888	0.04278103	4.896475	0.4098043	0.04278103	4.098046	0.4054558	0.04278103	3.692768	0.369381	0.04278103	3.279541	0.3264806	0.04278103	3.117498	0.3395325	0.04278103	2.754615	0.2996891	0.04278103	2.949299	0.326381	0.04278103	2.905145	0.391268	0.04278103	1.940165	0.5117802	0.04278103	2.718443	1.352348
0.04338103	1.299664	0.2647184	0.04338103	3.273353	0.4061961	0.04338103	3.823469	0.6745192	0.04338103	4.84352	0.5107263	0.04338103	5.152668	0.4716683	0.04338103	4.65498	0.4190714	0.04338103	5.165346	0.426927	0.04338103	5.040713	0.406843	0.04338103	4.359649	0.3870716	0.04338103	3.766854	0.3882228	0.04338103	4.25745	0.3968274	0.04338103	3.291754	0.3272783	0.04338103	3.17319	0.3420784	0.04338103	3.030379	0.3149944	0.04338103	2.675923	0.3143918	0.04338103	2.734722	0.3801486	0.04338103	2.538563	0.5904095	0.04338103	1.117203	0.8647112
0.04398103	1.287986	0.2676269	0.04398103	2.995706	0.3893473	0.04398103	4.705093	0.7545934	0.04398103	4.537642	0.4923438	0.04398103	5.022737	0.4660143	0.04398103	4.675207	0.4203013	0.04398103	4.832232	0.4099311	0.04398103	4.973408	0.4040508	0.04398103	4.364386	0.3873294	0.04398103	4.115846	0.4048593	0.04398103	3.920238	0.3821005	0.04398103	3.559138	0.3415332	0.04398103	3.047184	0.337712	0.04398103	2.804854	0.3055817	0.04398103	2.955316	0.3265116	0.04398103	2.400534	0.3596184	0.04398103	3.116913	0.6506022	0.04398103	2.377517	1.2668
0.04458103	1.428737	0.286061	0.04458103	2.923932	0.370314	0.04458103	5.187081	0.7777751	0.04458103	4.971122	0.5151347	0.04458103	5.007893	0.4654855	0.04458103	4.629678	0.4221576	0.04458103	5.185364	0.4232693	0.04458103	4.502976	0.3847492	0.04458103	4.005482	0.3708685	0.04458103	4.007182	0.4018044	0.04458103	4.154869	0.3933748	0.04458103	3.47393	0.3396112	0.04458103	3.098536	0.3414487	0.04458103	2.541113	0.2898398	0.04458103	2.95651	0.3265967	0.04458103	2.498912	0.3679434	0.04458103	2.740826	0.6071453	0.04458103	2.577124	1.319034
0.04518103	1.414148	0.2784879	0.04518103	2.979695	0.3881894	0.04518103	4.805726	0.7467409	0.04518103	5.019073	0.5196087	0.04518103	4.662797	0.451833	0.04518103	4.745821	0.426358	0.04518103	5.078579	0.4188478	0.04518103	4.560953	0.3872283	0.04518103	4.262668	0.3856333	0.04518103	4.453987	0.4217084	0.04518103	3.975015	0.3853025	0.04518103	3.735391	0.3498971	0.04518103	2.939876	0.3302601	0.04518103	2.766227	0.3023592	0.04518103	2.762739	0.3191797	0.04518103	1.832597	0.3116977	0.04518103	2.805357	0.6129255	0.04518103	3.162034	1.455343
0.04578103	1.669474	0.2910119	0.04578103	3.156734	0.4010617	0.04578103	5.525744	0.8019856	0.04578103	5.658019	0.5552965	0.04578103	4.247154	0.4312031	0.04578103	4.735995	0.4241918	0.04578103	4.387639	0.3900331	0.04578103	4.761622	0.39748	0.04578103	4.579692	0.3996358	0.04578103	3.581173	0.3813946	0.04578103	3.874628	0.3809419	0.04578103	3.143235	0.3243888	0.04578103	3.210858	0.3451215	0.04578103	2.720683	0.3008609	0.04578103	2.578079	0.3058643	0.04578103	2.063312	0.333273	0.04578103	2.91359	0.6259574	0.04578103	3.061548	1.433787
0.04638103	1.381035	0.2634077	0.04638103	2.957857	0.3701888	0.04638103	4.240658	0.7017578	0.04638103	4.716045	0.502656	0.04638103	4.707764	0.4514319	0.04638103	4.532282	0.4167936	0.04638103	4.551492	0.3984751	0.04638103	4.489061	0.3866302	0.04638103	4.159736	0.3830826	0.04638103	3.826639	0.3898561	0.04638103	3.517599	0.3620687	0.04638103	2.907054	0.3089262	0.04638103	3.029029	0.3357957	0.04638103	3.054222	0.3161813	0.04638103	2.685008	0.312086	0.04638103	2.600845	0.3775177	0.04638103	3.177669	0.6628715	0.04638103	3.277393	1.489034
0.04698103	1.354815	0.2727936	0.04698103	3.079375	0.3785665	0.04698103	4.965427	0.7604057	0.04698103	4.299212	0.4808381	0.04698103	4.528149	0.4429121	0.04698103	4.666402	0.4200907	0.04698103	4.75042	0.4091677	0.04698103	4.4665	0.3837801	0.04698103	3.790603	0.364329	0.04698103	3.8185	0.3911969	0.04698103	3.317231	0.3538903	0.04698103	2.925126	0.3103748	0.04698103	2.941421	0.3354223	0.04698103	2.930687	0.3103322	0.04698103	2.316364	0.2922686	0.04698103	2.551977	0.3679151	0.04698103	2.606142	0.6169847	0.04698103	1.928465	1.144745
0.04758103	1.432173	0.2971919	0.04758103	2.687764	0.361238	0.04758103	3.979785	0.6813207	0.04758103	4.073664	0.4681034	0.04758103	4.51293	0.4426104	0.04758103	4.82687	0.4276134	0.04758103	4.629172	0.4051893	0.04758103	4.221246	0.3734866	0.04758103	3.578587	0.3542532	0.04758103	3.669587	0.3881057	0.04758103	3.382669	0.3556804	0.04758103	3.004845	0.3165936	0.04758103	3.149954	0.3465772	0.04758103	3.162764	0.3241225	0.04758103	2.332187	0.2932382	0.04758103	2.491227	0.3691099	0.04758103	2.979487	0.6345568	0.04758103	2.593321	1.328065
0.04818103	1.38843	0.2870055	0.04818103	2.549427	0.3448022	0.04818103	3.774236	0.662905	0.04818103	4.392033	0.487597	0.04818103	4.625069	0.4486471	0.04818103	4.775654	0.4252663	0.04818103	4.384903	0.3916416	0.04818103	4.557713	0.3901301	0.04818103	4.082909	0.3766021	0.04818103	3.144471	0.3648125	0.04818103	3.748291	0.3749011	0.04818103	3.017419	0.3160392	0.04818103	3.195859	0.3452008	0.04818103	3.113597	0.3217885	0.04818103	2.846912	0.3208958	0.04818103	2.427485	0.3622443	0.04818103	2.932159	0.6276025	0.04818103	2.714071	1.355594
0.04878103	1.371944	0.2813727	0.04878103	2.892783	0.3722266	0.04878103	5.137089	0.7751466	0.04878103	3.789166	0.4562949	0.04878103	4.318649	0.4338602	0.04878103	4.885141	0.4303262	0.04878103	4.572764	0.402097	0.04878103	4.080191	0.3676557	0.04878103	4.293314	0.385389	0.04878103	3.644931	0.3833212	0.04878103	3.985319	0.3847859	0.04878103	3.065322	0.3171769	0.04878103	2.610484	0.3117747	0.04878103	2.766982	0.3040517	0.04878103	2.191723	0.2818358	0.04878103	3.043704	0.4022227	0.04878103	2.273626	0.5528937	0.04878103	3.828045	1.601672
0.04938103	1.402235	0.2783056	0.04938103	2.649116	0.3625743	0.04938103	3.801595	0.6664351	0.04938103	4.15611	0.4730816	0.04938103	4.123276	0.4233493	0.04938103	4.222536	0.4021326	0.04938103	4.696361	0.4045161	0.04938103	4.391095	0.3813406	0.04938103	4.154476	0.3805305	0.04938103	3.666796	0.3828753	0.04938103	3.812932	0.3795949	0.04938103	2.841072	0.3087603	0.04938103	3.131399	0.3414197	0.04938103	2.665183	0.2985734	0.04938103	2.319595	0.2901365	0.04938103	2.460599	0.3691236	0.04938103	1.636154	0.4702362	0.04938103	1.600441	1.127186
0.04998103	1.385046	0.2688388	0.04998103	2.207781	0.3358792	0.04998103	4.069966	0.6899937	0.04998103	3.984413	0.4631581	0.04998103	3.991694	0.4168154	0.04998103	4.391712	0.4117864	0.04998103	3.942646	0.3724173	0.04998103	4.050055	0.3674704	0.04998103	4.045347	0.3774022	0.04998103	3.952403	0.3976189	0.04998103	3.760543	0.3800861	0.04998103	2.997358	0.3150324	0.04998103	2.681279	0.3162382	0.04998103	2.576656	0.2922552	0.04998103	2.39503	0.2950901	0.04998103	2.533595	0.3791684	0.04998103	1.86299	0.5015169	0.04998103	1.651384	1.492233
0.05058103	1.480423	0.2757434	0.05058103	2.518228	0.3521238	0.05058103	3.751264	0.6631102	0.05058103	4.055734	0.4670731	0.05058103	4.250853	0.4299312	0.05058103	4.224496	0.4039097	0.05058103	4.11076	0.3802973	0.05058103	3.892371	0.3614377	0.05058103	4.092715	0.3777516	0.05058103	3.69227	0.3848622	0.05058103	3.423786	0.3587964	0.05058103	3.10846	0.3198241	0.05058103	2.779651	0.3225256	0.05058103	2.760531	0.3042004	0.05058103	2.704463	0.3135722	0.05058103	2.588255	0.3716863	0.05058103	1.89764	0.5059505	0.05058103	1.411746	1.394049
0.05118103	1.282605	0.2655595	0.05118103	2.49297	0.3520148	0.05118103	2.969035	0.6154532	0.05118103	3.794426	0.4523432	0.05118103	4.14431	0.4251785	0.05118103	4.282657	0.4054991	0.05118103	3.956797	0.3719108	0.05118103	3.952211	0.3627768	0.05118103	4.001593	0.3734636	0.05118103	3.494052	0.3779974	0.05118103	3.803103	0.3765704	0.05118103	3.296315	0.3294349	0.05118103	3.064977	0.338904	0.05118103	2.763671	0.3041003	0.05118103	2.361088	0.2932194	0.05118103	1.894648	0.3183719	0.05118103	2.256547	0.5521495	0.05118103	1.491856	1.362332
0.05178103	1.067104	0.2463656	0.05178103	2.343977	0.3512364	0.05178103	3.387768	0.6400966	0.05178103	3.605601	0.442235	0.05178103	4.161603	0.4261942	0.05178103	4.292547	0.4125064	0.05178103	4.205437	0.3833418	0.05178103	3.903247	0.3597371	0.05178103	3.694615	0.3614785	0.05178103	3.548126	0.3782517	0.05178103	3.486536	0.3602906	0.05178103	3.185335	0.3238529	0.05178103	3.408258	0.3580726	0.05178103	2.997512	0.3148678	0.05178103	2.81915	0.3233866	0.05178103	1.756109	0.3079866	0.05178103	2.55698	0.5879783	0.05178103	1.078915	0.97315
0.05238103	1.182707	0.242339	0.05238103	2.364426	0.3498324	0.05238103	3.607004	0.6507178	0.05238103	3.851815	0.4641542	0.05238103	4.187044	0.4289518	0.05238103	3.842766	0.3917741	0.05238103	4.511793	0.3969162	0.05238103	3.9159	0.36018	0.05238103	3.799674	0.3641757	0.05238103	3.405819	0.3698809	0.05238103	3.498572	0.3656794	0.05238103	2.793302	0.3034101	0.05238103	2.941204	0.3387716	0.05238103	3.118787	0.3208986	0.05238103	2.264224	0.2889746	0.05238103	3.032084	0.4023896	0.05238103	2.816533	0.6181753	0.05238103	2.013486	1.168351
0.05298103	1.187636	0.2516188	0.05298103	2.250449	0.3506579	0.05298103	3.831735	0.6720772	0.05298103	3.692854	0.4531362	0.05298103	4.546212	0.4469415	0.05298103	3.920015	0.3906806	0.05298103	3.903886	0.3709804	0.05298103	3.583362	0.3451418	0.05298103	4.084561	0.3773731	0.05298103	3.791517	0.390769	0.05298103	3.540827	0.3675239	0.05298103	2.903633	0.3104808	0.05298103	2.968904	0.3356192	0.05298103	2.489963	0.2875286	0.05298103	2.338831	0.2929931	0.05298103	2.58695	0.3719081	0.05298103	3.050435	0.6434447	0.05298103	2.321765	1.25844
0.05358103	1.068901	0.2635252	0.05358103	2.369728	0.3492919	0.05358103	3.387777	0.6308659	0.05358103	4.134018	0.4780286	0.05358103	4.620922	0.4505842	0.05358103	4.016822	0.3923621	0.05358103	3.423855	0.3467887	0.05358103	3.525031	0.3423655	0.05358103	4.019643	0.3740118	0.05358103	3.132203	0.3564832	0.05358103	3.472078	0.3615048	0.05358103	3.137313	0.3238439	0.05358103	2.594201	0.3129159	0.05358103	2.293802	0.2782225	0.05358103	2.536547	0.3042649	0.05358103	2.363381	0.3555732	0.05358103	2.174051	0.5515108	0.05358103	3.238494	1.646853
0.05418103	0.9614038	0.2641623	0.05418103	2.290447	0.3393197	0.05418103	3.680139	0.657734	0.05418103	3.96336	0.4676677	0.05418103	4.604564	0.4499394	0.05418103	4.289524	0.4053653	0.05418103	4.194919	0.383817	0.05418103	3.995707	0.3646611	0.05418103	3.879431	0.367466	0.05418103	2.970798	0.3495632	0.05418103	3.40443	0.3568586	0.05418103	3.531321	0.3443497	0.05418103	2.532365	0.3088741	0.05418103	2.472359	0.2882615	0.05418103	2.352308	0.293164	0.05418103	2.226485	0.3455228	0.05418103	2.872304	0.6497049	0.05418103	2.341883	1.461913
0.05478103	1.202264	0.2681231	0.05478103	2.314417	0.3405095	0.05478103	3.720589	0.6648885	0.05478103	3.689728	0.4471175	0.05478103	4.383164	0.4390334	0.05478103	4.03285	0.3930331	0.05478103	4.271773	0.3872919	0.05478103	3.695501	0.3511935	0.05478103	3.521726	0.3501708	0.05478103	3.009641	0.3504617	0.05478103	3.131278	0.3420975	0.05478103	3.488898	0.3403345	0.05478103	2.939067	0.3323692	0.05478103	2.484971	0.2888556	0.05478103	2.344936	0.2926975	0.05478103	2.169165	0.3411407	0.05478103	2.400044	0.60758	0.05478103	2.944414	1.434714
0.05538103	1.540111	0.2859444	0.05538103	2.572852	0.3538813	0.05538103	3.798829	0.6700451	0.05538103	3.669312	0.4460697	0.05538103	4.260842	0.4327676	0.05538103	3.846245	0.3844402	0.05538103	3.966024	0.3730643	0.05538103	3.527881	0.3431659	0.05538103	3.675166	0.3584348	0.05538103	3.052643	0.354281	0.05538103	3.109861	0.3417547	0.05538103	3.065245	0.3187181	0.05538103	3.390634	0.3580041	0.05538103	2.623415	0.3051671	0.05538103	2.558743	0.3087252	0.05538103	2.72703	0.3827162	0.05538103	3.205085	0.6677316	0.05538103	2.646063	1.345651
0.05598103	1.038683	0.2539827	0.05598103	2.014577	0.3271153	0.05598103	3.929761	0.6816466	0.05598103	3.870928	0.4586769	0.05598103	3.830203	0.4102974	0.05598103	4.090327	0.3965196	0.05598103	3.685089	0.3598724	0.05598103	3.494602	0.3420569	0.05598103	2.947865	0.3212258	0.05598103	3.568442	0.3793671	0.05598103	3.156568	0.3453157	0.05598103	2.724085	0.3009904	0.05598103	2.989115	0.3353625	0.05598103	2.601772	0.295846	0.05598103	2.342195	0.2969948	0.05598103	2.605322	0.3741804	0.05598103	2.441966	0.5778845	0.05598103	1.235289	0.919116
0.05658103	0.9853554	0.2632857	0.05658103	2.175188	0.3238789	0.05658103	3.590561	0.6517715	0.05658103	3.034216	0.4059667	0.05658103	3.952867	0.4172478	0.05658103	4.060862	0.394654	0.05658103	3.675319	0.3592896	0.05658103	3.466217	0.3404957	0.05658103	3.365623	0.3469386	0.05658103	3.697145	0.3859741	0.05658103	3.03258	0.3378012	0.05658103	2.575603	0.2943877	0.05658103	2.351364	0.2974256	0.05658103	2.588246	0.2933189	0.05658103	2.602252	0.308996	0.05658103	2.343561	0.3550955	0.05658103	1.885485	0.5072876	0.05658103	2.792921	1.3829
0.05718103	1.174729	0.257026	0.05718103	2.347487	0.3406184	0.05718103	3.145791	0.6101079	0.05718103	3.338727	0.4314604	0.05718103	4.141927	0.4273599	0.05718103	3.606921	0.3720856	0.05718103	3.63958	0.3583032	0.05718103	3.634359	0.3488035	0.05718103	3.667783	0.3624006	0.05718103	3.261123	0.3629759	0.05718103	3.426853	0.3624337	0.05718103	3.030035	0.319245	0.05718103	2.494515	0.3065949	0.05718103	2.626999	0.2977338	0.05718103	2.693084	0.3144932	0.05718103	2.348217	0.355875	0.05718103	2.383283	0.5708327	0.05718103	2.419251	1.286923
0.05778103	1.099152	0.2489705	0.05778103	2.412324	0.3467113	0.05778103	2.65287	0.5608677	0.05778103	3.351408	0.4310926	0.05778103	3.755003	0.4072598	0.05778103	3.413628	0.3623381	0.05778103	3.541999	0.3567199	0.05778103	3.171819	0.3259542	0.05778103	3.378658	0.3439895	0.05778103	3.575929	0.3803392	0.05778103	3.399463	0.3600463	0.05778103	3.375985	0.33511	0.05778103	2.581178	0.3124361	0.05778103	2.619223	0.3010086	0.05778103	2.307957	0.2978797	0.05778103	2.018758	0.3302707	0.05778103	2.917026	0.6342388	0.05778103	1.969181	1.167798
