# instrument.name = IN16b 
# user.proposal = 6-02-637 
# user.usernamelist = ARBE MENDEZ/ARRESE IGOR/COLMENERO/FARAGO/RUIZ MARTIN 
# user.localcontactlist = APPEL/FARAGO 
# title = Dynamics in systems with supramolecular structures of different topologies 
# subtitle = Butanol D1 OD 2K 
# run_number = 363109, 363110, 363111, 363112, 363113, 363114 
# start_time = 2023-06-29T21:53:55, 2023-06-29T21:59:012023-06-29T21:59:01, 2023-06-29T22:04:042023-06-29T22:04:04, 2023-06-29T22:09:072023-06-29T22:09:07, 2023-06-29T22:14:112023-06-29T22:14:11, 2023-06-29T22:19:142023-06-29T22:19:14 
# end_time = 2023-06-29T21:59:00, 2023-06-29T22:04:042023-06-29T22:04:04, 2023-06-29T22:09:072023-06-29T22:09:07, 2023-06-29T22:14:112023-06-29T22:14:11, 2023-06-29T22:19:142023-06-29T22:19:14, 2023-06-29T22:24:182023-06-29T22:24:18 
# monitor.monrate = 34320.78125 
# PSD.detrate = 170410.375 
# sample.temperature = 
#    2023-Jun-29 21:53:55  2.5706
#    2023-Jun-29 21:59:01  4.873
#    2023-Jun-29 22:04:04  2.2359
#    2023-Jun-29 22:09:07  4.4394
#    2023-Jun-29 22:14:11  2.831
#    2023-Jun-29 22:19:14  3.9148
# sample.pressure = 
#    2023-Jun-29 21:53:55  0
#    2023-Jun-29 21:59:01  0
#    2023-Jun-29 22:04:04  0
#    2023-Jun-29 22:09:07  0
#    2023-Jun-29 22:14:11  0
#    2023-Jun-29 22:19:14  0

# Spectrum No. 0
# q(Angstrom^-1) = 0.29
# Scattering Angle(Degrees) = 16.80
# Energy transfer(meV), Intensity, Error
-1.426190e-01	-9.629884e-02	 9.415056e-02
-1.420190e-01	-5.123442e-02	 6.629247e-02
-1.414190e-01	-6.589311e-02	 6.128103e-02
-1.408190e-01	-3.035437e-02	 4.785533e-02
-1.402190e-01	-3.190318e-02	 5.266707e-02
-1.396190e-01	-4.540525e-02	 6.407852e-02
-1.390190e-01	-3.735102e-02	 5.147325e-02
-1.384190e-01	-8.950338e-02	 8.252176e-02
-1.378190e-01	 1.617386e-01	 2.582410e-01
-1.372190e-01	 5.205896e-02	 1.840482e-01
-1.366190e-01	-1.096142e-02	 6.518546e-02
-1.360190e-01	 4.038334e-01	 3.622910e-01
-1.354190e-01	 1.134595e-01	 2.334776e-01
-1.348190e-01	 1.321407e-01	 2.415350e-01
-1.342190e-01	 8.120870e-02	 1.933241e-01
-1.336190e-01	-2.374147e-02	 6.301519e-02
-1.330190e-01	 9.054668e-02	 2.591090e-01
-1.324190e-01	-2.124756e-02	 1.930967e-01
-1.318190e-01	-2.536918e-02	 4.466343e-02
-1.312190e-01	-2.931630e-02	 6.264929e-02
-1.306190e-01	-9.441601e-02	 9.629960e-02
-1.300190e-01	 1.056451e-01	 2.469079e-01
-1.294190e-01	 8.961784e-02	 2.407778e-01
-1.288190e-01	 8.657814e-02	 2.593801e-01
-1.282190e-01	-4.823418e-03	 1.232164e-01
-1.276190e-01	-3.128650e-02	 7.175334e-02
-1.270190e-01	-7.406633e-02	 8.030038e-02
-1.264190e-01	-7.158153e-02	 7.615750e-02
-1.258190e-01	-4.621002e-02	 6.403818e-02
-1.252190e-01	-9.874493e-02	 9.385310e-02
-1.246190e-01	-8.348251e-02	 8.973607e-02
-1.240190e-01	-9.253726e-02	 8.533469e-02
-1.234190e-01	 4.614271e-02	 2.419849e-01
-1.228190e-01	 2.362556e-01	 3.217481e-01
-1.222190e-01	 1.066608e-01	 2.348338e-01
-1.216190e-01	 1.257168e-01	 2.254323e-01
-1.210190e-01	-9.921228e-03	 1.474632e-01
-1.204190e-01	 1.441130e-01	 2.532365e-01
-1.198190e-01	-2.899093e-02	 1.201203e-01
-1.192190e-01	-7.064783e-02	 7.086726e-02
-1.186190e-01	-2.304908e-02	 5.195315e-02
-1.180190e-01	-1.989429e-02	 5.653845e-02
-1.174190e-01	-2.051300e-02	 5.728705e-02
-1.168190e-01	-3.188748e-02	 7.144533e-02
-1.162190e-01	-2.590221e-02	 6.434970e-02
-1.156190e-01	-5.597950e-02	 6.462642e-02
-1.150190e-01	-4.505111e-02	 5.924703e-02
-1.144190e-01	 3.942387e-01	 3.659263e-01
-1.138190e-01	 8.078635e-02	 1.841216e-01
-1.132190e-01	-5.673060e-02	 7.719144e-02
-1.126190e-01	-4.093482e-02	 7.014996e-02
-1.120190e-01	 2.892986e-01	 3.125180e-01
-1.114190e-01	 1.116172e-01	 2.552695e-01
-1.108190e-01	-2.352022e-02	 8.197481e-02
-1.102190e-01	 4.858013e-02	 2.347997e-01
-1.096190e-01	 4.756422e-01	 3.911536e-01
-1.090190e-01	 1.031077e-01	 2.114045e-01
-1.084190e-01	 1.055756e-01	 2.855103e-01
-1.078190e-01	-8.052659e-02	 1.185453e-01
-1.072190e-01	-8.270484e-02	 8.849487e-02
-1.066190e-01	 1.352518e-01	 2.790925e-01
-1.060190e-01	-4.060394e-02	 9.764645e-02
-1.054190e-01	-1.553613e-02	 5.989805e-02
-1.048190e-01	 2.295267e-01	 2.740289e-01
-1.042190e-01	-5.131838e-02	 8.268427e-02
-1.036190e-01	-7.284691e-02	 6.578628e-02
-1.030190e-01	-3.630008e-02	 4.555826e-02
-1.024190e-01	-1.020477e-01	 7.445817e-02
-1.018190e-01	-3.370096e-02	 5.592931e-02
-1.012190e-01	-7.493764e-02	 7.045577e-02
-1.006190e-01	 1.108758e-01	 2.272600e-01
-1.000190e-01	 8.738927e-02	 1.747375e-01
-9.941897e-02	 3.907530e-02	 1.594399e-01
-9.881897e-02	 1.557286e-01	 2.368048e-01
-9.821897e-02	-7.575848e-03	 3.400182e-02
-9.761897e-02	-1.191031e-01	 9.349625e-02
-9.701897e-02	 1.346531e-01	 2.150159e-01
-9.641897e-02	 7.990236e-02	 1.898669e-01
-9.581897e-02	-1.061809e-01	 7.951374e-02
-9.521897e-02	-4.026238e-02	 5.821834e-02
-9.461897e-02	-4.959371e-02	 7.133977e-02
-9.401897e-02	-7.848123e-02	 9.101596e-02
-9.341897e-02	 6.337829e-02	 2.169093e-01
-9.281897e-02	 2.501583e-01	 3.163813e-01
-9.221897e-02	-7.239738e-02	 1.475712e-01
-9.161897e-02	-2.538026e-02	 8.776129e-02
-9.101897e-02	 7.884064e-02	 2.456514e-01
-9.041897e-02	 1.535579e-02	 1.381987e-01
-8.981897e-02	-2.636255e-02	 6.136508e-02
-8.921897e-02	-4.204798e-02	 5.415891e-02
-8.861897e-02	-2.770934e-02	 5.359199e-02
-8.801897e-02	-2.711157e-02	 6.213427e-02
-8.741897e-02	-6.801817e-02	 8.141916e-02
-8.681897e-02	-9.618826e-02	 8.943586e-02
-8.621897e-02	 2.033646e-02	 1.794829e-01
