# MSlice Cut of workspace "PLET_thf_background_summed_1.05meV_coh_rings"
# Cut axis: DeltaE,-3.0,0.699999988079071,0.014979757368564606
# Integration axis: |Q|,0.7,0.7999999999999999,0.0
# (Energy Transfer (meV)) (Signal) (Error)
-7.138211456e-01 5.000704355e-03 3.269480459e-03
-6.987804952e-01 0.000000000e+00 0.000000000e+00
-6.837398449e-01 7.283255519e-04 3.095001471e-03
-6.686991945e-01 4.553737995e-03 3.181261648e-03
-6.536585441e-01 0.000000000e+00 0.000000000e+00
-6.386178938e-01 1.219762600e-02 5.196135648e-03
-6.235772434e-01 8.162967090e-04 3.398466101e-03
-6.085365931e-01 -4.537831563e-03 2.373705850e-03
-5.934959427e-01 2.350302866e-03 3.214216695e-03
-5.784552924e-01 3.670027539e-03 3.727934175e-03
-5.634146420e-01 -2.817502798e-03 1.719721467e-03
-5.483739916e-01 2.927033599e-03 2.541769850e-03
-5.333333413e-01 6.028007037e-03 3.584396797e-03
-5.182926909e-01 0.000000000e+00 0.000000000e+00
-5.032520406e-01 0.000000000e+00 0.000000000e+00
-4.882113902e-01 4.620279278e-03 3.226970025e-03
-4.731707398e-01 -1.558438249e-03 1.414874464e-03
-4.581300895e-01 3.000319373e-03 3.947257054e-03
-4.430894391e-01 -2.077835660e-03 6.666457092e-03
-4.280487888e-01 5.811855401e-03 4.287460981e-03
-4.130081384e-01 6.272501167e-04 1.172715281e-03
-3.979674881e-01 -2.118755363e-03 1.711289627e-03
-3.829268377e-01 0.000000000e+00 0.000000000e+00
-3.678861873e-01 8.589594485e-03 6.279661943e-03
-3.528455370e-01 -4.766268971e-03 3.220659993e-03
-3.378048866e-01 8.811887743e-03 6.315527360e-03
-3.227642363e-01 5.831347689e-03 4.735890721e-03
-3.077235859e-01 -2.948988839e-03 3.936806215e-03
-2.926829356e-01 -6.563133294e-03 2.879776347e-03
-2.776422852e-01 -7.493791194e-03 4.090151629e-03
-2.626016348e-01 -1.606569902e-02 1.711834161e-02
-2.475609845e-01 -4.891258920e-04 8.684971492e-04
-2.325203341e-01 1.680338793e-02 7.257138210e-03
-2.174796838e-01 3.023950496e-03 3.128950058e-03
-2.024390334e-01 3.138943084e-03 6.041090880e-03
-1.873983830e-01 3.659699493e-03 7.130715902e-03
-1.723577327e-01 6.399331382e-03 6.296195720e-03
-1.573170823e-01 2.923502476e-02 1.127351837e-02
-1.422764320e-01 1.001545282e-03 4.535777710e-03
-1.272357816e-01 -7.192993102e-03 3.392994768e-03
-1.121951313e-01 -4.541668710e-04 1.136508402e-03
-9.715448090e-02 -6.265022834e-03 6.638864635e-03
-8.211383054e-02 7.784314772e-03 5.335080000e-03
-6.707318018e-02 1.460596087e-02 8.187982509e-03
-5.203252982e-02 -3.782293944e-03 2.383068874e-03
-3.699187947e-02 5.146928438e-03 4.007164856e-03
-2.195122911e-02 2.865427429e-03 1.379838740e-02
-6.910578749e-03 -2.779930265e-03 2.389235355e-02
8.130071609e-03 1.621572081e-02 1.792378257e-02
2.317072197e-02 9.863052768e-03 6.944767384e-03
3.821137233e-02 -5.038420621e-03 3.390758883e-03
5.325202268e-02 -2.395378463e-04 8.506221213e-03
6.829267304e-02 1.100742539e-02 1.048225338e-02
8.333332340e-02 -4.170026442e-03 1.075328777e-02
9.837397376e-02 2.857697677e-02 1.175529475e-02
1.134146241e-01 3.101127295e-03 6.912131805e-03
1.284552745e-01 1.537791486e-02 1.146516810e-02
1.434959248e-01 -2.343523494e-04 1.013455305e-02
1.585365752e-01 1.189215647e-02 1.576059660e-02
1.735772255e-01 9.438078512e-03 1.272147937e-02
1.886178759e-01 2.550232557e-02 1.459651871e-02
2.036585263e-01 -4.781037095e-03 7.927041073e-03
2.186991766e-01 -9.402621278e-03 6.968705425e-03
2.337398270e-01 -1.136755572e-02 1.218422303e-02
2.487804773e-01 5.853315398e-03 1.001947593e-02
2.638211277e-01 1.037257028e-02 1.213389620e-02
2.788617781e-01 2.339225333e-02 1.557011672e-02
2.939024284e-01 -8.517442667e-03 1.586263764e-02
3.089430788e-01 3.337439213e-02 2.192873181e-02
3.239837291e-01 -8.308640861e-03 1.031795770e-02
3.390243795e-01 1.589311035e-02 1.925114467e-02
3.540650298e-01 -3.591487598e-02 1.049965935e-02
3.691056802e-01 1.138763139e-02 1.878964920e-02
3.841463306e-01 1.903443695e-03 1.213140095e-02
3.991869809e-01 -1.698953339e-02 2.063967586e-02
4.142276313e-01 3.800855005e-02 2.554596490e-02
4.292682816e-01 -1.365331994e-02 1.896047856e-02
4.443089320e-01 2.744044162e-02 3.050419193e-02
4.593495824e-01 3.158893885e-02 3.325414223e-02
4.743902327e-01 6.801036349e-02 3.362230514e-02
4.894308831e-01 2.007143649e-02 2.253208973e-02
5.044715334e-01 4.041119414e-02 3.034960420e-02
5.195121838e-01 4.689811011e-02 3.666634812e-02
5.345528341e-01 2.573623425e-02 4.198345760e-02
5.495934845e-01 1.324163784e-01 5.246381744e-02
5.646341349e-01 1.396171329e-01 4.935418216e-02
5.796747852e-01 6.021822000e-03 4.571176642e-02
5.947154356e-01 1.767315961e-01 6.266099027e-02
6.097560859e-01 1.525450761e-01 6.513000075e-02
6.247967363e-01 1.202653056e-01 6.654790440e-02
6.398373866e-01 1.196599312e-01 7.590253288e-02
6.548780370e-01 9.972101626e-02 6.728361652e-02
6.699186874e-01 -2.360501761e-02 7.812105068e-02
6.849593377e-01 5.500798802e-02 9.087858137e-02
6.999999881e-01 8.105276966e-02 9.332496138e-02
