# MSlice Cut of workspace "PLET_thf_background_summed_1.05meV_coh_rings"
# Cut axis: DeltaE,-3.0,0.699999988079071,0.014979757368564606
# Integration axis: |Q|,0.9999999999999999,1.0999999999999999,0.0
# (Energy Transfer (meV)) (Signal) (Error)
5.495934845e-01 1.266632017e-01 4.618510473e-02
5.646341349e-01 -4.066728405e-02 2.523349827e-02
5.796747852e-01 6.958211939e-02 4.425652039e-02
5.947154356e-01 5.242456727e-02 5.366511138e-02
6.097560859e-01 5.608629611e-02 4.719151824e-02
6.247967363e-01 2.256649124e-02 4.111615362e-02
6.398373866e-01 7.922259092e-02 5.634514169e-02
6.548780370e-01 1.360807836e-01 7.635538818e-02
6.699186874e-01 1.933972745e-05 7.108256804e-02
6.849593377e-01 4.775328493e-02 8.911295673e-02
6.999999881e-01 1.064418899e-01 1.003656935e-01
