# MSlice Cut of workspace "PLET_thf_background_summed_1.05meV_coh_rings"
# Cut axis: DeltaE,-3.0,0.699999988079071,0.014979757368564606
# Integration axis: |Q|,0.4,0.5,0.0
# (Energy Transfer (meV)) (Signal) (Error)
-1.932113825e+00          nan          nan
-1.917073174e+00          nan          nan
-1.902032524e+00          nan          nan
-1.886991874e+00          nan          nan
-1.871951223e+00          nan          nan
-1.856910573e+00          nan          nan
-1.841869922e+00          nan          nan
-1.826829272e+00          nan          nan
-1.811788622e+00          nan          nan
-1.796747971e+00          nan          nan
-1.781707321e+00          nan          nan
-1.766666671e+00          nan          nan
-1.751626020e+00          nan          nan
-1.736585370e+00          nan          nan
-1.721544720e+00          nan          nan
-1.706504069e+00          nan          nan
-1.691463419e+00          nan          nan
-1.676422768e+00          nan          nan
-1.661382118e+00          nan          nan
-1.646341468e+00          nan          nan
-1.631300817e+00 0.000000000e+00 0.000000000e+00
-1.616260167e+00 0.000000000e+00 0.000000000e+00
-1.601219517e+00 0.000000000e+00 0.000000000e+00
-1.586178866e+00 0.000000000e+00 0.000000000e+00
-1.571138216e+00 0.000000000e+00 0.000000000e+00
-1.556097566e+00 0.000000000e+00 0.000000000e+00
-1.541056915e+00 0.000000000e+00 0.000000000e+00
-1.526016265e+00 0.000000000e+00 0.000000000e+00
-1.510975615e+00 0.000000000e+00 0.000000000e+00
-1.495934964e+00 0.000000000e+00 0.000000000e+00
-1.480894314e+00 0.000000000e+00 0.000000000e+00
-1.465853663e+00 0.000000000e+00 0.000000000e+00
-1.450813013e+00 0.000000000e+00 0.000000000e+00
-1.435772363e+00 0.000000000e+00 0.000000000e+00
-1.420731712e+00 0.000000000e+00 0.000000000e+00
-1.405691062e+00 0.000000000e+00 0.000000000e+00
-1.390650412e+00 0.000000000e+00 0.000000000e+00
-1.375609761e+00 0.000000000e+00 0.000000000e+00
-1.360569111e+00 0.000000000e+00 0.000000000e+00
-1.345528461e+00 0.000000000e+00 0.000000000e+00
-1.330487810e+00 0.000000000e+00 0.000000000e+00
-1.315447160e+00 -4.140801517e-03 2.948345867e-03
-1.300406510e+00 -1.403963910e-03 1.676948962e-03
-1.285365859e+00 7.819129521e-03 5.286431843e-03
-1.270325209e+00 4.287561519e-03 3.425218021e-03
-1.255284558e+00 0.000000000e+00 0.000000000e+00
-1.240243908e+00 0.000000000e+00 0.000000000e+00
-1.225203258e+00 0.000000000e+00 0.000000000e+00
-1.210162607e+00 0.000000000e+00 0.000000000e+00
-1.195121957e+00 -4.608000809e-03 2.449537255e-03
-1.180081307e+00 -2.413242165e-03 1.701623761e-03
-1.165040656e+00 0.000000000e+00 0.000000000e+00
-1.150000006e+00 4.492009594e-03 2.933474116e-03
-1.134959356e+00 0.000000000e+00 0.000000000e+00
-1.119918705e+00 3.768264657e-04 7.604923100e-04
-1.104878055e+00 9.612785241e-04 2.694036107e-03
-1.089837405e+00 -2.652203822e-03 1.795922326e-03
-1.074796754e+00 -3.505400668e-03 2.100159174e-03
-1.059756104e+00 -1.230433920e-03 1.206463559e-03
-1.044715453e+00 -2.587807522e-03 1.657304199e-03
-1.029674803e+00 -1.272384562e-03 1.005340022e-03
-1.014634153e+00 0.000000000e+00 0.000000000e+00
-9.995935024e-01 0.000000000e+00 0.000000000e+00
-9.845528520e-01 0.000000000e+00 0.000000000e+00
-9.695122017e-01 1.706275239e-03 1.287546331e-03
-9.544715513e-01 -3.932666021e-03 2.765643102e-03
-9.394309009e-01 -5.893735381e-03 4.067630414e-03
-9.243902506e-01 -6.216999778e-03 3.046567767e-03
-9.093496002e-01 -9.148780233e-04 7.602691429e-04
-8.943089499e-01 0.000000000e+00 0.000000000e+00
-8.792682995e-01 3.293052940e-03 2.330344803e-03
-8.642276492e-01 0.000000000e+00 0.000000000e+00
-8.491869988e-01 -5.255861238e-03 2.619445935e-03
-8.341463484e-01 4.656280562e-03 3.302587222e-03
-8.191056981e-01 3.244084649e-03 3.275996287e-03
-8.040650477e-01 2.105754237e-04 4.401011517e-03
-7.890243974e-01 -1.473285344e-03 1.101827308e-03
-7.739837470e-01 6.719194480e-04 1.046804656e-03
-7.589430967e-01 -2.341120309e-03 1.195425163e-03
-7.439024463e-01 1.309762147e-03 3.841163662e-03
-7.288617959e-01 5.201859039e-03 3.256029245e-03
-7.138211456e-01 -2.708725829e-03 2.680848431e-03
-6.987804952e-01 1.828195085e-03 1.593896295e-03
-6.837398449e-01 -2.106949594e-04 3.414718864e-04
-6.686991945e-01 -9.360062774e-05 2.815529230e-04
-6.536585441e-01 5.085281240e-03 3.657979357e-03
-6.386178938e-01 1.023558176e-03 1.270347174e-03
-6.235772434e-01 1.869596424e-03 3.035478593e-03
-6.085365931e-01 1.166526710e-02 4.577549270e-03
-5.934959427e-01 3.981898451e-03 2.224204247e-03
-5.784552924e-01 -3.868417480e-03 2.565701005e-03
-5.634146420e-01 3.883440448e-03 3.758047129e-03
-5.483739916e-01 1.112400091e-03 3.607322761e-03
-5.333333413e-01 1.277317828e-02 4.362740485e-03
-5.182926909e-01 3.654662178e-03 2.907601010e-03
-5.032520406e-01 1.979810526e-03 1.604035301e-03
-4.882113902e-01 6.995980853e-03 5.175900108e-03
-4.731707398e-01 1.642109217e-03 2.227648445e-03
-4.581300895e-01 -1.538992295e-03 2.150924115e-03
-4.430894391e-01 8.028227769e-03 4.026641071e-03
-4.280487888e-01 3.084481669e-03 4.559157548e-03
-4.130081384e-01 -4.644377997e-03 3.283893877e-03
-3.979674881e-01 -3.833444811e-04 2.127973993e-03
-3.829268377e-01 5.639980172e-03 3.155920259e-03
-3.678861873e-01 -2.762297289e-04 2.789720725e-03
-3.528455370e-01 -4.722311576e-03 1.695308233e-03
-3.378048866e-01 1.075902925e-03 3.373502165e-03
-3.227642363e-01 2.306781895e-03 3.663339639e-03
-3.077235859e-01 -6.596092837e-03 2.903060544e-03
-2.926829356e-01 8.126613302e-04 1.476506508e-03
-2.776422852e-01 5.977984062e-04 3.529783626e-03
-2.626016348e-01 -4.406829327e-03 3.604036152e-03
-2.475609845e-01 -3.842800897e-04 3.312764332e-03
-2.325203341e-01 2.072483593e-02 7.148273180e-03
-2.174796838e-01 1.464542962e-03 2.648958797e-03
-2.024390334e-01 4.799755684e-03 3.427062059e-03
-1.873983830e-01 -2.539034534e-03 3.453970152e-03
-1.723577327e-01 2.306401134e-03 4.281297148e-03
-1.573170823e-01 5.483013952e-03 4.838870895e-03
-1.422764320e-01 1.903986206e-03 4.495588072e-03
-1.272357816e-01 5.120186324e-03 5.277702998e-03
-1.121951313e-01 6.196666760e-03 4.099240243e-03
-9.715448090e-02 -8.734619578e-04 4.853591744e-03
-8.211383054e-02 5.724944334e-03 5.347243163e-03
-6.707318018e-02 8.014540020e-04 4.149870224e-03
-5.203252982e-02 1.075571874e-02 5.554142537e-03
-3.699187947e-02 7.533264739e-03 4.706692470e-03
-2.195122911e-02 5.706648164e-02 1.836896244e-02
-6.910578749e-03 8.800042074e-02 2.719791118e-02
8.130071609e-03 6.005743348e-02 1.897008577e-02
2.317072197e-02 3.789161494e-04 9.953790737e-03
3.821137233e-02 -2.178921621e-03 5.581186441e-03
5.325202268e-02 2.452103697e-03 6.185013649e-03
6.829267304e-02 2.652804023e-03 5.649616408e-03
8.333332340e-02 -1.654234440e-03 4.655126628e-03
9.837397376e-02 1.304565909e-02 7.987920227e-03
1.134146241e-01 1.480147801e-02 7.713112479e-03
1.284552745e-01 2.405921538e-02 1.055512321e-02
1.434959248e-01 9.829954098e-03 7.106898819e-03
1.585365752e-01 2.745434650e-03 7.972156869e-03
1.735772255e-01 -8.589029330e-04 7.772870300e-03
1.886178759e-01 1.219160008e-02 1.030550401e-02
2.036585263e-01 2.432896214e-02 1.340542222e-02
2.186991766e-01 9.610732963e-03 9.834307510e-03
2.337398270e-01 -5.614249483e-03 9.653932974e-03
2.487804773e-01 3.999702278e-02 1.773559258e-02
2.638211277e-01 3.540725992e-02 1.442821773e-02
2.788617781e-01 6.554031365e-03 1.108099697e-02
2.939024284e-01 1.369192545e-02 1.293848735e-02
3.089430788e-01 1.880884690e-02 1.496263953e-02
3.239837291e-01 -5.102533178e-03 7.508430327e-03
3.390243795e-01 5.314827267e-03 1.494691129e-02
3.540650298e-01 3.860903676e-03 1.039737547e-02
3.691056802e-01 -6.796044289e-03 1.596128407e-02
3.841463306e-01 2.450835996e-02 1.689551024e-02
3.991869809e-01 4.522655194e-02 1.752691014e-02
4.142276313e-01 4.509109965e-02 1.876795318e-02
4.292682816e-01 4.780137328e-02 2.466401735e-02
4.443089320e-01 -1.626074880e-02 1.261345858e-02
4.593495824e-01 6.382504762e-02 3.079863251e-02
4.743902327e-01 8.929439501e-03 2.628607531e-02
4.894308831e-01 4.086747290e-02 2.120363152e-02
5.044715334e-01 2.154712989e-02 2.597350572e-02
5.195121838e-01 3.923274104e-02 3.066431766e-02
5.345528341e-01 2.173848665e-02 2.477857647e-02
5.495934845e-01 3.733734649e-02 3.138636959e-02
5.646341349e-01 5.426450898e-02 3.762550095e-02
5.796747852e-01 4.061326483e-02 4.188763161e-02
5.947154356e-01 8.350409278e-03 3.612898311e-02
6.097560859e-01 8.635888896e-02 4.309893807e-02
6.247967363e-01 1.428420362e-02 4.599228850e-02
6.398373866e-01 1.651987214e-02 5.444855398e-02
6.548780370e-01 -9.585709207e-02 4.833039519e-02
6.699186874e-01 1.543717294e-01 6.684913930e-02
6.849593377e-01 1.652946293e-01 7.227999126e-02
6.999999881e-01 7.326268527e-02 9.074343858e-02
