# MSlice Cut of workspace "PLET_thf_background_summed_1.05meV_coh_rings"
# Cut axis: DeltaE,-3.0,0.699999988079071,0.014979757368564606
# Integration axis: |Q|,0.5,0.6,0.0
# (Energy Transfer (meV)) (Signal) (Error)
-2.022357727e+00 0.000000000e+00 0.000000000e+00
-2.007317076e+00 0.000000000e+00 0.000000000e+00
-1.992276426e+00 0.000000000e+00 0.000000000e+00
-1.977235776e+00 0.000000000e+00 0.000000000e+00
-1.962195125e+00 0.000000000e+00 0.000000000e+00
-1.947154475e+00 0.000000000e+00 0.000000000e+00
-1.932113825e+00 0.000000000e+00 0.000000000e+00
-1.917073174e+00 0.000000000e+00 0.000000000e+00
-1.902032524e+00 0.000000000e+00 0.000000000e+00
-1.886991874e+00 0.000000000e+00 0.000000000e+00
-1.871951223e+00 0.000000000e+00 0.000000000e+00
-1.856910573e+00 0.000000000e+00 0.000000000e+00
-1.841869922e+00 0.000000000e+00 0.000000000e+00
-1.826829272e+00 0.000000000e+00 0.000000000e+00
-1.811788622e+00 0.000000000e+00 0.000000000e+00
-1.796747971e+00 8.658895052e-03 5.431348329e-03
-1.781707321e+00 0.000000000e+00 0.000000000e+00
-1.766666671e+00 0.000000000e+00 0.000000000e+00
-1.751626020e+00 -4.901886587e-03 2.392999583e-03
-1.736585370e+00 -1.195875313e-03 1.017123690e-03
-1.721544720e+00 0.000000000e+00 0.000000000e+00
-1.706504069e+00 5.082943164e-03 3.227030659e-03
-1.691463419e+00 0.000000000e+00 0.000000000e+00
-1.676422768e+00 -1.843557700e-03 2.919868258e-03
-1.661382118e+00 -1.079805071e-02 6.969804062e-03
-1.646341468e+00 5.978816590e-03 2.751902577e-03
-1.631300817e+00 0.000000000e+00 0.000000000e+00
-1.616260167e+00 0.000000000e+00 0.000000000e+00
-1.601219517e+00 0.000000000e+00 0.000000000e+00
-1.586178866e+00 0.000000000e+00 0.000000000e+00
-1.571138216e+00 -6.927038667e-03 2.948613672e-03
-1.556097566e+00 -2.940635761e-03 1.442054053e-03
-1.541056915e+00 0.000000000e+00 0.000000000e+00
-1.526016265e+00 0.000000000e+00 0.000000000e+00
-1.510975615e+00 1.028169162e-04 3.426049526e-03
-1.495934964e+00 0.000000000e+00 0.000000000e+00
-1.480894314e+00 -5.809952132e-04 5.412749424e-04
-1.465853663e+00 6.567328039e-04 1.188231016e-03
-1.450813013e+00 0.000000000e+00 0.000000000e+00
-1.435772363e+00 0.000000000e+00 0.000000000e+00
-1.420731712e+00 2.598834574e-03 1.694202464e-03
-1.405691062e+00 0.000000000e+00 0.000000000e+00
-1.390650412e+00 0.000000000e+00 0.000000000e+00
-1.375609761e+00 -1.054217592e-03 1.050090320e-03
-1.360569111e+00 -3.286947653e-03 1.632402495e-03
-1.345528461e+00 1.002057620e-03 8.978879164e-04
-1.330487810e+00 0.000000000e+00 0.000000000e+00
-1.315447160e+00 -1.252448246e-04 4.105200900e-04
-1.300406510e+00 6.977827156e-04 8.600732277e-04
-1.285365859e+00 4.968311630e-03 2.513917585e-03
-1.270325209e+00 3.516573608e-03 2.318858459e-03
-1.255284558e+00 -7.033281515e-04 7.023663805e-04
-1.240243908e+00 1.520159977e-03 1.319977015e-03
-1.225203258e+00 2.661017556e-03 1.752486905e-03
-1.210162607e+00 0.000000000e+00 0.000000000e+00
-1.195121957e+00 2.114117383e-03 1.393360214e-03
-1.180081307e+00 -1.064792154e-03 6.947791662e-04
-1.165040656e+00 -2.037393972e-04 3.052205804e-04
-1.150000006e+00 1.751589113e-04 4.067215445e-04
-1.134959356e+00 5.737106331e-06 7.378320125e-05
-1.119918705e+00 -1.316144889e-04 3.244833567e-04
-1.104878055e+00 -1.146093481e-03 8.985636254e-04
-1.089837405e+00 1.813456012e-03 1.731168755e-03
-1.074796754e+00 -9.744035117e-04 6.523294496e-04
-1.059756104e+00 -6.375788821e-04 5.107200151e-04
-1.044715453e+00 1.242023420e-03 2.191534479e-03
-1.029674803e+00 5.702867165e-03 3.392649841e-03
-1.014634153e+00 1.161722989e-03 1.411415096e-03
-9.995935024e-01 5.062400361e-03 2.829557670e-03
-9.845528520e-01 7.516246988e-04 1.913385298e-03
-9.695122017e-01 -1.934544118e-03 9.324252496e-04
-9.544715513e-01 -1.487801681e-03 8.650524670e-04
-9.394309009e-01 0.000000000e+00 0.000000000e+00
-9.243902506e-01 -4.765890451e-04 1.327576605e-03
-9.093496002e-01 3.259227282e-03 1.540270727e-03
-8.943089499e-01 -6.929778660e-04 5.404926552e-04
-8.792682995e-01 1.993249145e-04 1.768832999e-03
-8.642276492e-01 -5.614487382e-03 1.895982248e-03
-8.491869988e-01 2.882857963e-03 2.122829945e-03
-8.341463484e-01 -1.027213984e-03 6.846368237e-04
-8.191056981e-01 -4.615306526e-03 1.624938929e-03
-8.040650477e-01 -2.735275501e-04 3.037396431e-03
-7.890243974e-01 5.164395590e-04 2.015602147e-03
-7.739837470e-01 1.520074327e-03 2.049480808e-03
-7.589430967e-01 -3.790615378e-03 1.650287045e-03
-7.439024463e-01 -2.170956453e-03 1.197140372e-03
-7.288617959e-01 4.617623674e-03 2.128431990e-03
-7.138211456e-01 2.922935862e-03 2.701709721e-03
-6.987804952e-01 -1.516408151e-03 9.374074250e-04
-6.837398449e-01 5.501566232e-03 3.631009591e-03
-6.686991945e-01 -3.060902243e-04 4.692274556e-04
-6.536585441e-01 1.507980685e-03 3.691970576e-03
-6.386178938e-01 2.432941117e-03 2.047989971e-03
-6.235772434e-01 3.179408395e-03 2.768754740e-03
-6.085365931e-01 -3.830143960e-03 2.077914682e-03
-5.934959427e-01 -3.391863016e-03 2.237861464e-03
-5.784552924e-01 4.935255798e-03 3.217279805e-03
-5.634146420e-01 -2.461648512e-04 2.156179440e-03
-5.483739916e-01 8.075425386e-03 4.240969423e-03
-5.333333413e-01 8.989118719e-03 3.763979440e-03
-5.182926909e-01 4.041371013e-03 3.152094697e-03
-5.032520406e-01 7.057157398e-04 3.077559149e-03
-4.882113902e-01 5.157200580e-03 4.236297364e-03
-4.731707398e-01 -5.399710510e-03 2.556291445e-03
-4.581300895e-01 3.253716489e-03 3.190169832e-03
-4.430894391e-01 4.163049448e-03 2.349513757e-03
-4.280487888e-01 5.433098626e-03 4.085944703e-03
-4.130081384e-01 -5.205218753e-03 1.932736913e-03
-3.979674881e-01 0.000000000e+00 0.000000000e+00
-3.829268377e-01 1.231983130e-04 3.411086407e-03
-3.678861873e-01 1.678721021e-02 5.471647496e-03
-3.528455370e-01 -3.113818864e-03 1.592632341e-03
-3.378048866e-01 9.475767638e-03 5.894991242e-03
-3.227642363e-01 9.473371361e-03 4.800895310e-03
-3.077235859e-01 1.262541900e-02 5.650300456e-03
-2.926829356e-01 -1.494415746e-03 3.553601045e-03
-2.776422852e-01 -6.232673687e-03 2.384439911e-03
-2.626016348e-01 5.666406508e-03 5.147379164e-03
-2.475609845e-01 -4.643203704e-03 3.796570778e-03
-2.325203341e-01 -4.667015687e-03 4.019301721e-03
-2.174796838e-01 -2.394113532e-03 1.487382357e-03
-2.024390334e-01 -4.311433581e-04 4.052311241e-03
-1.873983830e-01 4.238702062e-03 4.939858910e-03
-1.723577327e-01 1.396690917e-03 4.377799365e-03
-1.573170823e-01 -8.556256108e-03 4.191423899e-03
-1.422764320e-01 7.514517974e-03 8.238337650e-03
-1.272357816e-01 9.353294892e-03 8.505028977e-03
-1.121951313e-01 9.286167774e-03 6.214224848e-03
-9.715448090e-02 1.387837216e-03 6.264266515e-03
-8.211383054e-02 8.482940621e-03 7.651605978e-03
-6.707318018e-02 -8.992472857e-03 7.091462749e-03
-5.203252982e-02 -3.630306265e-03 2.234904663e-03
-3.699187947e-02 -6.383789628e-03 3.056904368e-03
-2.195122911e-02 -9.959393582e-03 1.715295137e-02
-6.910578749e-03 7.451434970e-02 2.774801933e-02
8.130071609e-03 3.927905820e-02 2.052434855e-02
2.317072197e-02 -1.380823023e-03 1.079564409e-02
3.821137233e-02 2.588426004e-02 1.394056693e-02
5.325202268e-02 5.312604600e-03 7.949499271e-03
6.829267304e-02 9.047102507e-03 9.613410970e-03
8.333332340e-02 -3.006386783e-03 9.585132099e-03
9.837397376e-02 -2.413632632e-03 9.292703042e-03
1.134146241e-01 -2.271917703e-03 7.776162517e-03
1.284552745e-01 -2.297083274e-02 9.858583136e-03
1.434959248e-01 2.448308910e-02 1.387203316e-02
1.585365752e-01 4.362967603e-02 1.582294187e-02
1.735772255e-01 -1.613927915e-03 1.141452531e-02
1.886178759e-01 1.086196001e-02 1.261537002e-02
2.036585263e-01 -3.288000741e-03 1.418903503e-02
2.186991766e-01 2.661025349e-02 3.475651986e-02
2.337398270e-01 -9.165999975e-03 5.779730215e-03
2.487804773e-01 2.797084563e-02 1.559088534e-02
2.638211277e-01 6.554501391e-03 1.392771396e-02
2.788617781e-01 4.581326586e-04 1.969222686e-02
2.939024284e-01 1.250290087e-02 1.776097044e-02
3.089430788e-01 3.972756959e-02 2.583403401e-02
3.239837291e-01 -2.341824093e-02 2.879679923e-02
3.390243795e-01 4.044843297e-02 2.217726426e-02
3.540650298e-01 5.598431758e-02 3.181818990e-02
3.691056802e-01 3.036844693e-02 1.985862587e-02
3.841463306e-01 1.444485887e-02 2.049757521e-02
3.991869809e-01 -1.083799718e-03 1.990587141e-02
4.142276313e-01 1.076698025e-02 1.765944613e-02
4.292682816e-01 -1.460828148e-03 2.414484735e-02
4.443089320e-01 1.789232287e-02 2.788632190e-02
4.593495824e-01 8.499744649e-03 4.884307056e-02
4.743902327e-01 1.588628113e-02 4.391473057e-02
4.894308831e-01 6.007447670e-02 4.629295913e-02
5.044715334e-01 -1.647243926e-03 4.059388723e-02
5.195121838e-01 7.343049661e-02 5.212813843e-02
5.345528341e-01 7.338506079e-03 4.402220972e-02
5.495934845e-01 6.090190468e-02 5.248889221e-02
5.646341349e-01 4.013454368e-02 3.752623964e-02
5.796747852e-01 1.404173720e-01 6.002366516e-02
5.947154356e-01 7.349728763e-02 5.855329024e-02
6.097560859e-01 -2.440046523e-02 6.073100421e-02
6.247967363e-01 9.052955555e-02 6.667046715e-02
6.398373866e-01 -2.323026507e-02 6.821834844e-02
6.548780370e-01 1.206555888e-02 5.830583568e-02
6.699186874e-01 8.642486096e-02 8.433371699e-02
6.849593377e-01 -1.831434982e-02 1.029734862e-01
6.999999881e-01 2.415690671e-01 1.176585047e-01
