E (meV)	LETPLET_thf_background_summed_1.05meV_coh_rings_0.35A-1	err	E (meV)	LETPLET_thf_background_summed_1.05meV_coh_rings_0.45A-1	err	E (meV)	LETPLET_thf_background_summed_1.05meV_coh_rings_0.55A-1	err	E (meV)	LETPLET_thf_background_summed_1.05meV_coh_rings_0.6499999999999999A-1	err	E (meV)	LETPLET_thf_background_summed_1.05meV_coh_rings_0.75A-1	err	E (meV)	LETPLET_thf_background_summed_1.05meV_coh_rings_0.8499999999999999A-1	err	E (meV)	LETPLET_thf_background_summed_1.05meV_coh_rings_0.95A-1	err	E (meV)	LETPLET_thf_background_summed_1.05meV_coh_rings_1.0499999999999998A-1	err	E (meV)	LETPLET_thf_background_summed_1.05meV_coh_rings_1.15A-1	err	E (meV)	LETPLET_thf_background_summed_1.05meV_coh_rings_1.25A-1	err
-2.413414636			-2.413414636			-2.413414636			-2.413414636	0.02512806988	0.01276623929	-2.413414636	-0.0004450165307	0.0007924868417	-2.413414636	0.0	0.0	-2.413414636	0.0006243874172	0.0006397919222	-2.413414636	0.0	0.0	-2.413414636	-0.002434934685	0.001735843067	-2.413414636	0.004748789879	0.002377310658
-2.398373986			-2.398373986			-2.398373986			-2.398373986	0.0	0.0	-2.398373986	2.147797661e-05	0.001698163455	-2.398373986	-0.000660700443	0.0004080426746	-2.398373986	-0.00179568872	0.001467986064	-2.398373986	-0.001394783215	0.0008592255539	-2.398373986	0.0005439721717	0.0007534956472	-2.398373986	-0.001183427425	0.001503551635
-2.383333335			-2.383333335			-2.383333335			-2.383333335	0.0	0.0	-2.383333335	0.0	0.0	-2.383333335	0.0004079532877	0.0003987676637	-2.383333335	-8.524538893e-05	0.0002181726279	-2.383333335	-0.002494288335	0.001178463646	-2.383333335	-0.0004851658358	0.002778599034	-2.383333335	0.0007770482332	0.0008657312313
-2.368292685			-2.368292685			-2.368292685			-2.368292685	0.002340470286	0.00184802065	-2.368292685	0.001042769157	0.001047065036	-2.368292685	-0.0002847806723	0.0005684762724	-2.368292685	0.0	0.0	-2.368292685	-0.0004813099763	0.001029389658	-2.368292685	0.0005511518292	0.000887463937	-2.368292685	-0.0004216327289	0.001873507691
-2.353252035			-2.353252035			-2.353252035			-2.353252035	0.0	0.0	-2.353252035	0.0008399436432	0.0005225230527	-2.353252035	-0.001167733895	0.0007624495808	-2.353252035	-0.0002387513459	0.0003550748158	-2.353252035	-0.007504516194	0.003699499012	-2.353252035	-0.00201230892	0.001255252749	-2.353252035	6.61645311e-05	0.001535620784
-2.338211384			-2.338211384			-2.338211384			-2.338211384	0.0	0.0	-2.338211384	0.001402794154	0.0008642964027	-2.338211384	-0.0008860699462	0.0005321251478	-2.338211384	0.001397998759	0.0008670887793	-2.338211384	0.0	0.0	-2.338211384	-0.0003023677691	0.0003936201752	-2.338211384	-0.0006126660313	0.001277969906
-2.323170734			-2.323170734			-2.323170734			-2.323170734	0.0	0.0	-2.323170734	0.0	0.0	-2.323170734	-0.002514800936	0.0008696887834	-2.323170734	0.001972594995	0.00140734058	-2.323170734	0.0	0.0	-2.323170734	-0.001125180819	0.0007590408359	-2.323170734	-0.0006373296155	0.00215515933
-2.308130084			-2.308130084			-2.308130084			-2.308130084	-0.0006386732382	0.0007521830522	-2.308130084	0.0002136159716	0.0006282750988	-2.308130084	0.002554215384	0.001242575897	-2.308130084	0.0005626512902	0.0007520970042	-2.308130084	0.0	0.0	-2.308130084	0.0	0.0	-2.308130084	6.994317351e-06	7.324145281e-05
-2.293089433			-2.293089433			-2.293089433			-2.293089433	-0.003609406166	0.001770849411	-2.293089433	-0.001071928919	0.0006851744209	-2.293089433	0.0006647169327	0.0009548407387	-2.293089433	-0.000842994328	0.0006916338383	-2.293089433	0.0009679643372	0.001941166979	-2.293089433	0.0	0.0	-2.293089433	0.0	0.0
-2.278048783			-2.278048783			-2.278048783			-2.278048783	0.009201081963	0.005710230116	-2.278048783	-7.223218134e-05	0.0001458044688	-2.278048783	0.0004200160194	0.00119067989	-2.278048783	-0.001580530261	0.0009259975419	-2.278048783	-0.001137271556	0.001510117671	-2.278048783	0.0	0.0	-2.278048783	0.0	0.0
-2.263008132			-2.263008132			-2.263008132			-2.263008132	0.0	0.0	-2.263008132	0.0	0.0	-2.263008132	0.0	0.0	-2.263008132	0.0	0.0	-2.263008132	0.0003966900525	0.00126751621	-2.263008132	0.001292240997	0.001251184581	-2.263008132	0.003685018081	0.001871081533
-2.247967482			-2.247967482			-2.247967482			-2.247967482	0.0	0.0	-2.247967482	0.0	0.0	-2.247967482	0.0	0.0	-2.247967482	0.0	0.0	-2.247967482	0.0	0.0	-2.247967482	0.0	0.0	-2.247967482	0.0	0.0
-2.232926832			-2.232926832			-2.232926832			-2.232926832	0.0	0.0	-2.232926832	-0.00148025272	0.0006504177521	-2.232926832	-9.774869503e-05	0.0001819892264	-2.232926832	-0.001284224343	0.000768073266	-2.232926832	0.002071704131	0.001286772847	-2.232926832	0.0	0.0	-2.232926832	0.0	0.0
-2.217886181			-2.217886181			-2.217886181			-2.217886181	0.0	0.0	-2.217886181	0.0	0.0	-2.217886181	0.0	0.0	-2.217886181	0.0	0.0	-2.217886181	-0.001602981429	0.0009598396336	-2.217886181	0.0	0.0	-2.217886181	-0.001828026193	0.001093670021
-2.202845531			-2.202845531			-2.202845531			-2.202845531	-0.0007757899264	0.0006576434333	-2.202845531	-0.002872437364	0.001078501398	-2.202845531	-0.0006874203447	0.0004115899234	-2.202845531	0.004454730564	0.002015238072	-2.202845531	0.002088787366	0.001300715565	-2.202845531	0.0	0.0	-2.202845531	0.0	0.0
-2.187804881			-2.187804881			-2.187804881			-2.187804881	0.0007977996759	0.001578375743	-2.187804881	-0.003411707659	0.001233668116	-2.187804881	0.001512216441	0.001331878509	-2.187804881	0.0	0.0	-2.187804881	-0.001695043822	0.001016247053	-2.187804881	0.0	0.0	-2.187804881	0.002467113871	0.001632466229
-2.17276423			-2.17276423			-2.17276423			-2.17276423	0.0	0.0	-2.17276423	-0.0005003006396	0.0003672548268	-2.17276423	-0.0004114075752	0.0008908497627	-2.17276423	0.002237307986	0.001414032129	-2.17276423	0.0	0.0	-2.17276423	-0.00102661231	0.0008065629057	-2.17276423	-0.0003759315324	0.0009021787726
-2.15772358			-2.15772358			-2.15772358	0.0	0.0	-2.15772358	0.0	0.0	-2.15772358	0.0	0.0	-2.15772358	0.0	0.0	-2.15772358	0.003630396757	0.002285430404	-2.15772358	0.0	0.0	-2.15772358	0.003588530783	0.002292916283	-2.15772358	0.0	0.0
-2.14268293			-2.14268293			-2.14268293	0.0	0.0	-2.14268293	0.0	0.0	-2.14268293	-0.001023879123	0.0005715906367	-2.14268293	-0.000250342337	0.0002496497989	-2.14268293	0.0	0.0	-2.14268293	0.0	0.0	-2.14268293	0.0	0.0	-2.14268293	0.002580512076	0.001658864901
-2.127642279			-2.127642279			-2.127642279	0.0	0.0	-2.127642279	-0.001894955577	0.001026358798	-2.127642279	-0.001968495517	0.0008099330606	-2.127642279	0.0002507313897	0.0009206375222	-2.127642279	0.002196442386	0.001654686235	-2.127642279	0.000512378287	0.001283501427	-2.127642279	0.001275034481	0.001802997123	-2.127642279	0.0	0.0
-2.112601629			-2.112601629			-2.112601629	0.0	0.0	-2.112601629	0.00195753668	0.001301381108	-2.112601629	-0.0005056498777	0.0007188776207	-2.112601629	-0.002253470464	0.0008565598395	-2.112601629	0.0	0.0	-2.112601629	0.0	0.0	-2.112601629	0.0	0.0	-2.112601629	0.002002944125	0.001250503531
-2.097560979			-2.097560979			-2.097560979	0.0	0.0	-2.097560979	0.0	0.0	-2.097560979	-0.000897985543	0.0004751367863	-2.097560979	-0.002610802862	0.001324721846	-2.097560979	-0.0001124669778	0.001477248916	-2.097560979	-0.001157255228	0.001452861094	-2.097560979	-0.001356612895	0.000883189998	-2.097560979	0.002087935132	0.001680618705
-2.082520328			-2.082520328			-2.082520328	-0.02103835984	0.02272239232	-2.082520328	-0.005839030125	0.004208435117	-2.082520328	-0.002023463712	0.0009793986373	-2.082520328	0.002533892321	0.001214659686	-2.082520328	0.0	0.0	-2.082520328	0.0	0.0	-2.082520328	0.002194508808	0.00161982944	-2.082520328	-0.002543324195	0.001186715805
-2.067479678			-2.067479678			-2.067479678	0.0	0.0	-2.067479678	0.0	0.0	-2.067479678	0.0	0.0	-2.067479678	0.001373355291	0.001323461475	-2.067479678	0.001236092497	0.001886571553	-2.067479678	-0.001936739559	0.001133144359	-2.067479678	-0.001222227408	0.001236553751	-2.067479678	-0.001602946865	0.0009604385231
-2.052439027			-2.052439027			-2.052439027	0.0	0.0	-2.052439027	0.0	0.0	-2.052439027	0.001427655255	0.0009059463715	-2.052439027	0.002689274794	0.002280457845	-2.052439027	0.002235298972	0.001415908265	-2.052439027	0.0	0.0	-2.052439027	0.0	0.0	-2.052439027	0.002838186897	0.001785426283
-2.037398377			-2.037398377			-2.037398377	0.0	0.0	-2.037398377	0.0	0.0	-2.037398377	0.0009070561459	0.0005640925596	-2.037398377	-0.001877710558	0.0009092678209	-2.037398377	0.001641058777	0.002261851164	-2.037398377	0.0	0.0	-2.037398377	0.0	0.0	-2.037398377	0.00267054803	0.001900630792
-2.022357727			-2.022357727			-2.022357727	0.0	0.0	-2.022357727	0.001669952341	0.001856731353	-2.022357727	-0.0002787865348	0.000305948047	-2.022357727	-0.001176239995	0.0006532753272	-2.022357727	0.002621513841	0.001578191747	-2.022357727	0.0	0.0	-2.022357727	-0.002154343915	0.001288376442	-2.022357727	8.901667847e-05	0.001149997257
-2.007317076			-2.007317076			-2.007317076	0.0	0.0	-2.007317076	-0.001111692922	0.0006658931064	-2.007317076	0.0	0.0	-2.007317076	0.001779660477	0.001121465368	-2.007317076	0.002922533581	0.001964611564	-2.007317076	0.0	0.0	-2.007317076	0.0	0.0	-2.007317076	-0.00300210925	0.001307053199
-1.992276426			-1.992276426			-1.992276426	0.0	0.0	-1.992276426	-0.001264329066	0.0007572887319	-1.992276426	0.0001578661398	0.0007437559432	-1.992276426	-0.001962316453	0.001089446841	-1.992276426	-0.0002536965206	0.002047615932	-1.992276426	0.001176695279	0.001194650497	-1.992276426	-0.001430677339	0.002033528527	-1.992276426	0.000160775051	0.0009089714911
-1.977235776			-1.977235776			-1.977235776	0.0	0.0	-1.977235776	-0.002964093585	0.00177217616	-1.977235776	0.0004924962286	0.001317054584	-1.977235776	0.001849763577	0.001458798643	-1.977235776	-0.004607923145	0.003061123552	-1.977235776	0.002570940983	0.001628237326	-1.977235776	0.0	0.0	-1.977235776	0.00181666009	0.00132377332
-1.962195125			-1.962195125			-1.962195125	0.0	0.0	-1.962195125	-0.0003119283251	0.0002969008934	-1.962195125	-0.001177924462	0.000608748363	-1.962195125	-0.0002124186721	0.0002916550772	-1.962195125	-0.001079982732	0.001482782072	-1.962195125	0.0004961656483	0.001752703021	-1.962195125	0.003838447145	0.002385607672	-1.962195125	0.002659797405	0.001694099436
-1.947154475			-1.947154475			-1.947154475	0.0	0.0	-1.947154475	-0.0003109166451	0.0002917787188	-1.947154475	0.001912971575	0.001666399335	-1.947154475	-0.001377130654	0.0008230857195	-1.947154475	0.003526376668	0.002211088333	-1.947154475	-0.002232769359	0.001334840244	-1.947154475	0.0	0.0	-1.947154475	0.0	0.0
-1.932113825			-1.932113825			-1.932113825	0.0	0.0	-1.932113825	0.0	0.0	-1.932113825	0.001604138363	0.001040416094	-1.932113825	0.001306087244	0.001718673487	-1.932113825	0.0	0.0	-1.932113825	0.0	0.0	-1.932113825	0.0	0.0	-1.932113825	-0.0009542567885	0.0007988765881
-1.917073174			-1.917073174			-1.917073174	0.0	0.0	-1.917073174	0.0004669571954	0.0004678805157	-1.917073174	0.0007757411405	0.0006392839573	-1.917073174	0.001763927729	0.001992150408	-1.917073174	0.002403615214	0.001643520454	-1.917073174	0.0	0.0	-1.917073174	0.0	0.0	-1.917073174	-0.003058618484	0.001501367684
-1.902032524			-1.902032524			-1.902032524	0.0	0.0	-1.902032524	0.001853002829	0.001930134407	-1.902032524	0.0	0.0	-1.902032524	0.001319257812	0.001095653245	-1.902032524	0.0001385149107	0.0003577033589	-1.902032524	-0.002983565519	0.001534652666	-1.902032524	-0.0006433812487	0.0007165715418	-1.902032524	0.002560653114	0.001626798016
-1.886991874			-1.886991874			-1.886991874	0.0	0.0	-1.886991874	0.004319058788	0.001982977114	-1.886991874	0.0002800054788	0.0009023911356	-1.886991874	0.003085830768	0.001615613178	-1.886991874	0.006430211789	0.003135187938	-1.886991874	-0.002208575873	0.001211169495	-1.886991874	-0.0003385980104	0.0005200496121	-1.886991874	0.0	0.0
-1.871951223			-1.871951223			-1.871951223	0.0	0.0	-1.871951223	0.0	0.0	-1.871951223	-0.0007356332194	0.0004396902135	-1.871951223	-0.0006029542306	0.0005797751448	-1.871951223	-0.002668839822	0.001361150771	-1.871951223	0.00276057024	0.001785700027	-1.871951223	0.0	0.0	-1.871951223	0.001724956565	0.001236778263
-1.856910573			-1.856910573			-1.856910573	0.0	0.0	-1.856910573	0.000280263019	0.001060047885	-1.856910573	0.001586761108	0.0008749656306	-1.856910573	-0.0001815539802	0.0003182730196	-1.856910573	-0.0001695700136	0.0003095845612	-1.856910573	0.0	0.0	-1.856910573	0.002854305086	0.001779054208	-1.856910573	0.0004935531945	0.0006597398242
-1.841869922			-1.841869922			-1.841869922	0.0	0.0	-1.841869922	0.0	0.0	-1.841869922	-6.183237274e-05	0.0007808320952	-1.841869922	0.0	0.0	-1.841869922	0.001813602305	0.001423030848	-1.841869922	-0.0008311445003	0.001456344047	-1.841869922	0.0	0.0	-1.841869922	0.0	0.0
-1.826829272			-1.826829272			-1.826829272	0.0	0.0	-1.826829272	0.004120994269	0.002586826448	-1.826829272	-0.0006778820079	0.0005410903069	-1.826829272	-0.0005533563932	0.0004990579057	-1.826829272	0.0	0.0	-1.826829272	0.001988737822	0.001401670233	-1.826829272	0.006958667891	0.00263417558	-1.826829272	-0.001400797561	0.0008808240789
-1.811788622			-1.811788622			-1.811788622	0.0	0.0	-1.811788622	0.001263383736	0.0008018390804	-1.811788622	-0.0008797586829	0.0005266967439	-1.811788622	0.0	0.0	-1.811788622	9.939245691e-05	0.0003030905779	-1.811788622	0.0	0.0	-1.811788622	0.003027926342	0.001893833001	-1.811788622	0.0	0.0
-1.796747971			-1.796747971			-1.796747971	0.008658895052	0.005431348329	-1.796747971	0.0	0.0	-1.796747971	0.0	0.0	-1.796747971	-0.001102821417	0.0008447441838	-1.796747971	0.002209755189	0.001428341278	-1.796747971	-0.001246691007	0.0009569590417	-1.796747971	0.004157789468	0.002120230204	-1.796747971	-0.00484764866	0.002516304323
